"id","name","prefix","year1","year2","language","nodesid"
"11212","Klein Tinz",null,null,null,null,"3758"
"11213","Klein Tromnau",null,null,null,null,"3760"
"11214","antiquam Trumenam",null,null,null,null,"3760"
"11215","Klein Tschernosek",null,null,null,null,"3761"
"11216","Wendesschen Wukerd",null,null,null,null,"3764"
"11217","Lutken Wokerde",null,null,null,null,"3764"
"11218","Klein Zacharin",null,null,null,null,"3765"
"11219","Klein Kreutz",null,null,null,null,"3766"
"11220","Wendisch Kreutz",null,null,null,null,"3766"
"11222","Kleine Klus",null,null,null,null,"3771"
"11223","Preussische Clus",null,null,null,null,"3771"
"11224","Klus",null,null,null,null,"3771"
"11225","Clus",null,null,null,null,"3771"
"11226","Klues up den Helwege vor dem Santfoerde",null,null,null,null,"3771"
"11227","Clenenberga",null,null,null,null,"3773"
"11228","Clenenberic",null,null,null,null,"3773"
"11229","Cleneberg",null,null,null,null,"3773"
"11230","Clinenberge",null,null,null,null,"3773"
"11231","Clenenberch",null,null,null,null,"3773"
"11232","Klenenberg",null,null,null,null,"3773"
"11233","curiam Lutticke Breme",null,null,null,null,"3774"
"11234","parvo Bremen",null,null,null,null,"3774"
"11235","Luttikenbremen",null,null,null,null,"3774"
"11236","Bremam",null,null,null,null,"3774"
"11237","Luckenbremen",null,null,null,null,"3774"
"11238","Kleinlieskow",null,null,null,null,"3781"
"11239","Ringe",null,null,null,null,"3783"
"11240","Righe",null,null,null,null,"3783"
"11241","Wessinge minor",null,null,null,null,"3787"
"11242","Wenigen-Wessungen",null,null,null,null,"3787"
"11243","Mały Wjelkow",null,null,null,null,"3788"
"11244","Klein Ziethen",null,null,null,null,"3789"
"11245","Klenczanów",null,null,null,null,"3791"
"11246","Klettendorf",null,null,null,null,"3796"
"11247","Cleine Trebbow",null,null,null,null,"3759"
"11248","Ossenthorpe",null,null,null,null,"5709"
"11249","Ossenthorp",null,null,null,null,"5709"
"11250","Ossonthorp",null,null,null,null,"5709"
"11251","Ossendorp",null,null,null,null,"5709"
"11252","Ossindorp",null,null,null,null,"5709"
"11253","Ussendorp",null,null,null,null,"5709"
"11254","Ossendorpff",null,null,null,null,"5709"
"11255","Bevern",null,null,null,null,"5714"
"11256","Bervarnon",null,null,null,null,"5714"
"11257","Beuerne",null,null,null,null,"5714"
"11258","Ostbeveren",null,null,null,null,"5714"
"11259","Ostbeueren",null,null,null,null,"5714"
"11260","Osbeueren",null,null,null,null,"5714"
"11261","Osterlügum",null,null,null,null,"5731"
"11262","Öster Lugum",null,null,null,null,"5731"
"11263","Lygom",null,null,null,null,"5731"
"11264","Klettstädt",null,null,null,null,"3797"
"11265","Kleef",null,null,null,null,"3801"
"11266","Cleves",null,null,null,null,"3801"
"11267","Clèves",null,null,null,null,"3801"
"11268","Kleve",null,null,null,null,"3802"
"11269","Glewe",null,null,null,null,"3803"
"11270","Glawe",null,null,null,null,"3803"
"11271","Chlewe",null,null,null,null,"3803"
"11272","Klewe",null,null,null,null,"3803"
"11273","Clitzse",null,null,null,null,"3805"
"11274","Klitzen",null,null,null,null,"3805"
"11275","Klytz",null,null,null,null,"3805"
"11276","Klycze",null,null,null,null,"3805"
"11277","Klitze",null,null,null,null,"3805"
"11278","Clitz",null,null,null,null,"3805"
"11279","Clytczk",null,null,null,null,"3805"
"11280","Clitzk",null,null,null,null,"3805"
"11281","Clumam",null,null,null,null,"3807"
"11282","Clumena",null,null,null,null,"3807"
"11283","Clumna",null,null,null,null,"3807"
"11284","Cluma",null,null,null,null,"3807"
"11285","Clummene",null,null,null,null,"3807"
"11286","Clemne",null,null,null,null,"3807"
"11287","Climme",null,null,null,null,"3807"
"11288","Clemmen",null,null,null,null,"3807"
"11289","Climmen",null,null,null,null,"3807"
"11290","Klinte",null,null,null,null,"3812"
"11291","Клясціцы",null,null,null,null,"3816"
"11292","Kljasticy",null,null,null,null,"3816"
"11293","Kłobucko",null,null,null,null,"3819"
"11294","Kloxin",null,null,null,null,"3820"
"11295","Cloxin",null,null,null,null,"3820"
"11296","Klosym",null,null,null,null,"3820"
"11297","Czinnow",null,null,null,null,"3823"
"11298","Cenna",null,null,null,null,"3823"
"11299","Cynna",null,null,null,null,"3823"
"11300","Klincken",null,null,null,null,"3810"
"11301","Klincker",null,null,null,null,"3810"
"11302","Klincke",null,null,null,null,"3810"
"11303","Osedinchusen",null,null,null,null,"5741"
"11304","Oestinch",null,null,null,null,"5741"
"11305","Oystinchusen",null,null,null,null,"5741"
"11306","Oistinckhausen",null,null,null,null,"5741"
"11307","Oistinckhuißen",null,null,null,null,"5741"
"11308","Oestinghausen",null,null,null,null,"5741"
"11309","Hostinen",null,null,null,null,"5743"
"11310","Ostunnen",null,null,null,null,"5743"
"11221","Kleinburg","",null,null,"deu","3770"
"11311","Tunnen",null,null,null,null,"5743"
"11312","Oystune",null,null,null,null,"5743"
"11313","Ostünen",null,null,null,null,"5743"
"11314","Oisthonnen",null,null,null,null,"5743"
"11315","Ostümmer",null,null,null,null,"5743"
"11316","Ost-Tonne",null,null,null,null,"5743"
"11317","Klösterle an der Eger",null,null,null,null,"3827"
"11318","Dorf Mansfeld",null,null,null,null,"3828"
"11319","Clotzow",null,null,null,null,"3829"
"11320","Klotzen",null,null,null,null,"3829"
"11321","Clotze",null,null,null,null,"3829"
"11322","Klotzke",null,null,null,null,"3829"
"11323","Alt Klücken",null,null,null,null,"3830"
"11324","Klues",null,null,null,null,"3833"
"11325","Klusz",null,null,null,null,"3833"
"11326","Klus",null,null,null,null,"3833"
"11327","Pustowhoff",null,null,null,null,"3834"
"11328","Klus",null,null,null,null,"3835"
"11329","Klus",null,null,null,null,"3837"
"11330","Klus Mühle",null,null,null,null,"3837"
"11331","Kluss Mühle",null,null,null,null,"3837"
"11332","Klützow",null,null,null,null,"3838"
"11333","Knakendorf",null,null,null,null,"3840"
"11334","Cnislara",null,null,null,null,"3842"
"11335","Kneslara",null,null,null,null,"3842"
"11336","Clenleirs",null,null,null,null,"3842"
"11337","Cneslar",null,null,null,null,"3842"
"11338","Knislara",null,null,null,null,"3842"
"11339","Kninitz",null,null,null,null,"3843"
"11340","Knobvíz",null,null,null,null,"3844"
"11341","Kobbel",null,null,null,null,"3847"
"11342","Koberwitz",null,null,null,null,"3850"
"11343","Corneri",null,null,null,null,"3934"
"11344","Coniri",null,null,null,null,"3934"
"11345","Conre",null,null,null,null,"3934"
"11346","Coine",null,null,null,null,"3934"
"11347","Kone",null,null,null,null,"3934"
"11348","Konstadt",null,null,null,null,"3940"
"11349","Kreslau",null,null,null,null,"4052"
"11350","Krestcy",null,null,null,null,"4053"
"11351","Krestsy",null,null,null,null,"4053"
"11352","Krestzy",null,null,null,null,"4053"
"11353","Крестцы",null,null,null,null,"4053"
"11354","Atmarasbokholte",null,null,null,null,"5768"
"11355","Otmarsbukholte",null,null,null,null,"5768"
"11356","Otmeresbuocholte",null,null,null,null,"5768"
"11357","Oetmaresbucholte",null,null,null,null,"5768"
"11358","Oxenwatt",null,null,null,null,"5785"
"11359","Vxenwath",null,null,null,null,"5785"
"11360","Oxenwat",null,null,null,null,"5785"
"11361","Krupki",null,null,null,null,"4096"
"11362","Крупскі",null,null,null,null,"4096"
"11363","Confluentes",null,null,null,null,"3852"
"11364","Conbulantia",null,null,null,null,"3852"
"11365","covelenze",null,null,null,null,"3852"
"11366","Kovelenze",null,null,null,null,"3852"
"11367","Cobelenze",null,null,null,null,"3852"
"11368","Covlentze",null,null,null,null,"3852"
"11369","Kobyle Pole",null,null,null,null,"3854"
"11370","Kochanovo",null,null,null,null,"3857"
"11371","Коханава",null,null,null,null,"3857"
"11372","Köchelsdorf",null,null,null,null,"3858"
"11373","Cochelestorp",null,null,null,null,"3858"
"11374","Kochelstorp",null,null,null,null,"3858"
"11375","Kughelstorp",null,null,null,null,"3858"
"11376","Kocierzew Kościelny",null,null,null,null,"3861"
"11377","Koczanowo",null,null,null,null,"3862"
"11378","Kokelberg",null,null,null,null,"3864"
"11379","Coekelberge",null,null,null,null,"3864"
"11380","Coekelbergha",null,null,null,null,"3864"
"11381","Koggowa",null,null,null,null,"3865"
"11382","Kohhala",null,null,null,null,"3866"
"11383","Coall",null,null,null,null,"3866"
"11384","Koal",null,null,null,null,"3866"
"11385","Marcolvissen",null,null,null,null,"3868"
"11386","Kohlow",null,null,null,null,"3869"
"11387","Koil",null,null,null,null,"3871"
"11388","Koitz",null,null,null,null,"3873"
"11389","Coytzsch",null,null,null,null,"3874"
"11390","Kokenhusen",null,null,null,null,"3876"
"11391","Kukenoyse",null,null,null,null,"3876"
"11392","Kackenhusen",null,null,null,null,"3876"
"11393","Cokenhuszen",null,null,null,null,"3876"
"11394","Kockenhusen",null,null,null,null,"3876"
"11395","Kokina",null,null,null,null,"3877"
"11396","Kolberg",null,null,null,null,"3880"
"11397","Cholbergiensis",null,null,null,null,"3880"
"11398","Colbrech",null,null,null,null,"3880"
"11399","Colubregam",null,null,null,null,"3880"
"11400","Colberg",null,null,null,null,"3880"
"11401","Coluberch",null,null,null,null,"3880"
"11402","Cholberg",null,null,null,null,"3880"
"11403","Choleberch",null,null,null,null,"3880"
"11404","Cholberch",null,null,null,null,"3880"
"11405","Colberch",null,null,null,null,"3880"
"11406","Colberge",null,null,null,null,"3880"
"11407","Choleberg",null,null,null,null,"3880"
"11408","Kolbrzegu",null,null,null,null,"3880"
"11409","Kolberka",null,null,null,null,"3880"
"29913","Hindenberch","","1574",null,"deu","3065"
"11412","Consages",null,null,null,null,"3938"
"11413","Koliebken",null,null,null,null,"3882"
"11414","Gołkojce",null,null,null,null,"3884"
"11415","Kölln",null,null,null,null,"3885"
"11416","Cologne",null,null,null,null,"3888"
"11417","Keulen",null,null,null,null,"3888"
"11418","Cöln",null,null,null,null,"3888"
"11419","Colne",null,null,null,null,"3888"
"11420","Coln",null,null,null,null,"3888"
"11421","Collen",null,null,null,null,"3888"
"11422","Passenheim",null,null,null,null,"5849"
"11423","Bassenheim",null,null,null,null,"5849"
"11424","Culsin",null,null,null,null,"3901"
"11425","Cvltsin",null,null,null,null,"3901"
"11426","Colcyn",null,null,null,null,"3901"
"11427","Culcin",null,null,null,null,"3901"
"11428","Cultzin",null,null,null,null,"3901"
"11429","Koltsin",null,null,null,null,"3901"
"11430","Kolcyn",null,null,null,null,"3901"
"11431","Colsyn",null,null,null,null,"3901"
"11432","Coltsyn",null,null,null,null,"3901"
"11433","Kolozyov",null,null,null,null,"3902"
"11434","Koltzowe",null,null,null,null,"3902"
"11435","Coltzow",null,null,null,null,"3902"
"11436","Koltzow",null,null,null,null,"3902"
"11437","Komaj",null,null,null,null,"3903"
"11438","Камаі",null,null,null,null,"3903"
"11439","Komotau",null,null,null,null,"3905"
"11440","Comutaw",null,null,null,null,"3905"
"11441","Königgrätz",null,null,null,null,"3909"
"11442","Reginae Grecz",null,null,null,null,"3909"
"11443","Hradku",null,null,null,null,"3909"
"11445","Coetwijc",null,null,null,null,"3945"
"11446","Kaetwick",null,null,null,null,"3945"
"11447","Kaitwijck",null,null,null,null,"3945"
"11448","Caetwyck",null,null,null,null,"3945"
"11449","Koitwyck",null,null,null,null,"3945"
"11450","Koetwyck",null,null,null,null,"3945"
"11451","Kootwyk",null,null,null,null,"3945"
"11452","Koetwyk",null,null,null,null,"3945"
"11453","Königsberg",null,null,null,null,"3911"
"11454","Калининград",null,null,null,null,"3911"
"11455","Conigsberg",null,null,null,null,"3911"
"11456","Mons Regius",null,null,null,null,"3911"
"11457","Regiomonti",null,null,null,null,"3911"
"11458","civitas Regiomontana",null,null,null,null,"3911"
"11459","nova civitas",null,null,null,null,"3911"
"11460","Nova Kunigisberg",null,null,null,null,"3911"
"11461","civitas Leybenicht",null,null,null,null,"3911"
"11462","Nuwenstadt",null,null,null,null,"3911"
"11463","Knyphabe",null,null,null,null,"3911"
"11464","Pregormunde",null,null,null,null,"3911"
"11465","nova civitas Konigisberk",null,null,null,null,"3911"
"11466","Kynigisberch",null,null,null,null,"3911"
"11467","Königsberg",null,null,null,null,"3912"
"11468","Königsberg",null,null,null,null,"3913"
"11469","Königsberg in Neumark",null,null,null,null,"3913"
"11470","Konigesberge",null,null,null,null,"3913"
"11471","Koningesberge",null,null,null,null,"3913"
"11472","Kunigsperg",null,null,null,null,"3913"
"11473","Kungesberg",null,null,null,null,"3913"
"11474","Kunegesbrücke",null,null,null,null,"3914"
"11410","Konradswaldau","",null,null,"deu","3937"
"11475","Kuningesbruc",null,null,null,null,"3914"
"11476","Kungesprucken",null,null,null,null,"3914"
"11477","Konigsbruck",null,null,null,null,"3914"
"11478","Daelhem",null,null,null,null,"3915"
"11479","Tulehem",null,null,null,null,"3915"
"11480","Daleheim",null,null,null,null,"3915"
"11481","Königsdorf",null,null,null,null,"3916"
"11482","Königshagen",null,null,null,null,"3917"
"11483","Königshain",null,null,null,null,"3918"
"11484","Condacum",null,null,null,null,"3943"
"11485","Condacensi",null,null,null,null,"3943"
"11486","Conteka",null,null,null,null,"3943"
"11487","Contheca",null,null,null,null,"3943"
"11488","Contich",null,null,null,null,"3943"
"11489","Phetterenheim",null,null,null,null,"5909"
"11490","Petruvile",null,null,null,null,"5909"
"11491","Prezzingesheim",null,null,null,null,"5909"
"11492","Phetrewila",null,null,null,null,"5909"
"11493","Königslutter am Elm",null,null,null,null,"3921"
"11494","Luttere",null,null,null,null,"3921"
"11495","Regale Luttere",null,null,null,null,"3921"
"11496","Luthara",null,null,null,null,"3921"
"11497","Luttera",null,null,null,null,"3921"
"11498","Lutthera",null,null,null,null,"3921"
"11499","Koniges Luttere",null,null,null,null,"3921"
"11500","Koningeslutter",null,null,null,null,"3921"
"11501","Konnigeslutter",null,null,null,null,"3921"
"11502","Konigeslutter",null,null,null,null,"3921"
"11503","Kenigs Lutter",null,null,null,null,"3921"
"11504","Königssee",null,null,null,null,"3922"
"11505","Königstein (Oberpfalz)",null,null,null,null,"3923"
"11506","Königswalde",null,null,null,null,"3925"
"11507","Konigiswalde",null,null,null,null,"3925"
"11508","Kunigeswalde",null,null,null,null,"3925"
"11509","Koningeswald",null,null,null,null,"3925"
"11510","Königswalde",null,null,null,null,"3926"
"11511","Konitz",null,null,null,null,"3930"
"11512","Koniuchy",null,null,null,null,"3931"
"11513","Конюхи",null,null,null,null,"3931"
"11514","Kyschienen",null,null,null,null,"4179"
"11515","Raustfer",null,null,null,null,"3933"
"11516","Conyen",null,null,null,null,"3933"
"11517","Rausifer",null,null,null,null,"3933"
"11518","Konjo",null,null,null,null,"3933"
"11519","Kofke",null,null,null,null,"3947"
"11520","Vlachtwede",null,null,null,null,"8043"
"11521","Flachtwide",null,null,null,null,"8043"
"11522","Flachtwedde",null,null,null,null,"8043"
"11523","Flachewedde",null,null,null,null,"8043"
"11524","Vlachtwedde",null,null,null,null,"8043"
"11525","Corbeke",null,null,null,null,"3952"
"11526","Corbecce",null,null,null,null,"3952"
"11527","Corbeche",null,null,null,null,"3952"
"11528","Nowemiasto Korczyn",null,null,null,null,"3953"
"11529","Dobrzyca",null,null,null,null,"3955"
"11530","Kordeshagen",null,null,null,null,"3955"
"11531","Korela",null,null,null,null,"3956"
"11532","Priosersk",null,null,null,null,"3956"
"11533","Kexholm",null,null,null,null,"3956"
"11534","Приозерск",null,null,null,null,"3956"
"11535","Korküll",null,null,null,null,"3957"
"11536","Kuerkull",null,null,null,null,"3957"
"11537","Corkulle",null,null,null,null,"3957"
"11538","Körlin",null,null,null,null,"3958"
"11539","Corulin",null,null,null,null,"3958"
"11540","Cornlin",null,null,null,null,"3958"
"11541","Corlyn",null,null,null,null,"3958"
"11542","Corlin",null,null,null,null,"3958"
"11543","Cörlin",null,null,null,null,"3958"
"11544","Корлы",null,null,null,null,"3959"
"11545","Kornau",null,null,null,null,"3960"
"11546","Knowe",null,null,null,null,"3960"
"11547","Konowe",null,null,null,null,"3960"
"11548","Коростынь",null,null,null,null,"3963"
"11549","Korostyn",null,null,null,null,"3963"
"11550","Korsenz",null,null,null,null,"3964"
"11551","Curtenbergh",null,null,null,null,"3965"
"11552","Curtenberge",null,null,null,null,"3965"
"11553","Curtenbergensis",null,null,null,null,"3965"
"11554","Corte Noord",null,null,null,null,"3966"
"11555","Cortenoert",null,null,null,null,"3966"
"11556","Cortenoirde",null,null,null,null,"3966"
"11557","Kosch",null,null,null,null,"3968"
"11558","Koschell",null,null,null,null,"3968"
"11559","Kosten",null,null,null,null,"3969"
"11560","Costen",null,null,null,null,"3969"
"11561","Kostan",null,null,null,null,"3969"
"11562","Kosel",null,null,null,null,"3971"
"11563","Köselitz",null,null,null,null,"3972"
"11564","Krummstedt",null,null,null,null,"4095"
"11565","Crimpestede",null,null,null,null,"4095"
"11566","Krumstede",null,null,null,null,"4095"
"11567","Köslin",null,null,null,null,"3976"
"11568","Cossalitz",null,null,null,null,"3976"
"11569","Cussalin",null,null,null,null,"3976"
"11570","Cusselin",null,null,null,null,"3976"
"11571","Cosselin",null,null,null,null,"3976"
"11572","Cößlin",null,null,null,null,"3976"
"11573","Cöslin",null,null,null,null,"3976"
"11574","Kusselyn",null,null,null,null,"3976"
"11575","Koslyn",null,null,null,null,"3976"
"11576","Cussalyn",null,null,null,null,"3976"
"11577","Coszlin",null,null,null,null,"3976"
"11578","Cosslin",null,null,null,null,"3976"
"11579","Coeslin",null,null,null,null,"3976"
"11580","Cösslin",null,null,null,null,"3976"
"11581","Coeslin",null,null,null,null,"3976"
"11582","Kossar",null,null,null,null,"3977"
"11583","Cotzow",null,null,null,null,"3980"
"11584","Kotzowe",null,null,null,null,"3980"
"11585","Kossów",null,null,null,null,"3981"
"11586","Kostina",null,null,null,null,"3983"
"11587","Костино",null,null,null,null,"3983"
"11588","Groß Kostomlat",null,null,null,null,"3984"
"11589","Kostschin",null,null,null,null,"3986"
"11590","Cotle",null,null,null,null,"3989"
"11591","Kotele",null,null,null,null,"3989"
"11592","Kotle",null,null,null,null,"3989"
"11593","Köetel",null,null,null,null,"3989"
"11594","Kötell",null,null,null,null,"3989"
"11595","Kötel",null,null,null,null,"3989"
"11596","Koten",null,null,null,null,"3990"
"11597","Kothene",null,null,null,null,"3990"
"11598","Cothin",null,null,null,null,"3990"
"11599","Котлы",null,null,null,null,"3991"
"11600","Kottisch",null,null,null,null,"3992"
"11601","Groß Kotzenau",null,null,null,null,"3994"
"11602","Kotzerke",null,null,null,null,"3995"
"11603","Koudenborne",null,null,null,null,"3996"
"11604","Caudenborm",null,null,null,null,"3996"
"11605","Kaudenborm",null,null,null,null,"3996"
"11606","Kowno",null,null,null,null,"4000"
"11607","Kauen",null,null,null,null,"4000"
"11608","Koschmin",null,null,null,null,"4006"
"11609","Hurle",null,null,null,null,"4006"
"11610","Szulborze-Kozy",null,null,null,null,"4009"
"11611","Kozy Szulborze",null,null,null,null,"4009"
"11612","Pasegunnes",null,null,null,null,"6017"
"11613","Palgunsin",null,null,null,null,"6017"
"11614","Krempelstörpe",null,null,null,null,"4046"
"11615","Crempelstorpe",null,null,null,null,"4046"
"11616","Crimpelsdorp",null,null,null,null,"4046"
"11617","Krempelstorppe",null,null,null,null,"4046"
"11618","Krempelsdorp",null,null,null,null,"4046"
"11619","Krems I",null,null,null,null,"4047"
"11620","Kermpetze",null,null,null,null,"4047"
"11621","Crempize",null,null,null,null,"4047"
"11622","Krempse",null,null,null,null,"4047"
"11623","Krempz",null,null,null,null,"4047"
"11624","Kremps",null,null,null,null,"4047"
"11625","Krakau",null,null,null,null,"4015"
"11626","Cracow",null,null,null,null,"4015"
"11627","Krakau",null,null,null,null,"4016"
"11628","Cracowe",null,null,null,null,"4016"
"11629","Krakow",null,null,null,null,"4017"
"11630","Cracowe",null,null,null,null,"4017"
"11631","Crakow",null,null,null,null,"4017"
"11632","Crakowe",null,null,null,null,"4017"
"11633","Crakau",null,null,null,null,"4017"
"11634","Krackow",null,null,null,null,"4017"
"11635","Krakowe",null,null,null,null,"4017"
"11637","Kramske",null,null,null,null,"4019"
"11638","Kranenburg",null,null,null,null,"4020"
"11639","Kranzin",null,null,null,null,"4021"
"11640","Krasnaja",null,null,null,null,"4022"
"11636","Krampitz","",null,null,"deu","4018"
"11641","Красные Станки",null,null,null,null,"4022"
"11642","Krasne Sioło",null,null,null,null,"4024"
"11643","Краснае",null,null,null,null,"4024"
"11644","Krasnoe",null,null,null,null,"4026"
"11645","Красный",null,null,null,null,"4026"
"11646","Krasnogorodok",null,null,null,null,"4027"
"11647","Красногородск",null,null,null,null,"4027"
"11648","Kratenau",null,null,null,null,"4029"
"11649","Krautenau",null,null,null,null,"4029"
"11650","Kratzau",null,null,null,null,"4030"
"11651","Kraupischken",null,null,null,null,"4033"
"11652","Ульяново",null,null,null,null,"4033"
"11653","Krebsjauche",null,null,null,null,"4035"
"11654","Cregenhope",null,null,null,null,"4037"
"11656","Creyenhusen",null,null,null,null,"4040"
"11657","Cregenhusen",null,null,null,null,"4040"
"11658","Kregensen",null,null,null,null,"4040"
"11659","Kregenszen",null,null,null,null,"4040"
"11660","Kreyensen",null,null,null,null,"4040"
"11661","Kreyenhusen",null,null,null,null,"4040"
"11662","Kreygenhusen",null,null,null,null,"4040"
"11663","Kreygenszheim",null,null,null,null,"4040"
"11664","Kreinßen",null,null,null,null,"4040"
"11665","Kreinsen",null,null,null,null,"4040"
"11666","Kraiensen an der Gande",null,null,null,null,"4040"
"11667","Criepan",null,null,null,null,"4041"
"11668","Crepe",null,null,null,null,"4041"
"11669","Krepe",null,null,null,null,"4041"
"11670","Crep",null,null,null,null,"4041"
"11671","Krepeche",null,null,null,null,"4041"
"11672","Crephe",null,null,null,null,"4041"
"11673","Krepecke",null,null,null,null,"4041"
"11674","Kripk",null,null,null,null,"4041"
"11675","Krepke",null,null,null,null,"4041"
"11676","Kriepke",null,null,null,null,"4041"
"11677","Kreipe",null,null,null,null,"4041"
"11678","Crisov",null,null,null,null,"4042"
"11679","Crisowe",null,null,null,null,"4042"
"11680","Crischow",null,null,null,null,"4042"
"11681","Cresschow",null,null,null,null,"4042"
"11682","Kryschaw",null,null,null,null,"4042"
"11683","Krischaw",null,null,null,null,"4042"
"11684","Crischaw",null,null,null,null,"4042"
"11685","Kryschow",null,null,null,null,"4042"
"11686","Kreischow",null,null,null,null,"4042"
"11687","Kreisch",null,null,null,null,"4042"
"11688","Kreysch",null,null,null,null,"4042"
"11689","Kreusch",null,null,null,null,"4042"
"11690","Kreuschaw",null,null,null,null,"4042"
"11691","Kreuschau",null,null,null,null,"4042"
"11692","Kreuscha",null,null,null,null,"4042"
"11693","Kreyscha",null,null,null,null,"4042"
"11694","Kreischa",null,null,null,null,"4042"
"11695","Kreyschaw",null,null,null,null,"4042"
"11696","Kreyschau",null,null,null,null,"4042"
"11697","Krelinge",null,null,null,null,"4043"
"11698","Kulm",null,null,null,null,"4136"
"11699","Chlumec",null,null,null,null,"4136"
"11700","Cremene",null,null,null,null,"4044"
"11701","Cremmen",null,null,null,null,"4044"
"11702","Kremon",null,null,null,null,"4045"
"11703","Crammon",null,null,null,null,"4045"
"11704","Cremona",null,null,null,null,"4045"
"11705","Cremon",null,null,null,null,"4045"
"11706","Crensicz",null,null,null,null,"4050"
"11707","Kronsicz",null,null,null,null,"4050"
"11708","Cremsitz",null,null,null,null,"4050"
"11709","Kreuzburg",null,null,null,null,"4055"
"11710","Kreuzeber",null,null,null,null,"4056"
"11711","Kreuzweg",null,null,null,null,"4059"
"11712","Krewo",null,null,null,null,"4060"
"11713","Крэва",null,null,null,null,"4060"
"11714","Kreyel",null,null,null,null,"4061"
"11715","Kreyenbrügge",null,null,null,null,"4062"
"11716","Klusbrücke",null,null,null,null,"4062"
"11717","Brügge bei Kreyens Hause",null,null,null,null,"4062"
"11718","Kreyenbrücke",null,null,null,null,"4062"
"11719","Brücke bei Krähen Hause",null,null,null,null,"4062"
"11720","Krickehnen",null,null,null,null,"4063"
"11721","Kśišow",null,null,null,null,"4064"
"11722","Kriewitz",null,null,null,null,"4065"
"11723","Krima",null,null,null,null,"4066"
"11724","Crimaw",null,null,null,null,"4066"
"11725","Kśimnice",null,null,null,null,"4068"
"11726","Krytzowe",null,null,null,null,"4070"
"11727","Chrytsowe",null,null,null,null,"4070"
"11728","Kritzowe",null,null,null,null,"4070"
"11729","Criszowe",null,null,null,null,"4070"
"11730","Critzsowe",null,null,null,null,"4070"
"11731","Kriuša",null,null,null,null,"4071"
"11732","Кривасо",null,null,null,null,"4071"
"11733","Krywes",null,null,null,null,"4071"
"11734","Crochaspe",null,null,null,null,"4073"
"11735","Croghaspe",null,null,null,null,"4073"
"11736","Chrupelin",null,null,null,null,"4079"
"11737","Crupelin",null,null,null,null,"4079"
"11738","Cropelin",null,null,null,null,"4079"
"11739","Cröpelin",null,null,null,null,"4079"
"11740","Crepelin",null,null,null,null,"4079"
"11741","Preußisch Eylau",null,null,null,null,"6109"
"11742","Багратионовск",null,null,null,null,"6109"
"11743","Yladia",null,null,null,null,"6109"
"11744","Eylaw",null,null,null,null,"6109"
"11745","Ilaw",null,null,null,null,"6109"
"11746","Croop",null,null,null,null,"4080"
"11747","Croppe",null,null,null,null,"4080"
"11748","Cropelshaghen",null,null,null,null,"4081"
"11749","Kropelshaechen",null,null,null,null,"4081"
"11750","Kröppelshagen-Fahrendorf",null,null,null,null,"4081"
"11751","Kroppenhof",null,null,null,null,"4082"
"11752","Liesenitz",null,null,null,null,"4083"
"11753","Lizenitz",null,null,null,null,"4083"
"11754","Lieznitzzen",null,null,null,null,"4083"
"11755","Liessenitz",null,null,null,null,"4083"
"11756","Lißenitz",null,null,null,null,"4083"
"11757","Litznitz",null,null,null,null,"4083"
"11758","Ließnitz",null,null,null,null,"4083"
"11759","Lißnitz",null,null,null,null,"4083"
"11760","Kroppstett",null,null,null,null,"4083"
"11761","Liesen",null,null,null,null,"4083"
"11762","Kropstedt",null,null,null,null,"4083"
"11763","Kropfstett",null,null,null,null,"4083"
"11764","Kropstaedt",null,null,null,null,"4083"
"11765","Krobstädt",null,null,null,null,"4083"
"11766","Krosno",null,null,null,null,"4085"
"11767","Krosno",null,null,null,null,"4087"
"11768","Krottenhof",null,null,null,null,"4089"
"11769","Kroże",null,null,null,null,"4090"
"11770","Cromes",null,null,null,null,"4092"
"11771","Crumes",null,null,null,null,"4092"
"11772","Crummess",null,null,null,null,"4092"
"11773","Crumesse",null,null,null,null,"4092"
"11774","Crumesce",null,null,null,null,"4092"
"11775","Crummesse",null,null,null,null,"4092"
"11776","Krumesse",null,null,null,null,"4092"
"11777","Kruschwitz",null,null,null,null,"4098"
"11778","Kreschov",null,null,null,null,"4106"
"11779","Krzycko",null,null,null,null,"4107"
"11780","Kriewen",null,null,null,null,"4110"
"11781","Княжий Міст",null,null,null,null,"4113"
"11782","Knjaschyj Mist",null,null,null,null,"4113"
"11783","Księży Most",null,null,null,null,"4113"
"11784","Winschoterhoogebrug",null,null,null,null,"9862"
"11785","Hoogebrugge",null,null,null,null,"9862"
"11786","Bruggeschans",null,null,null,null,"9862"
"11787","Preußisch Holland",null,null,null,null,"6111"
"11788","Paslok",null,null,null,null,"6111"
"11789","Hollant",null,null,null,null,"6111"
"11790","Preußisch Stargard",null,null,null,null,"6114"
"11791","Starogard",null,null,null,null,"6114"
"11792","Cugelinge",null,null,null,null,"4115"
"11793","Cublinge",null,null,null,null,"4115"
"11794","Cubbligge",null,null,null,null,"4115"
"11795","Cublige",null,null,null,null,"4115"
"11796","Kubbelinge",null,null,null,null,"4115"
"11797","Cubbelingen",null,null,null,null,"4115"
"11798","Kublinghe",null,null,null,null,"4115"
"11799","Kubeling",null,null,null,null,"4115"
"11800","Kublinge",null,null,null,null,"4115"
"11801","Kubbeling",null,null,null,null,"4115"
"11802","Kykelitze",null,null,null,null,"4119"
"11803","Kukulze",null,null,null,null,"4119"
