"id","nodesid","name","continuationfromid","fromyear","toyear","description","category","commodities","date","fixedday","fixedmonth","numberofdays","weekday","beforeafter","datedependson","startmax","startmin","endmax","endmin"
"1829","17721",null,null,"1563",null,"Fair on Sunday after St Michael","local",null,"movable","29","9",null,"Sunday","after","Fixed date",null,null,null,null
"1831","17721",null,null,"1563",null,"Fair on Sunday before St Thomas","local",null,"movable","3","7",null,"Sunday","before","Fixed date",null,null,null,null
"1833","4353",null,null,"1330",null,"Fair on St Philip and James and St Walburga (1 May)","local",null,"fixed","1","5",null,null,null,null,null,null,null,null
"1835","4353",null,null,"1330",null,"Fair on the Exaltation of the Cross (14 September)","local",null,"fixed","14","9",null,null,null,null,null,null,null,null
"1837","4038",null,null,"1374",null,"Seven-day fair on St Blasius (13 February)","regional",null,"fixed","13","2",null,null,null,null,null,null,null,"6"
"1839","4038",null,null,"1374",null,"Seven-day fair on Sunday after St Vitus (15 June)","regional",null,"movable","15","6",null,"Sunday","after","Fixed date",null,null,null,"6"
"1841","1639",null,null,"1482",null,"Fair on St Albin&#039;s day (22 June), with market freedom of three days before and after the date.","regional",null,"fixed","22","6",null,null,null,null,"-3",null,"3",null
"1843","8866",null,null,"1265","1291","Fair on St Boniface (5 June), with a duration of four days before until four days after the feast day and safe conduct for visitors.","regional",null,"fixed","5","6",null,null,null,null,null,"-4",null,"4"
"1845","8866",null,"1843","1292","1600","The fair on St Boniface was extended with two days in 1292.","regional",null,"fixed","5","6",null,null,null,null,null,"-5",null,"5"
"1847","8866",null,null,"1265",null,"The one-week fair of St Michael (29 September) probably was the oldest fair in Zwolle and must have already existed before 1265. According to the toll registers, it was the most visited fair of Zwolle.","regional",null,"fixed","29","9",null,null,null,null,null,"-3",null,"3"
"1849","8866",null,null,"1290","1600","Fair on the Assumption of the Virgin Mary (15 August)","regional",null,"fixed","15","8",null,null,null,null,"-3",null,"3",null
"1851","8866",null,null,"1290","1600","Fair on St Simon and Jude&#039;s Day (28 October)","regional",null,"fixed","28","10",null,null,null,null,"-3",null,"3",null
"1853","8866",null,null,"1309","1597","Fair on Tuesday after Easter, from three days before until three days after the said day, with safe conduct for visitors. The fair was granted by bishop of Utrecht Gwijde van Avesnes on 25 March 1309.","regional",null,"movable",null,null,null,"Tuesday","after","Easter",null,"-3",null,"3"
"1855","8866",null,"1853","1598",null,"In the 17th century, the Easter market took place on eight days around Palm Sunday","regional",null,"movable",null,null,null,null,null,"Palmarum",null,"-3",null,"3"
"1857","8866",null,null,"1598",null,"Eight-day fair on St James (25 July)","regional",null,"fixed","25","7",null,null,null,null,null,"-3",null,"3"
"1859","13633",null,null,"1438",null,"Fair on St Lambert&#039;s Day (17 September).","regional",null,"fixed","17","9",null,null,null,null,null,"-8",null,"8"
"1861","13633",null,null,"1438","1477","Fair on Tuesday after Pentecost.","regional",null,"movable",null,null,null,"Tuesday","after","Pentecost",null,"-8",null,"8"
"1863","13633",null,"1861","1478","1617","The Pentecost fair was moved to on Thursday after Pentecost in 1478.","regional",null,"movable",null,null,null,"Thursday","after","Pentecost",null,"-8",null,"8"
"1865","13633",null,null,"1478",null,"Fair before Mid-Lent","regional",null,"movable",null,null,null,"Saturday","before","Letare",null,"-8",null,"8"
"1867","13633",null,"1863","1618",null,"The Pentecost fair had been discontinued during the Eighty Years&#039; War and was revived in 1618 on the 1st of May.","regional",null,"fixed","1","5",null,null,null,null,null,"-8",null,"8"
"1869","1545",null,null,"1232",null,"Fair on Ascension Day until Pentecost, which already existed in 1232.","regional",null,"movable",null,null,null,null,null,"Ascension",null,null,null,"10"
"1871","1545",null,null,"1232",null,"Fair on 14 days after St Michael&#039;s Day, newly granted in 1232.","regional",null,"fixed","29","9",null,null,null,null,null,null,null,"13"
"1873","12891",null,null,"1604",null,"Fair on the Wednesday after Candlemas (Praesentatio Jesu in Templo).","local",null,"movable",null,null,null,"Wednesday","after",null,null,null,null,null
"1875","12891","",null,"1604",null,"Fair on Wednesday after Trinitatis.","local","","movable",null,null,null,"Wednesday","after","Trinitatis",null,null,null,null
"1877","12891","",null,"1604",null,"Fair on Wednesday after St Bartholomew (24 August).","local","","movable","24","8",null,"Wednesday","after","Fixed date",null,null,null,null
"1879","12891","",null,"1604",null,"Fair on Wednesday after St Martin (11 November).","local","","movable","11","11",null,"Wednesday","after","Fixed date",null,null,null,null
