"id","nodesid","name","continuationfromid","fromyear","toyear","description","category","commodities","date","fixedday","fixedmonth","numberofdays","weekday","beforeafter","datedependson","startmax","startmin","endmax","endmin"
"1495","9540",null,null,"1602",null,"The annual fair at Hundslund southwest of S&aelig;by was mentioned for the first time in 1602. The character and age of the fair is uncertain.","local",null,"unknown",null,null,null,null,null,null,null,null,null,null
"1497","9540",null,null,"1606","1608","Fair moved from Hellum to S&aelig;by in 1606 by king Christian IV. The fair was held annually on the 10th of August. The date was changed in 1609 to August 2nd.","local",null,"fixed","10","8",null,null,null,null,null,null,null,null
"1501","9540",null,null,"1609",null,"Fair moved from Hellum to S&aelig;by in 1606 by king Christian IV. The fair was held annually on the 10th of August. The date was changed in 1609 to August 2nd.","local",null,"fixed","2","8",null,null,null,null,null,null,null,null
"1507","9545",null,null,"1547","1573","An annual fair at Sankt Hans day (The Nativity of John the Baptist) held at June 24. Held at Thisted from 1547 to 1573 when it was moved back to Vestervig.","local",null,"fixed","24","6",null,null,null,null,null,null,null,null
"1509","9545",null,null,"1547","1573","An annual midsummer fair, which probably took place June 21. Held at Thisted from 1547 to 1573 when it was moved back to Vestervig.","local",null,"fixed","21","6",null,null,null,null,null,null,null,null
"1511","9545",null,null,"1547","1573","An annual fair at Saint Olav&rsquo;s day Juli 29. Held at Thisted from 1547 to 1573 when it was moved back to Vestervig.","local",null,"fixed","29","7",null,null,null,null,null,null,null,null
"1513","13815",null,null,"1350","1547","An annual fair at Sankt Hans day (The Nativity of John the Baptist) held on June 24. Held at Thisted from 1547 to 1573 when it was moved back to Vestervig.","regional",null,"fixed","24","6",null,null,null,null,null,null,null,null
"1515","13815",null,null,"1573","1650","An annual fair at Sankt Hans day (The Nativity of John the Baptist) held on June 24. Held at Thisted from 1547 to 1573 when it was moved back to Vestervig.","regional",null,"fixed","24","6",null,null,null,null,null,null,null,null
"1517","13815",null,null,"1350","1547","An annual midsummer fair, which probably took place June 21. Held at Thisted from 1547 to 1573 when it was moved back to Vestervig. ","regional",null,"fixed","21","6",null,null,null,null,null,null,null,null
"700","4850","Baschemarkt",null,"1000",null,"Fair on the day of St Fabian and Sebastian.","local",null,"fixed","20","1",null,null,null,null,null,null,null,null
"1521","13815",null,null,"1350","1547","An annual fair on Saint Olav&rsquo;s day Juli 29. Held at Thisted from 1547 to 1573 when it was moved back to Vestervig.","regional",null,"fixed","29","7",null,null,null,null,null,null,null,null
"1523","13815",null,null,"1573","1650","An annual fair on Saint Olav&rsquo;s day Juli 29. Held at Thisted from 1547 to 1573 when it was moved back to Vestervig.","regional",null,"fixed","29","7",null,null,null,null,null,null,null,null
"1525","9555",null,null,"1500",null,"The fair had a local character and took place on September 26, this was at least the situation in the early modern era.","local",null,"fixed","26","9",null,null,null,null,null,null,null,null
"1527","9607",null,null,"1450",null,"Annual fair on Saint Giles Feast (September 1).","local",null,"fixed","1","9",null,null,null,null,null,null,null,null
"1545","10539",null,null,"1649",null,"A horse fair on every Monday during Lent, was granted in 1649, but the fair was first held after the Dano-Swedish wars in the late 1650ties.","local","horses","movable",null,null,null,"Monday","after","Ash",null,null,null,null
"11","5421","",null,"1312",null,"Fair between Letare and Palm Sunday. It is unclear whether the fair was ever organised at all.","regional","","movable",null,null,null,"","","Letare",null,null,"14",null
"12","5421","",null,"1312",null,"Fourteen-day fair on Sunday before St. Cornelius. It is unclear whether the fair was ever organised at all.","regional","","movable","14","9",null,"Sunday","before","Fixed date",null,null,"14",null
"1","1828",null,null,"1294",null,"St. Simeon & St. Judas","local",null,"fixed","28","10",null,null,null,null,null,null,null,"3"
"6","2148",null,null,"1343",null,"St. Walburgis","local",null,"fixed","1","5",null,null,null,null,null,null,null,null
"7","2148",null,null,"1343",null,"St. Andreas","local",null,"fixed","30","11",null,null,null,null,null,null,null,null
"8","2250",null,null,"1294",null,"St. Victor","local",null,"fixed","10","10",null,null,null,null,null,null,null,null
"9","2250",null,null,"1424",null,"St. Walburgis","local",null,"fixed","1","5",null,null,null,null,null,null,null,null
"10","2250",null,null,"1424",null,"First Monday in September","local",null,"movable","31","8",null,"Monday","after","Fixed date",null,null,null,null
"13","6477",null,null,"1294","1371","Fair on Tuesday after Pentecost","local",null,"movable",null,null,null,"Tuesday","after","Pentecost",null,null,null,null
"14","6477",null,null,"1351","1371","Fair on St. Remi","local",null,"fixed","1","10",null,null,null,null,null,null,null,null
"15","6477",null,null,"1351","1371","Fair on St. Barbara","regional",null,"fixed","4","12",null,null,null,null,null,null,null,null
"17","6477",null,"14","1372",null,"Extension of the St. Remi fair to 16 days","regional",null,"fixed","1","10",null,null,null,null,null,"-7",null,"7"
"18","6477",null,"15","1372",null,"Extension of the St. Barbara fair to 16 days.","regional",null,"fixed","4","12",null,null,null,null,null,"-7",null,"7"
"19","6477",null,"13","1372",null,"Extension of the fair on Tuesday after Pentecost to 16 days.","regional",null,"movable",null,null,null,"Tuesday","after","Pentecost",null,"-7",null,"7"
"20","7458",null,null,"1408",null,"St. Lucia (cattle)","local","cattle","fixed","13","12",null,null,null,null,null,"-2",null,null
"21","7458",null,null,"1428",null,"Oculi","local",null,"movable",null,null,null,null,null,"Oculi","-4","-3","4","4"
"22","7458",null,null,"1428",null,"All Souls’ day","local",null,"fixed","2","11",null,null,null,null,"-4","-3","4","3"
"23","8000",null,null,"1294",null,"Sunday after Invocavit","regional",null,"movable",null,null,null,"Sunday","after","Invocavit",null,"-7",null,"7"
"24","8000",null,null,"1343",null,"St Albinus","regional",null,"fixed","22","6",null,null,null,null,null,"-7",null,"7"
"25","8000",null,null,"1343",null,"Sunday after St Lambert","regional",null,"movable","17","9",null,"Sunday","after","Fixed date",null,"-7",null,"7"
"26","8879",null,null,"1450","1464","St. Peter (horse fair), in and some time before 1464 held on 25 or 26 June.","local","horses","fixed","25","6",null,null,null,null,null,null,"1",null
"28","8878",null,null,"1395",null,"The fair on Sunday after Easter had been established well before 1395, when town privileges were granted to Buren. ","local",null,"movable",null,null,null,null,null,"Quasimodo",null,null,null,null
"29","8878",null,null,"1395",null,"The fair on St. Lambert&#039;s Mass had been established well before 1395, when town privileges were granted to Buren.","local",null,"fixed","17","9",null,null,null,null,null,null,null,null
"30","1783",null,null,"1294",null,"Elst had one fair from at least 1294/95 onward, on the Day of the Assumption of Mary (August 15). At least in the sixteenth century, this was a two-day horse fair. 
In 1521, the market did not take place due to war. ","local",null,"fixed","15","8",null,null,null,null,null,"-1",null,null
"31","2396",null,null,"1450","1455","The horse fair on Oculi Sunday came into existence before 1456. It was shifted to Thursday after Reminiscere in 1456. The duration of this fair is unknown. ","regional","horses","movable",null,null,null,null,null,"Oculi",null,null,null,null
"32","2396",null,null,"1450","1455","The cloth fair on Judica Sunday came into existence before 1456. It was shifted to Monday after Judica in 1456. The duration of this fair is unknown. ","regional","cloth","movable",null,null,null,null,null,"Judica",null,null,null,null
"33","2396",null,null,"1456",null,"On the request of the town council, Arnold, duke of Guelders, granted the rights for this fair to Grave in 1456. This cattle and horses fair of approximately a week took place around April 26-28. ","local","cattle; horses","fixed","26","4",null,null,null,null,"-3","-2","3","2"
"34","2396",null,null,"1456",null,"On the request of the town council, Arnold, duke of Guelders granted the rights for this fair to Grave in 1456. This cattle and horses fair of approximately a week took place around 6-8 November.","local","cattle; horses","fixed","6","11",null,null,null,null,"-3","-2","3","2"
"35","2396",null,"31","1456",null,"In 1456, the Oculi horse fair was moved to Thursday after Reminiscere, because according to the town council, trade should not take place on Fasting Sundays. The duration of this fair is unknown. ","local","horses","movable",null,null,null,"Thursday","after","Reminiscere",null,null,null,null
"36","2396",null,"32","1456",null,"In 1456 the Judica cloth fair was moved to Monday after Judica, because according to the town council, trade should not take place on Fasting Sundays. The duration of this fair is unknown.","local","cloth","movable",null,null,null,"Monday","after","Judica",null,null,null,null
"37","5430",null,null,"1294",null,"The fair on St. Walpurga came into existence before 1294/95. In the 16th century, it was extended with an oxen fair (next to the other oxen fair on St. Victor). The duration of this fair is unknown. ","regional","oxen; other","fixed","1","5",null,null,null,null,null,null,null,null
"38","5430",null,null,"1294",null,"The fair on St. Michael&#039;s Day came into existence before 1294/95. The duration of the fair is unknown. ","local",null,"fixed","29","9",null,null,null,null,null,null,null,null
"39","5430",null,null,"1500",null,"The oxen fair on St. Victor was instituted in the sixteenth century. The duration of the fair is unknown. ","local","oxen","fixed","10","10",null,null,null,null,null,null,null,null
"40","5430",null,null,"1540","1543","This horse fair was one of two horse fairs instituted during the Gueldern Wars by William II, Duke of Guelders (William V of J&uuml;lich, Cleves and Berg). It existed for three years only, between 1540 and 1543. ","local","horses","movable","15","5",null,"Wednesday","before","Fixed date",null,null,null,null
"41","5430",null,null,"1540","1543","This horse fair was one of two horse fairs instituted during the Gueldern Wars by William II, Duke of Guelders (William V of J&uuml;lich, Cleves and Berg). It existed for three years only, between 1540 and 1543. ","local","horses","fixed","16","10",null,null,null,null,null,null,null,null
"772","1741",null,null,"1422",null,"Fair on Sunday after Mauritius&#039; day","local",null,"fixed","22","9",null,null,null,"Vocem",null,null,null,null
"47","8701",null,null,"1294",null,"The Pentecost fair, first mentioned in 1294, was shifted to the day before Pentecost in 1316. A total of 14 days of market rights were granted per fair. ","local",null,"movable",null,null,"0","Saturday","before","Pentecost","-7",null,"7",null
"49","8701",null,null,"1294",null,"The fair of St. Michael, first mentioned 1294, was probably shifted to the day before St. Mauritius in 1315/16. A total of 14 days of market rights were granted per fair.","local",null,"fixed","21","9",null,null,null,null,"-7",null,"7",null
"50","8701",null,null,"1492",null,"The horse and cattle fair on Tuesday after Invocavit was granted to Zaltbommel by Charles of Egmond, duke of Guelders, in 1492. The accompanying safe-conduct was valid from four days before until four days after the day of the fair. ","local","horses; cattle","movable",null,null,null,"Tuesday","after","Invocavit","-4",null,"4",null
"51","8701",null,null,"1492",null,"The horse and cattle fair on the Day after St. Luke was granted to Zaltbommel by Charles of Egmond, duke of Guelders, in 1492. The accompanying safe-conduct was valid from four days before until four days after the day of the fair.","local","horses; cattle","fixed","19","10",null,null,null,null,"-4",null,"4",null
"76","5623",null,null,"1243",null,"Fair on St Vitus","regional",null,"fixed","15","6",null,null,null,null,null,"-1",null,"1"
"78","5623",null,null,"1243",null,"St Margaret","local",null,"fixed","17","9",null,null,null,null,null,"-1",null,"1"
"80","8884",null,null,"1392",null,"Seven-day fair of St James","regional",null,"fixed","25","7",null,null,null,null,null,"-3",null,"3"
"82","8884",null,null,"1392",null,"Seven-day fair on the second Sunday after Easter","regional",null,"movable",null,null,null,null,null,"Misericordia",null,"-3",null,"3"
"84","8899","Achtentag",null,"1181",null,"Fair on the eight days after the Dedication day of the monastery church (Nativity of the Virgin Mary), which possibly went back to the 1181 market privilege. The stand fee for the fair had to be paid to the provost of the monastery before 1565, afterwards to the count, and from 1615 to the town. The duration of the fair was temporarily restricted to three days around 1565.","regional",null,"fixed","8","9",null,null,null,null,null,null,null,"7"
"86","3026",null,null,"1462",null,"Seven-day fair on the Monday before St Michael, founded before 1462.","regional",null,"movable","29","9",null,"Monday","before","Fixed date",null,null,null,"6"
"88","3026",null,null,"1563",null,"Fair on Monday after Oculi, with market freedom three days before and after.","local",null,"movable",null,null,null,"Monday","after","Oculi",null,"-3",null,"3"
"90","3026",null,null,"1563",null,"Fair on Monday after Exaudi, with market freedom three days before and after.","local",null,"movable",null,null,null,"Monday","after","Exaudi",null,"-3",null,"3"
"92","3240",null,null,"1300",null,"Fair on Cathedra Petri","local",null,"fixed","22","2",null,null,null,null,null,null,null,null
"94","3240",null,null,"1300",null,"Fair on Cantate Sunday","local",null,"movable",null,null,null,null,null,"Cantate",null,null,null,null
"96","3240",null,null,"1300",null,"Fair which took place on seven days around St Simon and Jude","regional",null,"fixed","28","10",null,null,null,null,null,"-3",null,"3"
"190","2795",null,null,"1399","1443","Fair on St Simon and Jude, which was replaced by St Walpurga&#039;s fair in 1444.","local",null,"fixed","28","10",null,null,null,null,"-1",null,"1",null
"192","2795",null,null,"1399","1443","Fair on Maundy Thursday, mentioned in 1399. It must have disappeared by 1444, when no fair in Hannover is said to have been organised except the fair of St Walpurga.","local",null,"movable",null,null,null,"Thursday","before","Easter",null,null,null,null
"44","7714","",null,"1447",null,"Market on the day before St. Victor.","local","cattle","fixed","9","10",null,"","","","-4",null,null,null
"45","7714","",null,"1447",null,"The three-day cloth fair started an octave after the day before St. Victor. The market right lasted a day longer. ","local","cloth","fixed","16","10",null,"","","",null,null,"3","2"
"98","7973","Stoppelmarkt",null,"1298",null,"Fair on the Ascension of St Mary (Dedication day of the local church), which probably goes back to ca. 1220. Letters of free conduct were issued around 1300 for four days before and after the market day. Around 1577, it was moved to a terrain outside of the city, because of pestilences and lack of space. After that date, the fair became known as Stoppelmarkt, either from the stubbles (&#039;stoppeln&#039;) on the fields on which the fair was held, or as a corruption of staple market (&#039;stapelmarkt&#039;).","regional",null,"movable","15","8",null,"Monday","after","Fixed date","-4",null,"3",null
"100","7973",null,null,"1306",null,"A fair on St Gallus is mentioned in 1306, for which letters of safe conduct are known until 1345. According to an account of 1613, the fair took place on Sunday and Monday after St Dionysius.","local",null,"movable","9","10",null,"Sunday","after","Fixed date",null,null,null,"1"
"102","8917",null,null,"1437","1787","Fair on Sunday before Laetare","local",null,"movable",null,null,null,null,null,"Oculi",null,null,null,null
"104","8917",null,null,"1437","1787","Fair on Sunday before Simon and Jude","local",null,"movable","28","10",null,"Sunday","before","Fixed date",null,null,null,null
"108","4958",null,null,"977","1527","Fair on the Nativity of the Virgin and St Gorgonius, discontinued in 1528.","regional",null,"fixed","8","9",null,null,null,null,null,null,null,null
"112","4958",null,null,"977","1527","Fair on St Martin&#039;s day with a duration of 14 days.","regional",null,"fixed","11","11",null,null,null,null,null,null,"13",null
"114","4958",null,null,"977","1527","Fair on Candlemas, discontinued in 1528.","regional",null,"fixed","2","2",null,null,null,null,null,null,null,null
"116","4958",null,"112","1528",null,"St Martin&#039;s fair was set on the eight days before St Martin in 1528.","regional",null,"fixed","11","11",null,null,null,null,null,"-7",null,null
"118","4958",null,null,"1528",null,"Fair on eight days after St Walburga.","regional",null,"fixed","1","5",null,null,null,null,null,null,null,"7"
"120","8925",null,null,"1590",null,"Fair on Monday after Reminiscere.","local",null,"movable",null,null,null,"Monday","after","Reminiscere",null,null,null,null
"122","8925",null,null,"1590",null,"Fair on Monday after St John the Baptist","local",null,"movable","24","6",null,"Monday","after","Fixed date",null,null,null,null
"124","8925",null,null,"1590",null,"Fair on Monday after St Lawrence.","local",null,"movable","10","8",null,"Monday","after","Fixed date",null,null,null,null
"126","942",null,null,"1385","1504","New year&#039;s fair","regional",null,"fixed","1","1",null,null,null,null,null,null,null,null
"128","942",null,null,"1385","1504","Fair on St Walpurga","regional",null,"fixed","1","5",null,null,null,null,null,null,null,null
"130","942",null,null,"1385","1520","Fair on St Giles","regional",null,"fixed","1","9",null,null,null,null,null,null,null,null
"132","942",null,null,"1439",null,"Fair on the dedication day of the church of the Pauline fathers (Sunday Jubilate).","local",null,"movable",null,null,null,null,null,"Jubilate",null,null,null,null
"134","942",null,null,"1439",null,"Fair on the dedication day of the church of the Franciscans (Sunday Rogate).","local",null,"movable",null,null,null,null,null,"Vocem",null,null,null,null
"136","942",null,null,"1439",null,"Fair on St John.","local",null,"fixed","24","6",null,null,null,null,null,null,null,null
"138","942",null,"126","1505","1520","The new year&#039;s fair, which had been moved to a date before Christmas earlier, was moved in the market privilege of emperor Maximilian of 1505 to the day after the Immaculate Conception, the duration extended to 10 days.","regional",null,"fixed","9","12",null,null,null,null,null,null,null,"9"
"320","3050",null,null,"1523",null,"The fair on the Annunciation was revived as a three-day fair between 1488 and 1523.","local",null,"fixed","25","3",null,null,null,null,null,"-1",null,"1"
"140","942",null,"128","1505","1520","The fair on St Walpurga was moved to Friday after Ascension Day and extended to 10 days in the market privilege of emperor Maximilian of 1505.","regional",null,"movable",null,null,null,"Friday","after","Ascension",null,null,null,"9"
"142","942",null,"130","1521",null,"The market of St Giles was extended to a fair of 6 days in 1521.","regional",null,"fixed","1","9",null,null,null,null,null,null,null,"5"
"144","942",null,"138","1521",null,"The fair on the day after the Immaculate Conception, previously the new year&#039;s fair, was shortened to 6 days in 1521.","regional",null,"fixed","9","12",null,null,null,null,null,null,null,"5"
"146","942",null,"140","1521",null,"The fair after Ascension Day, previously on St Walpurga, was moved to the second week after Easter in 1521 and shortened to 6 days.","regional",null,"movable",null,null,null,"Monday","after","Misericordia",null,null,null,"5"
"148","1177",null,null,"1353",null,"Three-day fair on Sunday before St Walpurga.","local",null,"movable","1","5",null,"Sunday","before","Fixed date",null,null,null,"2"
"150","1177",null,null,"1353","1411","Three-day fair on St Maurice.","local",null,"fixed","22","9",null,null,null,null,null,null,null,"2"
"152","1177",null,null,"1353",null,"Three-day fair on Sunday before St Martin.","local",null,"movable","11","11",null,"Sunday","before","Fixed date",null,null,null,"2"
"154","1177",null,"150","1412",null,"The St Maurice fair was moved to Sunday after the Ascension of Mary in 1412.","local",null,"movable","15","8",null,"Sunday","after","Fixed date",null,null,"2",null
"156","122",null,null,"1220",null,"Fair on St Nicholas and the day after, which is mentioned in 1501 to take place &quot;according to old custom&quot;.","local",null,"fixed","6","12",null,null,null,null,null,null,null,"1"
"158","122",null,null,"1220",null,"Fair on Sunday Letare and the day after, mentioned in 1501 as taking place &quot;according to old custom&quot;.","local",null,"movable",null,null,null,null,null,"Letare",null,null,null,"1"
"160","122",null,null,"1456","1618","Fair on St Vitus (in case of a Sunday: on the next Monday)","local",null,"fixed","16","6",null,null,null,null,null,null,null,null
"162","122",null,null,"1456","1618","Fair on Thursday before St Gallus","local",null,"movable","16","10",null,"Thursday","before","Fixed date",null,null,null,null
"164","122",null,null,"1456",null,"In 1456, the Goslar council declared, that a fair was to be held in Alfeld on Sunday before All Saints&#039; day.","local",null,"movable","1","11",null,"Sunday","before","Fixed date",null,null,null,null
"166","50",null,null,null,null,"Monday after Invocavit.","local",null,"movable",null,null,null,"Monday","after","Invocavit",null,null,null,null
"168","50",null,null,null,null,"Monday after Oculi.","local",null,"movable",null,null,null,"Monday","after","Oculi",null,null,null,null
"170","50",null,null,null,null,"Monday after the day of the seven martyrs.","local",null,"movable","10","7",null,"Monday","after","Fixed date",null,null,null,null
"174","0",null,null,"1398",null,"St Walpurga","regional",null,"fixed","1","5",null,null,null,null,null,null,"5",null
"176","0",null,null,"1380",null,"Duke Otto founded a fair in 1380 from Wednesday after Pentecost until the day before Corpus Christi. In 1399, it is called Trinity market.","regional",null,"movable",null,null,null,"Wednesday","after","Pentecost",null,null,null,"8"
"178","0",null,null,"1398",null,"St James","regional",null,"fixed","25","7",null,null,null,null,null,null,"5",null
"180","0",null,null,"1398",null,"St Simon and Juda","regional",null,"fixed","28","10",null,null,null,null,null,null,"5",null
"182","2758",null,null,"1136",null,"Market on St. Gallus&#039; day, established by bishop Reinhard.","local",null,"fixed","16","10",null,null,null,null,null,null,null,null
"184","2765",null,null,"1450","1469","New Year&#039;s fair in Halle. It led to a conflict with Leipzig when a New Year&#039;s fair was founded there in 1458, so it must have existed before that year. It was confirmed by emperor Friedrich III in 1464.","regional",null,"fixed","1","1",null,null,null,null,null,null,null,"8"
"188","2795",null,null,"1445",null,"A fair of St Giles is mentioned in 1445.","local",null,"fixed","1","9",null,null,null,null,null,null,null,null
"346","8447",null,"344","1529",null,"Fair on St Dionysius","local",null,"fixed","9","10",null,null,null,null,null,null,null,"2"
"194","2795",null,null,"1399","1443","Fair on St James, mentioned in 1399. It must have disappeared by 1444, when no fair in Hannover is said to have been organised except the fair of St Walpurga.","local",null,"fixed","25","7",null,null,null,null,null,null,null,null
"196","3050",null,null,"1300","1459","Fair on the Annunciation. According to the stand fees in the town accounts from 1379 onwards, this was the most visited of the Hildesheim fairs, but it was replaced by new fairs in 1460.","local",null,"fixed","25","3",null,null,null,null,null,null,null,"1"
"198","3050",null,null,"1300","1459","Fair on the Ascension of the Virgin Mary.","local",null,"fixed","15","8",null,null,null,null,null,null,null,null
"200","3050",null,null,"1300","1459","Fair on St Michael&#039;s day.","local",null,"fixed","29","9",null,null,null,null,null,null,null,null
"202","3050",null,null,"1310","1459","The 1310 statutes of the retail merchants&#039; guild mention a fair on St Gotthard.","local",null,"fixed","5","5",null,null,null,null,null,null,null,"1"
"204","4653",null,null,"1300",null,"Fair on St Michael&#039;s Day.","regional","cloth","fixed","29","9",null,null,null,null,null,null,null,null
"206","4705","Herrenmesse",null,"1179",null,"The &quot;Herrenmesse&quot; is first mentioned in a charter in 1179, but might be related to an earlier mention in 1010. At the beginning of the 1460s a quarrel between the town lord and the town erupted concerning the fair, which led to the decision to hold the fair from the day after St. Mauritius&#039; day until St. Michael&#039;s day.","regional",null,"fixed","23","9",null,null,null,null,null,null,null,"8"
"208","1",null,null,"1336","1717","Three-day fair on Sunday after St John","local",null,"movable","24","6",null,"Sunday","after","Fixed date",null,"-1",null,"1"
"210","1",null,null,"1336","1717","Three-day fair on Sunday after St Bartholomew","local",null,"movable","24","8",null,"Sunday","after","Fixed date",null,"-1",null,"1"
"212","1",null,null,"1336","1717","Three-day fair on Sunday after St Andrew","local",null,"movable","30","11",null,"Sunday","after","Fixed date",null,"-1",null,"1"
"218","7894",null,null,"1448",null,"Fair on Sunday Letare (mid-Lent).","local",null,"movable",null,null,null,null,null,"Letare",null,null,null,null
"220","7894",null,null,"1448",null,"Fair on St John&#039;s Day.","local",null,"fixed","24","6",null,null,null,null,null,null,null,null
"222","8336",null,null,"1410",null,"Invocavit sunday","local","cloth","movable",null,null,null,null,null,"Invocavit",null,null,null,"1"
"224","8336",null,null,"1410",null,"Pentecost","local","cloth","movable",null,null,null,null,null,"Pentecost",null,null,null,"2"
"226","8336",null,null,"1410",null,"Birth of the blessed virgin Mary","local","cloth","fixed","8","9",null,null,null,null,null,null,null,"1"
"228","8336",null,null,"1410",null,"St. Nicolas&#039;s day","local","cloth","fixed","6","12",null,null,null,null,null,null,null,"1"
"230","4705",null,null,"1448","1448","Three-day fair on Wednesday after the Assumption of Mary, established in 1448. In following years it is not mentioned anymore.","local",null,"movable","15","8",null,"Wednesday","after","Fixed date",null,null,null,"2"
"232","4705",null,null,"1448","1448","Three-day fair on Monday after Misericordia (2nd Sunday after Easter), established in 1448. In following years it is not mentioned anymore. ","local",null,"movable",null,null,null,"Monday","after","Misericordia",null,null,null,"2"
"234","4337",null,null,"1458","1465","In 1458 elector Friedrich granted the right to establish a third one-week fair from New Year&#039;s Day until Epiphany. This led to a conflict with Halle and Magdeburg.","interregional",null,"fixed","1","1",null,null,null,null,null,null,null,"6"
"236","2765",null,"184","1470",null,"After several confirmations and revocations of both the Leipzig and Halle New Year&#039;s fairs (even a ban on the Halle New Year&#039;s fair in 1468), it was decided in 1470 that the New Year&#039;s fair in Halle would be held after the end of the fair in Leipzig.","regional",null,"fixed","16","1",null,null,null,null,null,null,null,"8"
"238","3050",null,"200","1460","1522","The fair of St Michael was the only old fair that remained in existence after 1460 and it was prolonged to 6 days.","regional",null,"fixed","29","9",null,null,null,null,null,"-3",null,"2"
"240","3050",null,null,"1460","1475","Fair on six days around Misericordia Sunday, which was founded in 1460.","regional",null,"movable",null,null,null,null,null,"Misericordia",null,"-3",null,"2"
"242","3050",null,"240","1476","1522","The date of the fair on Misericordia Sunday was slightly changed to the entire week after the said Sunday in 1476.","regional",null,"movable",null,null,null,"Monday","after","Misericordia",null,null,null,"5"
"244","4705",null,null,"1497","1499","Fair from Monday to Wednesday after Corpus Christi, established in 1479, but forbidden in 1499 by the duke of Saxony due to competition with Leipzig.","local",null,"movable",null,null,null,"Monday","after","Sacramentum",null,null,null,"2"
"246","4705",null,null,"1497","1499","Fair from Monday to Wednesday after Circumdederunt, established in 1497. In 1499 the visit of the market was forbidden by the duke of Saxony due to competition with Leipzig.","local",null,"movable",null,null,null,"Monday","after","Cicumded",null,null,null,"2"
"248","1826",null,null,"1331","1496","Four-week spring fair after Misericordia Domini until Pentecost, granted by king Ludwig of Bavaria in 1331.","interregional",null,"movable",null,null,null,null,null,"Misericordia",null,null,null,"21"
"250","1826",null,null,"1473","1496","Three-week fair on Trinity Sunday, granted by Frederick IV. in 1473.","interregional",null,"movable",null,null,null,null,null,"Trinitatis",null,null,null,"21"
"252","1826",null,"248","1497",null,"The spring fair was moved to Pentecost by emperor Maximilian in 1497 and limited to two weeks.","regional",null,"movable",null,null,null,null,null,"Pentecost",null,null,null,"14"
"254","1826",null,"250","1497",null,"The Trinity Sunday fair was moved to St. Martin&#039;s day by emperor Maximilian in 1497 and limited to two weeks.","regional",null,"fixed","11","11",null,null,null,null,null,null,null,"14"
"256","1987","Fastenmesse",null,"1330","1383","Lent fair, privileged by Emperor Louis the Bavarian in 1330, and equipped with a safe conduct of eight days before and after the fair. An inprecise date of 14 days around Letare is mentioned in 1349, in 1366 it was more precisely defined as lasting from Oculi  until Judica Sunday.","interregional",null,"movable",null,null,null,null,null,"Oculi",null,null,null,"14"
"258","1987","Frauenmesse",null,"1227","1383","The &quot;Frauenmesse&quot; (&#039;Our Lady&#039;s fair&#039;) or autumn fair from the Ascension until the Nativity of Mary.","interregional",null,"fixed","15","8",null,null,null,null,null,null,null,"24"
"214","6712","",null,"1360",null,"Fair on St Dionysius","local","","fixed","9","10",null,"","","",null,null,null,null
"262","973",null,null,"1035","1381","A fair on the seven days before Pentecost was privileged in 1035. The 1339 retail traders (&#039;kr&auml;mer&#039;) privilege mentions the eight days after Pentecost.","regional",null,"movable",null,null,null,null,null,"Pentecost",null,null,null,"7"
"264","973",null,"262","1382","1637","In 1382, the beginning of the Spring fair is mentioned to be Sunday after Corpus Christi. The fair was replaced by two new ones in 1638.","regional",null,"movable",null,null,null,"Sunday","after","Sacramentum",null,null,null,"7"
"444","2036",null,"288","1565",null,"Fair on the holiday of the Ten thousand martyrs, founded in 1565.","local",null,"fixed","22","6",null,null,null,null,null,null,null,null
"216","6712","",null,"1360",null,"Fair on Sunday before Pentecost, which took place in the new town (Neustadt)","local","","movable",null,null,null,"Sunday","before","Pentecost",null,null,null,null
"268","8447",null,null,"1298",null,"Fair on St Ulrich, the importance of which must have declined in the 15th century; in 1507, it is re-founded as three-day fair.","local",null,"fixed","4","7",null,null,null,null,null,null,null,"2"
"270","8447",null,null,"1312","1500","Fair on St Simon and Jude, probably disappeared in the 15th century.","local",null,"fixed","28","10",null,null,null,null,null,null,null,null
"272","8447",null,null,"1507","1528","Fair on St George, disappeared in 1529.","local",null,"fixed","23","4",null,null,null,null,null,null,null,"2"
"276","1790",null,null,"1440",null,"Eight days before Laetare Sunday","regional",null,"movable",null,null,null,null,null,"Oculi",null,null,null,"7"
"278","1790",null,null,"1440",null,"Eight days after St Michael","local",null,"fixed","6","10",null,null,null,null,null,null,null,"7"
"280","8974",null,null,"1497",null,"Fair on St Giles, first mentioned in 1497","regional",null,"fixed","1","9",null,null,null,null,null,null,null,"7"
"282","8974",null,null,"1310",null,"Pentecost market","regional",null,"movable",null,null,null,null,null,"Pentecost",null,null,null,"7"
"284","8974",null,null,"1311",null,"Market on St John. The market does not seem to have enjoyed a great importance, possibly due to competition from the St John&#039;s market in nearby Landegge.","local",null,"fixed","24","6",null,null,null,null,null,null,null,"7"
"286","2036",null,null,"1497","1564","Eight-day fair on St Giles","regional",null,"fixed","1","9",null,null,null,null,null,null,null,"7"
"288","2036",null,null,"1497","1564","Eight-day fair on the day of the Eleven Thousand Virgins","regional",null,"fixed","21","10",null,null,null,null,null,null,null,"7"
"290","2036",null,null,"1369","1496","Fair on Thursday before St John","regional",null,"movable","24","6",null,"Thursday","before","Fixed date",null,null,null,null
"294","2777",null,null,"1188",null,"Fair on the Ascension of Mary in the Neustadt.","regional",null,"fixed","15","8",null,null,null,null,null,null,null,null
