"description","id"
"Since 1515 contractually agreed upon compulsory road from Hamburg, L&uuml;beck and Eisleben from the Harz to Th&uuml;ringen. In a report to Guthmannshausen, the road via Nebra, Tauhardt and Guthmannshausen was referred to as the main road for wares originating from L&uuml;beck, Braunschweig and Magdeburg and going to Franken.","162"
"The direct road between Schladen and Wiedelah/Vienenburg is mentioned in 18th-century sources; its importance for earlier centuries is hard to assess.","164"
"The Oker river was made navigable between Schladen and Wolfenb&uuml;ttel in 1575, and between Schladen and Oker in 1577, among others by the construction of locks in the river. This was connected to the reconstruction of the town of Wolfenb&uuml;ttel into a fortress by the dukes of Brunswick. The river mainly served the transport of stones and timber for construction works in the town. Shipping on the river came to a halt in the Thirty Years&#039; War.","166"
"The Nette (Altenau) was made navigable in 1575, mainly for the transport of stones from the Elm, which were needed for the reconstruction of the town Wolfenb&uuml;ttel into a fortress by the dukes of Braunschweig. According to a source from 1578, the river was navigable up to Sch&ouml;ppenstedt. However, regarding the low depth of the stream, it is questionable whether it was much used, and shipping on the stream must have stopped around 1610.","168"
"Although shipping activity in Braunschweig might have taken place in the High Middle Ages, it came to a halt due to staple claims of L&uuml;neburg in the 14th century. Shipping on the Oker and Aller river between Braunschweig and Celle was officially allowed in a treaty from 1459 (with the exception of salt, iron and stockfish), and stimulated by construction works in the following years. Shipping traffic on this river segment flourished for some decades, but must have come to a halt before 1507, when it was noticed that toll revenues from Braunschweig ships in Celle had dropped to zero.","170"
"The Leine river was opened for shipping from Hannover in 1381 after the War of the L&uuml;neburg Succession and a feud with the Mandelsloh family, who owned extensive property along the river. Agreements with weir owners secured that ships could pass the obstacles. Shipping on the Leine led to conflicts with L&uuml;neburg and Celle because of its toll and staple claims. An agreement with Hannover for 10 years in 1507 settled the conflict, but it was not renewed afterwards and shipping on the river was discontinued.","172"
"This road was named Hooge Weg or Via Alta. From the beginning of the fifteenth century to the end of the sixteenth century, it marked the border (&#039;Markegrens&#039;) between Hees and Heese Veld.","174"
"With the Ilmenau privilege of 1348, the town L&uuml;neburg received the right to remove obstacles in the Ilmenau river upstream from the town in order to make the river navigable. It was mainly used for the transport of firewood for the L&uuml;neburg saltworks. According to a document from 1393, the dukes of Brunswick-L&uuml;neburg had obstructed the river. The section between Medingen and Uelzen was given up in 1562.","176"
"Before the bridges in Berka/Werra were built, a route along the Werra with a ford in Wartha was ocassionally used. However, the ford was a difficult crossing and afterwards an elevation had to be crested, which was only removed in the 19th century.","224"
"The town Elbląg built the so-called Kraffohlkanal in 1495, after the Nogat river had created a more direct connection with the Vistula Lagoon.","503"
"The town of Hamburg tried to prevent free shipping on the southern arm of the Elbe river in order to protect its staple market from the late 14th century onwards. With the acquisition of Moorburg on the southern shore of the river in 1375, the town was able to control the shipping on the southern Elbe and forced passing ships to sail to Hamburg, despite a conflict with the dukes of Brunswick-L&uuml;neburg and the towns Harburg, Stade and Buxtehude, and a 1619 verdict of the Imperial Chamber Court that shipping on the southern Elbe should be free.","178"
"According to a document from 1033, the Ruhr river was navigable until the abbey of Werden. Although shipping is not mentioned in the Ruhr law of 1542, Ruhr barges are mentioned in the harbour regulations of Wesel in 1681. This suggests that at least the lower course of the river remained navigable through the centuries.","180"
"In 1390, L&uuml;beck and the duke of Saxony-Lauenburg came to an agreement that gave the town permission to create a waterway between the Stecknitz in M&ouml;lln and the Delvenau, which flows into the Elbe near Lauenburg. A stretch of 11km was dug south of M&ouml;lln, the Delvenau was canalised and various locks were constructed until 1398. The resulting so-called Stecknitz canal was much used for salt transports between L&uuml;neburg and L&uuml;beck.","182"
"According to Bruno Ploetz, the road between L&uuml;neburg and Celle via Tellmer and Oberohe was the old cart road for lighter traffic. Its importance decreased in the 18th century in favour of the freight road for heavier traffic via M&uuml;den.","236"
"Hamburg acquired permission to construct a canal between the Alster in Stegen and the Beste/Trave in S&uuml;lfeld in 1448, in order to create a through-going waterway with L&uuml;beck. The project was only realised as late as 1529, and despite the construction of many locks, there were constant problems with keeping enough water in the canal. Shipping on the canal came to a halt ca. 20 years after its opening.","184"
"The land routes from Harburg and Winsen to the south, circumventing L&uuml;neburg, were prohibited for commercial traffic under the L&uuml;neburg staple privileges of 1392, and from 1467 also for the drift of cattle. However, the town was not always able to enforce the prohibition to use these routes.","186"
"The Ems river between Rheine and Greven became navigable after the construction of a lock in the mill weir in Rheine in 1550. Attempts to stimulate shipping on the river upstream from Greven in the 17th century failed due to low water levels.","188"
"The Ems river was navigable for larger ships only until Meppen. For smaller barges or during higher water levels, shipping was possibly towards Rheine or Greven.","190"
"Around 1480, the dukes of Mecklenburg undertook attempts to create a waterway between the Elbe river and the Baltic Sea via the Schwerin lake using the St&ouml;r and Elde rivers, which failed mainly because of resistance of the elector of Brandenburg. Renewed attempts from 1564 onwards resulted in the construction of a new canal between D&ouml;mitz and Eldena in 1568-1572, circumventing Brandenburg territory. The waterway was now navigable between D&ouml;mitz and the Schwerin lake. The connection between the Schwerin lake and Wismar, however, met with technical difficulties and was probably never operational, despite a depiction of the waterway as a throughgoing canal on a map of Daniel Frese from 1605.","192"
"In 1412 and 1430, L&uuml;neburg received privileges to build new waterways through Mecklenburg territory to transport its salt to the Baltic Sea harbours. From 1553 to 1564, the Schaale river was made navigable, among others by building seven locks. This made shipping between the Elbe river near Boizenburg and lake Schaalsee possible. In Dutzow, on the northern shore of the lake, commodities could be transshipped onto the land road towards the harbour towns. Plans to built a canal between the lake and the town of Wismar were never realised.","194"
"The count of Delmenhorst and the town of Bremen agreed in 1311 to maintain the street between Bremen and Delmenhorst via Huchting for wagons and pedestrians. Previous routes, more northerly via Seehausen and Hasbergen or southerly via Ganderkesee, were now redirected through Delmenhorst. However, the low-lying new road often suffered from flooding, in which case the old routes were used, and inhabitants of Huchting provided ferry services.","196"
"In an agreement between Mainz and Hessia from 1572, this leg of the road from Wanfried to Langensalza is referred to as new road and non-open country road. In 1583 it is elevated to a road of safe conduct.","198"
"Shortly before 1600, landgrave Moritz of Hessen-Kassel launched a project to make the Fulda river navigable, among others through the construction of seven locks. The first ship could sail from Kassel to Hersfeld in 1601. However, it is uncertain whether the river was much used as a waterway; shipping must have come to a halt during the Thirty Years&#039; War.","202"
"This road was probably already mentioned in 1027 in a border description, in 1227 it appears as &quot;Weinstra&szlig;e&quot;.","204"
"A record from 1330 refers to this section of the road as &quot;Hohe Stra&szlig;e&quot;.","206"
"Possibly, this route did not exist in 1600, but developed later.","208"
"Developed as a route in the seventeenth century?","210"
"The polder in which Klaaswaal was located came into being in 1539.","212"
"The polder between Klaaswaal and Oudesluis was created in 1602.","214"
"The polder in which Numansdorp is located, was created in 1642.","216"
"Meijel was located on a sand ridge in the otherwise hardly passable Peel high moor region. The existence of a road at this place probably goes back to Roman times, as archaeological evidence attests. In the 18th century, a main road between &#039;s-Hertogenbosch and Cologne is mentioned here, which is supported by the existence of a toll and inns in Meijel. However, the marshy terrain must have made it difficult to use the road. According to English military D. Paterson in 1748, the road was &quot;impassable in winter for wagons of any size&quot;. It must therefore have had only secondary importance, with most traffic circumventing the Peel region.","218"
"The road between Hamm and L&uuml;nen on the left shore of the Lippe was very soggy and was probably only used for long-distance traffic after the Thirty Years&#039; War.","220"
"Marked as a secondary route before the 15th century in the Mitteldeutscher Heimatatlas. The use of the route for commercial traffic after the 15th century was prohibited by the Leipzig staple regulations, which forced traffic through the city within a 15-mile zone around Leipzig.","222"
"With the construction of a large pound lock in the dam in Zaandam, which was finished in 1547, the Zaan river became the main waterway between Amsterdam and the northern quarter of Holland. Before, the dam was only passable for small vessels; larger ships between Alkmaar and Amsterdam took a detour via Edam.","226"
"After the Hollandse IJssel was dammed from the Lek river at Hoppenesse in 1285, the river gradually silted up. In 1485 it was complained that the river was not navigable anymore between IJsselstein and Oudewater due to this process. Numerous plans in the late 15th and 16th centuries to increase the water flow in the river were never realised.","228"
"The tow canal (&#039;trekvaart&#039;) between Amsterdam and Haarlem was constructed in 1631-1632. Upon insistence of Haarlem, who collected toll on the Spaarne river, the canal remained limited to passenger traffic only; heavy freight continued to use the old route via the IJ and Spaarne. Because of the existence of three sluices in Halfweg (&#039;midway&#039;), the canal was interrupted and passengers had to change barges there.","230"
"The southern route between L&uuml;neburg and Soltau via Amelinghausen was the older one and later became known as the cart road; heavier traffic used the northern road via Soderstorf and H&uuml;tzel from the late 15th century.","232"
"The northern road between L&uuml;neburg and Soltau via Soderstorf and H&uuml;tzel developed for heavier traffic in the late 15th or 16th century. It was later known as the freight or post road.","234"
null,"351"
"According to Bruno Ploetz, the freight road for heavier traffic between L&uuml;neburg and Celle via M&uuml;den developed in the 16th century and gradually replaced the cart road via Tellmer and Oberohe.","238"
"The &quot;Hessenkarrenweg&quot; (Hessian cart road) was the road for carts between Braunschweig and L&uuml;neburg. A road for heavier freight wagons ran more to the east on some parts of the route.","240"
"The freight road for heavy freight wagons between Braunschweig and L&uuml;neburg ran east of the cart road on some parts of the route.","242"
"The road between Bienenb&uuml;ttel to Oldenstadt and Uelzen via Medingen and Jastorf was known as the winter freight road, because it was usable the entire year, in contrast to the more westerly &quot;summer freight road&quot;.","244"
"The road between Bienenb&uuml;ttel and Uelzen via Seedorf was known as the summer freight road, because it could only be used in dry weather conditions, in contrast to the winter road via Jastorf.","246"
"In 1640, the towns of Harlingen, Franeker and Leeuwarden acquired permission to build towpaths along the already existing sailing route between the towns. The first barge (&#039;trekschuit&#039;) sailed the route in 1646. There were five barges in both directions daily. Passengers paid 12 penny for each mile; pedestrians on the tow path 8 penny.","248"
"A tow canal between Leeuwarden, Bolsward and Workum was constructed in 1648.","250"
"The sailing route between Dokkum and Leeuwarden was equipped with a tow path for regular barge (&#039;trekschuit&#039;) services in 1647.","252"
"The Damsterdiep between Groningen and Delfzijl was equipped with tow paths for regular barge (&#039;trekschuit&#039;) services in 1648-1650.","254"
"On Jacob van Deventer&#039;s map of Sloten (mid-16th century), the road leading Northeast towards Sint Nicolaasga is indicated to be a mere footpath. On maps from the mid-17th century, the current road (Spanjaardsdijk) is drawn.","256"
"Shipping on the Oude IJssel does not seem to have taken place before 1582, when the water mill in Keppel, an obstruction to sailing on the river, was demolished. A document from 1590 attests that at this time, there was traffic between Doesburg and Doetinchem. In 1592, works were undertaken to make the river navigable until Bocholt and Anholt.","258"
"After the flood of St Elisabeth (1421), which radically changed the Rhine delta in Holland, the IJssel river gradually became shallower. In the late 16th and 17th century, the river had silted up so much, that the low water levels and numerous sandbanks made sailing impossible during large parts of the year.","260"
"The road between Utrecht and Amersfoort was radically reconstructed as a 60m wide, completely straight avenue in 1652: the &quot;wegh der weegen&quot; (&#039;road of roads&#039;). There seems to have been a medieval precursor of this road at more or less the same place, but its exact course is unknown.","262"
"It is unlikely that any significant shipping took place on the Berkel river before the late 16th century, because of the many mill weirs. In 1591, sergeant major of Lochem Francois Balochij launched a plan to make the river navigable into the bishopric of M&uuml;nster. At that time, shipping was possible between Zutphen and Borculo. However, it would last until the 1640s until the river was actually made navigable beyond Borculo. In Zutphen, a Berkel company was founded, locks were constructed, and in 1646 the first ship arrived at Langebr&uuml;cke near Vreden. Plans for a further extension until Coesfeld after 1650 probably led to nothing. The Berkel company went bankrupt in 1671 and renewed attempts to increase the navigability only took place in the 18th century.","264"
"The canal Schipbeek was dug by the town of Deventer with support of the bishop of Utrecht in 1399-1402, and connected Deventer with the upper reaches of the river Regge at Westerflier. Deventer received a privilege of King Philipp II to widen and deepen the Schipbeek in 1576.","266"
"A connection between the Schipbeek and the Regge near Westerflier must have been dug before 1547.","268"
"The connection of the Schipbeek from Westerflier to the Diepenheimse Molenbeek and Buurserbeek was dug shortly after or in 1611. The canal was mainly used for the transport of agricultural produce and wood, which took place predominantly in the winter months, when the roads became unusable and water levels were higher.","270"
"An overland route between Husum and Eiderstedt became only possible in 1489, when the land reclamation of the Dammkoog connected the island of Eiderstedt with the mainland.","272"
"The road between Hillegom and Aalsmeer disappeared when the neck of land between the Haarlem and Leiden lakes disappeared in the water, probably during the flood of St Cosmas and Damian in 1477.","313"
"The canal between Overslag and the Moervaart near Kalve was in a dilapidated state in 1465/66, due to the depletion of the surrounding moors. Shipping between Gent and Axel was hardly possible at the time.","274"
"Large-scale inundations in the northern part of Flanders (modern Zeeuws-Vlaanderen) during the Dutch revolt in the late 16th and early 17th century profoundly changed the structure of the medieval landscape. A precise reconstruction of routes before 1583 is therefore not possible in many cases.","276"
"The road between Biervliet and Boekhoute disappeared when the area was flooded in 1375; Biervliet was now located on an island. The location of the road is not known.","278"
"The Stekense Vaart, a canal that connected Hulst with Gent and Rupelmonde, was constructed in 1314. In the 16th century, the connection with Hulst must have fallen out of use. It is not displayed on maps from that time anymore.","280"
"Plans to improve transportation on the Eiderstedt peninsula by constructing canals date from before 1594. The canal Norderbootfahrt between T&ouml;nning and Tetenb&uuml;ll was dug in 1612, the S&uuml;derbootfahrt between Garding and the Eider river near Kating in 1613. In 1615, an additional canal was dug between T&ouml;nning and Kating, but this was filled up again in the 18th century.","281"
"The city of Bruges had already launched a plan in 1470 to dig a canal south of Oostburg in the direction of Biervliet to stop the ongoing silting up of the Zwin and to improve shipping. The canal Brugse Vaart was dug in 1502-1505, but only opened in 1516. However, it never fulfilled its task: it silted up soon and was hardly of any importance for shipping.","283"
"Because of the decreasing navigability of the Zwin sea inlet, caused by silting, the city of Bruges dug a new canal, the Zoete or Verse Vaart, between Bruges and Sluis. It was finished in 1566. Although it was used by some seagoing vessels in the early years, the canal soon started to silt up as well.","285"
null,"353"
null,"355"
null,"357"
null,"359"
null,"361"
null,"363"
null,"365"
"The Zwin sea inlet functioned as the harbour of the city of Bruges. Originally it was called Sinkfal and reached until the city, but it gradually silted up through the centuries, leading to a system of outports along the waterway. The first was Damme, where the Zwin was dammed in 1180, later joined by Monnikerede, Hoeke, Mude and Sluis. In the late 15th century pilots were stationed in Sluis to help ships navigate the shallow waters; ordinances are known from 1448/1449 and 1484. Despite continuous attempts of Bruges to maintain the navigability, by the 16th century it was only possible to sail on the Zwin during high tides.","287"
"A &quot;new road&quot; between Itzehoe and Dithmarschen via Hohenh&ouml;rn was constructed after the conquest of Dithmarschen by Danish troops in 1559, probably in 1577. It circumvented the toll station of Hanerau on the old road to Dithmarschen. Only the crossing of the Holstenau river at Hohenh&ouml;rn was really new; other parts of the road must have existed before.","289"
"A plan to build a canal between Brussels and the Rupel river near Willebroek, the &lt;em&gt;Brusselsche Schipvaert&lt;/em&gt; or &lt;em&gt;Willebroekse Vaart&lt;/em&gt;, was already approved by Mary of Burgundy in 1477, but only executed between 1550 and 1561. It connected Brussels with the port of Antwerp, circumventing the troublesome shipping on the shallow and crooked Zenne river and the toll and staple of Mechelen. Regular barge services (&#039;trekschuit&#039;) operated on the canal after 1618.","291"
"The street between Frankfurt and Crossen via Ziebingen was opened for commercial traffic in 1535, when the toll of Reppen was moved to the Oder bridge in Frankfurt. Before this year, long-distance traffic travelled between Frankfurt and Crossen via Reppen.","293"
"After the transshipment point between the land and river traffic was moved from Niederfinow to Eberswalde in 1317, including the obligation for merchants to use the roads leading through Eberswalde, the road between Angerm&uuml;nde and Hohenfinow via Niederfinow was closed for commercial traffic.","295"
"The direct route between Flatow and Berlin was only realised with the construction of the bridge at Henningsdorf in 1672. Before that year, the traffic travelled via Spandau.","297"
"In 1367, Duke Bolko of Schweidnitz and the Lords of Cottbus agreed that the use of the road via Fehrow was prohibited for foreign waggons, who should use the road via Peitz instead. According to evidence from the second half of the 17th century, the road via Fehrow was in use again by that time.","299"
"Of the three routes between Leipzig and Oschatz, with crossings of the Mulde river at Eilenburg, Wurzen and Grimma, the road via Wurzen was the least frequented. This was because Wurzen was territory of the bishop of Mei&szlig;en, and because the river crossing at Wurzen was less convenient: a bridge was only built in 1830.","301"
"The sailing route between Schoonhoven and the Oude Rijn via the Vlist and Dubbele Wiericke remained of local importance only, because of opposition of Gouda in the 16th century.","303"
"The &quot;gecostumeerde route binnendunen&quot; was the official thoroughgoing inland waterway within the county of Holland, that connected the Zuiderzee with the North Sea and the Schelde delta via the IJ, Spaarne, Haarlem and Leiden lakes, Gouwe and the Hollandse IJssel. It was connected to a comital toll system centered around the tolls of Spaarndam, Gouda and Geervliet. It was predominantly important as main thoroughfare within the county of Holland, but also seems to have been used in the international long-distance trade. Numerous attempts to create alternative sailing routes in the 15th and 16th centuries were frustrated by the cities along the route, first and foremost Gouda.","305"
"Archduke Maximilian forbade in 1487 the use of the Vecht river for thoroughgoing shipping that evaded the comital toll in Gouda.","307"
"The Grote Waard was flooded during the flood of St Elisabeth of 1421. Roads in this area are based on reconstructions of the landscape by Rombert Stapel.","309"
"The road via Sloten was the main route between Amsterdam and Haarlem in the Middle Ages. It was threatened by the advancing water of the Haarlem lake in the 15th century: already in 1457, the road had to be moved because parts had been swallowed by the lake, and the part between Vijfhuizen and Sloten definitively disappeared after a storm in 1509. Land traffic now had to use the Spaarndammerdijk to move between the two cities.","311"
"The canals Enkele and Dubbele Wiericke were dug shortly after 1370, possibly also to circumvent the sailing route &#039;binnendunen&#039; with tolls in Gouda and at the lock Gouwsluis. Because of opposition from Gouda, the canals as a waterway remained of local importance only.","315"
"Most of the eastern part of the island Zuid-Beveland was drowned in 1530; only the city Reimerswaal remained on a small island. The roads between Yerseke, Reimerswaal and the ferry of Yersekeroord have been drawn based on reconstructions of the course of the shoreline before 1530.","317"
"The construction of a canal between the Havel and the Oder via the Finow river was approved by Elector Joachim Friedrich in 1603. Construction works started in 1605, and by 1609 the newly dug canal was navigable between Liebenwalde and Sch&ouml;pfurth. Construction on the rest of the canal lasted until 1620. However, the canal detoriated during the Thirty Years&#039; War. The new Finow canal built in the 18th century largely followed the course of the old one.","319"
"The road between Zittau and Jablonn&eacute; v Podje&scaron;těd&iacute; was built out as a trade route after 1343. The castle Karlsfried was built by emperor Charles IV in 1357 to safeguard the road and to levy a toll. The use of other roads for commercial traffic between Zittau and Bohemia was prohibited in 1361 and in later charters.","321"
"The road over the Curonian Spit was unsuitable for heavy traffic and probably only used in winter when the road was frozen.","323"
null,"325"
null,"327"
null,"329"
null,"333"
"The roads in the region around Saint Petersburg before the foundation of the city in the 18th century are difficult to reconstruct, because most reliable maps date from after this date.","335"
"Tienen acquired the right to make the river Grote Gete navigable in 1517, among others through the construction of some locks. Construction works were only finished in 1528/1529. Shipping on the river came to a halt during the Dutch Revolt.","337"
null,"339"
null,"341"
null,"343"
null,"345"
null,"347"
null,"349"
"The Roosendaalse Vliet was widened in 1451 and since then used as a waterway between Roosendaal and the sea. There is no evidence of significant trade or transport before 1451.","367"
"The Ucker river is first attested as a waterway between Prenzlau and the Szczecin Lagoon in 1282. It was mainly used for the export of grain from Prenzlau. Transport on the river came to a halt in the early modern period. After the Thirty Years&#039; War, attempts were undertaken to revive the river as waterway.","369"
"A land route through the marshy terrain between Jamburg (Kingisepp) and Novgorod is depicted on early 18th-century maps, but was probably only usable for personal transport in winter, and not for freight traffic.","371"
"A thoroughgoing route between N&ouml;teborg (Shlisselburg) and Novgorod through the marshy terrain via Yam-Tesovo is hypothetical. It was certainly not used for freight traffic.","373"
"The road between Marburg and Gie&szlig;en via Wolfshausen and Bellnhausen is first documented as being used by post wagons in 1656. Before, the main road must have been the one on the other side of the Lahn river via Niederwalgern and Fronhausen.","375"
"The main road between J&uuml;lich and Maastricht, in Roman times via Rimburg, was moved to Herzogenrath in the Middle Ages, where it crossed the Wurm river. Its course can still be traced with the street names Karstraat (cart road), Wijnstraat / Wijngracht (wine road) and Bierstra&szlig;e (beer road).","377"
"This road is indicated on the &quot;Oldenburgische Vogteikarte&quot; of the late 18th century as &quot;summer post road&quot; between Oldenburg and Delmenhorst/Bremen. The &quot;winter post road&quot; took the drier more southerly route via Dingstede.","383"
"According to a charter from 1387, the river IJssel had two branches near Doesburg. In between, the Beimerwaard was located. The main stream of the IJssel did not pass by the town. Therefore, there were multiple attempts to relocate the main stream to the town, but they were unsuccessful. Only in 1629, the main branch was successfully relocated. However, at high water, the IJssel still flooded via the lower lying lands. ","385"
null,"389"
"The bend in the Meuse river on which Heusden was located was cut short north of town by Den Bosch in or shortly after 1480, to improve the flow of the river and reduce the risk of flooding. River traffic could now circumvent Heusden, leading to a deterioration of its harbour.","391"
"A meander in the Meuse river near Hedikhuizen was cut short in 1474 by the town and villages of Heusden to improve the flow of the river and reduce the risk of flooding.","393"
"The extensive wetlands around the confluence of the Wei&szlig;e Elster and Saale rivers between Merseburg and Halle hindered traffic. The main route between the two towns took the drier detour via the stations of safe conduct Holleben and Passendorf.","395"
"According to a report from 1708, the route between Petersberg and Landsberg was not much used, because merchants coming from the North mostly travelled to Halle and Merseburg when they reached Petersberg.","397"
"According to a report from 1765, the preferred route for wagoners from Nordhausen to Merseburg and Leipzig circumvented Sangerhausen to the south and went via Oberr&ouml;blingen, Allstedt, Gatterst&auml;dt and Obhausen.","399"
"The road between Meschenbach and Gro&szlig;heirath, part of the route of safe conduct Coburg-Bigen, was only built in 1532-1536. Before, the route took a detour via Untersiemau.","401"
"The dam through the marshy terrain between Artern and Reinsdorf already existed before the Thirty Years&#039; War. However, during Spring floods the dam was hard to use and traffic must have taken the detour via Sch&ouml;newerda.","403"
"In a record of inheritence from 1551, this leg of the road between K&ouml;sen and Pforte monastery is not yet mentioned when describing roads between K&ouml;sen and Naumburg, which shows that it must have only gained importance later, if it existed at all.","405"
"Stadtholder Jan de Ligne, count of Aremberg ordered the construction of a canal in 1548-1568, which was named after him: the Arembergergracht. The goal was to allow small ships between Friesland and Zwartsluis in Overijssel to take an inland route and avoid the open Zuiderzee, but only the connection between Zwartsluis and the waterway Steenwijk-Blokzijl was made. An extension to the Linde at Ossenzijl only came into being in 1650.","407"
"Originally Steenwijk was connected to the Zuiderzee at Blokzijl via the river Steenwijker Aa, but this was navigable only for small ships, which made transshipment in Blokzijl necessary. The construction of the canal Steenwijkerdiep in 1626-1632 facilitated shipping between the two places for vessels that were also large enough to sail the Zuiderzee. A towpath was constructed on the southern shore.","409"
"The canal Nieuwe Vecht (&quot;nye graft&quot;) was dug around 1497 by the town of Zwolle to shortcut the water route between the river Vecht and the town. A century later the canal was dilapidated and was made navigable again around 1600, although maintaining enough water depth remained a recurring problem.","411"
"Frederik van Blankenheim, bishop of Utrecht, declared on 5 August 1402 that he had heard the complaints of merchants from Salland about the bad state of the road between Ane and Coevorden, which is impassable in winter, and expressed his intentions to improve the road. The costs for the project would be paid by the towns of Salland, who in return would be exempted from the road toll in Coevorden.","415"
"The construction of a road which was passable in all seasons from Den Ham via Daarle to Almelo was agreed upon by the bishop of Utrecht and the lord of Almelo in 1405. The town of Zwolle partly funded the construction works.","417"
"A canal between Blokzijl and Muggenbeet was dug around 1550 to shorten the sailing route between Blokzijl and Steenwijk.","419"
"The town Ypres is named after the stream Iepere, which connected with the river Yser and from there to the North Sea and Bruges. To make it navigable for small boats, it was canalised as early as the late 12th century and became known as Ieperlee. From 1251 onwards a parallel canal, &#039;zilinc&#039;, was constructed with four &#039;overdrachten&#039;, where boats could be hauled over a barrier, to overcome the height differences. The exact course of these waterways disappeared when a new broader canal was dug in the riverbed in 1637-1642.","421"
"To increase the sailing capacity of the old Ieperlee, a new broader and deeper canal was constructed in 1637-1642 between Ypres and the Yser river.","423"
"The route between Gdańsk and K&ouml;nigsberg (Kaliningrad) via the Vistula spit is known from travel reports from the second half of the 17th century. It was characterised as a bad road by Johann Arnold von Brand in 1673 and most probably not used for cargo transports.","425"
"The road between Insterburg (Chernyakhovsk) and Kaunas via Virbalis was created by Poland-Lithuania after the foundation of Virbalis in 1540. In 1572 and 1585 the duke of Prussia forbade the use of this road.","427"
"The road from Orip&auml;&auml; to Huittinen via Vampula is mentioned in Jakob Teitt&#039;s 1555&ndash;56 list of the most important common roads in Finland as part of the common road from Olavinlinna Castle via Hauho and Pirkkala to Huittinen and Turku. Other common roads branched off from the road from Vampula to Virttaa and via Alastaro to Loimaa. The road between Orip&auml;&auml; and Huittinen was organized as a common road maintained by land-owning peasants no later than the 15th century. The winter way from Huittinen and Punkalaidun region to the Aurajoki River valley also ran parallel to it in the Middle Ages. The road network in the Loimaa area will be supplemented in the following updates to Viabundus.","477"
"The so-called Nauristie Road (Turnip Road), which led from H&auml;me Oxen Road to the to the Paimio Isosilta bridge on the Great Coastal Road, dates very likely back to the 11th or 12th centuries despite the archaeological excavations carried out near the Nakolinna undated Iron Age hill fort in 1988. The road was used for troop movements in 1599. The road may have been formed as a common road in the Middle Ages or in the 16th century, but its status before the latter part of the 17th century is unclear.","501"
"Already in the late Middle Ages, winter ways following different river valleys led from the lower reaches of the River Aura in the direction of Satakunta and H&auml;me. One of the oldest seems to have been the winter way from R&auml;nt&auml;m&auml;ki in Maaria along the Paattistenjoki river to lake Savonj&auml;rvi and further to Yl&auml;ne, from where it continued across lake Pyh&auml;j&auml;rvi to S&auml;kyl&auml;, K&ouml;yli&ouml;nkartano and from the northern end of lake K&ouml;yli&ouml;nj&auml;rvi to Ylistaro in Kokem&auml;ki. The northern end of the road from Ylistaro to K&ouml;yli&ouml;nkartano appears both in the legend of St. Henry written at the end of the 13th century and in The Death-lay of Bishop Henrik from the 1600s. Before S&auml;kyl&auml;, a branch of the winter way led from the Pyh&auml;j&auml;rvi route to Kauttua in Eura mentioned in 1591 as the &quot;old winter Way&quot;. The route marked in Viabundus is indicative, not geographically precise.","492"
"Already in the late Middle Ages, winter ways led from the lower reaches of the River Aura in the direction of Satakunta and H&auml;me, one of the most important of which was from R&auml;nt&auml;m&auml;ki in Maaria parish along Aurajoki river to Orip&auml;&auml; and from there along the Hanhijoki and Loimijoki rivers to Huittinen. From there, the winter road continued to Keiky&auml; and further to Tyrv&auml;&auml;. The road dates back to the 1400s at the latest and remained in use for a long time. The first part of the road and a possible alignment from Huittinen to Keiky&auml; have been included in Viabundus. The marked route is indicative, not geographically precise.","495"
"The road from Orip&auml;&auml; to Huittinen via Vampula is mentioned in Jakob Teitt&#039;s 1555&ndash;56 list of the most important common roads in Finland as part of the common road from Olavinlinna Castle via Hauho and Pirkkala to Huittinen and Turku. Other common roads branched off from the road from Vampula to Virttaa and via Alastaro to Loimaa. The road between Orip&auml;&auml; and Huittinen was organized as a common road maintained by land-owning peasants no later than the 15th century. The winter way from Huittinen and Punkalaidun region to the Aurajoki River valley also ran parallel to it in the Middle Ages. The road network in the Loimaa area will be supplemented in the following updates to Viabundus.","478"
"The road from Hollola along the M&auml;nts&auml;l&auml;njoki river via Porvoo royal manor to the town of Porvoo and mouth of the Porvoo River was organised as a common road in the latter part of the 15th century at the latest, but is based on older routes and winter Ways from Hollola region to the coast. The road was equipped with permanent inns in 1622 and is mentioned as a common road in the 1690s.","461"
