"id","refshort","reflong","type"
"3999","Mohrmann 1977","Mohrmann, Ruth-Elisabeth, &#60;cite&#62;Volksleben in Wilster im 16. und 17. Jahrhundert&#60;/cite&#62; (Neumünster 1977)","secondary"
"4000","Ewe 1985","Ewe, Herbert (ed.), &#60;cite&#62;Geschichte der Stadt Stralsund&#60;/cite&#62; (Wismar, 1982)","secondary"
"3988","Masonen 1989","Masonen, Jaakko, &#60;cite&#62;Hämeen härkätie&#60;/cite&#62; (Helsinki: Tie- ja vesirakennushallitus ja Valtion painatuskeskus, 1989).","secondary"
"3989","Kansallisarkisto","Kansallisarkisto - The Finnish National Archives","archive"
"3869","Salminen 2007","Salminen, Tapio, &#60;cite&#62;Joki ja sen väki. Kokemäen ja Harjavallan historia jääkaudesta 1860-luvulle. Kokemäen ja Harjavallan historia I:1.&#60;/cite&#62; (Kokemäki: Kokemäen ja Harjavallan kaupungit ja seurakunnat, 2007)","secondary"
"3994","Vilkuna 1975","Vilkuna, Kustaa, &#60;cite&#62;Unternehmen Lachsfang. Die Geschichte der Lachsfischerei im Kemijoki&#60;/cite&#62;, Studia Fennica, Review of Finnish Linguistics and Ethonolgy,19 (Helsinki, 1975),","secondary"
"4001","Brenner 1953","Brenner, Alf, &#60;cite&#62;Sjundeå sockens historia 1&#60;/cite&#62;, (Hangö, 1953)","secondary"
"3995","KLNM","&#60;cite&#62;Kulturhistorisk Lexikon för Nordisk Medeltid, 1–22. 2. oplagan&#60;/cite&#62; (København, 1981–1982)","secondary"
"3966","Almqvist 1919-22","Almqvist, Johan Axel, &#60;cite&#62;Den civila lokalforvaltningen i Sverige 1523–1630, I-IV, &#60;/cite&#62; Meddelanden fran Svenska Riksarkivet, Ny foljd II:6, (Stockholm, 1919–22)","secondary"
"4047","Koskinen, Miettinen, Salminen 2017","Koskinen, Ulla, Miettinen, Tiina and Salminen, Tapio, &#60;cite&#62;Maakunnan synty. Satakunnan historia , V&#60;/cite&#62;, ed. by Pertti Haapala (Pori, 2017).","secondary"
"4035","Lundholm 1991","Lundholm, Kjell, &#60;q&#62;Elinkeinojen kehitys&#60;/q&#62;, in: Olof Hederyd, Yrjö Alamäki, Matti Kenttä, Matti Saarnisto, Kjell Lundholm, Pentti Koivunen, Jouko Vahtola, Tornionlaakson kuntien historiakirjatoimikunta, &#60;cite&#62;Tornionlaakson Historia: 1, Jääkaudelta 1600-luvulle&#60;/cite&#62;, (Haaparanta-Tornio, 1991).","secondary"
"3996","Reymann 1820-1879","Reymann, Gottlieb Daniel, et al., &#60;cite&#62;G. D. Reymann&#39;s topographische Special-Karte von Central Europa, fortgesetzt durch C. W. v. Oesfeld, Königl. Preuss. Oberstlieut. u. Director des trigonometrischen Bureau&#39;s und F. Handtke&#60;/cite&#62; (ca. 1820-ca. 1879)","archive"
"4002","Heikkinen 1989","Heikkinen, Markku, &#60;cite&#62;Helsinki. Vaasa-ajan kaupungit, 1&#60;/cite&#62;, (Helsinki, 1989)","secondary"
"4003","Feistner 1880","Feistner, Wilhelm, &#60;q&#62;Zur Geschichte der Zittau-Prager Straße&#60;/q&#62;, &#60;cite&#62;Mitteilungen des Vereins für Geschichte der Deutschen in Böhmen&#60;/cite&#62; 18 (1880), 146-154","secondary"
"4004","Kopisto & Paloposki 1967","Kopisto, Aarne &#38; Paloposki, Toivo J., &#60;cite&#62;Viipurin pitäjän historia, I&#60;/cite&#62;, (Joensuu, 1967)","secondary"
"4005","Ruuth & Halila 1974","Ruuth, J.W. &#38; Halila, Aimo, &#60;cite&#62;Viipurin kaupungin historia, II&#60;/cite&#62;, (Lappeenranta, 1974)","secondary"
"4007","BFH III","Hausen, Reinhold, &#60;cite&#62;Bidrag till Finlands Historia, III&#60;/cite&#62;, (Helsingfors, 1904)","secondary"
"4006","Ruuth 1908","Ruuth, J.W., &#60;cite&#62;Viipurin kaupungin historia, 1&#60;/cite&#62;, (Viipuri, 1908)","secondary"
"4230","UB Ostfriesisches","Ernst Friedländer (ed.), &#60;cite&#62;Ostfriesisches Urkundenbuch&#60;/cite&#62;, 3 vols. (Emden, 1874-1975)","edition"
"4009","Wallin 1893","Wallin (Voionmaa), Väinö, &#60;cite&#62;Suomen maantiet Ruotsin vallan aikana. Fennia 8:2&#60;/cite&#62;, (Helsingfors, 1893).","secondary"
"4013","Talvi 1953","Talvi, Veikko, &#60;cite&#62;Kouvolan historia, I&#60;/cite&#62;, (Kouvola, 1953).","secondary"
"4010","Salonen 1998","Salonen, Kirsi, &#60;cite&#62;Ylinen Viipurintie. Hämeen liiton julkaisu V:45&#60;/cite&#62;, (1998),","secondary"
"3976","Retsö 2009","Retsö, Dag, &#60;cite&#62;Länsförvaltningen i Sverige 1434–1520&#60;/cite&#62;, Acta universitatis stockholmiensis, Stockholm Studies in Economic History, 56, (Stockholm, 2009).","secondary"
"4036","Masonen, Hakkarainen, Lehtonen & Salminen 1990","Masonen, Jaakko, Hakkarainen, Mika, Lehtonen, Anitta &#38; Salminen, Tapio, &#60;cite&#62;Suuri Postitie Varsinais-Suomessa, tien linjaus, ajoitus ja nykyinen käyttö&#60;/cite&#62;, (Turku, 1990).","secondary"
"4148","Ilgen 1895","Ilgen, Theodor, &#60;cite&#62;Die Chroniken der Westfälischen und niederrheinischen Städte. Dritter Band: Soest und Duisburg&#60;/cite&#62; (Leipzig, 1895)","edition"
"848","Löbe 1887","Löbe, Julius, &#60;q&#62;Der alte Altenburger Zoll- und Geleitstarif&#60;/q&#62;, &#60;cite&#62;Mitteilungen der Geschichts- und Altertumsforschenden Gesellschaft des Osterlandes&#60;/cite&#62; 9 (1887), 451-460.","secondary"
"2531","Van Oosterhout; Manniën 1988","Van Oosterhout, W.; J. Manniën, &#60;q&#62;Over veren en bruggen aan het Lamgat&#60;/q&#62;, &#60;cite&#62;Jaarboek Heemkundekring De Honderd Hoeven&#60;/cite&#62; 4 (1988), 85-117.","secondary"
"3990","Forsius 1616","Forsius, Sigfrid Aron, &#60;cite&#62;Almanach Til thet Åår Christi M DC XVII [samt] Prognostica&#60;/cite&#62;, (Stockholm, 1616).","secondary"
"3985","Aalto 2012","Aalto, Seppo, &#60;cite&#62;Sotakaupunki. Helsingin vanhankaupungin historia 1550–1639&#60;/cite&#62;, (Helsinki, 2012)","secondary"
"3980","Gardberg 1996","Gardberg, Carl Jacob, &#60;q&#62;Porvoon kaupungin historia keskiajalla ja 1500-luvulla&#60;/q&#62;, in &#60;cite&#62;Porvoon kaupungin historia, I. Porvoon seudun esihistoria, Keskiaika ja 1500-luku&#60;/cite&#62; by Torsten Edgren and Carl Jacob Gardberg (Porvoo, 1996).","secondary"
"4011","Halila 1939","Halila, Aimo, &#60;cite&#62;Iitin historia. Varhaisimmista ajoista 1860-luvulle&#60;/cite&#62;, (Helsinki, 1939).","secondary"
"4015","Haggren 2018","Haggrén, Georg, &#60;q&#62;Keskiaika vuoteen 1570&#60;/q&#62;, in &#60;cite&#62;Rajamaa, Etelä-Karjalan historia, I&#60;/cite&#62;, ed by Jyrki Paaskoski &#38; Anu Talka, (Helsinki, 2018), 240-339.","secondary"
"4016","Katajala 2010","Katajala, Kimmo, &#60;q&#62;Viipurin lääni rajamaakuntana&#60;/q&#62;, in &#60;cite&#62;Suomenlahdelta Laatokalle, Viipurin läänin historia, III&#60;/cite&#62;, ed. by Yrjö Kaukiainen (Porvoo, 2010), 11-216","secondary"
"3981","Kattinger 2000","Kattinger, Detlef, &#60;q&#62;Die Stadtentwicklung vom Ende des 13. Jahrhunderts bis 1500&#60;/q&#62;, in Horst Wernicke (ed.), &#60;cite&#62;Greifswald. Geschichte der Stadt&#60;/cite&#62; (Schwerin 2000), 33-59","secondary"
"3991","MIlton","Milton, Hans, &#60;cite&#62;S:t Enevalds källa i Sölvesborg&#60;/cite&#62;, (https://solvesborgochlister.se/Brunnen.pdf).","secondary"
"4012","Ylönen 1976","Ylönen, Aulikki, &#60;cite&#62;Lappeen kihlakunnan historia I&#60;/cite&#62;, (Lappeenranta 1976).","secondary"
"4017","Ylönen 1954","Ylönen, Aulikki, &#60;cite&#62;Kirvun kirja&#60;/cite&#62;, (Helsinki, 1954)","secondary"
"4039","Mäntylä 1965","Mäntylä, R.A., &#60;cite&#62;Raision historia, 2&#60;/cite&#62;, (Turku, 1965).","secondary"
"3313","Lehtinen 1967","Lehtinen, Erkki, &#60;q&#62;Keskiajalta 1860-luvulle&#60;/q&#62;, in: &#60;cite&#62;Suur-Ulvilan historia I&#60;/cite&#62;, by Kalevi Virkkala, Aarne Kopisto &#38; Erkki Lehtinen, (Pori, 1967).","secondary"
"4041","WOB 13","Korsmeier, Claudia Maria, &#60;cite&#62;Die Ortsnamen des Kreises Steinfurt&#60;/cite&#62;, Westfälisches Ortsnamenbuch 13 (Bielefeld 2020) ","secondary"
"4067","Rein 1944","Rein, Gabriel, &#60;cite&#62;Lohjan Historia, 1&#60;/cite&#62;, (Helsinki, 1944)","secondary"
"4042","Jokipii 1974b","Jokipii, Mauno, &#60;q&#62;Kokemäenkartano satakuntalaisten rakennettavana&#60;/q&#62;, &#60;cite&#62;Suomen Museo 80&#60;/cite&#62;, (Helsinki, 1974).","secondary"
"4045","Jokipii & Koskinen 1992","Jokipii, Mauno and Koskinen Pekka, &#60;q&#62;Vammaskosken silta 1600-luvulta nykypäiviin&#60;/q&#62;, &#60;cite&#62;Tyrvään seudun Kotiseutuyhdistyksen julkaisuja, LXXIII&#60;/cite&#62;, (Vammala, 1992).","secondary"
"4046","Enders 1970","Enders, Liselott (ed.), &#60;cite&#62;Historisches Ortslexikon für Brandenburg. Teil II: Ruppin&#60;/cite&#62; (Weimar 1970)","secondary"
"4048","RAnta 1980","Ranta, Raimo, &#60;q&#62;Ulkomaan ja kotimaankauppa&#60;/q&#62;, in &#60;cite&#62;Suomen Taloushistoria, 1&#60;/cite&#62;, ed. by Eino Jutikkala, Yrjö Kaukiainen and Sven-Erik Åström, (Helsinki,1980), 266–293.","secondary"
"3956","Privilegier 1927-85","&#60;cite&#62;Privilegier, resolutioner och förordningar för Sveriges städer, 1–6&#60;/cite&#62;, (Stockholm, 1927–1985).","edition"
"1510","Schirmer 1996","Schirmer, Uwe, &#60;q&#62;Der ober- und westdeutsche Schlachtviehbezug vom Buttstädter Markt im 16. Jahrhundert.&#60;/q&#62; in: &#60;cite&#62; Jahrbuch für fränkische Landesforschung&#60;/cite&#62; 56, 1996, 259-282","secondary"
"4049","Keskitalo 1964","Keskitalo, Oiva, &#60;cite&#62;Hausjärven historia&#60;/cite&#62; (Hausjärvi, 1964)","secondary"
"4050","Mäntylä 1976","Mäntylä, Eero, &#60;cite&#62;Hattulan historia&#60;/cite&#62; (Hattula, 1976).","secondary"
"4051","Suvanto 1992","Suvanto, Seppo, &#60;q&#62;Ruotsin vallan aika&#60;/q&#62;, in &#60;cite&#62;Kalvolan historia 1. Esihistoria ja Ruotsin vallan aika.&#60;/cite&#62;, ed. by Anja Sarvas and Seppo Suvanto (Kalvola, 1992).","secondary"
"4052","Suvanto 1954","Suvanto, Seppo, &#60;cite&#62;Akaan historia. Toijala-Kylmäkoski-Viiala. 1. osa.&#60;/cite&#62; (Toijala, 1954).","secondary"
"4058","Lähteenoja 1932","Lähteenoja, Aina, &#60;cite&#62;Rauman kaupungin historia, 2&#60;/cite&#62;, (Rauma, 1932).","secondary"
"4059","Suvanto 1976","Suvanto, Seppo, &#60;cite&#62;Naantalin historia, 1&#60;/cite&#62;, (Turku, 1976).","secondary"
"4053","Hiekkanen 1983","Hiekkanen, Markus, &#60;cite&#62;Rauma. Keskiajan kaupungit, 2&#60;/cite&#62;, (Helsinki, 1983).","secondary"
"4054","Lähteenoja 1946","Lähteenoja, Aina, &#60;cite&#62;Rauman kaupungin historia, 1&#60;/cite&#62;, (Rauma, 1946).","secondary"
"4062","Suhonen 2002","Suhonen, V.-P., &#60;q&#62;Asuntolinnasta palatsilinnaan, kahden varhaiskeskiaikaisena pidetyn linnan ajoitukset nykytutkimuksen valossa&#60;/q&#62;. &#60;cite&#62;SKAS - Suomen keskiajan arkeologian seura&#60;/cite&#62;, 2 (2002), 16-22.","secondary"
"4063","Brenner 1936","Brenner, Alf, &#60;cite&#62;Ingå, Fagervik, Degerby. En västnyländsk bygdekrönika, I&#60;/cite&#62;, (Ekenäs, 1936).","secondary"
"4065","Nikula 1938","Nikula, Oscar, &#60;cite&#62;Tenala och Bromarf socknars historia, 1&#60;/cite&#62;, (Helsingfors, 1938)","secondary"
"4066","UB Kloster Pforte","Böhme, Paul (ed.), &#60;cite&#62;Urkundenbuch des Klosters Pforte&#60;/cite&#62;, 2 vols. (Halle a. d. Saale, 1893-1915)","edition"
"1022","Tenner 1937","Tenner, Friedrich, &#60;q&#62;Die Stadt Suhl erhält das Recht, 8 Tage vor Martini einen vierten Jahrmarkt abzuhalten&#60;/q&#62;, &#60;cite&#62;Jahrbuch des Hennebergisch-Fränkischen Geschichtsvereins&#60;/cite&#62; 1 (1937), 164-167","secondary"
"4068","Enbuske 2005","Enbuske, Matti, &#60;q&#62;Muinaisajoista keisarinvallan suojaan&#60;/q&#62;, in &#60;cite&#62;Karjalohja, itsenäisen väen pitäjä&#60;/cite&#62;, ed. by Veikko Kallio, (Karjalohja, 2005).","secondary"
"4069","Jokipii 1956-60","Jokipii, Mauno, &#60;cite&#62;Suomen kreivi- ja vapaaherrakunnat I-II&#60;/cite&#62;, Suomen historiallinen seura, Historiallisia Tutkimuksia 42:I-II. (Helsinki, 1956-60).","secondary"
"3469","Suttor 1994","Suttor, M., &#60;q&#62;Le contrôle du trafic fluvial: la Meuse, des origines à 1600&#60;/q&#62;, &#60;cite&#62;Revue du Nord&#60;/cite&#62; LXXVI (1994) 7-23","secondary"
"4070","Lerm et al. 2024","Matthias Lerm; Matthias Puhle; Daniel Stracke; Ulrike Theisen; Thomas Tippach; Mathias Tullner; Christoph Volkmar, &#60;q&#62;Magdeburg. Grundzüge der historisch-topografischen Entwicklung&#60;/q&#62;, in: Daniel Stracke (ed.), &#60;cite&#62;Deutscher Historischer Städteatlas, Nr. 7 - Magdeburg&#60;/cite&#62; (Münster 2024)","secondary"
"3241","HCL LvO","Maastricht, Historisch Centrum Limburg (HCL),  Landen van Overmaas","archive"
"2349","Hupperichs 2018","Hupperichs, Leon, &#60;cite&#62;De geschiedenis van kasteel Cartils&#60;/cite&#62; (Maastricht, 2018)","secondary"
"4071","von Bonsdorff et al. 1997","von Bonsdorff, Anna-Maria, et al., &#60;cite&#62;Perniö - Kuninkaan ja kartanoiden pitäjä&#60;/cite&#62;, (Helsinki, 1997)","secondary"
"3992","Diplomatarium Danicum","&#60;cite&#62;Diplomatarium Danicum&#60;/cite&#62; (https://tekstnet.dk/books/dipdan/)","edition"
"4018","Svenska Riksarkivet","Svenska Riksarkivet, Stockholm, Sweden","archive"
"4038","Perälä 1951","Perälä, Väinö, &#60;cite&#62;Vehmaan historia&#60;/cite&#62;, (Turku, 1951).","secondary"
"4040","Mäntylä 1965","Mäntylä, R.A., &#60;q&#62;Raision vaiheet 1600-luvun alusta ison vihan päättymiseen&#60;/q&#62;, in Ella Kivikoski, Aulis Oja &#38; R.A. Mäntylä, Raision historia, 1, (Turku, 1960).","secondary"
"4043","Salminen 2009b","Salminen, Tapio, &#60;q&#62;Kokemäen linna, Aborch ja Vreghdenborch – lähteiden ja tutkimuksen uudelleenarviointi&#60;/q&#62;, &#60;cite&#62;Suomen Museo 2008 (115)&#60;/cite&#62;,  (Helsinki, 2009), 21–82.","secondary"
"4055","VIrkkala and Papunen 1959","","secondary"
"4060","Hiekkanen 1988","Hiekkanen, Markus, &#60;cite&#62;Naantali, Keskiajan kaupungit, 4&#60;/cite&#62;, (Helsinki, 1988).","secondary"
"4064","Takolander 1930","Takolander, Alfons,&#60;cite&#62; Ekenäs stads historia, I&#60;/cite&#62;, (Ekenäs, 1930)","secondary"
"3613","Bonduel 2022","Bonduel, E., &#60;cite&#62;Toll regulation and the Commercial Revolution in twelfth century Flanders&#60;/cite&#62; (2022)","secondary"
"4149","Ehbrecht 2010","Ehbrecht, Wilfried, &#60;q&#62;Soest: &#34;Mutter der Hanse&#34; - Wirtschafts- und sozialgeschichtliche Überlegungen&#60;/q&#62;, in: Ehbrecht, Wilfried; Köhn, Gerhard (eds.), &#60;cite&#62;Soest. Geschichte der Stadt, Bd. 1&#60;/cite&#62;, Soester Beiträge 52 (Soest, 2010), 521-624","secondary"
"4072","KYP RKY FIN","&#60;cite&#62;Kulttuuriympäristön palveluikkuna, Valtakunnallisesti merkittävät rakennetut kulttuuriympäristöt - Nationally important built cultural environments&#60;/cite&#62;, https://www.rky.fi/read/asp/r_default.aspx.","secondary"
"4150","Miettinen & Mäkelä-Alitalo 2009","Miettinen, Tiina &#38; Mäkelä-Alitalo, Anneli, &#60;cite&#62;Hauhon historia II&#60;/cite&#62; (Porvoo, 2009). ","secondary"
"4077","Heino et al. 1987","Heino, Ulla, Jukka Luoto and Unto Salo, &#60;cite&#62;Eurajoen historia I&#60;/cite&#62; (Eurajoki, 1987)","secondary"
"4153","Jokipii 1999","Jokipii, Mauno, &#60;q&#62;Keski-Suomen vaiheet keskiajalta kunnallishallintoon&#60;/q&#62;, in &#60;cite&#62;Keski-Suomen historia I.&#60;/cite&#62;, ed. by Mauno Jokipii (Jyväskylä 1999, 173-685).","secondary"
"4155","Wilmi 1988","Wilmi, Jorma, &#60;cite&#62;Heinolan pitäjän historia 1860-luvulle&#60;/cite&#62; (Jyväskylä, 1988).","secondary"
"1474","Schirmer 2015","Schirmer, Uwe, &#60;q&#62;Der Warenverkehr auf der Elbe zwischen Pirna und Wittenberg (1444-1545).&#60;/q&#62; in: &#60;cite&#62;Wiegen – Zählen – Registrieren. Handelsgeschichtliche Massenquellen und die Erforschung mittelalterliche Märkte (13.-18. Jahrhundert),&#60;/cite&#62; ed. by Peter Rauscher und Andrea Serles (Innsbruck; Wien; Bozen 2015), 197-215","secondary"
"4157","Saloheimo 1990","Saloheimo, Veijo, &#60;cite&#62;Savon historia II:2. Savo suurvallan valjaissa 1617–1721&#60;/cite&#62;, (Joensuu, 1990), &#60;b&#62;luku Savon kaupungit, sivunumerot katsottava!&#60;/b&#62;","secondary"
"4158","Taavitsainen 1990","Taavitsainen, Jussi-Pekka, &#60;cite&#62;Ancient Hillforts of Finland&#60;/cite&#62;, Suomen Muinaismuistoyhdistyksen Aikakauskirja, 94 (Helsinki, 1990).","secondary"
"4161","Juvelius 1927","Juvelius, Einar W, &#60;cite&#62;Sysmän pitäjän historia 1-2&#60;/cite&#62; (1927). ","secondary"
"4162","Rohrlach 1977","Rohrlach, Peter P. (ed.), &#60;cite&#62;Historisches Ortslexikon für Brandenburg, Teil V: Zauch-Belzig&#60;/cite&#62; (Weimar, 1977)","secondary"
"4163","Europeana Heraldica","Europeana Heraldica, https://heraldica.narc.fi/","secondary"
"4164","Grotenfelt 1931","Grotenfelt, N. Karl, &#60;cite&#62;Joroinen I. Muistojulkaisu pitäjän 300-vuotisjuhlaan 6.8.1931.&#60;/cite&#62; (Varkaus, 1931). ","secondary"
"4165","Lappalainen 1967","Lappalainen, Pekka, &#60;cite&#62;Puumalan historia I. Luonto, esihistoria ja vaiheet vuoteen 1743.&#60;/cite&#62; (Pieksämäki, 1967). ","secondary"
"4166","Laitinen et al. 1955","Laitinen, Vilho et al. (ed.), &#60;cite&#62;Heinjoki. Kertomuksia ja kuvia Heinjoen pitäjästä.&#60;/cite&#62; (Helsinki, 1955). ","secondary"
"4167","Zenker 1836","Zenker, Jonathan Carl, &#60;cite&#62;Historisch-topographisches Taschenbuch von Jena und seiner Umgebung besonders in naturwissenschaftlicher u. medicinischer Beziehung&#60;/cite&#62; (Jena, 1836)","secondary"
"4168","Kumpulainen & Miettinen 1992","Kumpulainen, Kalevi &#38; Miettinen, Timo, &#60;cite&#62;Luumäen historia&#60;/cite&#62; (Jyväskylä, 1992)","secondary"
"4152","Blomstedt 1981","Blomstedt, Yrjö, &#60;cite&#62;Asikkalan historia&#60;/cite&#62; (Hämeenlinna, 1981).","secondary"
"4169","Nikula 1938","Nikula, Oscar, &#60;cite&#62;Tenala och Bromarf socknars historia. 2.&#60;/cite&#62; (Helsingfors, 1938). ","secondary"
"4170","Koskull 1966","von Koskull, W., &#60;cite&#62;Pohjan pitäjän historia. 1600-luku ja 1700-luvun ensi vuosikymmenet.&#60;/cite&#62; (Pohja, 1966). ","secondary"
"652","Keyser 1941","Keyser, Erich (ed.), &#60;cite&#62;Deutsches Städtebuch. Band II: Mitteldeutschland&#60;/cite&#62; (Stuttgart; Berlin, 1941).","secondary"
"4172","Ylikangas 1973","Ylikangas, Heikki, &#60;q&#62;Lohjalaisten historia Ruotsin vallan vuosisatoina&#60;/q&#62;, in &#60;cite&#62;Lohjalaisten historia 1&#60;/cite&#62;, by Heikki Ylikangas &#38; Ari Siiriäinen (Helsinki, 1973). ","secondary"
"4173","Favorin 1986","Favorin, Martti, &#60;cite&#62;Siuntion historia&#60;/cite&#62; (Tammisaari, 1986). ","secondary"
"4174","Ramsay 1984","Ramsay, August, &#60;cite&#62;Espoo. Espoon pitäjä ja Espoon kartano 1500-luvulla.&#60;/cite&#62; (Jyväskylä, 1984). ","secondary"
"4177","Nyberg 1931","Nyberg, Paul, &#60;cite&#62;Sibbo. Sockens historia I. Intill början av 1700-talet.&#60;/cite&#62; (Helsingfors, 1931)","secondary"
"4178","Selén 1997","Selén, Göran, &#60;cite&#62;Borgå socken genom tiderna II.&#60;/cite&#62; (Porvoo, 1997). ","secondary"
"4156","Pakarinen & Miettinen 1994","Pakarinen, Olavi; Miettinen, Marita, &#60;cite&#62;Suuri Savontie. Vanhan valtatien tarina.&#60;/cite&#62; (Mikkeli, 1994)","secondary"
"3993","SDHK","&#60;cite&#62;Svenskt Diplomatariums huvudkartotek över medeltidsbreven&#60;/cite&#62;, (https://riksarkivet.se/sdhk)","edition"
"4019","Korhonen 1981","Korhonen, Martti, &#60;cite&#62;Vehkalahden pitäjän historia, II&#60;/cite&#62;, (Hamina, 1981)","secondary"
"4020","Oksanen 1991","Oksanen, Eeva-Liisa, &#60;cite&#62;Vanha Pyhtää&#60;/cite&#62;, (Loviisa, 1991)","secondary"
"4022","Antell 1956","Antell, Kurt, &#60;cite&#62;Pernå sockens historia, I&#60;/cite&#62; (Helsingfors, 1956)","secondary"
"4023","Ruuth et al. 1982","Ruuth, J.W. et al., &#60;cite&#62;Viipurin kaupungin historia, I&#60;/cite&#62;, (Lappeenranta, 1982)","secondary"
"4044","Salminen & Rundqvist 2024","Salminen, Tapio and Rundkvist, Martin, &#60;q&#62;Olof Svart’s Two Manors: Career and Ostentation in EarlySixteenth‑Century Sweden and Finland&#60;/q&#62;, &#60;cite&#62;International Journal of Historical Archaeology, vol. 28 (2024)&#60;/cite&#62;, 767 - 788.","secondary"
"4056","VIrkkala and Papunen 1959","","secondary"
"608","Remmers, 2008","Remmers, Arend,&#60;cite&#62; Die Siedlungsnamen des Ammerlandes. Ihre Herkunft und Bedeutung&#60;/cite&#62; (Oldenburg, 2008)",null
"4061","Uotila 2011","Uotila, Kari, &#60;q&#62;Naantalin luostari – Klosterbyggandes historia&#60;/q&#62;, in &#60;cite&#62;Naantalin luostarin rannassa – Stranden vid Nådendals kloster&#60;/cite&#62;, ed. by Kari Uotila, (Eura, 2011), 53-74","secondary"
