"id","refshort","reflong","type"
"1374","ONB Celle","Dolle, Josef (ed.), &#60;cite&#62;Niedersächsisches Ortsnamenbuch, Landkreis Celle&#60;/cite&#62; (in preparation)","secondary"
"1376","NLA WO 60 Urk. no. 98","Niedersächsisches Landesarchiv Wolfenbüttel, 60 Urkunden Nr. 98.","archive"
"1378","Rödiger 1922","Rödiger, Paul, &#60;cite&#62;Mein Kindelbrück. Ein Heimatbuch&#60;/cite&#62; (Kindelbrück 1922).","secondary"
"1380","Kuhlbrodt 2015","Kuhlbrodt, Peter,&#60;cite&#62; Nordhausen - Eine Reichsstadt im Jahrhundert der Reformation.&#60;/cite&#62; (Nordhausen 2015).","secondary"
"1382","Hermes; Weigelt 1842","Hermes, J.A.F.; Weigelt, M.J. (eds.), &#60;cite&#62;Historisch-geographisch-statistisch-geographisches Handbuch vom Regierungsbezirke Magdeburg&#60;/cite&#62;, 2. Theil (Magdeburg, 1842)","secondary"
"1384","Wegewitz 1950","Wegewitz, Willi, &#60;cite&#62;Harburger Heimat. Die Landschaft um Hamburg-Harburg&#60;/cite&#62; (Hamburg, 1950)","secondary"
"1386","Holst 1983","Holst, Friedrich, &#60;cite&#62;Roland und die Kraniche. Die Geschichte der Ostedörfer Kranenburg und Brobergen&#60;/cite&#62; (Kranenburg, 1983)","secondary"
"1388","Pröve 1929","Pröve, Heinrich, &#60;cite&#62;Dorf und Gut im alten Herzogtum Lüneburg&#60;/cite&#62; (Göttingen, 1929)","secondary"
"1390","Jürries; Wachter 200","Jürries, Wolfgang; Wachter, Berndt, &#60;cite&#62;Wendland Lexikon, Band 1: A-K&#60;/cite&#62; (Lüchow, 2000)","secondary"
"1392","Jürries 2008","Jürries, Wolfgang (ed.), &#60;cite&#62;Wendland Lexikon, Band 2: L-Z&#60;/cite&#62; (Lüchow, 2008)","secondary"
"1394","Haase 1960","Haase, Carl, &#60;cite&#62;Die Entstehung der westfälischen Städte&#60;/cite&#62; (Münster, 1960)","secondary"
"1396","Pelc 2020","Pelc, Ortwin, &#60;q&#62;Die Elbe. Handelsweg vom 13. bis 17. Jahrhundert&#60;/q&#62;, in &#60;cite&#62;Alles im Fluss. Menschen, Waren, Häfen aud den Wasserwegen vom Rhein bis zur Weichsel&#60;/cite&#62;, ed. by Rudolf Holbach; Stephan Selzer (Wismar, 2020), 105-124","secondary"
"1398","Nissen 1966","Nissen, Nis Rudolf, &#60;q&#62;Neue Forschungsergebnisse zur Geschichte der Schiffahrt auf der Elbe und dem Stecknitzkanal&#60;/q&#62;, &#60;cite&#62;Zeitschrift des Vereins für lübeckische Geschichte und Altertumskunde&#60;/cite&#62; 46 (1966), 5-14.","secondary"
"1400","Nissen 1984","Nissen, Nis Rudolf, &#60;q&#62;Hanseatische Binnenschiffahrt und Oberelbeverkehr vom 15. bis 17. Jahrhundert&#60;/q&#62;, &#60;cite&#62;Beiträge zur deutschen Volks- und Altertumskunde&#60;/cite&#62; 23 (1984), 94-154.","secondary"
"1402","Kaack 1991","Kaack, Hans-Georg, &#60;q&#62;Von der Stecknitz zum Stecknitzkanal - ein Transportweg im geschichtlichen Wandel&#60;/q&#62;, &#60;cite&#62;Lauenburgische Heimat&#60;/cite&#62; N.F. 129 (1991), 3-50.","secondary"
"1404","Müller 1989","Müller, Walter, &#60;q&#62;Die Stecknitzfahrt. Ein alter Wasserweg, der spätere Elbe-Lübeck-Kanal - geschichtlich, topographisch, soziologisch&#60;/q&#62;, &#60;cite&#62;Lauenburgische Heimat&#60;/cite&#62; N.F. 123 (1989), 3-79.","secondary"
"1406","Petersen 2020","Petersen, Niels, &#60;q&#62;Wasserbau und Schifffahrt im Hinterland zwischen Hamburg, Lübeck und Lüneburg&#60;/q&#62;, in &#60;cite&#62;Alles im Fluss. Menschen, Waren, Häfen auf den Wasserwegen vom Rhein bis zur Weichsel&#60;/cite&#62;, Hansische Studien XXIX, ed. by Rudolf Holbach; Stephan Selzer (Wismar, 2020), 165-183","secondary"
"1408","Steinführer 2020","Steinführer, Henning, &#60;q&#62;Die Bedeutung der Oker für den Braunschweiger Fernhandel im Mittelalter&#60;/q&#62;, in &#60;cite&#62;Alles im Fluss. Menschen, Waren, Häfen auf den Wasserwegen vom Rhein bis zur Weichsel&#60;/cite&#62;, Hansische Studien XXIX, ed. by Rudolf Holbach; Stephan Selzer (Wismar, 2020), 185-203.","secondary"
"1410","Parisius; Brinkmann 1897","Parisius A. and Adolf Brinkmann (eds.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 20: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Gardelegen.&#60;/cite&#62; (Halle a. d. Saale 1897).","secondary"
"1412","Zimmermann et al. 1963","Zimmermann, Walther; Berger, Hugo; Klocke, Friedrich von; Bauermann, Johannes (eds.), &#60;cite&#62;Handbuch der historischen Stätten Deutschlands, Bd. 3: Nordrhein-Westfalen&#60;/cite&#62; (Stuttgart, 1963)","secondary"
"1414","Milz; Kraume 1991","Milz, Joseph; Kraume, Hans-Georg, &#60;q&#62;Duisburgs Entwicklung als Handels-, Hanse- und Hafenstadt&#60;/q&#62;, in &#60;cite&#62;Leinen los! 275 Jahre Rhein-Ruhr-Hafen Duisburg, 13. - 22. September 1991. Duisburg und der Rhein: Begleitband und Katalog zur Ausstellung des Museums der Deutschen Binnenschiffahrt Duisburg-Ruhrort im Kultur- und Stadthistorischen Museum Duisburg, 15. September 1991 bis 12. Januar 1992&#60;/cite&#62; (Duisburg, 1991), 47-62","secondary"
"1416","Trapp 1991","Trapp, Reinhold, &#60;q&#62;Die Geschichte Ruhrorts und die Entwicklung der Duisburg-Ruhrorter Hafen&#60;/q&#62;, in &#60;cite&#62;Leinen los! 275 Jahre Rhein-Ruhr-Hafen Duisburg, 13. - 22. September 1991. Duisburg und der Rhein: Begleitband und Katalog zur Ausstellung des Museums der Deutschen Binnenschiffahrt Duisburg-Ruhrort im Kultur- und Stadthistorischen Museum Duisburg, 15. September 1991 bis 12. Januar 1992&#60;/cite&#62; (Duisburg, 1991), 63-82.","secondary"
"1420","Sommer and Otte 1880","Sommer, Gustav and Heinrich Otte (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 3: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Weissenfels&#60;/cite&#62;, (Halle a.d. Saale 1882).","secondary"
"1422","Sommer and Jacobs 1883","Sommer, Gustav and Eduard Jacobs (eds.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 7: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Grafschaft Wernigerode,&#60;/cite&#62; (Halle a. d. Saale 1883).","secondary"
"1424","Burkhardt et al. 1883","Burkhardt, Johannes; Otto Küstermann and Heinrich Otte (eds.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 8: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Merseburg,&#60;/cite&#62; (Halle a. d. Saale 1883).","secondary"
"1428","Schmidt 1889","Schmidt, Julius (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 12: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Grafschaft Hohenstein&#60;/cite&#62;, (Halle a.d. Saale 1889).","secondary"
"1430","von Tettau 1890","von Tettau, Wilhelm Johann Albert (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 13: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Stadt Erfurt und des Erfurter Landkreises&#60;/cite&#62;, (Halle a.d. Saale 1890)","secondary"
"1432","Schmidt 1891","Schmidt, Karl Gustav (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 14: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Oschersleben&#60;/cite&#62;, (Halle a.d. Saale 1891).","secondary"
"1434","Schönermark 1892","Schönermark, Gustav (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Delitzsch&#60;/cite&#62;. (Halle 1892).","secondary"
"1436","Größler and Brinkmann 1893","Größler, Hermann and Adolf Brinkmann (eds.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 18: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Mansfelder Gebirgskreises.&#60;/cite&#62; (Halle a. d. Saale 1893).","secondary"
"1438","Peters 1934","Peters, Arnold, &#60;q&#62;Die Entstehung des Lüneburger Stapels&#60;/q&#62;, &#60;cite&#62;Niedersächsisches Jahrbuch für Landesgeschichte&#60;/cite&#62; 11 (1934), 59-92","secondary"
"1440","Hodenberg 1860","Hodenberg, Wilhelm von (ed.), &#60;cite&#62;Urkundenbuch des Klosters St. Michaelis zu Lüneburg&#60;/cite&#62;, Lüneburger Urkundenbuch, 7. Abteilung (Hannover, 1861-1867)","edition"
"1442","Wernicke 1898","Wernicke, Ernst (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 21: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Kreise Jerichow,&#60;/cite&#62; (Halle a. d. Saale 1898).","secondary"
"1444","Gorissen 1956","Gorissen, F., &#60;cite&#62;Stede-atlas van Nijmegen&#60;/cite&#62; (Arnhem, 1956).","secondary"
"1446","Huis van de Nijmeegse Geschiedenis: Gewandhuis of Lakenhal","&#60;q&#62;Gewandhuis of Lakenhal&#60;/q&#62;, Huis van de Nijmeegse Geschiedenis (&#60;ahref=&#34;https://www.huisvandenijmeegsegeschiedenis.nl/info/Gewandhuis_of_Lakenhal&#34;&#62; https://www.huisvandenijmeegsegeschiedenis.nl/info/Gewandhuis_of_Lakenhal&#60;/a&#62;)","secondary"
"1448","Willemsen 2009/2018","Willemsen, Annemarieke, &#60;cite&#62;Dorestad. Een wereldstad in de Middeleeuwen&#60;/cite&#62; (Zutphen, 2009, reprint 2018).","secondary"
"1450","Bergner 1901","Bergner, Heinrich (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 22: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Kreise Ziegenrück und Schleusingen,&#60;/cite&#62; (Halle a. d. Saale 1901).","secondary"
"1452","Doering 1902","Doering, Oskar (ed.),&#60;cite&#62; Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 23: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Kreise Halberstadt Land und Stadt,&#60;/cite&#62; (Halle a. d. Saale 1902).","secondary"
"1454","Brinkmann 1905","Brinkmann, Adolf (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 25: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Stadt Aschersleben,&#60;/cite&#62; (Halle a. d. Saale 1905).","secondary"
"1456","Bergner 1905","Bergner, Heinrich (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 26: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Naumburg (Land),&#60;/cite&#62; (Halle a. d. Saale 1905).","secondary"
"1458","warttürme.de","Warttürme.de, &#60;cite&#62; &#60;a href=&#34;https://warttuerme.de/&#34;&#62;www.warttuerme.de&#60;/a&#62;, Landwehren und Warttürme aus Deutschland und Europa&#60;/cite&#62;, accessed 18.08.2020","secondary"
"1462","Enders 2007","Enders, Lieselott, &#60;q&#62;Altmark, Nordmark und die Elbe: Werden einer historischen Region.&#60;/q&#62; In: &#60;cite&#62;&#34;aedificatio terrae&#34;: Beiträge zur Umwelt- und Siedlungsarchäologie Mitteleuropas; Festschrift für Eike Gringmuth-Dallmer zum 65. Geburtstag,&#60;/cite&#62; ed. by Gerson Jeute, Jens Schneeweiß und Claudia Theune (Rhaden 2007), 119-124","secondary"
"1464","Radis 1995","Radis, Ursula, &#60;q&#62;Schkeuditz im Mittelalter: die geschriebene und ausgegrabene Geschichte einer kleinen Stadt.&#60;/q&#62; In: &#60;cite&#62;Archäologie aktuell im Freistaat Sachsen&#60;/cite&#62; 3 (1995), 84 – 93.","secondary"
"1466","Straub 2020","Straub, Sjoukje, &#60;cite&#62;Inventaris Toegang 0480 Gemeentebestuur Baarn, 1814-1950&#60;/cite&#62; (Archief Eemland, Amersfoort), online at &#60;a href=&#34;https://www.archiefeemland.nl/bronnen/archieven?mivast=28&#38;mizig=210&#38;miadt=28&#38;miaet=1&#38;micode=0480&#38;minr=1115813&#38;miview=inv2&#38;milang=nl&#34;&#62;https://www.archiefeemland.nl/bronnen/archieven?mivast=28&#38;mizig=210&#38;miadt=28&#38;miaet=1&#38;micode=0480&#38;minr=1115813&#38;miview=inv2&#38;milang=nl&#60;/a&#62;","secondary"
"1468","Klep 2008","Klep, Paul M.M., &#60;q&#62;De economische en sociale ontwikkeling 1550-1700&#60;/q&#62;, in &#60;cite&#62;Arnhem tot 1700&#60;/cite&#62;, ed. by Frank Keverling Buisman; Ingrid Jacobs (Utrecht, 2008), 188-221.","secondary"
"1470","MijnGelderland, Van Geelkercken, 1650","&#60;q&#62;MijnGelderland - Van Geelkercken, 1650&#60;/q&#62;, (&#60;a href=&#34;https://mijngelderland.nl/inhoud/canons/arnhem/van-geelkercken-1650&#34;&#62;https://mijngelderland.nl/inhoud/canons/arnhem/van-geelkercken-1650&#60;/a&#62;)","secondary"
"1472","Benders & Bosch 2008 ","Benders, Jeroen F.; Bosch, Rudolf A.A., &#60;q&#62;Samenleving en economie circa 1300-1550&#60;/q&#62;, in &#60;cite&#62;Arnhem tot 1700&#60;/cite&#62;, ed. by Frank Keverling Buisman; Ingrid Jacobs (Utrecht, 2008), 156-187.","secondary"
"1476","Historische Kring Eemnes, Eemnesser historie","&#60;q&#62;Eemnesser historie in vogelvlucht&#60;/q&#62;, Website Historische Kring Eemnes (&#60;a href=&#34;https://historischekringeemnes.nl/geschiedenis-van-eemnes/&#34;&#62;https://historischekringeemnes.nl/geschiedenis-van-eemnes/&#60;/a&#62;)&#13;&#10;","secondary"
"1478","Rohrlach 2018","Rohrlach, Peter (ed.), &#60;cite&#62;Historisches Ortslexikon für die Altmark. (Historisches Ortslexikon für Brandenburg XII) Band 1: A-K&#60;/cite&#62; (Berlin, 2018)","secondary"
"1480","Rohrlach 2018","Rohrlach, Peter (ed.), &#60;cite&#62;Historisches Ortslexikon für die Altmark. (Historisches Ortslexikon für Brandenburg XII) Band 2: L-Z&#60;/cite&#62; (Berlin, 2018).","secondary"
"1482","Bergner 1912"," Bergner, Heinrich (ed.),&#60;cite&#62; Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 31: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Wanzleben&#60;/cite&#62;, (Halle a. d. Saale 1912).","secondary"
"1484","Bakker 2001","Bakker, Folkert J., &#60;q&#62;Die Quellen zur gemeinsamen mittelalterlichen Geschichte des norddeutsch-niederländischen Raumes&#60;/q&#62;, in &#60;cite&#62;&#34;... in guete freuntlichen nachbarlichen verwantnus und hantierung...&#34;&#60;/cite&#62;, ed. by Dick E.H. de Boer, Gudrun Gleba, Rudolf Holbach (Oldenburg, 2001) 37-68.","secondary"
"1486","Bergner 1911","Bergner, Heinrich (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 30: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Wolmirstedt,&#60;/cite&#62; (Halle a. d. Saale 1911).","secondary"
"1488","Kersting 1956","Kersting, August, &#60;q&#62;Die alte Emsschiffahrt&#60;/q&#62;, in &#60;cite&#62;Alle Fäden laufen durch Rheine: eine Verkehrsgeschichte des Emstales&#60;/cite&#62; (Rheine, 1956), 17-30","secondary"
"1490","Rassow 1909","Rassow, Walter (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 28: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Heiligenstadt&#60;/cite&#62;, (Halle a. d. Saale 1909).","secondary"
"1492","Schöningh 1956","Schöningh, Wolfgang, &#60;q&#62;Königsweg und Friesenstraße Münster-Rheine-Emden im Mittelalter&#60;/q&#62;, in &#60;cite&#62;Alle Fäden laufen durch Rheine: eine Verkehrsgeschichte des Emstales&#60;/cite&#62; (Rheine, 1956)","secondary"
"1494","Rachel 1911","Rachel, Hugo, &#60;cite&#62;Die Handels-, Zoll- und Akzisepolitik Brandenburg-Preußens bis 1713.&#60;/cite&#62; (Berlin 1911)","secondary"
"1496","Engelke 1942","Engelke, Bernhard, &#60;q&#62;Dorf und Markt Hohenhameln&#60;/q&#62;, &#60;cite&#62;Niedersächsisches Jahrbuch für Landesgeschichte&#60;/cite&#62; 19 (1942), 299-312","secondary"
"1498","Heimatverein Egestorf","Heimatverein Egestorf e.V., &#60;a href=&#34;http://www.heimatverein-egestorf.de/ortsgeschichte/sahrendorf.html&#34;&#62;Ortsgeschichte Sahrendorf&#60;/a&#62;","secondary"
"1500","Heimatverein Egestorf","Heimatverein Egestorf e.V., &#60;a href=&#34;http://www.heimatverein-egestorf.de/ortsgeschichte/doehle.html&#34;&#62;Ortsgeschichte Döhle&#60;/a&#62;","secondary"
"1502","Marxen 1989","Gemeinde Marxen (ed.), &#60;cite&#62;Marxen, unser Dorf: Chronik&#60;/cite&#62; (Winsen (Luhe), 1989)","secondary"
"1508","Reinecke 1903","Reinecke, Wilhelm (ed.), &#60;cite&#62;Lüneburgs ältestes Stadtbuch und Verfestigungsregister&#60;/cite&#62; (Hannover; Leipzig, 1903)","edition"
"1512",null,"Møller, Stig Bergmann &#38; Bente Springborg: &#60;q&#62;Middelalderens og&#13;&#10;renæssancens Hobro – samt lidt om nyere tid&#60;/q&#62;, &#60;cite&#62;Fra Himmerland og Kjær Herred 2008&#60;/cite&#62;, pp. 105-131.","secondary"
"1514","Fütterer 2017","Fütterer, Pierre, &#60;q&#62;Die Nutzung der Saale und anderer Gewässer Thüringens im Mittelalter&#60;/q&#62;. in: &#60;cite&#62;Zeitschrift des Vereins für Thüringische Geschichte&#60;/cite&#62; 71 (2017), 7-28","secondary"
"1516","Lepsius 1854","Lepsius, Karl Peter, &#60;cite&#62;Kleine Schriften: Beiträge zur thüringisch-sächsischen Geschichte und deutschen Kunst und Alterthumskunde.&#60;/cite&#62; Zweiter Band (Magdeburg 1854).","secondary"
"1518","Matysiak 1992","Matysiak, Renate, &#60;cite&#62;Bülstedt – Steinfeld. Aus der Geschichte zweier Dörfer&#60;/cite&#62; (Bremen, 1992)","secondary"
"1520","Brandt 1987","Brandt, Rainer, &#60;cite&#62;Oerel 937 - 1987: die Geschichte der Dörfer Oerel, Barchel und Glinde mit vielen alten Fotografien&#60;/cite&#62; (Bremervörde, 1987)","secondary"
"1522","Blanken 1981","Blanken, Martin, &#60;cite&#62;Kuhstedt. Ein Bauerndorf und seine Familien im Wandel der Zeiten&#60;/cite&#62; (Gnarrenburg, 1981)","secondary"
"1524","Schich 1987","Schich, Winfried, &#60;q&#62;Das mittelalterliche Berlin (1237 - 1411)&#60;/q&#62;, in: &#60;cite&#62;Geschichte Berlins. Erster Band: Von der Frühgeschichte bis zur Industrialisierung&#60;/cite&#62;, ed. by Wolfgang Ribbe (München 1987), 139-248.","secondary"
"1526","Zientz 1991","Zientz, Horst, &#60;cite&#62;Schwanewede: ein Dorf im Herzogtum Bremen auf der Geest&#60;/cite&#62; (Löhnhorst, 1991)","secondary"
"1528","Jäger 2002","Jäger, Wilko, &#60;cite&#62;Durch Geest und Marsch zur Weser: die Gemeinde Schwanewede und ihre Ortschaften&#60;/cite&#62; (Osterholz-Scharmbeck, 2002)","secondary"
"1530","Bartels et al. 2017","Bartels, Friedhelm; Deppe, Birgit; Grützner, Renate; Köthe, Wolfgang; Kuhl, Wilfried, &#60;cite&#62;Land Wursten und Nordholz: gestern und heute&#60;/cite&#62; (Bremen, 2017)","secondary"
"1532","Röper 1981","Röper, Gerhard, &#60;cite&#62;750 Jahre Schneverdingen&#60;/cite&#62; (Schneverdingen, 1981)","secondary"
"1782","Inventaris onroerend erfgoed Vlaanderen","Inventaris onroerend erfgoed Vlaanderen (&#60;a href=&#34;https://inventaris.onroerenderfgoed.be&#34;&#62;https://inventaris.onroerenderfgoed.be&#60;/a&#62;)","secondary"
"1534","Cox 2010","Cox, Joost, &#60;cite&#62;West-Friesland toen en nu: achter de stadspoort&#60;/cite&#62; (Zwolle, 2010), online edition at &#60;a href=&#34;https://www.westfriesgenootschap.nl/archivering/west-friesland_toen_en_nu/wf_ten_09_01_02.php&#34;&#62;https://www.westfriesgenootschap.nl/archivering/west-friesland_toen_en_nu/wf_ten_09_01_02.php&#60;/a&#62; ","secondary"
"1536","Hartmann 1986","Hartmann, J.L.H., &#60;cite&#62;De reconstructie van een Middeleeuws landschap. Nederzettingsgeschiedenis en instellingen van de heerlijkheden Eijsden en Breust bij Maastricht (10e-19e eeuw)&#60;/cite&#62;, Maaslandse Monografieën 44 (Assen/Maastricht, 1986).","secondary"
"1538","Van Hall 2011","Van Hall, Hans, &#60;cite&#62;Eijsden, een vrijheid met Luikse stadsrechten. Een rechtshistorische schets van de ontwikkeling van een Minderstadt tussen Maas en Rijn (ca. 1300-ca. 1550)&#60;/cite&#62;, Maaslandse Monografieën 74 (Hilversum, 2011).","secondary"
"1540","Van Groningen 1989","Groningen, Catharina L. van, &#60;cite&#62;De Vijfheerenlanden met Asperen, Heukelum en Spijk&#60;/cite&#62; (Den Haag, 1989).","secondary"
"1542","Günther et al. 1993","Günther, Gitta; Wolfram Huschke and Walter Steiner (eds.), &#60;cite&#62;Weimar. Lexikon zur Stadtgeschichte&#60;/cite&#62; (Weimar 1993).","secondary"
"1544","Sander; Kasten; Stracke 2007","Sander, Antje; Kasten, Bernd; Stracke, Daniel, &#60;cite&#62;Deutscher historischer Städteatlas Nr. 2: Schwerin&#60;/cite&#62; (Münster, 2007)","secondary"
"1546","Pelc 2013","Pelc, Ortwin, &#60;q&#62;Trave und Warnow in der Siedlungsgeschichte des südlichen Ostseeküstenraums (8.-18. Jahrhundert)&#60;/q&#62;, in &#60;cite&#62;Flüsse in Norddeutschland. Zu ihrer Geschichte vom Mittelalter bis in die Gegenwart&#60;/cite&#62;, ed. by Norbert Fischer; Ortwin Pelc (Neumünster, 2013), 17-54","secondary"
"1548","Matthes 2013","Matthes, Olaf, &#60;q&#62;Die Bille. Grenzfluss und Wirtschaftsweg&#60;/q&#62;, in &#60;cite&#62;Flüsse in Norddeutschland. Zu ihrer Geschichte vom Mittelalter bis in die Gegenwart&#60;/cite&#62;, ed. by Norbert Fischer; Ortwin Pelc (Neumünster, 2013), 245-260","secondary"
"1550","Karge 2013","Karge, Wolf, &#60;q&#62;Die Sude. Eine Wasserverbindung zwischen Lüneburg und Wismar, Mecklenburg-Vorpommern und Niedersachsen&#60;/q&#62;, in &#60;cite&#62;Flüsse in Norddeutschland. Zu ihrer Geschichte vom Mittelalter bis in die Gegenwart&#60;/cite&#62;, ed. by Norbert Fischer; Ortwin Pelc (Neumünster, 2013), 55-66","secondary"
"1552","Begemann 1992","Begemann, Ulrike, &#60;cite&#62;Wietzendorf einst und jetzt. Geschichte eines Heidedorfes&#60;/cite&#62; (Wietzendorf, 1992)","secondary"
"1554","Schlenker; Laubner 2002","Schlenker, Gerlinde and Jürgen Laubner, &#60;cite&#62;Die Unstrut. Porträt einer Kulturlandschaft&#60;/cite&#62; (Halle (Saale) 2002).","secondary"
"1556","Jensen; Wulf 1991","Jensen, Jürgen; Wulf, Peter (eds.), &#60;cite&#62;Geschichte der Stadt Kiel&#60;/cite&#62; (Neumünster, 1991)","secondary"
"1558","Sommer and Otte 1879","Sommer, Gustav and Heinrich Otte (ed.), &#60;cite&#62;Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler der Provinz Sachsen und angrenzender Gebiete. Bd. 2: Beschreibende Darstellung der älteren Bau- und Kunstdenkmäler des Kreises Langensalza&#60;/cite&#62;, (Halle a.d. Saale 1879).","secondary"
"1560","Schulz 1963","Schulz, Heinrich, &#60;cite&#62;Chronik von Sahrendorf im Kreise Harburg. Geschichte der unter der Grundherrschaft des Michaelisklosters in Lüneburg stehenden Höfe&#60;/cite&#62; (Hamburg-Harburg, 1963)","secondary"
"1562","UB Verden 1","Mindermann, Arend (ed.), &#60;cite&#62;Urkundenbuch der Bischöfe und des Domkapitels von Verden (Verdener Urkundenbuch, 1. Abteilung), Band 1: Von den Anfängen bis 1300&#60;/cite&#62; (Stade, 2001)","edition"
"1564","Hagen 1978","Hagen, Günther, &#60;cite&#62;Geschichte der Stadt Winsen an der Luhe&#60;/cite&#62; (Winsen (Luhe), 1978)","secondary"
"1566","Kassel Lexikon A-K","Stadt Kassel (ed.), &#60;cite&#62;Kassel Lexikon, Band 1 A-K&#60;/cite&#62; (Kassel, 2009)","secondary"
"1568","Kassel Lexikon L-Z","Stadt Kassel (ed.), &#60;cite&#62;Kassel Lexikon, Band 2 L-Z&#60;/cite&#62; (Kassel, 2009)","secondary"
"1570","Kaack 1987","Kaack, Hans-Georg, &#60;cite&#62;Ratzeburg. Geschichte einer Inselstadt&#60;/cite&#62; (Neumünster, 1987)","secondary"
"1572","Scharenberg 2007","Scharenberg, Klaus, &#60;cite&#62;Döhle. Geschichte eines Heidedorfs und des Umlands&#60;/cite&#62; (Winsen (Lühe), 2007)","secondary"
"1574","UB Verden 2","Mindermann, Arend (ed.), &#60;cite&#62;Urkundenbuch der Bischöfe und des Domkapitels von Verden (Verdener Urkundenbuch, 1. Abteilung), Band 2: 1300-1380&#60;/cite&#62; (Stade, 2004)","edition"
"1576","Jarnut 1999","Jarnut, Jörg (ed.), &#60;cite&#62;Paderborn. Geschichte der Stadt in ihrer Region, Band 1: Das Mittelalter. Bischofsherrschaft und Stadtgemeinde&#60;/cite&#62; (Paderborn, 1999)","secondary"
"1578","Prühs 1993","Prühs, Ernst-Günther, &#60;cite&#62;Geschichte der Stadt Eutin&#60;/cite&#62; (Eutin, 1993)","secondary"
"1580","Jakobi 1993","Jakobi, Franz-Josef (ed.), &#60;cite&#62;Geschichte der Stadt Münster, Band 1&#60;/cite&#62; (Münster, 1993)","secondary"
"1584","Hellwege; Holst 1989","Hellwege, Bernard; Holst, Friedrich, &#60;cite&#62;Hügelgräber, Dörfer und Höfe. Die Geschichte der Dörfer Heinbockel und Hagenah&#60;/cite&#62; (Heinbockel, 1989)","secondary"
"1586","Looz-Corswarem 1985","Looz-Corswarem, Clemens von, &#60;q&#62;Handel und Gewerbe im Mittelalter und in der frühen Neuzeit&#60;/q&#62;, in &#60;cite&#62;Lippstadt. Beiträge zur Stadtgeschichte&#60;/cite&#62;, Quellen und Forschungen zur Geschichte der Stadt Lippstadt 2, ed. by Wilfried Ehbrecht (Lippstadt, 1985), 209-260","secondary"
