"id","descriptionid","language","description"
"727","421","nld","De stad Ieper is naar het gelijknamige riviertje genoemd, dat met de IJzer en zo met de Noordzee en Brugge in verbinding stond. Om de bevaarbaarheid te verbeteren werd deze reeds in de late 12e eeuw gekanaliseerd en werd bekend als de Ieperlee. Vanaf 1251 werd er een nieuw parallel kanaal gegraven, dat ook &#039;zilinc&#039; werd genoemd. Er bestonden vier &#039;overdrachten&#039; waar schepen met windassen over een barri&egrave;re getrokken werden konden om het hoogteverschil te overbruggen. Het precieze verloop van deze kanalen verdween in 1637-1642 toen er een nieuw breder kanaal op hetzelfde traject werd gegraven."
"729","423","nld","Tussen 1637 en 1642 werd er een nieuw breder en dieper kanaal tussen Ieper en de IJzer gegraven, die de oude Ieperlee verving en voor grotere schepen bevaarbaar maakte."
"731","425","deu","Die Strecke zwischen Danzig und K&ouml;nigsberg auf der Frischen Nehrung ist aus Reiseberichten aus der zweiten H&auml;lfte des 17. Jahrhunderts bekannt. Johann Arnold von Brand beschrieb die Route 1673 als einen &quot;&uuml;blen Weg&quot; und sie wird wahrscheinlich kaum dem Warenverkehr gedient haben."
"733","427","deu","Der Weg zwischen Insterburg (Chernyakhovsk) und Kowno (Kaunas) &uuml;ber Wirballen (Virbalis) wurde nach der Gr&uuml;ndung von Wirballen 1540 eingerichtet. Der Herzog von Preu&szlig;en verbot die Nutzung dieser Stra&szlig;e 1572 und 1585."
"788","489","fin","S&auml;r&auml;isniemelt&auml; vei Paltamoon jo 1550-luvulla Manamansalon kirkon kautta talvitie, joka oli osa 1556 mainittua Novgorodin karjalaisten taivallusreitti&auml; K&auml;kisalmesta Oulujoen suuhun. Talvitie ja taivallusreitti jatkui edelleen Kajaanin Vuohenginkoskelle. Talvitien rinnalla k&auml;ytettiin sulana aikana S&auml;r&auml;isniemest&auml; Kajaaninjoen suuhun ja edelleen Vuohenginkoskelle vienytt&auml; vesireitti, jonka tueksi syntyi viimeist&auml;&auml;n Kajaanin linnan perustamisen 1604 j&auml;lkeen Paltamon ja Kajaanin v&auml;linen maantie."
"793","494","fin","Keiky&auml;lt&auml; Puurij&auml;rven ja Harhinojan kautta Kokem&auml;elle ja edelleen Lammaisiin vienyt talvitie oli osa reitti&auml;, jota pitkin Turun piispa kuljetutti 1414 veroparselinsa reell&auml; Sastamalan kirkolta Lammaisiin. Puurij&auml;rven pohjoispuolitse Harhinojan kautta Kokem&auml;elle vienyt talvitie mainitaan my&ouml;s 1551. Tie oli k&auml;yt&ouml;ss&auml; maaliskuussa 1809, jolloin ja Ruotsin armeijan osasto vet&auml;ytyi sit&auml; pitkin 40 asteen pakkasessa Keiky&auml;lt&auml; Kokem&auml;elle ja Ulvilaan. Marssi Keiky&auml;lt&auml; Kokem&auml;elle kesti y&ouml;ll&auml; 9 tuntia. Viabundukseen merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
"794","495","dan","Aurajoen alajuoksulta vei jo my&ouml;h&auml;iskeskiajalla Satakunnan ja H&auml;meen suuntaan eri jokilaaksoja seuranneita talviteit&auml;, joista er&auml;s t&auml;rkeimmist&auml; suuntautui Maarian R&auml;nt&auml;m&auml;est&auml; Aurajoen suuntaisesti Orip&auml;&auml;h&auml;n ja sielt&auml; Hanhi- ja Loimijokien suuntaisesti Huittisiin. Sielt&auml; talvitie jatkui Keiky&auml;lle ja edelleen Tyrv&auml;&auml;lle. Tie takautunee viimeist&auml;&auml;n 1400-luvulle ja s&auml;ilyi k&auml;yt&ouml;ss&auml; pitk&auml;&auml;n. Viabundukseen on otettu mukaan tien alkuosa ja mahdollinen linjaus Huittisista Keiky&auml;lle. Merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
"798","499","fin","Asikkalan Kurhilaan muotoutui jo keskiajalla merkitt&auml;v&auml; risteys, josta haarautuivat Lammin ja Hollolan kautta Yliselle Viipurintielle, sek&auml; V&auml;&auml;ksyn ja Uraj&auml;rven kautta Ylisen Viipurintien ylemm&auml;lle linjaukselle ja Suurelle Savontielle. Tiet&auml; k&auml;ytettiin 1550-luvulla H&auml;meen linnan ja Olavinlinnan v&auml;lisess&auml; liikenteess&auml;. Sen varrella ollut Asikkala mainitaan majapaikkana Jakob Teitin 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml;. Ajankohta, jolloin tie muodostettiin yleiseksi maantieksi on tuntematon, mutta takautunee 1500-luvun alkuun tai 1400-luvulle. Asikkalasta vei jo varhain Sysm&auml;n ja Hartolan kautta Hirvensalmelle p&auml;&auml;osin talvitien&auml; k&auml;ytetty reitti, josta haarautui Sysm&auml;ss&auml; Turun piispan 1440-luvulla Savilahteen suuntautuneilla tarkastusmatkoillaan k&auml;ytt&auml;m&auml; Vahvaj&auml;rven talvitie. Sysm&auml;n seudun tiest&ouml; t&auml;ydentyy Viabundus-tietokantaan my&ouml;hemmin."
"790","491","fin","Yl&auml;-Satakunnan ja Kyr&ouml;njokilaakson asutuksen v&auml;lille muodostui viimeist&auml;&auml;n 1200-luvulla kaksi rinnakkaista reitti&auml;, joista toinen oli H&auml;meenkyr&ouml;n seudulta harjujen suuntaisesti Kauhajoelle vienyt Kyr&ouml;n- ja H&auml;meenkankaan tieksi kutsuttu kes&auml;tie ja toinen H&auml;meenkyr&ouml;st&auml; Ikaalisten, Parkanon ja Jalasj&auml;rven kautta Kurikkaan vienyt talvitie. Kes&auml;tie jatkui Kauhajoelta Ilmajoen Talvitien kyl&auml;&auml;n, josta kes&auml; ja talvitie oikaisivat metsien l&auml;pi Ylistaroon ja edelleen Isonkyr&ouml;n kirkon kautta kohti Kyr&ouml;- ja Lapuanjokien suuta. Kes&auml;- ja talvitien merkitys kasvoi my&ouml;h&auml;iskeskiajalla, jolloin reiteist&auml; tuli osa 1380-luvulla perustetun Korsholman linnan ja H&auml;meen linnan v&auml;list&auml; strategista yhteytt&auml;. Molempien k&auml;yt&ouml;st&auml; on viitteit&auml; 1400-luvulta, talvitien vuodelta 1459. &rdquo;Er&auml;maiden&rdquo; kautta vienyt tie mainitaan Jaakko Teitin 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml; osana Korsholman ja H&auml;meen linnojen v&auml;list&auml; reitti&auml;. Pohjanmaalta H&auml;meenkyr&ouml;&ouml;n ja siit&auml; edelleen Kirkkoj&auml;rven kautta Siuroon ja Nokialle sek&auml; Viljakkalan kautta N&auml;sij&auml;rven Kyr&ouml;nlahteen haarautunut talvitie oli keskeinen osa Nuijasodan tapahtumia 1597."
"753","447","fin","Varsinais-Suomesta Pohjanlahden rannikkoa aina Tornioon saakka johtanut reitti muodostui yhten&auml;iseksi kulkureitiksi vasta my&ouml;h&auml;&auml;n uudella ajalla. Tie koostui eri aikoina yleiseksi talonpoikien yhteisesti yll&auml;pidett&auml;v&auml;ksi tieksi m&auml;&auml;r&auml;tyist&auml; jaksoista. Niist&auml; vanhin yhdisti Aurajoen suun Vakka-Suomeen, Kalantiin ja Eurajoen seutuun ja edelleen Kokem&auml;enjoen suualueelle. Osa linjauksesta perustuu jo rautakaudella syntyneisiin teihin ja j&auml;rjestettiin yleisiksi teiksi viimeist&auml;&auml;n 1300-luvun j&auml;lkipuolella, kuten Raumalle ja Uuteenkaupunkiin vieneet haarat 1400-luvun j&auml;lkipuolella ja 1600-luvun puolimaissa. Laitilan ja Ulvilan v&auml;lill&auml; tiest&ouml;&ouml;n on saattanut vaikuttaa my&ouml;s lyhytaikainen Liinmaan linna 1300-luvun lopussa. Osaa t&auml;st&auml; Unajasta Eurajoelle ja edelleen Panelian, Harolan kautta Lammaisiin vieneest&auml; tiest&auml; kutsuttiin my&ouml;s Huovintieksi, mik&auml; viittaa yll&auml;pidon j&auml;rjestelyihin 1400-luvulla. Irjanteesta Luvian kautta Haistilan lautalle vienyt linjaus on yleisen&auml; tien&auml; nuorempi ja paikallinen. Ulvilasta ja Kokem&auml;enjoen suualueelta pohjoiseen Korsholmaan vienyt Pohjanlahden rantatien osuus s&auml;ilyi pitk&auml;&auml;n ratsupolkuna, mutta mainitaan 36 peninkulman (n. 216 km) mittaisena Jaakko Teitin 1555&ndash;56 luettelossa Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml;. Tien suuntaisesti kulki sit&auml; merkitt&auml;v&auml;mpi talvitie, jonka pituus oli Ture Pederssonin (Bielke) vuoden 1557 etappiluettelon mukaan 31 peninkulmaa (n. 186 km). Talvitiet&auml; k&auml;ytti Merikarvialla my&ouml;s 1491 Ruotsin puolelle matkannut valtionhoitaja Sten Sture vanhempi. Pohjanmaan rantatien osuus Korsholmasta pohjoiseen Kaarlelan kirkolle perustuu jo 1400-luvulla muodostuneeseen kulkureittiin ja oli yleisen&auml; maantien&auml; 1550-luvulla. Kun alueelle perustettiin uusia kaupunkeja, Vaasan ja Oulun v&auml;linen tie rakennettiin 1618 yleiseksi maantieksi, ja oli k&auml;rryill&auml; ajettavassa kunnossa 1668. Tien viimeinen osuus oli 1600-luvun puolimaissa Oulusta Iihin kohtalainen, mutta Iist&auml; eteenp&auml;in v&auml;h&auml;n k&auml;ytetty. Suurista joista Ojaniemen lautta Kyr&ouml;njoella oli olemassa 1610, mutta korvattiin 1620-luvun puolimaissa sillalla. Oulun pit&auml;j&auml; sitoutui 1629 rakentamaan Oulujoen lautan. Lauttoja tiedet&auml;&auml;n ennen 1650-lukua olleen my&ouml;s Siikajoella (1640) Iiss&auml; (1640-luku) ja Kemijoella (1650). Siltoja oli 1650-luvun alussa Kalajoella ja Pyh&auml;joella. Kes&auml;tiet&auml; merkitt&auml;v&auml;mpi oli Ulvilasta Korsholman kautta Oulujoen suuhun ja edelleen Tornionjoelle vienyt talvitie, jonka pituus Ulvilasta Iihin oli 1557 Ture Bielken mukaan i 83 peninkulmaa (n. 498 km), mink&auml; matkan h&auml;n kulki rekisaattueessa hevosia vaihtaen kahdeksassa vuorokaudessa. Vaasasta Peders&ouml;reen talvitie vei Ojaniemen kautta Oravaisiin ja siit&auml; Lapuanjoen suulle. Talvitien merkitys s&auml;ilyi pitk&auml;lle uudelle ajalle saakka."
"769","470","fin","Asikkalan Kurhilasta vei viimeist&auml;&auml;n 1400-luvun j&auml;lkipuolella P&auml;ij&auml;nteen l&auml;nsipuolta Padasjoen ja Kuhmoisten kautta J&auml;ms&auml;&auml;n tie, jonka varrella olleita siltoja on mainittu 1466 ja 1548. Tien ja sille rinnakkaisen talvitien k&auml;yt&ouml;st&auml; on tietoja my&ouml;s Nuijasodan ajalta 1596. Hollolan seudulta J&auml;ms&auml;&auml;n johtanut talvitie varustettiin 1640-luvulla kestikievarein. Kurhilassa olleesta merkitt&auml;v&auml;st&auml; risteyksest&auml; haarautuivat jo varhain Hollolan ja Lammin kautta Yliselle Viipurintielle vieneet tiet sek&auml; V&auml;&auml;ksyn ja Uraj&auml;rven kautta Ylisen Viipurintien ylemm&auml;lle linjaukselle sisemm&auml;n Salpaussel&auml;n suuntaisesti vienyt tie, joka yhdisti Lammin seudun rautakauden asutuksen P&auml;ij&auml;nteen it&auml;puolen asutukseen. Ajankohta, jolloin eri tiet muodostettiin yleisiksi maanteiksi on tuntematon, mutta ulottunee 1400-luvun j&auml;lkipuolelta 1500-luvun lopulle. Alueella oli my&ouml;s vanhastaan P&auml;ij&auml;nteen yli Sysm&auml;&auml;n vienyt ja P&auml;ij&auml;nteen molempia rantoja seuraillut talviteiden verkosto."
"768","469","fin","Asikkalan Kurhilasta vei viimeist&auml;&auml;n 1400-luvun j&auml;lkipuolella P&auml;ij&auml;nteen l&auml;nsipuolta Padasjoen ja Kuhmoisten kautta J&auml;ms&auml;&auml;n tie, jonka varrella olleita siltoja on mainittu 1466 ja 1548. Tien ja sille rinnakkaisen talvitien k&auml;yt&ouml;st&auml; on tietoja my&ouml;s Nuijasodan ajalta 1596. Hollolan seudulta J&auml;ms&auml;&auml;n johtanut talvitie varustettiin 1640-luvulla kestikievarein. Kurhilassa olleesta merkitt&auml;v&auml;st&auml; risteyksest&auml; haarautuivat jo varhain Hollolan ja Lammin kautta Yliselle Viipurintielle vieneet tiet sek&auml; V&auml;&auml;ksyn ja Uraj&auml;rven kautta Ylisen Viipurintien ylemm&auml;lle linjaukselle sisemm&auml;n Salpaussel&auml;n suuntaisesti vienyt tie, joka yhdisti Lammin seudun rautakauden asutuksen P&auml;ij&auml;nteen it&auml;puolen asutukseen. Ajankohta, jolloin eri tiet muodostettiin yleisiksi maanteiksi on tuntematon, mutta ulottunee 1400-luvun j&auml;lkipuolelta 1500-luvun lopulle. Alueella oli my&ouml;s vanhastaan P&auml;ij&auml;nteen yli Sysm&auml;&auml;n vienyt ja P&auml;ij&auml;nteen molempia rantoja seuraillut talviteiden verkosto."
"766","467","fin","H&auml;meen ja Viipurin linnoja yhdist&auml;nyt Ylinen Viipurintie sis&auml;ltyy Jakob Teitin 1555&ndash;1556 luetteloon Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml;. Tien alkuosa H&auml;meen linnasta Hauhon Etel&auml;isten, Tuuloksen ja Hollolan kautta Uuteenkyl&auml;&auml;n (r. Nyby) sis&auml;ltyy my&ouml;s Juhana-herttuan samanaikaiseen majapaikkaluetteloon. Hollolan Lahden kyl&auml;st&auml; it&auml;&auml;n tiest&auml; on ollut k&auml;yt&ouml;ss&auml; kaksi vaihtoehtoista reitti&auml;, joista toinen ylempi linjaus seurasi sisemp&auml;&auml; Salpausselk&auml;&auml; Vuolenkosken kautta Savitaipaleelle ja edelleen Lapvedelle. Alempi linjaus jatkoi ulomman Salpaussel&auml;n suuntaisesti Iittiin, Keltin lautalle ja Lapvedelle. Molemmat perustuvat jo pitk&auml;&auml;n k&auml;yt&ouml;ss&auml; olleisiin luontaisiin reitteihin. Teitin luettelon kuvaus noudattaa alempaa linjausta, mutta ylemm&auml;n Vuolenkosken silta kautta vieneen tien k&auml;ytt&ouml; oli vilkasta viel&auml; 1500-luvun lopulla, kunnes silta 1590-luvulla poltettiin ja korvattiin 1600-luvun alussa lautalla. Siltaa olivat yll&auml;pit&auml;neet H&auml;meen Hollolan ja Viipurin Lapveden kihlakunnat, mik&auml; viittaa keskiaikaiseen j&auml;rjestelyyn. Kustaa Vaasa m&auml;&auml;r&auml;si 1556 jomman kumman linjauksen h&auml;vitett&auml;v&auml;ksi, mutta hanke ei toteutunut. Alempi Keltin lautan kautta vienyt linjaus oli 1600-luvun alkupuolelta l&auml;htien selv&auml;sti p&auml;&auml;tie. Sen kautta kulki 1617 my&ouml;s kes&auml;tielle rinnakkainen talvitie. Lapvedell&auml; yhtyneet ylempi ja alempi linjaus jatkuivat ainakin kahtena rinnakkaisena maantien&auml; Viipurin Tienhaaraan ja Viipuriin. N&auml;ist&auml; l&auml;ntisempi Kauskilan ja Vaalimaan kautta vienyt tie sis&auml;ltyy Teitin luetteloon ja oli my&ouml;s osa Kauskilasta Taipaleen kuninkaankartanon ja Puumalan kautta Olavinlinnaa vienytt&auml; tiet&auml;, joka tulee t&auml;ydentym&auml;&auml;n Viabundus tietokantaan my&ouml;hemmin. It&auml;isempi Kasukkalan ja Viipurin pit&auml;j&auml;n Hanhijoen kautta vieneen linjauksen k&auml;ytt&ouml; vilkastui 1600-luvulla. Ylisen Viipurintien piiriin kuului my&ouml;s Lapveden markkinapaikalle viimeist&auml;&auml;n 1500-luvu1n alkupuolella vienyt tie. Ylinen Viipurintie on muodostettu eri osiltaan yleiseksi talonpoikien yhteisesti yll&auml;pit&auml;m&auml;ksi tieksi viimeist&auml;&auml;n 1400-luvun alussa, mutta mahdollisesti jo 1300-luvun puolimaissa."
"782","483","fin","H&auml;meen ja Viipurin linnoja yhdist&auml;nyt Ylinen Viipurintie sis&auml;ltyy Jakob Teitin 1555&ndash;1556 luetteloon Suomen t&auml;rkeimmist&auml; yleisist&auml; teist&auml;. Tien alkuosa H&auml;meen linnasta Hauhon Etel&auml;isten, Tuuloksen ja Hollolan kautta Uuteenkyl&auml;&auml;n (r. Nyby) sis&auml;ltyy my&ouml;s Juhana-herttuan samanaikaiseen majapaikkaluetteloon. Hollolan Lahden kyl&auml;st&auml; it&auml;&auml;n tiest&auml; on ollut k&auml;yt&ouml;ss&auml; kaksi vaihtoehtoista reitti&auml;, joista toinen ylempi linjaus seurasi sisemp&auml;&auml; Salpausselk&auml;&auml; Vuolenkosken kautta Savitaipaleelle ja edelleen Lapvedelle. Alempi linjaus jatkoi ulomman Salpaussel&auml;n suuntaisesti Iittiin, Keltin lautalle ja Lapvedelle. Molemmat perustuvat jo pitk&auml;&auml;n k&auml;yt&ouml;ss&auml; olleisiin luontaisiin reitteihin. Teitin luettelon kuvaus noudattaa alempaa linjausta, mutta ylemm&auml;n Vuolenkosken silta kautta vieneen tien k&auml;ytt&ouml; oli vilkasta viel&auml; 1500-luvun lopulla, kunnes silta 1590-luvulla poltettiin ja korvattiin 1600-luvun alussa lautalla. Siltaa olivat yll&auml;pit&auml;neet H&auml;meen Hollolan ja Viipurin Lapveden kihlakunnat, mik&auml; viittaa keskiaikaiseen j&auml;rjestelyyn. Kustaa Vaasa m&auml;&auml;r&auml;si 1556 jomman kumman linjauksen h&auml;vitett&auml;v&auml;ksi, mutta hanke ei toteutunut. Alempi Keltin lautan kautta vienyt linjaus oli 1600-luvun alkupuolelta l&auml;htien selv&auml;sti p&auml;&auml;tie. Sen kautta kulki 1617 my&ouml;s kes&auml;tielle rinnakkainen talvitie. Lapvedell&auml; yhtyneet ylempi ja alempi linjaus jatkuivat ainakin kahtena rinnakkaisena maantien&auml; Viipurin Tienhaaraan ja Viipuriin. N&auml;ist&auml; l&auml;ntisempi Kauskilan ja Vaalimaan kautta vienyt tie sis&auml;ltyy Teitin luetteloon ja oli my&ouml;s osa Kauskilasta Taipaleen kuninkaankartanon ja Puumalan kautta Olavinlinnaa vienytt&auml; tiet&auml;, joka tulee t&auml;ydentym&auml;&auml;n Viabundus tietokantaan my&ouml;hemmin. It&auml;isempi Kasukkalan ja Viipurin pit&auml;j&auml;n Hanhijoen kautta vieneen linjauksen k&auml;ytt&ouml; vilkastui 1600-luvulla. Ylisen Viipurintien piiriin kuului my&ouml;s Lapveden markkinapaikalle viimeist&auml;&auml;n 1500-luvu1n alkupuolella vienyt tie. Ylinen Viipurintie on muodostettu eri osiltaan yleiseksi talonpoikien yhteisesti yll&auml;pit&auml;m&auml;ksi tieksi viimeist&auml;&auml;n 1400-luvun alussa, mutta mahdollisesti jo 1300-luvun puolimaissa."
"750","444","fin","Ruotsin Grisslehamnista Ahvenanmaan yli Taivassaloon ja siit&auml; Vehmaan ja Myn&auml;m&auml;en kautta Turkuun vienyt reitti j&auml;rjestettiin 1638 postinkulkua varten ymp&auml;rivuotiseksi postitieksi, jolloin valtakunnanvouti Bernhardt Steen von Steenhousen perusti Ahvenanmaalle kuusi postitaloa Tukholmasta Turkuun kulkevalle reitille. Postia kuljettivat postitalonpojat. J&auml;rjestelm&auml; lakkautettiin Ahvenanmaalla 1845. Suureksi Postitieksi kutsuttu reitti koostui eriaikaisista osista, joista Ahvenanmaan p&auml;&auml;saarella ollut tie takautuu osin 1200-luvulle ja kuului 1380-luvulla perustetun Kastelholman linnan tieverkostoon. Mantereen puolella tie Taivassalon Sannaisista Vehmaan Vinkkil&auml;&auml;n takautunuu aikaisintaan 1400-luvun alkupuolelle mutta Vinkkil&auml;st&auml; Myn&auml;m&auml;elle mahdollisesti 1300-luvun viimeiselle nelj&auml;nnekselle. Vanhin osuus Myn&auml;m&auml;elt&auml; Turkuun lienee ollut yleisen&auml; tien&auml; viimeist&auml;&auml;n 1300-luvun j&auml;lkipuolelta l&auml;htien. My&ouml;hemmin Suureksi Postitieksi kutsutun reitin ymp&auml;rivuotinen k&auml;ytt&ouml; on tutkimusten perusteella vilkastunut jo 1500-luvulla ja sit&auml; k&auml;ytettiin viestiyhteyksiin jo 1507. Tien ja reitin sijoittumiseen sek&auml; laituripaikkoihin on 1800-luvulle saakka vaikuttanut maankohoaminen. "
"756","450","fin","Vuonna 1620 privilegiot saaneen Uudenkaarlepyyn kauppapiiri ulotettiin jo samana vuonna sis&auml;maassa N&auml;sij&auml;rven vesist&ouml;n pohjoisosiin. Samana vuonna m&auml;&auml;r&auml;ttiin rakennettavaksi yleinen tie Lapuanjoelta Ruovedelle, mutta Uudestakaarlepyyst&auml; Lapuan, Alavuden, Virtain ja Ruoveden kautta Orivedelle vienyt yleinen maantie toteutettiin eri osuuksina vasta 1600-luvun j&auml;lkipuolella, p&auml;&auml;osin 1680- ja 1690-luvuilla. Tien varrelle m&auml;&auml;r&auml;ttiin kuitenkin kievareita jo 1639. Uudenkaarlepyyn ja Alah&auml;rm&auml;n v&auml;lill&auml; k&auml;ytettiin viel&auml; 1640-luvulla kuljetuksiin Lapuanjokea ja sen suuntaista talvitiet&auml;. Tie oli keskiaikaisen Kyr&ouml;nkankaan kes&auml;- ja talvitien sek&auml; Ulvilan ja Korsholman linnan v&auml;lisen talvitien ja ratsupolun j&auml;lkeen merkitt&auml;vin uusi yhteys Sis&auml;-Suomesta Pohjanmaalle. Kes&auml;tiehen liittyi my&ouml;s sen suuntaisesti 1600-luvun alkupuolelta l&auml;htien tunnettu talvitie. N&auml;sij&auml;rven it&auml;puolella Oriveden Uudenkaarlepyyn tie syrj&auml;ytti 1500-luvun lopulta l&auml;htien Messukyl&auml;st&auml; Teiskon kautta Ruovedelle vieneen vanhemman paikallisen maantien. Alueen tieverkostoa tullaan t&auml;sment&auml;m&auml;&auml;n my&ouml;hemmiss&auml; p&auml;ivityksiss&auml;."
