"id","descriptionid","language","description"
"792","493","fin","Aurajoen alajuoksulta vei jo my&ouml;h&auml;iskeskiajalla Satakunnan ja H&auml;meen suuntaan eri jokilaaksoja seuranneita talviteit&auml;. Er&auml;s vanhimmista vaikuttaa olleen Maarian R&auml;nt&auml;m&auml;est&auml; Paattistenjoen suuntaisesti Savonj&auml;rvelle ja edelleen Yl&auml;neelle vienyt talvitie, joka jatkui Pyh&auml;j&auml;rven yli S&auml;kyl&auml;&auml;n, K&ouml;yli&ouml;nkartanolle ja K&ouml;yli&ouml;nj&auml;rven pohjoisp&auml;&auml;st&auml; Kokem&auml;en Ylistaroon. Tien pohjoisp&auml;&auml; Ylistarosta K&ouml;yli&ouml;nkartanolle esiintyy viitteellisesti sek&auml; 1200-luvun lopulla kirjoitetussa pyh&auml;n Henrikin legendassa ett&auml; 1600-luvulta s&auml;ilyneess&auml; surmavirress&auml;. Talvitiest&auml; haarautui Pyh&auml;j&auml;rvell&auml; Euran Kauttuaan vienyt tie, joka mainitaan 1591 &rdquo;vanhana talvitien&auml;&rdquo;. Viabundukseen merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
"772","473","fin","H&auml;meen linnasta Janakkalan ja Vihdin kautta Lohjalle sek&auml; edelleen Karjaalla Suuren Rantatien pohjoisella linjaukselta Raaseporiin ja Tammisaareen haarautunutta tiet&auml; on H&auml;meest&auml; s&auml;ilyneiden 1560-luvun ja my&ouml;hempien paikannimien perusteella kutsuttu Meritieksi. Tiet&auml; k&auml;ytettiin viimeist&auml;&auml;n 1508 H&auml;meen ja Raaseporin linnojen v&auml;lisen&auml; yhdystien&auml; ja sit&auml; pitkin kuljetettiin 1500-luvulla H&auml;meen linnasta verotavaroita Tammisaaren kautta Tukholmaan. Tien pohjoisosaa k&auml;ytettiin talvitien&auml; joukkojen siirroissa 1571. Alun perin Vanajan H&auml;mett&auml; Lohjan seutuun ja rannikkoon yhdist&auml;nyt reitti on todenn&auml;k&ouml;isesti muodostettu yleiseksi tieksi Janakkalan ja Lohjan v&auml;lill&auml; viimeist&auml;&auml;n 1400-luvun puolimaissa, mahdollisesti jo 1300-luvun lopulla."
"377","12","deu","Auf der Karte von Westphalen von Le Coq (1796-1813) ist die Stra&szlig;e zwischen Heede und Rhede als &quot;nur bei trockenem Wetter zu gebrauchen&quot; gekennzeichnet."
"379","14","deu","Nach einem Protokoll aus 1690 gab es zwischen Salzwedel und L&uuml;bbow nur einen Fu&szlig;steig, und es wurde entschieden den Fu&szlig;steig zu einem Fahrweg auszubauen und eine Br&uuml;cke zu errichten. Es ist unklar in wieweit dies dem Zustand im Sp&auml;tmittelalter entspricht, oder ob die Stra&szlig;e einmal auch vom Frachtverkehr benutzt wurde und sp&auml;ter verfallen war: f&uuml;r beide M&ouml;glichkeiten gibt es Belege. Jedenfalls war zu jeder Zeit die Wasserstra&szlig;e zwischen Salzwedel und L&uuml;chow eine wichtige Alternative f&uuml;r den Landverkehr."
"381","16","deu","Vermutlich wurde die direkte Verbindung zwischen Siek und Sandesneben &uuml;ber Sch&ouml;nberg erst &uuml;blich f&uuml;r den Fernverkehr im 17. Jh.; im Mittelalter muss der Verkehr haupts&auml;chlich die Stra&szlig;e &uuml;ber die Zollstelle Trittau benutzt haben."
"383","18","deu","Auf der &lt;cite&gt;Kurhannoversche Landesaufnahme&lt;/cite&gt; (1764-1784) ist die Stra&szlig;e zwischen Escheburg und Schnakenbek &uuml;ber Geesthacht als &quot;Postweg im Winter nach Lauenburg&quot; gekennzeichnet. Im Sommer wurde eine n&ouml;rdlichere Strecke genommen, &uuml;ber Fahrendorf und and Krukow vorbei, Geesthacht umgehend."
"385","20","deu","Die Stra&szlig;e zwischen Iprump und Dingstede &uuml;ber Ganderkesee, Delmenhorst umgehend, war die Haupstrecke vor 1311. Auch sp&auml;ter wurde die Stra&szlig;e benutzt wenn die Stra&szlig;e &uuml;ber Delmenhorst &uuml;berschwemmt war."
"387","22","deu","Nach Aulepp eine im Hochmittelalter verwendete Trasse nach Norden aus M&uuml;hlhausen. Nach Born verlief hier der sogenannte Zellsche Marktstieg. Es handelte sich um einen f&uuml;r den Fu&szlig;verkehr gedachten Stieg, der den M&uuml;hlh&auml;user Landgraben &uuml;ber eine h&ouml;lzerne Br&uuml;cke querte. 1611 wurde festgestellt, dass der Stieg illegal verbreitert wurde, sodass 1621 s&auml;mtliche h&ouml;lzernen Stiege &uuml;ber den M&uuml;hlh&auml;user Landgraben abmontiert wurden."
"389","24","deu","Die Stra&szlig;e Worbis - M&uuml;hlhausen &uuml;ber Eigenrode erhielt im Sp&auml;tmittelalter mehr Bedeutung."
"391","26","deu","Diese Trasse hat ab dem Hoch- bis Sp&auml;tmittelalter ihre gr&ouml;&szlig;te Bedeutung. 1609 wird sie als Geleitsstra&szlig;e von M&uuml;hlhausen nach Dingelst&auml;dt gef&uuml;hrt."
"395","30","deu","Dieser Abschnitt der Stra&szlig;e wurde rekonsturiert nach Eberhardt (1982), nach dem die westliche Route nach Tennstedt bis in j&uuml;ngste Zeit versumpft war bzw. durch ein stehendes Gew&auml;sser unpassierbar war. Sperrung dieser Stra&szlig;e von Eisenach nach Wei&szlig;ensee im 15. Jh, um den Verkehr nach Erfurt zu zwingen."
"397","32","deu","Die Stra&szlig;e von Eisenach nach Wei&szlig;ensee wurde im 15. Jh. f&uuml;r den Fernverkehr gesperrt, um den Verkehr &uuml;ber Erfurt zu zwingen."
"399","34","deu","Die Route zwischen Borxleben und Sangerhausen &uuml;ber Edersleben wird erst seit dem 16. Jahrhundert als Haupstra&szlig;e genutzt. Seit 1450 bestand zwischen den Orten Edersleben und Oberr&ouml;blingen ein Damm, der die Helme&uuml;berquerung erleichterte und die Strecke attraktiver machte."
"401","36","deu","Laut Nagel (2001) war der sogenannte &quot;Roter Steiger&quot; der Aufgang in den Harz von Quedlinburg aus."
"403","38","deu","Historische Verbindung zwischen Quedlinburg und Hoym &uuml;ber die W&uuml;stung Gro&szlig; Orden nach Nagel (2001)."
"405","40","deu","Die Stra&szlig;e zwischen Merseburg und Halle &uuml;ber die Geleitstellen Holleben und Passendorf war die Haupstrecke zwischen den beiden St&auml;dten, da sie die weitausgedehnten S&uuml;mpfe der Wei&szlig;en Elster und Saale umging."
"787","488","fin","S&auml;r&auml;isniemelt&auml; vei Paltamoon jo 1550-luvulla Manamansalon kirkon kautta talvitie, joka oli osa 1556 mainittua Novgorodin karjalaisten taivallusreitti&auml; K&auml;kisalmesta Oulujoen suuhun. Talvitie ja taivallusreitti jatkui edelleen Kajaanin Vuohenginkoskelle. Viabundukseen merkitty reitti on suuntaa antava, ei maantieteellisesti tarkka."
"409","44","deu","Nach Bahn (2002) handelt es sich hier um den fr&uuml;heren (fr&uuml;hmittelalterlichen) Verlauf der Via regia zwischen Erfurt und Naumburg."
"411","46","deu","Dieser Teil der Stra&szlig;e stammt aus dem 19. Jahrhundert und ist seither Teil der &quot;modernen&amp;&quot; Via regia."
"413","48","deu","Seit vermutlich dem 13. Jahrhundert vorherrschender Zweig der Via regia."
"415","50","deu","Die Geleitstra&szlig;e zwischen Coburg und Gr&auml;fenthal wird 1414 als &quot;Judenstra&szlig;e&quot; genannt. Der Name leitet sich wahrscheinlich von der an der Stra&szlig;e gelegenen Siedlung Judenbach ab."
"417","52","deu","&quot;Weinstra&szlig;e&quot; oder &quot;Fuldaer Stra&szlig;e&quot; genannter Abschnitt der Via regia."
"419","54","deu","Teil der &quot;Kinzigstra&szlig;e&quot;, einem Abschnitt der Via regia zwischen Frankfurt/M. und Eisenach."
"481","124","deu","Der Hauptverkehr zwischen Wildeshausen und Bremen wird seit einem Abkommen zwischen der Stadt Bremen und dem Grafen von Delmenhorst aus 1311 &uuml;ber Delmenhorst verlaufen sein. Teilweise wurden Fuhrleute in Varrel gezwungen, &uuml;ber Delmenhorst zu reisen. Jedoch erkl&auml;rten noch 1652 Wildeshausener Fuhrleute, dass die gemeine Heer- und Handelsstra&szlig;e nach Bremen &uuml;ber Horstedt und Varrel verlief."
"435","70","deu","Seit 1515 vertraglich festgelegte Zwangsstra&szlig;e von L&uuml;beck, Hamburg und Eisleben &uuml;ber den Harz nach Th&uuml;ringen. In der &quot;Acta die Landstra&szlig;e von Wei&szlig;ensee nach Erfurt und die Sachsenburgische Stra&szlig;e betr. von 1522 - 72&quot; (M. st. A. Hep. A 24 b Tit. XXIV, Nr 11.) wird die rechte Stra&szlig;e von Sachsenburg nach Sangerhausen &uuml;ber Ringleben beschrieben. Kurz vor dem Drei&szlig;igj&auml;hrigen Krieg wurde der s&auml;chsische Teil der Stra&szlig;e gesperrt, was Verkehr nach S&uuml;ddeutschland &uuml;ber Leipzig zwingen sollte. Durch den Krieg wurde diese Sperre jedoch kaum beachtet."
"437","72","deu","Die direkte Strecke zwischen Herbsleben und Gotha war seit 1515 diejenige die festgeschrieben war, wenn man auf direkten Wege nach Hessen fuhr, ohne den Th&uuml;ringer Wald zu passieren. 1522 hei&szlig;t es bereits in der &quot;Acta die Landstra&szlig;e von Wei&szlig;ensee nach Erfurt und die Sachsenburgische Stra&szlig;e betr. von 1522 - 72&quot; (M. st. A. Hep. A 24 b Tit. XXIV, Nr 11.), dass die Stra&szlig;e aufgrund des Stra&szlig;enzwanges auf Erfurt brach lag."
"439","74","deu","Gem&auml;&szlig; einem Vertrag von 1515 musste wer aus dem Norden kam und den Harz passiert hatte und auf Crawinkel oder Tambach fuhr, Erfurt mit seiner Niederlage passieren."
"441","76","deu","Diese Strecke wurde befahren, um an den Geleiten Sangerhausen und Sachsenburg zu sparen, sowie um Erfurt zu umgehen. Das Geleit in Eisleben war g&uuml;nstiger und die Strecke verlief weiter &uuml;ber Tauhardt ins Weimarer Land, um von dort &uuml;ber den Th&uuml;ringer Wald zu verlaufen. Ebenfalls Verlauf der mittelalterlichen Kupferstra&szlig;e (Gr&auml;fenthalstra&szlig;e/Saalfeldsche Stra&szlig;e/Querstra&szlig;e/Kreuzweg)."
"443","78","deu","Das Umfahren der Sachsenburger und Wei&szlig;enseer Geleite &uuml;ber Kutzleben und Gebesee auf Erfurt war Anfang des 16. Jahrhunderts ausschlie&szlig;lich Nordh&auml;user Fuhrm&auml;nnern vorbehalten."
"445","80","deu","Da die Havel als M&uuml;hlgraben genutzt wurde, wurde der Schiffsverkehr durch einen erstmals 1315 genannten Seitengraben geleitet, seit 1349 Jakobsgraben genannt. Der Bau einer Kammerschleuse im Stadtkanal 1548-1550 erm&ouml;glichte eine k&uuml;rzere Fahrt und setzte den Jakobsgraben au&szlig;er Gebrauch."
"447","82","deu","1548-50 wurde eine Kammerschleuse im Brandenburger Stadtkanal angelegt, die den Umweg um das M&uuml;hlenwehr f&uuml;r die Schiffahrt verk&uuml;rzte, die vorher durch den Jakobsgraben geleitet wurde. M&ouml;glicherweise hatte der Ausbau des Kanals und der Schleuse bereits 1455 angefangen."
"451","88","deu","&quot;Br&uuml;cknerscher-&quot; oder &quot;Ur-Rennsteig&quot;, bereits auf einer Karte von 1589 als &quot;Renstick&quot; bezeichnet, was die &auml;lteste Rennsteigbezeichnung auf einer Karte darstellt."
"453","90","deu","Der Rennsteig, ein H&ouml;henweg durch den Th&uuml;ringer Wald, wurde 1830 vom gothaischen Offizier Julius von Pl&auml;nckner als Wanderweg festgelegt. Einzelne Abschnitte sind jedoch bereits seit dem 14. und 15. Jahrhundert belegt. Ein Rennsteigbericht von 1597 bezeugt, dass sp&auml;testens zu diesem Zeitpunkt die Vorstellung eines Rennsteigs als ein zusammenh&auml;ngender H&ouml;henweg besteht. F&uuml;r den Frachtverkehr kam die Strecke nicht in Frage."
"455","92","deu","Abschnitt des Rennsteiges, der bereits in einer Urkunde von 1330 in der Beschreibung des Frankensteiner Wildbannes namentlich genannt wird."
"457","94","deu","Rennsteigabschnitt, der bereits in Urkunden von 1039, 1143/44, 1227 und 1270 belegt ist, dort jedoch &quot;platea&quot; genannt wird, womit eine Fahrstra&szlig;e gemeint ist. Ebenfalls Nennung 1330 in der Beschreibung des Frankensteiner Wildbannes."
"459","96","deu","Stromelbe, einziger schiffbarer Elbarm bei Magdeburg. Wurde im Drei&szlig;igj&auml;hrigen Krieg durch Pfahlwerke versperrt und versandete. Erst durch den Bau des Sperrdeichs &quot;Roste&quot; bis 1686 wurde die Elbe wieder in den westlichen Arm gezwungen."
"461","98","deu","Die Niederung der &quot;Langen wisch&quot; (langen Wiese) war erst ab ca. 1400 mittels eines Dammes zu durchqueren. Im 14. Jh. sind die Frachtwagen noch einen Umweg &uuml;ber Bodenstedt gefahren."
"463","106","deu","Oberhalb von Halle war Die Saale als Wasserweg nur von geringer Bedeutung, au&szlig;er f&uuml;r die Fl&ouml;&szlig;erei. Zumindest seit 1700 war der Fluss lediglich bis Naumburg schiffbar; s&uuml;dlich von Naumburg wurde die Durchfahrt durch zu viele M&uuml;hlenwehre verhindert."
"465","108","deu","1150 Erw&auml;hnung einer &quot;strata publica&quot;, die im Zusammenhang mit dem Klusdamm stehen d&uuml;rfte. Die erste Erw&auml;hnung des Klusdammes selbst erfolgt 1479. Er wurde in den Folgejahren stets gut unterhalten, da es sich um eine zuverl&auml;ssige, hochwasserfreie Passage der Elbniederung handelte."
"467","110","deu","Unterhalb Naumburgs wurde die Saale aufgrund der vielen M&uuml;hlenwehre im Mittelalter haupts&auml;chlich f&uuml;r die Stammholzfl&ouml;&szlig;erei verwendet. Der Fluss wurde aber seit der Bronzezeit sicherlich mit Schiffen befahren."
"469","112","deu","Erster Hinweis auf Unstrutschifffahrt 1612, als dem B&uuml;rgermeister Sixtus Braun in einem Lehnbrief ein Erbschiff auf Saale und Unstrut gew&auml;hrt wird. Es gab Pl&auml;ne, die damalig sehr flache Unstrut und Gera in ihrer Schiffbarkeit zu verbessern, was jedoch durch den Kurf&uuml;rsten von Sachsen verhindert wurde."
"471","114","deu","Die Wei&szlig;e Elster hatte eine ausreichende Tiefe, um zumindest bis ins Hochmittelalter und bis zur Anlage entsprechender M&uuml;hlenwehre schiffbar zu sein. F&uuml;r die Fl&ouml;&szlig;erei wurde sie sicherlich genutzt."
"473","116","deu","1579-87 wurde bei Krossen ein Flo&szlig;graben abgezweigt, um Brennholz zu den Salinen Teuditz und K&ouml;tzschau zu transportieren."
"475","118","deu","Im Register der Markgrafen von Mei&szlig;en findet sich ein Eintrag, der sich auf eine Geb&uuml;hr f&uuml;r die Schifffahrt auf der Plei&szlig;e bezieht; vermutlich handelte es sich um einen regelm&auml;&szlig;igen Versorgungstransport aus der Umgebung f&uuml;r die Stadt Leipzig. Die Plei&szlig;e war vermutlich ab R&ouml;tha schiffbar."
"599","254","nld","Het Damsterdiep tussen Groningen en Delfzijl werd in 1648-1650 tot trekvaart omgebouwd."
"477","120","deu","Die direkte Verbindung zwischen Braunschweig und Hannover &uuml;ber Peine wurde wahrscheinlich erst bedeutend nach der Erhebung Hannovers zur Residenz der Herz&ouml;ge von Braunschweig-L&uuml;neburg (1636). Der gr&ouml;&szlig;te Teil des Verkehrs hat vorher wahrscheinlich den Umweg durch das Hochstift Hildesheim weiter s&uuml;dlich, oder n&ouml;rdlich &uuml;ber Burgdorf genommen."
"479","122","deu","Nach einem Gutachten aus 1688 war die Stra&szlig;e &uuml;ber D&ouml;mitz schwierig zu befahren in nassem Wetter, vor allem im Fr&uuml;hling und Herbst. Deswegen benutzten Wagen in solchen F&auml;llen die Stra&szlig;e &uuml;ber die M&uuml;hle Findenwirunshier, wo dann der normalerweise zu D&ouml;mitz zu entrichtende Zoll erhoben wurde."
"483","126","deu","Der schwerere Verkehr nahm wegen der sumpfigen Gegend den Umweg &uuml;ber Kirch- und Sandhatten. Der fr&uuml;hneuzeitliche Postweg umging diese Orte weiter n&ouml;rdlich."
"485","128","deu","Die urspr&uuml;ngliche Stra&szlig;e um das Zwischenahner Meer nahm die n&ouml;rdliche Route. Die direktere aber auch schwierigere s&uuml;dliche Route ist im 17. Jh. als Haupstra&szlig;e belegt."
"487","130","deu","Um Apen waren die Stra&szlig;e in schlechtem Zustand und oft &uuml;berschwemmt. Der Warenverkehr zwischen Bremen und Ostfriesland benutzte deswegen oft die Wasserwege."
"489","132","deu","Diese Reiseroute ist mehrfach f&uuml;r Martin Luther belegt, der von Wittenberg entweder &uuml;ber Eilenburg nach Borna oder &uuml;ber Torgau &ndash; Grimma nach Borna reiste. Er musste sich dabei an territorialpolitischen Bedingungen orientieren, in diesem Fall der Verlauf der ernestinischen Territorialgrenzen ca. 1485-1547."
"491","134","deu","1489 wurde der bauf&auml;llig gewordene Fiener Damm an der schmalsten Stelle des Fiener Bruchs beim Dorf Rog&auml;sen durch den Bischof von Brandenburg instand gesetzt. Hierdurch verlegte der Verkehr auf der Strecke Magdeburg-Berlin sich zunehmend &uuml;ber Ziesar."
"493","136","deu","Der Verlauf der Stra&szlig;e von Erfurt nach Wei&szlig;ensee &uuml;ber Stotternheim, Alperstedt, Ha&szlig;leben und Wundersleben ist in der &quot;Acta die Landstra&szlig;e von Wei&szlig;ensee nach Erfurt und die Sachsenburgische Stra&szlig;e betr. von 1522-72&quot; (M. st. A. Hep. A 24 b Tit. XXIV, Nr 11.) beschrieben."
"495","138","deu","In den Geleitssachen von Artern von 1661 hei&szlig;t es, dass die Stra&szlig;e zwischen Artern und Reinsdorf, die aus mehreren Br&uuml;cken, D&auml;mmen, Gr&auml;ben und Pflastern bestand, um die Unstrutniederung zu &uuml;berqueren, schwer im 30-j&auml;hrigen Krieg besch&auml;digt wurde."
"497","140","deu","Nach 1580 wurde ein Stra&szlig;endamm durch das sumpfige Gel&auml;nde zwischen Artern und Allstedt angelegt, mit R&uuml;cksicht auf die neuen eingerichteten Salinen in Artern."
"499","142","deu","Der Abschnitt der Via regia zwischen Hassenhausen und Naumburg mit Saale&uuml;bergang bei K&ouml;sen f&uuml;hrt &uuml;ber sumpfiges Gel&auml;nde und wurde erst durch die Arbeit der M&ouml;nche des Klosters Pforta im 12. Jh. m&ouml;glich, vielleicht sogar erst mit dem Br&uuml;ckenbau in K&ouml;sen im 14. Jh."
"501","144","deu","Dieser Abschnitt der Stra&szlig;e wird erst ab 1560 bedeutend, als sie f&uuml;r den Vekehr von den Niederlanden &uuml;ber M&uuml;hlhausen nach Leipzig freigegeben wird und verliert zum 19. Jahrhundert wieder an Relevanz."
"503","146","deu","Die Bedeutung dieser Stra&szlig;e geht m&ouml;glicherweise bis ins Fr&uuml;hmittelalter zur&uuml;ck; Heinrich I. reiste auf ihr mit seiner Braut von Herford nach Wallhausen. Sp&auml;ter gewann sie wieder mit den aufsteigenden Handelszentren Antwerpen und Leipzig an Bedeutung. Wichtig f&uuml;r ihre Stellung war die direkte Linie in das Wipper-Leinetal, woduch eine direkte Verbindung nach Hessen und Westdeutschland m&ouml;glich wurde. Sie f&uuml;hrte deshalb unter anderem die Namen &quot;Leipziger Stra&szlig;e&quot;, &quot;ordentliche Land- und Heerstra&szlig;e vom Harz, Eichsfeld und Nordhausen her nach Leipzig und Naumburg&quot;, sowie &quot;Haupt-Rhein-Stra&szlig;e&quot;."
"505","148","deu","Der Verkehrsweg durch das Unstruttal wurde vermutlich nur selten genutzt, obwohl lediglich der Abschnitt zwischen Memleben und Nebra geographisch ung&uuml;nstig war. Vermutlich handelte es sich bei der Nordwest-S&uuml;dost-Ausrichtung im Mittelalter nicht um eine h&auml;ufig genutzte Richtung."
"507","150","deu","Seit 1515 handelte es sich hier um die rechte Stra&szlig;e von N&uuml;rnberg nach Erfurt. Ab Gehren hatte man die Wahl den Verlauf &uuml;ber Langewiesen - Ilmenau zu nehmen oder &uuml;ber Gr&auml;finau."
"509","152","deu","Diese Verbindung zwischen Nordhausen und Sondershausen kam vermutlich erst im 17. und 18. Jahrhundert auf. Sie findet sich erst in einer Karte von 1750, wo sie als Land- und Poststra&szlig;e bezeichnet wird, w&auml;hrend weiter westliche die Stra&szlig;e &uuml;ber R&uuml;xleben als &quot;gemeine Stra&szlig;e&quot; bezeichnet wird."
"511","154","deu","Diese Stra&szlig;e wurde 1683 als die rechte Stra&szlig;e von N&uuml;rnberg nach Leipzig bestimmt."
"515","158","deu","1433 und 1459 wurde verf&uuml;gt, dass der Verkehr zwischen Brandenburg und Magdeburg &uuml;ber Plaue zu laufen hatte, wo der entsprechende Zoll geleistet werden musste. Mit der Instandsetzung des Fiener Damms verlegte sich der Verkehr zunehmend &uuml;ber Ziesar, wodurch diese Route ver&ouml;dete."
"517","160","deu","Die am Fu&szlig; des Harzes entlangziehende Talzone wurde durch den Verkehr wahrscheinlich erst ab dem 17. Jh. benutzt. Vorher zog der Verkehr zwischen Osterode und Herzberg &uuml;ber die H&ouml;hen weiter &ouml;stlich."
"519","162","deu","Seit 1515 vertraglich festgelegte Zwangsstra&szlig;e von L&uuml;beck, Hamburg und Eisleben &uuml;ber den Harz nach Th&uuml;ringen. In einen Bericht nach Guthmannshausen hei&szlig;t es, dass die Waren von L&uuml;beck, Braunschweig und Magdeburg nach Franken jeher die Stra&szlig;e &uuml;ber Nebra, Tauhardt und Guthmannshausen genommen h&auml;tten."
"521","164","deu","Die direkte Stra&szlig;e zwischen Schladen und Wiedelah/Vienenburg wird in Quellen aus dem 18. Jh. erw&auml;hnt. Ihre Bedeutung f&uuml;r fr&uuml;here Jahrhunderte ist zweifelhaft."
"523","166","deu","Die Oker wurde 1575 zwischen Schladen und Wolfenb&uuml;ttel schiffbar gemacht, und 1577 zwischen Schladen und Oker, unter anderem durch Schleusenbau. Die Schiffbarmachung war eng mit dem Ausbau Wolfenb&uuml;ttels als Festungstadt durch die Herz&ouml;ge von Braunschweig verbunden, und der Fluss diente haupts&auml;chlich dem Transport von Steinen und Bauholz f&uuml;r die Bauaktivit&auml;ten in der Stadt. Die Schifffahrt auf der Oker kam zum Stillstand im Drei&szlig;igj&auml;hrigen Krieg."
"601","256","nld","Op Jacob van Deventer&#039;s kaart van Sloten (midden 16e eeuw) wordt de weg naar het noordoosten richting Sint Nicolaasga slechts weergegeven als voetpad. Op kaarten uit het midden van de 17e eeuw wordt wel de huidige Spanjaardsdijk als rijweg ingetekend."
"525","168","deu","Die Nette (Altenau) wurde 1575 schiffbar gemacht, haupts&auml;chlich f&uuml;r den Transport von Steinen aus dem Elm die f&uuml;r den Ausbau Wolfenb&uuml;ttels zur Festungstadt durch die Herz&ouml;ge von Braunschweig ben&ouml;tigt waren. Einem Bericht aus 1578 zufolge war die Nette bis Sch&ouml;ppenstedt schiffbar. Wegen der geringen Tiefe des Stromes ist es jedoch sehr fragw&uuml;rdig ob der Fluss viel genutzt wurde; um 1610 muss die Schifffahrt auf der Nette jedenfalls eingegangen sein."
"649","299","deu","1367 kamen Herzog Bolko von Schwednitz und der Herr von Cottbus &uuml;berein, dass kein fremder Fuhrwagen &uuml;ber Fehrow fahren, daf&uuml;r die Stra&szlig;e &uuml;ber Peitz benutzen sollte. In der zweiten H&auml;lfte des 17. Jh. ist eine erneute Benutzung der Stra&szlig;e &uuml;ber Fehrow durch den Fernverkehr bezeugt."
"527","170","deu","Obwohl m&ouml;glich bereits im Hochmittelalter Schifffahrt auf der Oker in Braunschweig stattfand, war sie im 14. Jh. wegen Stapelanspr&uuml;che L&uuml;neburgs zum Stillstand gekommen. 1459 wurde Schifffahrt auf der Oker und Aller zwischen Braunschweig und Celle offiziell erlaubt, ausgenommen Transporte von Salz, Eisen und Trockenfisch. Sie wurde zudem gef&ouml;rdert durch Bauarbeiten an Schleusen und im Flussbett in den n&auml;chsten Jahren. Die Schifffahrt auf dieser Strecke bl&uuml;hte einige Jahrzehnten, aber muss vor 1507 zum Stillstand gekommen sein, als festgestellt wurde, dass die Celler Zolleink&uuml;nfte von Braunschweiger Schiffen weggefallen waren."
"697","391","nld","De Maasbocht waaraan Heusden is gelegen werd in of kort na 1480 door Bosschenaren ten noorden van de stad doorgestoken om de afwatering van de rivier te verbeteren. De scheepvaart kon nu aan Heusden voorbij varen en liet de stad steeds meer links liggen."
"529","172","deu","Die Leine wurde sp&auml;testens 1381 als Schifffahrtsweg nach Hannover ge&ouml;ffnet, nach dem L&uuml;neburger Erbfolgekrieg und einer Fehde mit der Familie Mandelsloh, die viel Land am Fluss besa&szlig;. Vereinbarung mit M&uuml;hlen- und Fischwehrbesitzern garantierten die Vorbeifahrt der Wehre. Die Leineschifffahrt f&uuml;hrte zu Konflikten mit L&uuml;neburg und Celle wegen der Stapel- und Zollanspr&uuml;che. Ein Vertrag auf 10 Jahre aus 1507 regelte die Zollabgaben der Leineschifffahrt der Hannoveraner, aber er wurde nachher nicht erneuert und die Schifffahrt wurde eingestellt."
"531","174","nld","Deze weg werd Hooge Weg of Via Alta genoemd. Vanaf het begin van de vijftiende tot het einde van de zestiende eeuw vormde hij de markegrens tussen Hees en Heese Veld."
"533","176","deu","Das Ilmenauprivileg 1348 erlaubte der Stadt L&uuml;neburg, das Flussbett der Ilmenau stromaufw&auml;rts aufzur&auml;umen und den Fluss somit schiffbar zu machen. Er wurde haupts&auml;chlich als Transportweg f&uuml;r Brennholz f&uuml;r die L&uuml;neburger Saline benutzt. Laut einer Quelle aus 1393 hatten die Herz&ouml;ge von Braunschweig-L&uuml;neburg zu der Zeit die Ilmenau versperrt. Ab 1562 wurde auf die Strecke zwischen Medingen und Uelzen verzichtet."
"535","178","deu","Die Stadt Hamburg versuchte die freie Schifffahrt auf dem s&uuml;dlichen Elbarm ab dem sp&auml;ten 14. Jh. zu verhindern, zum Schutz ihres Stapels. Ab der Erwerbung der Moorburg 1375 war die Stadt in der Lage, Schiffe anzuhalten und zu zwingen nach Hamburg zu fahren, trotz eines Konflikts mit den Herz&ouml;gen von Braunschweig-L&uuml;neburg und den St&auml;dten Harburg, Stade und Buxtehude, und eines Urteils des Reichskammergerichts aus 1619, dass die Schifffahrt auf der S&uuml;derelbe frei sein sollte."
"537","180","deu","Einer Urkunde aus 1033 zufolge war die Ruhr bis zur Abtei Werden schiffbar. Obwohl Schifffahrt im Ruhrrecht 1542 nicht genannt wird, werden Ruhrk&auml;hne in der Hafenordnung aus Wesel 1681 erw&auml;hnt. Dies deutet darauf hin, dass zumindest der Unterlauf des Flusses durch die Jahrhunderte schiffbar geblieben ist."
"539","182","deu","1390 schlossen der L&uuml;becker Rat und der Herzog von Sachsen-Lauenburg einen Vertrag &uuml;ber das Graben eines Kanals zwischen M&ouml;lln und der Delvenau, die bei Lauenburg in die Elbe m&uuml;ndet. Bis 1398 wurde s&uuml;dlich von M&ouml;lln ein Kanal von etwa 11km gegraben, die Delvenau kanalisiert sowie mehrere Schleusen angelegt. Der resultierende sogenannte Stecknitzkanal wurde haupts&auml;chlich f&uuml;r Salztransporte zwischen L&uuml;neburg und L&uuml;beck benutzt."
"541","184","deu","Hamburg erlangte 1448 die Erlaubnis, einen Kanal zwischen der Alster in Stegen und der Beste/Trave in S&uuml;lfeld zu bauen und damit eine durchgehende Wasserstra&szlig;e nach L&uuml;beck zu erschaffen. Das Projekt wurde jedoch erst 1529 ausgef&uuml;hrt, und trotz vieler Schleusen gab es st&auml;ndig Probleme, gen&uuml;gend Wasser im Kanal zu halten. Die Schifffahrt auf dem Kanal wurde etwa 20 Jahre nach der Er&ouml;ffnung wieder eingestellt."
"543","186","deu","Die Benutzung der Landstra&szlig;en von Harburg und Winsen s&uuml;dw&auml;rts, L&uuml;neburg umgehend, war den L&uuml;neburger Stapelprivilegien aus 1392 gem&auml;&szlig; f&uuml;r den Warentransport untersagt sowie ab 1467 f&uuml;r die Viehtrift. Es war jedoch f&uuml;r die Stadt nicht immer m&ouml;glich, diesen Stra&szlig;enzwang auch durchzusetzen."
