"id","literatureid","nodesid","edgesid","pertainsto","pages","namesid"
"5728","710","541","\N","\N","12-13","\N"
"5700","582","4891","\N","\N","151, 187.","\N"
"5702","540","4891","\N","\N","322 - 327.","\N"
"5704","166","1406","\N","\N","119-120","\N"
"5706","4","8002","\N","\N","368","\N"
"5558","698","5092","\N","fairs","126","\N"
"5716","540","6563","\N","\N","397","\N"
"5720","710","7167","\N","\N","91","\N"
"5722","540","7441","\N","\N","453-455","\N"
"5724","710","8159","\N","\N","105-107","\N"
"5726","166","2912","\N","\N","212","\N"
"5730","652","4532","\N","\N","587f.","\N"
"5732","652","4525","\N","\N","588-589","\N"
"5736","166","6868","\N","\N","425-426","\N"
"5738","38","6868","\N","\N","551-552","\N"
"5740","166","3208","\N","\N","249-250","\N"
"5742","166","4845","\N","\N","351-352","\N"
"5744","166","728","\N","\N","82","\N"
"5748","712","302","\N","\N","\N","\N"
"5750","652","4988","\N","\N","609-610","\N"
"5752","38","5092","\N","\N","414","\N"
"5754","38","5165","\N","\N","426","\N"
"5756","38","5397","\N","\N","448-449","\N"
"5592","700","5460","\N","\N","319-385","\N"
"5630","652","3612","\N","\N","558-559","\N"
"5710","710","1031","\N","\N","20","\N"
"5712","710","6419","\N","\N","53","\N"
"5734","652","4683","\N","\N","590-591","\N"
"5718","710","6731","\N","\N","59-60","\N"
"5680","652","4222","\N","\N","573-574","\N"
"5552","696","5092","\N","fairs","39","\N"
"34891","4041","2045","\N","","111-112","\N"
"5758","38","5460","\N","\N","452","\N"
"5760","652","5579","\N","\N","628f.","\N"
"5762","652","5688","\N","\N","630f.","\N"
"5764","652","5724","\N","\N","635f.","\N"
"5766","652","6108","\N","\N","642-643","\N"
"5768","652","6200","\N","\N","646-647","\N"
"5770","652","6218","\N","\N","649","\N"
"5774","714","8014","\N","\N","42, 168","\N"
"5776","714","1782","\N","\N","42, 172-173","\N"
"5778","714","5489","\N","\N","43, 176-179, 196","\N"
"5780","714","10030","\N","\N","158, 218-219","\N"
"5782","716","10030","\N","\N","57","\N"
"5784","650","10035","\N","\N","\N","\N"
"5786","606","10035","\N","\N","\N","\N"
"5788","718","10035","\N","\N","\N","\N"
"5790","586","10036","\N","\N","29-31","\N"
"5792","720","10036","\N","\N","23","\N"
"5794","720","10039","\N","\N","20","\N"
"5962","652","1242","\N","\N","39-40","\N"
"5800","540","5165","\N","\N","341-345","\N"
"5802","722","5165","\N","fairs","\N","\N"
"5804","652","6541","\N","\N","653-655","\N"
"5806","682","9855","\N","\N","27","\N"
"5808","38","6712","\N","\N","539","\N"
"5810","652","6712","\N","\N","656-658.","\N"
"5812","38","9854","\N","\N","261","\N"
"5814","682","9854","\N","\N","100","\N"
"5816","652","6718","\N","\N","659-660","\N"
"5818","682","9859","\N","\N","69-70","\N"
"5820","652","6723","\N","\N","661-662","\N"
"5822","540","2014","\N","\N","125-127","\N"
"5824","38","6731","\N","\N","540","\N"
"5826","652","6799","\N","\N","664f.","\N"
"5828","38","9788","\N","\N","676","\N"
"5830","652","6860","\N","\N","667f.","\N"
"5832","652","6881","\N","\N","669-670","\N"
"5834","652","6885","\N","\N","672","\N"
"5836","724","1150","\N","\N","282","\N"
"5840","652","6934","\N","\N","674-675","\N"
"5842","652","2556","\N","\N","677","\N"
"5844","38","7049","\N","\N","572","\N"
"5846","652","7049","\N","\N","685f.","\N"
"5848","652","7051","\N","\N","687","\N"
"5850","724","3973","\N","\N","290.","\N"
"5852","38","7352","\N","\N","596","\N"
"5854","540","8272","\N","\N","487 - 490.","\N"
"5856","540","8752","\N","\N","519-523","\N"
"5858","540","10075","\N","\N","521","\N"
"5860","726","10075","\N","\N","58","\N"
"5862","38","7405","\N","\N","600","\N"
"5864","652","7405","\N","\N","692-696","\N"
"5866","652","7529","\N","\N","698f.","\N"
"5872","652","7601","\N","\N","701","\N"
"5874","652","7651","\N","\N","702-703","\N"
"5876","652","7760","\N","\N","709-713","\N"
"5882","728","8188","\N","\N","1074","\N"
"5884","728","4516","\N","\N","615","\N"
"5886","728","6727","\N","\N","868","\N"
"5888","732","1782","\N","\N","17, 24, 100","\N"
"5890","732","8014","\N","\N","17, 108","\N"
"5892","732","5489","\N","\N","15-18, 24, 72","\N"
"5894","734","1753","\N","\N","122-123","\N"
"6030","4","5970","\N","tolls","353","\N"
"5898","652","8181","\N","\N","718-720.","\N"
"5900","38","8272","\N","\N","667","\N"
"5902","652","8322","\N","\N","728-729","\N"
"5910","652","8513","\N","\N","736-738","\N"
"5912","730","1447","\N","\N","226","\N"
"5914","652","8600","\N","\N","740-742","\N"
"5916","38","8611","\N","\N","356","\N"
"5918","652","8690","\N","\N","745-746","\N"
"5922","730","2722","\N","\N","386","\N"
"5924","652","8763","\N","\N","753-754","\N"
"5928","652","8789","\N","\N","757-760","\N"
"5930","652","8830","\N","\N","760f.","\N"
"5938","730","442","\N","\N","70","\N"
"5942","730","2872","\N","\N","484","\N"
"5950","652","476","\N","\N","21-26","\N"
"5952","652","568","\N","\N","26","\N"
"5954","652","695","\N","\N","27-29","\N"
"5956","652","848","\N","\N","29-31","\N"
"5958","652","924","\N","\N","31","\N"
"5960","38","924","\N","\N","85","\N"
"5964","586","10107","\N","\N","324-327","\N"
"5966","652","1301","\N","\N","42-43","\N"
"5968","652","1487","\N","\N","46f.","\N"
"5972","736","2760","\N","tolls","234.","\N"
"5974","652","1570","\N","\N","47-61","\N"
"5976","652","1995","\N","\N","75f.","\N"
"5978","652","2002","\N","\N","76-80","\N"
"5980","738","3411","\N","fairs","20-21","\N"
"5982","652","2146","\N","\N","84f.","\N"
"5984","738","3411","\N","\N","\N","\N"
"5986","652","2350","\N","\N","90f.","\N"
"5988","652","2430","\N","\N","91-92","\N"
"5990","740","4810","\N","\N","107","\N"
"5992","652","2602","\N","\N","95-97","\N"
"5994","38","2826","\N","\N","244","\N"
"5996","652","2826","\N","\N","102-103","\N"
"5998","38","2900","\N","\N","249f.","\N"
"6000","652","2900","\N","\N","103","\N"
"6002","38","3515","\N","\N","301","\N"
"6004","652","3515","\N","\N","109-111","\N"
"6006","38","3914","\N","\N","323","\N"
"6008","652","3914","\N","\N","115f.","\N"
"6010","652","4282","\N","\N","118f.","\N"
"6012","652","4339","\N","\N","129-130","\N"
"5796","582","10040","\N","\N","183","\N"
"36895","4032","\N","495","edge","vol. I, 296","\N"
"5838","724","10069","\N","\N","283","\N"
"5970","540","10109","\N","\N","42","\N"
"6032","744","11149","\N","tolls","474","\N"
"6034","746","11149","\N","tolls","189","\N"
"6036","38","4424","\N","\N","362","\N"
"6038","652","4424","\N","\N","134","\N"
"6040","748","11149","\N","tolls","22 and ref. 57","\N"
"6042","652","4523","\N","\N","136f.","\N"
"6044","38","4523","\N","\N","369","\N"
"6046","652","4753","\N","\N","143f.","\N"
"6048","38","4753","\N","\N","388","\N"
"6052","730","1236","\N","\N","178-179","\N"
"6056","652","4779","\N","\N","148f.","\N"
"6058","38","4779","\N","\N","390","\N"
"6060","652","4827","\N","\N","149-150","\N"
"6062","38","4827","\N","\N","394","\N"
"6066","652","4853","\N","\N","150-153","\N"
"6068","38","4853","\N","\N","397","\N"
"6078","728","8621","\N","\N","1153","\N"
"6080","730","3165","\N","\N","471","\N"
"6082","750","10123","\N","\N","22.","\N"
"6084","750","10122","\N","\N","22.","\N"
"6086","750","10124","\N","\N","22.","\N"
"6088","750","10125","\N","\N","22.","\N"
"6090","750","9260","\N","\N","23.","\N"
"6092","750","10082","\N","\N","24.","\N"
"6094","750","10081","\N","\N","24","\N"
"6096","750","9342","\N","\N","24.","\N"
"6098","750","10079","\N","\N","23.","\N"
"6100","750","10136","\N","\N","23.","\N"
"6272","652","5582","\N","\N","171-172","\N"
"6104","746","10133","\N","tolls","189","\N"
"6106","752","10133","\N","tolls","49","\N"
"6108","718","10144","\N","\N","\N","\N"
"6110","650","10144","\N","\N","\N","\N"
"6112","606","10144","\N","\N","\N","\N"
"6114","718","10142","\N","\N","\N","\N"
"6116","606","10142","\N","\N","\N","\N"
"6118","650","10142","\N","\N","\N","\N"
"6120","718","10180","\N","\N","\N","\N"
"6122","606","10180","\N","\N","\N","\N"
"6124","650","10180","\N","\N","\N","\N"
"6126","650","10181","\N","\N","\N","\N"
"6128","718","10181","\N","\N","\N","\N"
"6130","606","10181","\N","\N","\N","\N"
"36896","4009","\N","496","edge","58","\N"
"6134","586","6661","\N","\N","369-377","\N"
"6136","758","5312","\N","\N","134.","\N"
"6138","636","10133","\N","tolls","              description of inv. no 809","\N"
"6144","760","10075","\N","\N","173","\N"
"6174","764","1737","\N","fairs","46","\N"
"6148","728","7973","\N","\N","1023-1036","\N"
"6150","728","4550","\N","\N","619-627","\N"
"6160","730","1323","\N","\N","195-200","\N"
"6164","728","8079","\N","\N","1049-1051","\N"
"6166","762","2014","\N","\N","99","\N"
"6170","700","6661","\N","tolls","468-469","\N"
"6172","652","5127","\N","\N","157f.","\N"
"6180","652","5470","\N","\N","166-167","\N"
"6182","38","5470","\N","\N","455","\N"
"6188","652","5533","\N","\N","169f.","\N"
"6190","766","5531","\N","\N","20.","\N"
"6198","768","10210","\N","\N","93.","\N"
"6200","768","6599","\N","\N","\N","\N"
"6202","768","2375","\N","\N","102","\N"
"6222","770","3442","\N","\N","278","\N"
"6224","772","973","\N","tolls","III:431","\N"
"6226","774","973","\N","tolls","\N","\N"
"6168","762","10205","\N","\N","99-100","\N"
"6232","770","10223","\N","\N","284.","\N"
"6234","770","1996","\N","\N","289","\N"
"6236","770","3305","\N","\N","291.","\N"
"6238","770","238","\N","\N","292.","\N"
"6240","606","10233","\N","\N","\N","\N"
"6242","650","10233","\N","\N","179","\N"
"6244","776","10233","\N","\N","\N","\N"
"6252","766","5312","\N","tolls","23.","\N"
"6254","778","5312","\N","tolls","419.","\N"
"6260","780","10246","\N","\N","33.","\N"
"6274","38","5582","\N","\N","464","\N"
"6280","652","5692","\N","\N","176f.","\N"
"6282","38","5692","\N","\N","472","\N"
"6284","652","5745","\N","\N","178f.","\N"
"6294","652","5867","\N","\N","180f.","\N"
"6296","38","5867","\N","\N","481","\N"
"6298","652","5877","\N","\N","181f.","\N"
"6300","38","5877","\N","\N","482","\N"
"6302","652","5949","\N","\N","182-183","\N"
"6304","38","5949","\N","\N","487","\N"
"6306","428","9879","\N","\N","349","\N"
"6308","784","9687","\N","\N","31-32","\N"
"6310","428","2747","\N","\N","348-349","\N"
"6312","428","10270","\N","\N","349","\N"
"6314","786","2747","\N","\N","16, 28","\N"
"6318","786","10269","\N","\N","27-28","\N"
"6320","428","10269","\N","\N","348-349","\N"
"6322","786","10270","\N","\N","27","\N"
"6324","786","9879","\N","\N","27","\N"
"6328","786","10274","\N","\N","29, 32-33","\N"
"6330","786","10273","\N","\N","29, 32-33","\N"
"6332","428","10273","\N","\N","348","\N"
"6334","786","10275","\N","\N","31","\N"
"6336","786","10276","\N","\N","31","\N"
"6338","786","10277","\N","\N","31-32","\N"
"6342","786","10278","\N","\N","32","\N"
"6344","788","10107","\N","\N","6.","\N"
"6346","4","9647","\N","\N","127-128","\N"
"6348","4","5800","\N","\N","137","\N"
"6350","632","5704","\N","tolls","95","\N"
"6352","634","2177","\N","fairs","182","\N"
"6354","634","3273","\N","tolls","282","\N"
"34893","942","\N","\N","names","Glanerbrug (Enschede, O)","22806"
"6230","770","10224","\N","\N","286-287","\N"
"6356","632","4860","\N","fairs","40","\N"
"6358","244","4860","\N","fairs","245","\N"
"6360","632","6188","\N","tolls","138","\N"
"6368","652","5972","\N","\N","186-189","\N"
"6370","38","5972","\N","\N","488","\N"
"6380","586","10302","\N","\N","131-134","\N"
"6382","586","10304","\N","\N","428","\N"
"6384","652","6215","\N","\N","194f.","\N"
"6386","38","6215","\N","\N","497","\N"
"6390","586","10303","\N","\N","428-430","\N"
"6392","652","6331","\N","\N","196f.","\N"
"6394","38","6331","\N","\N","507","\N"
"6404","652","6544","\N","\N","202","\N"
"6406","38","6544","\N","\N","526","\N"
"6410","652","6787","\N","\N","203-204","\N"
"6414","790","922","\N","tolls","229","\N"
"6416","634","922","\N","tolls","221","\N"
"6426","550","1418","\N","\N","470","\N"
"6428","74","9806","\N","\N","108-109","\N"
"36897","4219","\N","496","edge","191–192","\N"
"6432","728","9784","\N","tolls","691","\N"
"6434","792","922","\N","tolls","29-32, 54-55, 60","\N"
"6436","4","10282","\N","\N","141, 144","\N"
"6438","4","7425","\N","\N","151","\N"
"6440","4","1677","\N","\N","148","\N"
"6442","4","4156","\N","\N","152","\N"
"6444","794","5306","\N","\N","44","\N"
"34894","942","\N","\N","names","Glanerbrug (Enschede, O)","22807"
"6448","794","5239","\N","\N","53.","\N"
"6454","4","9705","\N","\N","160-161","\N"
"6456","796","8274","\N","tolls","47.","\N"
"6458","796","1672","\N","tolls","42","\N"
"6460","4","7942","\N","\N","161","\N"
"6462","4","10323","\N","\N","161","\N"
"6464","796","6676","\N","tolls","48.","\N"
"6466","4","10324","\N","\N","165","\N"
"6468","4","10327","\N","\N","166","\N"
"6470","4","10328","\N","\N","166","\N"
"6472","798","8853","\N","\N","1, 7","\N"
"6474","800","8853","\N","\N","87, 91","\N"
"6476","28","8853","\N","fairs","654-657, 661-666","\N"
"6478","802","8853","\N","\N","14","\N"
"6480","802","8853","\N","tolls","11","\N"
"6482","804","8853","\N","\N","16-17","\N"
"6486","808","8853","\N","\N","59-62","\N"
"6490","806","10331","\N","tolls","\N","\N"
"6492","810","10331","\N","tolls","46","\N"
"6494","812","10331","\N","tolls","\N","\N"
"6504","586","623","\N","\N","48-49","\N"
"6512","4","5971","\N","tolls","223","\N"
"6514","4","10351","\N","tolls","223.","\N"
"6546","586","3287","\N","\N","208-210","\N"
"6548","540","6861","\N","\N","414-415","\N"
"6550","4","7281","\N","tolls","224.","\N"
"6564","4","10398","\N","\N","523","\N"
"6566","652","7480","\N","\N","217","\N"
"6572","652","7626","\N","\N","218f.","\N"
"6576","652","8271","\N","\N","229f.","\N"
"6578","784","561","\N","\N","61-62","\N"
"6580","652","8594","\N","\N","234f.","\N"
"6588","652","8655","\N","\N","236f.","\N"
"6590","652","8807","\N","\N","238-241","\N"
"6592","38","8807","\N","\N","702","\N"
"6594","652","8816","\N","\N","241-242","\N"
"6598","652","8835","\N","\N","242f.","\N"
"6600","652","8860","\N","\N","243-244","\N"
"6602","38","8860","\N","\N","706","\N"
"6606","652","8862","\N","\N","244-249","\N"
"6608","38","8862","\N","\N","707","\N"
"6612","4","640","\N","tolls","558","\N"
"6634","64","2814","\N","\N","186","\N"
"6642","64","4444","\N","\N","252-253","\N"
"6646","68","10425","\N","\N","146","\N"
"6648","322","10425","\N","\N","31, 82-83","\N"
"6650","322","8831","\N","\N","66","\N"
"6654","68","10421","\N","\N","11","\N"
"6656","322","10421","\N","\N","55","\N"
"6658","60","10424","\N","\N","217-218","\N"
"6660","322","10424","\N","\N","54","\N"
"6662","306","10433","\N","tolls","348-350","\N"
"6664","410","10433","\N","tolls","10-11, 95-96","\N"
"6666","784","10433","\N","tolls","142, 287, 538","\N"
"6668","784","10433","\N","\N","142, 287, 538","\N"
"6670","784","8823","\N","tolls","538","\N"
"6672","784","3195","\N","\N","538","\N"
"6674","784","10435","\N","\N","142","\N"
"6676","814","4202","\N","\N","\N","\N"
"6678","38","6829","\N","\N","548","\N"
"6680","60","10441","\N","\N","161","\N"
"6682","38","10441","\N","\N","221","\N"
"6684","38","6707","\N","\N","538","\N"
"6686","38","2953","\N","\N","538","\N"
"6688","76","10459","\N","\N","28","\N"
"6690","816","8763","\N","fairs","193, 315f.","\N"
"6692","816","10398","\N","\N","194","\N"
"6694","816","10460","\N","\N","194.","\N"
"6698","816","9714","\N","\N","194","\N"
"6700","816","10462","\N","\N","310","\N"
"6704","760","4337","\N","fairs","178","\N"
"6706","540","10468","\N","\N","443","\N"
"6708","818","10468","\N","\N","378-379","\N"
"6710","540","710","\N","\N","46-47","\N"
"6712","818","10425","\N","\N","360","\N"
"6716","820","2501","\N","\N","133","\N"
"6718","820","2000","\N","\N","111","\N"
"6720","820","3720","\N","\N","194","\N"
"6396","652","6416","\N","\N","197-198","\N"
"6398","38","6416","\N","\N","517-518","\N"
"6452","794","6781","\N","\N","52-53","\N"
"6722","820","8351","\N","\N","380","\N"
"6724","820","6892","\N","\N","303-304","\N"
"6726","820","10328","\N","\N","57","\N"
"6728","820","7781","\N","\N","350-351","\N"
"6730","822","10477","\N","\N","\N","\N"
"6734","824","10478","\N","\N","consulted 21-2-2020","\N"
"6736","826","927","\N","\N","82, 88, 104-106","\N"
"6738","826","9647","\N","\N","82-83, 88-89","\N"
"6740","4","6892","\N","\N","169","\N"
"6742","826","7478","\N","\N","85, 88-89, 102, 107","\N"
"6744","826","5800","\N","\N","102","\N"
"6746","826","6892","\N","\N","103","\N"
"6748","826","8351","\N","\N","106-107","\N"
"6750","826","2000","\N","\N","83-84","\N"
"6752","826","6931","\N","\N","102, 110-111","\N"
"6754","826","10487","\N","\N","82, 102, 111","\N"
"6756","826","4046","\N","\N","111-112","\N"
"6758","826","7800","\N","\N","82, 102","\N"
"6760","826","10488","\N","\N","82","\N"
"6762","820","4604","\N","\N","24, 322-324","\N"
"6764","786","7370","\N","\N","59, 60, 65","\N"
"6766","786","10494","\N","\N","60","\N"
"6768","786","7534","\N","\N","60","\N"
"6770","786","10495","\N","\N","60","\N"
"6772","786","10496","\N","\N","60","\N"
"6774","786","2046","\N","\N","60, 65","\N"
"6776","786","5200","\N","\N","63","\N"
"6778","814","5286","\N","\N","\N","\N"
"6782","400","5286","\N","\N","1083-1087","\N"
"6784","4","2046","\N","\N","140","\N"
"6786","4","10497","\N","\N","140","\N"
"6788","4","10498","\N","\N","138","\N"
"6790","4","10499","\N","\N","163-164","\N"
"6792","814","4652","\N","\N","\N","\N"
"6794","400","4652","\N","\N","938-947","\N"
"6796","814","4823","\N","\N","\N","\N"
"6798","400","4823","\N","\N","1044-1050","\N"
"6800","814","1667","\N","\N","\N","\N"
"6802","400","1667","\N","\N","351-360","\N"
"6804","814","5628","\N","\N","\N","\N"
"6806","400","5628","\N","\N","1136-1140","\N"
"6812","400","1140","\N","\N","272-277","\N"
"6814","814","1140","\N","\N","\N","\N"
"6826","400","5727","\N","\N","1231-1237","\N"
"6828","814","5727","\N","\N","\N","\N"
"6830","814","8447","\N","\N","\N","\N"
"6832","400","8447","\N","\N","1535-1546","\N"
"6844","814","8166","\N","\N","\N","\N"
"6846","400","8166","\N","\N","1487-1493","\N"
"6864","814","8151","\N","\N","\N","\N"
"6872","814","3410","\N","\N","\N","\N"
"6874","400","3410","\N","\N","864-867","\N"
"6884","400","7680","\N","\N","1411-1414","\N"
"6886","814","7680","\N","\N","\N","\N"
"6890","400","8670","\N","\N","344-346","\N"
"6900","846","10072","\N","\N","19","\N"
"6906","846","10532","\N","fairs","23","\N"
"6988","852","4781","\N","tolls","119-120, 650-652, 917","\N"
"6928","586","10538","\N","\N","401f.","\N"
"6948","540","10543","\N","\N","345-347","\N"
"6952","814","8434","\N","\N","\N","\N"
"6954","400","8434","\N","\N","1529-1535","\N"
"6956","814","2008","\N","\N","\N","\N"
"6958","400","2008","\N","\N","423-430","\N"
"6960","814","6987","\N","\N","\N","\N"
"6962","400","6987","\N","\N","1360-1362","\N"
"6964","814","598","\N","\N","\N","\N"
"6972","814","3286","\N","\N","\N","\N"
"6974","400","3286","\N","\N","835-849","\N"
"6976","852","1996","\N","tolls","841","\N"
"6978","814","4213","\N","\N","\N","\N"
"6980","400","4213","\N","\N","901-908","\N"
"6982","814","2105","\N","\N","\N","\N"
"6984","400","2105","\N","\N","461-463","\N"
"6990","400","8605","\N","\N","1555-1581","\N"
"6992","814","8605","\N","\N","\N","\N"
"6994","852","1257","\N","fairs","807-808","\N"
"6996","814","8402","\N","\N","\N","\N"
"6998","400","8402","\N","\N","1512-1518","\N"
"7000","814","1048","\N","\N","\N","\N"
"7002","400","1048","\N","\N","259-264","\N"
"7004","852","6676","\N","tolls","121f.; 970-972.","\N"
"7006","814","8235","\N","\N","\N","\N"
"7008","400","8235","\N","\N","1495-1497","\N"
"7010","814","8773","\N","\N","\N","\N"
"7012","400","8773","\N","\N","1593-1600","\N"
"7014","814","4881","\N","\N","\N","\N"
"7016","400","598","\N","\N","72-79","\N"
"7034","344","7743","\N","\N","600","\N"
"7036","344","6695","\N","\N","528","\N"
"7038","344","5911","\N","\N","450","\N"
"7040","344","7263","\N","\N","559","\N"
"7042","344","3865","\N","\N","239","\N"
"7044","344","5047","\N","\N","358","\N"
"7046","344","2603","\N","\N","358","\N"
"7048","344","4131","\N","\N","267","\N"
"7050","344","8325","\N","\N","665","\N"
"7052","344","3571","\N","\N","193","\N"
"7054","344","4298","\N","\N","294","\N"
"7056","344","5613","\N","\N","404","\N"
"7058","854","2765","\N","fairs","330","\N"
"7060","344","3504","\N","\N","171","\N"
"6904","846","1172","\N","tolls","19","\N"
"6912","850","186","\N","fairs","233","\N"
"6950","852","1257","\N","tolls","109-110, 119-120, 190-197, 518-522, 631-633, 807-808","\N"
"6908","586","10532","\N","\N","66-67","\N"
"34895","942","\N","\N","names","Glanerbrug (Enschede, O)","30169"
"6970","852","7529","\N","tolls","981-982","\N"
"6968","852","10303","\N","tolls","115-116, 212-214, 983","\N"
"7068","344","7270","\N","\N","555","\N"
"7070","344","5889","\N","\N","444-446","\N"
"7072","854","5165","\N","fairs","339","\N"
"7074","38","6954","\N","\N","558-559","\N"
"7076","344","4296","\N","\N","293","\N"
"7078","344","8050","\N","\N","630","\N"
"7080","38","8166","\N","\N","655-656","\N"
"7082","344","5835","\N","\N","430","\N"
"36898","3315","\N","496","edge","506.","\N"
"7088","344","2801","\N","\N","101f.","\N"
"7090","852","10547","\N","tolls","124-125, 229-236, 993","\N"
"7092","814","2888","\N","\N","\N","\N"
"7094","400","2888","\N","\N","1593-1600","\N"
"7096","344","4543","\N","\N","316","\N"
"7098","344","3633","\N","\N","220","\N"
"7100","344","7072","\N","\N","544","\N"
"7102","344","4885","\N","\N","350","\N"
"7110","852","10560","\N","tolls","119, 178","\N"
"7106","344","7233","\N","\N","555","\N"
"7112","586","10559","\N","\N","279-280","\N"
"7114","586","10563","\N","\N","1.","\N"
"7116","720","10566","\N","\N","317.","\N"
"7130","854","4337","\N","fairs","339","\N"
"7132","784","9688","\N","\N","130","\N"
"7136","436","10568","\N","\N","130-131","\N"
"7140","436","5141","\N","\N","130-131","\N"
"7150","586","4850","\N","\N","269-277","\N"
"7154","586","4781","\N","\N","268.","\N"
"7156","634","10568","\N","\N","243","\N"
"7170","856","4850","\N","fairs","\N","\N"
"7174","632","10577","\N","\N","209","\N"
"7178","164","4365","\N","\N","82","\N"
"7180","164","10573","\N","\N","25","\N"
"7182","164","3237","\N","\N","67","\N"
"7186","164","10312","\N","\N","103","\N"
"7190","64","116","\N","\N","28","\N"
"7192","64","3336","\N","\N","220, 383-384.","\N"
"7196","470","10578","\N","\N","18","\N"
"7208","720","10585","\N","\N","215","\N"
"7210","344","1764","\N","\N","62","\N"
"7212","344","6417","\N","\N","502","\N"
"7214","344","5802","\N","\N","417","\N"
"7218","344","8216","\N","\N","654","\N"
"7220","344","4138","\N","\N","268","\N"
"7222","858","7425","\N","\N","494-495","\N"
"7224","860","1677","\N","\N","354-355","\N"
"7226","860","4156","\N","\N","312-313","\N"
"7228","858","5173","\N","\N","174","\N"
"7230","860","10283","\N","\N","532-533","\N"
"7232","860","2799","\N","\N","455","\N"
"7234","344","3611","\N","\N","210","\N"
"7236","344","6611","\N","\N","517","\N"
"7238","344","4209","\N","\N","286","\N"
"7246","862","1253","\N","\N","43","\N"
"7248","862","1870","\N","\N","64-67","\N"
"7250","862","1870","\N","fairs","67","\N"
"7252","344","3433","\N","\N","151","\N"
"7254","344","6740","\N","\N","137","\N"
"7256","344","2812","\N","\N","104","\N"
"7258","344","2723","\N","\N","94","\N"
"7262","344","6387","\N","\N","498-500","\N"
"7266","866","1852","\N","\N","136","\N"
"7268","866","9406","\N","\N","48n226","\N"
"7270","866","8315","\N","\N","135","\N"
"7272","866","4081","\N","\N","136","\N"
"7274","866","1342","\N","\N","135","\N"
"7276","866","7007","\N","\N","138","\N"
"7278","866","444","\N","\N","134","\N"
"7280","866","6982","\N","\N","135","\N"
"7282","38","7007","\N","\N","567","\N"
"7284","38","8315","\N","\N","670","\N"
"7108","852","10559","\N","tolls","119, 631-632","\N"
"7288","866","1989","\N","\N","143, 297-298, 375","\N"
"7290","866","2128","\N","\N","140-141","\N"
"7292","866","6083","\N","\N","375","\N"
"7294","866","4667","\N","\N","375","\N"
"7296","866","6913","\N","\N","138","\N"
"7302","786","9409","\N","\N","32","\N"
"7304","866","9409","\N","\N","48n227","\N"
"7306","720","10612","\N","\N","45.","\N"
"7308","586","10612","\N","\N","60","\N"
"7310","866","2659","\N","\N","21n57","\N"
"7312","866","4278","\N","\N","136","\N"
"7314","38","4278","\N","\N","352","\N"
"7316","866","1069","\N","\N","138","\N"
"7320","866","4247","\N","\N","375","\N"
"7322","866","607","\N","\N","138","\N"
"7324","866","6768","\N","\N","375","\N"
"7326","866","7105","\N","\N","138","\N"
"7328","866","6522","\N","\N","375","\N"
"7330","866","3211","\N","\N","138","\N"
"7332","866","8602","\N","\N","135","\N"
"7334","866","967","\N","\N","137","\N"
"7336","866","161","\N","\N","179-180","\N"
"7338","866","873","\N","\N","134","\N"
"7340","866","3989","\N","\N","375","\N"
"7342","866","4121","\N","\N","141","\N"
"7344","866","5493","\N","\N","375","\N"
"7346","866","6454","\N","\N","375","\N"
"7348","866","5820","\N","\N","375","\N"
"7350","866","9879","\N","\N","51","\N"
"7352","866","10614","\N","\N","51n252","\N"
"7354","428","10614","\N","\N","349","\N"
"7356","786","10614","\N","\N","27","\N"
"7358","866","4261","\N","\N","375","\N"
"7360","866","4455","\N","\N","375","\N"
"7204","852","3048","\N","tolls","210, 880-881","\N"
"7200","852","10582","\N","tolls","201n351, 209-210","\N"
"7300","852","10612","\N","tolls","238-244, 794","\N"
"7298","852","8491","\N","tolls","239, 242","\N"
"7244","852","5523","\N","tolls","211-212, 935-937","\N"
"34892","942","\N","\N","names","Glanerbrug (Enschede, O)","30168"
"7362","866","6724","\N","\N","375","\N"
"7364","866","6930","\N","\N","137, 307-308","\N"
"7366","866","4189","\N","\N","375","\N"
"7368","38","6724","\N","\N","540","\N"
"7370","38","5493","\N","\N","540","\N"
"7372","866","3585","\N","\N","135","\N"
"7374","866","723","\N","\N","135","\N"
"7376","866","4092","\N","\N","375","\N"
"7378","866","3476","\N","\N","135","\N"
"7380","866","2592","\N","\N","177, 374","\N"
"7382","866","3149","\N","\N","138","\N"
"7384","38","2592","\N","\N","58-59","\N"
"7386","866","504","\N","\N","135","\N"
"7388","866","4770","\N","\N","143, 375","\N"
"7390","866","118","\N","\N","137","\N"
"7392","866","6906","\N","\N","375","\N"
"7394","866","6697","\N","\N","375","\N"
"7396","866","3695","\N","\N","375","\N"
"7398","866","3757","\N","\N","120, 375","\N"
"7404","866","6735","\N","\N","57n7","\N"
"7406","866","6277","\N","\N","136","\N"
"7408","866","1730","\N","\N","136","\N"
"7410","38","6277","\N","\N","502","\N"
"7412","866","6011","\N","\N","375","\N"
"7414","866","2558","\N","\N","119-120, 375","\N"
"7416","866","2501","\N","\N","374","\N"
"7418","866","2780","\N","\N","137","\N"
"34896","4041","\N","\N","names","136","30170"
"7572","3627","10633","\N","\N","692","\N"
"7424","852","1672","\N","tolls","252-253, 824-826","\N"
"7426","852","10615","\N","tolls","255 - 258; 986","\N"
"7428","852","10616","\N","tolls","259","\N"
"7430","720","10616","\N","\N","163","\N"
"7638","852","1784","\N","tolls","283, 1003-1004","\N"
"7440","4","10624","\N","\N","126, 161","\N"
