"id","parentid","name","latitude","longitude","links","zoomlevel","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Fair","Fair_From","Fair_To","Gregorian_Calendar","Fair_Description","Is_Toll","Toll_From","Toll_To","Toll_Primary_Owner","Toll_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description","ready"
"340",null,"Atzendorf","51.919691","11.597482","gn:2954874;wd:Q322604;viaf:51147121647026391020;loc:n2016039455","10","y","946",null,"Mention in a gift certificate by Otto I. to the monastary of St. Mauritius in Magdeburg (MGH DD O I, nr. 74, S. 153f.).",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"20199","4798",null,"52.003473","12.781026",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"342",null,"Audru","58.414347","24.362105","gn:592351;wd:Q2989844;viaf:6534151898631924190000","10","y","1449",null,"Manor in episcopal possession.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"343",null,"Audigast","51.172717","12.287561","gn:2954703;wd:Q758826;viaf:299825748","12","y","1330",null,"First mentioned as manor in 1330.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"344",null,"Auerbach in der Oberpfalz","49.692631","11.63025","gn:2954603;wd:Q523956;gn:6558945;gnd:4003491-4;viaf:154837290;gov:AUEALZJN59TQ;bnf:15168883x;loc:n85149029","10",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"347",null,"Augustów","53.84414","22.980045","gn:776597;wd:Q464763;gn:7531271;gnd:4305341-5","9",null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1569",null,null,"A toll station was established in August&oacute;w in 1569.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"349",null,"Aulhausen","52.250915","8.915895","gn:2954059","12","y","1159",null,"First mentioned in 1159.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"350",null,"Auma","50.699549","11.900843","gn:2954048;wd:Q62170;gnd:4086129-6","9","y","1248",null,"An Albert of Auma is first mentioned in 1248, but the castle itself only in 1328.","y","1331",null,"The small town (&#039;St&auml;dtchen&#039;) at the castle is first mentioned in 1331, and might have acquired town privileges at the end of the 13th century. The settlement was fortified around 1360. In 1378 it was referred to as civitas. A council charter is attested in the second half of the 15th century. The town had local significance only, its economy was primarily based on agriculture.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"351",null,"Aurich","53.469328","7.482427","gn:2954006;wd:Q31888097","9","y","1150",null,"Around 1150, the parish church of St Lambert was built, around which a market settlement developed. The settlement was first mentioned around 1250 in Frisian judicial sources.","y","1539",null,"Sometimes mentioned as town from 1491 onwards. The first town rights were granted in 1539 by Count Enno II of East Frisia.","y",null,null,null,"The cattle and horse fairs in Aurich were important for merchants from the Netherlands and Westfalia in the 15th and 16th century. No less than 7 fairs are mentioned in the 16th century, although only the most important one is kwown with a date, the so-called &quot;silent&quot; market on Laetare.","y","1427",null,"Graf von Ostfriesland","Toll on cattle, from which merchants from Groningen were temporarily exempted in 1427. The toll fee was raised from 1 to 5 Krumstert for each piece of cattle for foreign traders in 1548. In 1602, the count of Oldenburg complained about an increase in the toll fees at the Imperial Chamber Court. A document from 1641 attests that this toll was no longer levied for persons from Oldenburg at the time.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"353",null,"Ausselerhof","51.43977","7.969703",null,"12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"354",null,"Borkenwirthe","51.884706","6.820704","wd:Q23854151;viaf:244268827","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"387",null,"Bahrenfeld","53.564728","9.901406","gn:2953235;wd:Q1608;gnd:4630033-8;viaf:123967936;tgn:7211665;loc:n81095647","12","y","1256",null,"First mentioned in 1256.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"388",null,"Bogrinovo","54.381368","29.869883","gn:8330723","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"391",null,"Bayeva","54.4886","31.1074","gn:630354;wd:Q6466447","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"392",null,"Bąkowiec","51.501656","21.707087","gn:776469;wd:Q2468746;wd:Q2468746","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"393",null,"Bałdowo","54.058877","18.799828","gn:3103906;wd:Q3404691","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"355",null,"Ústí nad Labem","50.659781","14.039712","gn:3063548;wd:Q156974;wd:Q156974;gnd:4086139-9;gn:3063547;viaf:155917284;bnf:135455047;loc:n78023744","8",null,null,null,null,null,null,null,null,null,null,null,null,null,"y","993",null,null,"A toll in &Uacute;st&iacute; nad Labem is first mentioned in 993; it probably was a toll on the Elbe river. According to a report of skippers from Pirna from 1577, the grain toll tariffs in &Uacute;st&iacute; nad Labem had tripled in eight years time.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"348",null,"Augzin","53.5658","11.97098","gn:2954124;wd:Q19259834","11","y","1296",null,"First mentioned in 1296.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"359",null,"Baak","52.079291","6.225157","gn:2953815;wd:Q797464;gn:2759581;gnd:7790260-9;viaf:208680571","12","y","1190",null,"Earliest mention in 1190.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"13254",null,null,"51.18785","8.469343",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"360",null,"Baarle ","51.442819","4.930958","gn:2759554;wd:Q33423033;loc:n85117291;viaf:159510487","10","y","1237",null,"Earliest mention of Baarle in 1237. After parts of the village were given to the lord of Breda by the duke of Brabant, the village was divided into two administrative units: Baarle &quot;onder den Hertog&quot; for the Brabant parts, and Baarle &quot;onder Nassau&quot; for the Breda parts. This division became a national border in the Treaty of Westfalia (1648) and exists until today.",null,null,null,null,null,null,null,null,null,"y","1436",null,null,"The Hanseatic settlement (&#039;Kontor&#039;) in Bruges complained about a raise of the toll tariff in Baarle in 1468.A memorandum from 1436 makes mention of a tollpost of the toll from Breda being in Baarle.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"361",null,"Baarlo","51.331131","6.09635","gn:2759549;wd:Q2701692","11","y","1219",null,"Earliest mention in 1219.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"362",null,"Baarn","52.212042","5.292715","gn:2759544;wd:Q33423050;loc:n78095514;viaf:140702847","10","y","1000",null,"Baarn developed as a settlement in the eleventh century. Its first mentions in historical sources dates from 1308.","y","1308",null,"Baarn exists as a settlement since the 11th century. Town privileges granted between 21 October 1346 and 14 February 1390, by John (&#039;Jan&#039;) of Arkel.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"363",null,"Baasrode","51.038464","4.165543","gn:2802812;wd:Q787775","12","y","812",null,"Earliest mention in 821, in copy dating from circa 1300.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"364",null,"Bäbelitz","54.016902","12.69702","gn:2953776","12","y","1236",null,"The village is first mentioned in 1236.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"365",null,"Baben","52.697651","11.89178","gn:2953774;wd:Q140123;gov:object_1075444","12","y","1281",null,"First secure mention in 1281; possibly in 1215 within a name, even though it cannot be proven that the person actually came from Baben.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"368",null,"Babimost","52.162103","15.826857","gn:3104002;wd:Q797713;gnd:7613464-7;viaf:144318086;loc:n85249352;tgn:1048902","10","y","1000",null,"One of the oldest settlements and parishes in the area, developed close to a castle that already existed in 1000. The village passed into the possession of the monastery Obra in 1257.","y","1397",null,"Mentioned as oppidum in 1329. King Wladislaw II granted the Magdeburg town law before 1397, Sigismund I granted more privileges in 1539.",null,null,null,null,null,"y","1524",null,null,"Royal Polish toll station in 1524.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"370",null,"Baboszewo","52.680548","20.255095","gn:776553;wd:Q1894607","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"372",null,"Bacharach","50.059827","7.768064","gn:2953702;wd:Q31896245","10",null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1225",null,null,"(1) From 1225/26 the Count Palatine levied a river toll on the Rhine. Only short interruptions of customs operations are to be assumed, f.e. 1269 to 1272 and 1317 to 1320. In 1360/80, the river toll was united with the &quot;Ruderzoll&quot; that was levied by the Archbishop of Cologne.The annual yield amounted to 7000 pound Heller in 1316/17. For exact tariffs see the source listed below.(2) Together with the river toll, an escort fee was levied by the Count Palatine.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"373",null,"Buchwitz","52.82619","11.218734","gn:2942170;wd:Q63478951;wd:Q63478951;gov:object_1070284;gnd:1149294191;viaf:411151433022256420006","11","y","1344",null,"First mention in 1344.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"374",null,"Baccum","52.512805","7.401575","gn:2953746;wd:Q798032;viaf:234847164","11","y","1000",null,"First mentioned around 1000",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"375",null,"Badbergen","52.633298","7.979802","gn:2953550;wd:Q31898433","11","y","1175",null,"First mentioned in 1175. In 1249, the settlement is called &#039;villa&#039;.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"376",null,"Baddeckenstedt","52.083432","10.231535","gn:2953531;wd:Q31898452;viaf:133840339","11","y","1109",null,"The main farm of the castle Wohldenberg was located in Baddeckenstedt.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"377",null,"Badeborn","51.765094","11.243842","gn:2953518;wd:Q798861;viaf:237974151","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"378",null,"Baden","52.998298","9.081129","gn:2953505;wd:Q165614;gnd:4086220-3;viaf:148039964;loc:no94017254","11","y","1012",null,"First mentioned in 1012.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"379",null,"Badenhausen","51.768049","10.206524","gn:2953493;wd:Q545814;viaf:130822612;gnd:2005619-9","12","y","968",null,"First mentioned in 968.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"380",null,"Badingen","52.997814","13.252062","gn:2953427","11","y","1270",null,"Became property of the bishopric of Brandenburg in 1270, but the settlement and a castle already existed in early German times. Referred to as little town (oppidulum; &#039;St&auml;dtchen&#039;) in 1459.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"382",null,"Badra","51.406902","10.974809","gn:2953377;wd:Q524502;gnd:7542450-2;viaf:236147460","11","y","1157",null,"First mention in 1157 (MGH DF I 187). Mentioned in a donation charter to Walkenried monastery in 1197.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"383",null,"Bække","55.569346","9.136973","gn:2623973;wd:Q2779795","10","y","1200",null,"The village of B&aelig;kke was first mentioned in King Valdemar&#039;s Cadastre c. 1231, but is older. The parish church is from either the 12th or 13th century.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"390",null,"Baisy-Thy ","50.594431","4.4687","gn:2802759;wd:Q2609562","12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"395",null,"Balen","51.170407","5.167705","gn:2802743;wd:Q2543386","11","y","1173",null,"Earliest mention in 1173.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"396",null,"Bāliņi","57.96535","25.114957",null,"10","y","1560",null,"A village called &#039;Balem&#039; was first mentioned in 1560 and belonged to the Idwen (&#039;Idus&#039;) Manor. Today, the single hamlet belongs to the village &#039;Vērsis&#039;.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"397",null,"Białków","52.168542","14.798964","gn:3103573;wd:Q4902818;wd:Q4902818","12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"399",null,"Baloži","57.755558","25.421111","gn:461200","10",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"403",null,"Bamberg","49.892315","10.888379","gn:2952984;wd:Q3936;gnd:4004391-5;gn:6556725;viaf:129007724;bnf:11960901x;tgn:7004325;loc:n80139571","8","y","902",null,"First mentioned in 902. Settlement is archaeologically attested since the Merovingian period. Seat of a diocese since 1007.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"404",null,"Bamme","52.583694","12.432904","gn:2952976;wd:Q71063298","12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"406",null,"Badki","53.690594","18.968182","gn:3103963;wd:Q5005471","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"407",null,"Bąków","50.96225","18.311495","gn:3103924;wd:Q1022004","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"408",null,"Bansin","53.961054","14.129","gn:2952889;wd:Q313975;viaf:235580789","11","y","1256",null,"First mentioned in 1256.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"409",null,"Banteln","52.065616","9.752522","gn:2952884;wd:Q112937;gnd:4588080-3;viaf:239645696","12","y","997",null,"The place was first mentioned in 997.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"410",null,"Bantin","53.547581","10.971343","gn:2952881","11","y","1230",null,"First mentioned in 1230.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"411",null,"Bantorf","52.330871","9.412472","gn:2952878;wd:Q806986","13","y","1226",null,"First mentioned in 1226.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"14718",null,null,"52.02584523","11.86180385",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"414",null,"Barbis","51.613686","10.422846","gn:2952841;wd:Q807849","13","y","1384",null,"The village was first mentioned in 1384.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"415",null,"Barchel","53.46679","9.03348","gn:2952835;wd:Q807929","13","y","1340",null,"First mentioned in 1340. There were 7 farms and one cottage in Barchel around 1500.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"417",null,"Barcice","52.537231","21.264373","gn:776390;wd:Q15196679","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"12256","298","Jägerbrücke","51.399617","8.05903",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1575","1619","A stone bridge in Arnsberg was built by Elector Salentin in 1575. It was destroyed by floods in 1619. A new wooden bridge was only built in 1655.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"12257",null,null,"51.028119","18.415499",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"401",null,"Balow","53.262195","11.724318","gn:2953028;wd:Q31901833","10","y","1341",null,"First mentioned in 1341.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"400",null,"Ballstedt","51.051825","11.210904","gn:2953037;wd:Q31901726","12","y","822",null,"First mention in 822.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"405",null,"Bandenitz","53.495098","11.284817","gn:2952960;wd:Q31902434","10","y","1220",null,"First mentioned in 1220.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"413",null,"Banzkow","53.523082","11.515813","gn:2952857;wd:Q499879;gnd:4650181-2;viaf:242299521","12","y","1300",null,"First mentioned in 1300.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"10611",null,"Wiegendorf","50.984706","11.434104","gn:2809539;wd:Q49293015","11","y","876",null,"First mention in 876.",null,null,null,null,null,null,null,null,null,"y","1489",null,null,"Secondary station of safe conduct (&#039;Beigeleitsstelle) of Weimar, which was pawned from 1489 until at least 1528. Accounts remain from 1530-1569, according to which the village was also frequented by long-distance trade. Regulations of safe conduct with tariffs date from 1535/36.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"416",null,"Barchfeld","50.799933","10.298524","gn:2952834;wd:Q565895;gnd:4264036-2;viaf:146724552;loc:n92066012","12","y","933",null,"First mention in 933.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"412",null,"Banzendorf","53.015845","12.998961","gn:2952865;wd:Q13365935","12","y","1365",null,"The village is first mentioned in 1365.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"418",null,"Bardowick","53.297293","10.386054","gn:2952814;wd:Q31903606","11","y","785",null,"First mentioned around 785. Otto I granted the place market, mint and toll privileges in the 10th century. After the destruction of the town in 1189 at the latest, Bardowick lost its importance as trade centre to L&uuml;neburg.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"419",null,"Niedźwiedzie","53.366094","14.819404","gn:763973","10",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"420",null,"Barenburg","52.620482","8.798933","gn:2952767;wd:Q31903771","11","y","1285",null,"A moated castle to guard a street crossing was presumably built in 1247 by the count of Hoya. A borough (&#039;flecken&#039;) probably came into existence in the 15th century, and is first mentioned in 1530.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"421",null,"Barendorf","53.229188","10.519875","gn:2952762;wd:Q31903789","11","y","1158",null,"The village was first mentioned in 1158.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"422",null,"Barenthin","52.922934","12.233579","gn:2952691;wd:Q23559718","10",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"423",null,"Bargdorf","53.117568","10.496361","gn:2952676;wd:Q66778007","12","y","1252",null,"First mentioned in 1252.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"424",null,"Bargfeld","54.063931","9.786711","gn:2952653","13","y","1140",null,"First mentioned ca. 1140.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"425",null,"Bargloy","52.88581","8.391741","gn:2952642;wd:Q808157","12","y","1000",null,"Mentioned around 1000 in a tax register of the monastery of Corvey.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"426",null,"Bargteheide","53.728296","10.255645","gn:2952633;wd:Q31903926","10","y","1314",null,"Parish village with regional market function, first mentioned in 1314.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"427",null,"Barklainiai I","55.577986","24.337221","gn:600635","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"428",null,"Barkow","54.08247","13.1014","gn:2952577","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"13255",null,null,"51.165526","8.235455",null,"11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"429",null,"Barleben","52.205594","11.618833","gn:2952564;wd:Q31904154","11","y","1062",null,"Parish village, first mentioned in 1062.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"430",null,"Barlohe","54.149004","9.627702","gn:2952555","12","y","1585",null,"First mentioned in 1585.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"431",null,"Barmbek","53.581709","10.043343","gn:2952546;wd:Q808342;viaf:244269975","12","y","1271",null,"First mentioned in 1271.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"432",null,"Bärnau","49.81116","12.430734","gn:2952527;wd:Q33427499","10",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"433",null,"Barneberg","52.121345","11.077475","gn:2952514;wd:Q696579;viaf:310700311","12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"523",null,"Belm","52.302122","8.140542","gn:2951175;wd:Q31909353","11","y","1150",null,"The place was first mentioned in 1150.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"435",null,"Barneveld","52.140078","5.584754","gn:2759407;wd:Q2001429;loc:n2002055609;viaf:144442399","11","y","1175",null,"Earliest mention dates from 1174 in a possibly falsified seventeenth-century copy. Barneveld is at least mentioned from 1307 onward. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"436",null,"Barnewitz","52.565307","12.61715","gn:2952506;wd:Q808471;viaf:309727421","10",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"437",null,"Bärnfels","49.714766","11.342695","gn:2952503;wd:Q66429494","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"440",null,"Barnstorf","52.709695","8.504785","gn:2952452;wd:Q31904592","10","y","890",null,"The name of the settlement is first mentioned in an 890 tax register of the abbey of Werden, but the settlement is clearly older. Moreover, it had borough (&#039;flecken&#039;) privileges, but it is unknown when these were granted.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
