"id","parentid","name","latitude","longitude","links","zoomlevel","Is_Settlement","Settlement_From","Settlement_To","Settlement_Description","Is_Town","Town_From","Town_To","Town_Description","Is_Fair","Fair_From","Fair_To","Gregorian_Calendar","Fair_Description","Is_Toll","Toll_From","Toll_To","Toll_Primary_Owner","Toll_Description","Is_Bridge","Bridge_From","Bridge_To","Bridge_Description","Is_Staple","Staple_From","Staple_To","Staple_Duration_Of_Stay","Staple_Description","Is_Ferry","Ferry_From","Ferry_To","Ferry_Description","Is_Harbour","Harbour_From","Harbour_To","Harbour_Description","Is_Lock","Lock_From","Lock_To","Lock_Description","ready"
"5644",null,"Olst","52.337499","6.112907","gn:2749626;wd:Q3032495;wd:Q3032495","11","y","947",null,"Earliest mention of &#039;Holsto&#039; in 947. Earliest mention of &#039;Olst&#039; in 1235.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5646",null,"Olsztyn","50.749848","19.268705","gn:3090104;wd:Q369699;wd:Q369699;viaf:153059000;loc:n80093351","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5647",null,"Ołtarzew","52.211337","20.758228","gn:763151;wd:Q7116796;wd:Q7116796;viaf:247330559","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5648",null,"Alt Olvenstedt","52.156554","11.569954","gn:11611152;wd:Q433187;viaf:240160162","11","y","826",null,"In 826-53 Corvey monastery already owned property in Olvenstedt. The church in Olvenstedt is already mentioned in the 10th century. Since 1287 a noble family can be proven in Olvenstedt.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"5649",null,"Ommen","52.518726","6.423116","gn:2749613;wd:Q11731607;wd:Q11731607","9","y","1133",null,"Earliest mention dates from before 13 June 1133. Ommen came into being around 1100 near a ford in the Overijsselse Vecht. ","y","1248",null,"Town privileges were granted by Otto III of Holland, bishop of Utrecht, on 25 August 1248. ",null,null,null,null,null,"y","1432",null,null,"A toll in Ommen existed in 1432.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5650",null,"Ommerschans","52.587207","6.391754","gn:2749606;wd:Q2779594;wd:Q2779594","11","y","1596",null,"A fortification (&#039;schans&#039;) in the marshes near Avereest was built by the estates of Overijssel in 1596.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5651",null,"Onezhitsy","58.632191","30.07679","gn:515244;wd:Q18794508","9",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5652",null,"Onoz","50.49248","4.67038","gn:2789827;wd:Q2197224","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5653",null,"Ontika","59.438215","27.286688","gn:589827;wd:Q1020186","10","y","1241",null,"Manor and village, which were property of the Teutonic Order in the 15th and 16th centuries.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5654",null,"Oordegem","50.957078","3.902228","gn:2789807;wd:Q3353007","12","y","1160",null,"Earliest mention in 1160, in a twelfth century copy.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5655",null,"Oore","58.465208","24.770224","gn:589804;wd:Q3455578;wd:Q3455578","10",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5656",null,"Oosteeklo","51.191937","3.68849","gn:2789792;wd:Q13123","12","y","1226",null,"Earliest mention in 1226.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5657",null,"Oosterbeek","51.978235","5.83834","gn:2749503;wd:Q2218481;wd:Q2218481;viaf:158292141","12","y","834",null,"Earliest mention in 834 in an eleventh century copy. The next mention dates from 1028 in a copy dating from circa 1530.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"8167",null,"Walstedde","51.761462","7.794736","gn:2814460;wd:Q2543282;viaf:233144782949237367952","11","y","875",null,"First mentioned in 875.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5659",null,"Eastersee","52.86876","5.748096","gn:2749386;wd:Q3353020;wd:Q3353020","12","y","1132",null,"Earliest mention in 1132,  in a falsification of the second half of the thirteenth century. ",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5717",null,"Ostendorf","52.195171","9.180485","gn:2856772","11","y","1146",null,"The settlement was first mentioned in 1146.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"5660",null,"Ootmarsum","52.408124","6.897136","gn:2749317;wd:Q1615365;wd:Q1615365;loc:no2002003304;viaf:139887255;gnd:4358415-9","10","y","919",null,"Earliest mention dates from 919-977 or 962-977 (in a fifteenth century copy). ","y","1325",null,"On 1 July 1325, Jan III of Diest, bishop of Utrecht, granted town privileges similar to other towns in the area called Overijssel. Before 1325, Ootmarsum had &#039;Wigboldrecht&#039;, a limited type of town rights which is mainly found in Westphalia. ","y","1314",null,null,"In 1314, the bishop of Utrecht granted the right to hold a weekly market and a three-day fair on Sunday after the Nativity of Mary.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5661",null,"Opalenica","52.308737","16.412876","gn:3090076;wd:Q202889;wd:Q202889;gnd:4342579-3;viaf:239172333","10",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5662",null,"Opatów","50.801254","21.423623","gn:763121;wd:Q275694;wd:Q275694;gnd:4352241-5;bnf:124476814;loc:n86059129;viaf:124417527","9",null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1349",null,null,"Mentioned as toll station in a document from c. 1349, where 3 gr., previously 1 gr., had to be paid for each horse.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5663",null,"Opatów","51.213897","18.146013","gn:3090067;wd:Q2025014;wd:Q2025014;viaf:243838516","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5664",null,"Opatówek","51.739649","18.214244","gn:3090066","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5665",null,"Opatowiec","50.242151","20.723816","gn:763120;wd:Q553741;wd:Q553741;loc:n2003044978;viaf:159642672","8",null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1278",null,null,"Mentioned as toll station in 1278.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5666",null,"Ophain","50.665522","4.347485","wd:Q2629326;tgn:7007969;viaf:240075926","12",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"6296",null,"Reckenthin","53.069151","12.08314","gn:2849664;wd:Q91191138;wd:Q91191138","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5668",null,"Opherdicke","51.487357","7.642718","wd:Q19965669;gnd:217951-9;viaf:137818345","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"19615",null,null,"54.701664","11.396234",null,"15",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5669",null,"Opijnen","51.826461","5.302332","gn:2749290;wd:Q2098932;wd:Q2098932;loc:n82044390;viaf:133710590","11","y","1265",null,"Earliest mention in 1265.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5671",null,"Opochka","56.708048","28.669928","gn:515155;wd:Q145906;wd:Q145906;gnd:7520608-0;viaf:244766702","7",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5672",null,"Opoczno","51.376465","20.289791","gn:763111;wd:Q994271;wd:Q994271;gnd:4434125-8;viaf:139614260;loc:n85033997","8",null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1344",null,null,"King Casimir decided in 1344 that the tolls that had been levied for a long time in Piotrk&oacute;w Trybunalski and Rozprza now had to be paid in Opoczno. In c. 1349 2 gr. had to be paid for each horse and 2 den. for each cart.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5674",null,"Opoki","57.962926","29.687786","wd:Q4335389","9",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5675",null,"Opole","50.668079","17.922238","gn:3090048;wd:Q92212;wd:Q92212;gnd:4075671-3;loc:n81103444;viaf:132535642","8",null,null,null,null,null,null,null,null,null,null,null,null,null,"y","1169",null,null,"The toll in the town is first directly mentioned in 1254, but possibly existed already in 1169.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5676",null,"Oppin","51.551985","12.032524","gn:2857142;wd:Q689946;wd:Q689946;gnd:4647508-4;viaf:244743937","11","y","952",null,"Mention as early as 952 in the context of an exchange of property. A noble family of Oppin in known.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"5673",null,"Opoeteren","51.069356","5.655066","gn:2789684;wd:Q2670002","11","y","952",null,"Earliest mention in 952.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5658",null,"Kerkdorp","52.488552","5.892917","gn:2752948;wd:Q786463;viaf:296624848","11","y","1265",null,"The settlement was originally known as Oosterwolde, which is first mentioned in 1265. The village was replaced to the south in the 19th century and the church demolished. The settlement at the original location became known as Kerkdorp.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"5667",null,"Ophemert","51.844564","5.388779","gn:2749298;wd:Q3110411","11","y","800",null,"Earliest mention in 800-850, in a copy dating from 1170-1175.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,"y"
"8192",null,"Warendorf","51.952104","7.989496","gn:2814127;wd:Q2769;gnd:4064587-3;gn:6557611;viaf:248973001;bnf:123092282","9","y","1001",null,"First mentioned in the 11th century.","y","1200",null,"Was granted town privileges around 1200.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5678",null,"Opsa","55.53838","26.826757","gn:624122;wd:Q3646949;wd:Q3646949;viaf:245845659;gnd:4664275-4","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5679",null,"Oranienburg","52.753784","13.236733","gn:2857129;wd:Q32208356;wd:Q32208356;viaf:157140493","10","y","1200",null,"A castle of the margraves of Brandenburg was built around 1200, the adjoining village is mentioned in 1217, mentioned as small town (&#039;stedeken&#039;) in 1350. Only acknowledged as town in the first half of the 18th century. Originally called B&ouml;tzow, the settlement changed name after it was acquired by Luise Henriette of Orange in 1650.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5680",null,"Senoji Varėna","54.24885","24.549987","gn:593405;wd:Q3114651","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5681",null,"Orchówek","51.524996","23.570938","gn:763101;wd:Q3657716;wd:Q3657716","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5682",null,"Orchowo","52.494451","18.016291","gn:3090022;wd:Q1006856;wd:Q1006856","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5684",null,"Orlino","59.268292","30.102024","gn:514935;wd:Q53996;viaf:235290417","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5685",null,"Orly","57.57392","28.318524","gn:7093473;wd:Q18794645","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5686",null,"Orsha","54.506899","30.417788","gn:624079;wd:Q208609;gn:624072;loc:n88017879;viaf:146681524","7",null,null,null,null,null,null,null,null,null,null,null,null,null,"y",null,null,null,"Secondary toll station of Mogilev",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5687",null,"Ortel","51.972875","23.27047","gn:763060","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
"5689",null,"Aristavėlė","55.289489","24.060428","gn:11309661;wd:Q12649121","11",null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
