"vnr";"maat";"st_maat"
"7012";"Oxhstehoffder";"Oksehovede"
"7013";"Oxht";"Oksehovede"
"7014";"Oxhthoffder";"Oksehovede"
"7015";"Oxhud.";"Oksehovede"
"7016";"Oxhude";"Oksehovede"
"7017";"Oxhuder";"Oksehovede"
"7018";"Oxhudr.";"Oksehovede"
"7019";"Oxhuffuett";"Oksehovede"
"7020";"Oxhuffuidt";"Oksehovede"
"7021";"Oxhuffuitt";"Oksehovede"
"7022";"Oxhv.";"Oksehovede"
"7023";"Oxhvd.";"Oksehovede"
"7024";"Oxhvde";"Oksehovede"
"7025";"Oxhvde.";"Oksehovede"
"7026";"Oxhvder";"Oksehovede"
"7027";"Oxhvder.";"Oksehovede"
"7028";"Oxhvdr.";"Oksehovede"
"7029";"Oxhve.";"Oksehovede"
"7030";"Oxhved.";"Oksehovede"
"7031";"Oxhvede";"Oksehovede"
"7032";"Oxhveder";"Oksehovede"
"7033";"Oxhvedr.";"Oksehovede"
"7034";"Oxhvoved";"Oksehovede"
"7035";"Oxhvvde";"Oksehovede"
"7036";"Oxlehoffueder";"Oksehovede"
"7037";"Oxlehov.";"Oksehovede"
"7038";"Oxlehovede";"Oksehovede"
"7039";"Oxode.";"Oksehovede"
"7040";"Oxoffuet";"Oksehovede"
"7041";"Oxohfder";"Oksehovede"
"7042";"Oxohouffdt";"Oksehovede"
"7043";"Oxr";"Oksehovede"
"7044";"Oxr.";"Oksehovede"
"7045";"Oxrhod";"Oksehovede"
"7046";"Oxrhoed.";"Oksehovede"
"7047";"Oxschefft";"Oksehovede"
"7048";"Oxschehoffder";"Oksehovede"
"7049";"Oxschoffder";"Oksehovede"
"7050";"Oxschofft";"Oksehovede"
"7051";"Oxschoffued";"Oksehovede"
"7052";"Oxschoffueder";"Oksehovede"
"7053";"Oxschoffund";"Oksehovede"
"7054";"Oxschoffunde";"Oksehovede"
"7055";"Oxse.";"Oksehovede"
"7056";"Oxseffueder";"Oksehovede"
"7057";"Oxseh.";"Oksehovede"
"7058";"Oxsehaffder";"Oksehovede"
"7059";"Oxsehaffueder";"Oksehovede"
"7060";"Oxsehdr.";"Oksehovede"
"7061";"Oxseheffe";"Oksehovede"
"7062";"Oxsehffd";"Oksehovede"
"7063";"Oxsehod";"Oksehovede"
"7064";"Oxsehode";"Oksehovede"
"7065";"Oxsehoder";"Oksehovede"
"7066";"Oxsehoeder";"Oksehovede"
"7067";"Oxsehof.";"Oksehovede"
"7068";"Oxsehofder";"Oksehovede"
"7069";"Oxsehofdr.";"Oksehovede"
"7070";"Oxsehoff";"Oksehovede"
"7071";"Oxsehoff.";"Oksehovede"
"7072";"Oxsehoffd";"Oksehovede"
"7073";"Oxsehoffd.";"Oksehovede"
"7074";"Oxsehoffde";"Oksehovede"
"7075";"Oxsehoffder";"Oksehovede"
"7076";"Oxsehoffdt";"Oksehovede"
"7077";"Oxsehoffdtr";"Oksehovede"
"7078";"Oxsehoffe";"Oksehovede"
"7079";"Oxsehoffeuder";"Oksehovede"
"7080";"Oxsehofft";"Oksehovede"
"7081";"Oxsehofft.";"Oksehovede"
"7082";"Oxsehoffter";"Oksehovede"
"7083";"Oxsehoffude";"Oksehovede"
"7084";"Oxsehoffuder";"Oksehovede"
"7085";"Oxsehoffued";"Oksehovede"
"7086";"Oxsehoffued.";"Oksehovede"
"7087";"Oxsehoffuede";"Oksehovede"
"7088";"Oxsehoffueder";"Oksehovede"
"7089";"Oxsehoffuedt";"Oksehovede"
"7090";"Oxsehøffuedt";"Oksehovede"
"7091";"Oxsehoffuer";"Oksehovede"
"7092";"Oxsehoffuerd";"Oksehovede"
"7093";"Oxsehoffuet";"Oksehovede"
"7094";"Oxsehoffuid";"Oksehovede"
"7095";"Oxsehoffuide";"Oksehovede"
"7096";"Oxsehoffuidt";"Oksehovede"
"7097";"Oxsehoffuit";"Oksehovede"
"7098";"Oxsehoffurt";"Oksehovede"
"7099";"Oxsehoft";"Oksehovede"
"7100";"Oxsehoofd";"Oksehovede"
"7101";"Oxsehoofde";"Oksehovede"
"7102";"Oxsehouede";"Oksehovede"
"7103";"Oxsehoueder";"Oksehovede"
"7104";"Oxsehoufder";"Oksehovede"
"7105";"Oxsehov.";"Oksehovede"
"7106";"Oxsehovd";"Oksehovede"
"7107";"Oxsehoved.";"Oksehovede"
"7108";"Oxsehovede";"Oksehovede"
"7109";"Oxsehovede.";"Oksehovede"
"7110";"Oxsehoveder";"Oksehovede"
"7111";"Oxsehoveed";"Oksehovede"
"7112";"Oxsehowet";"Oksehovede"
"7113";"Oxsehued";"Oksehovede"
"7114";"Oxsehved.";"Oksehovede"
"7115";"Oxsen";"Oksehovede"
"7116";"Oxserhoffueder";"Oksehovede"
"7117";"Oxsh.";"Oksehovede"
"7118";"Oxshfd.";"Oksehovede"
"7119";"Oxshof.";"Oksehovede"
"7120";"Oxshoffd";"Oksehovede"
"7121";"Oxshoffde.";"Oksehovede"
"7122";"Oxshoffder";"Oksehovede"
"7123";"Oxshoffdt";"Oksehovede"
"7124";"Oxshofft";"Oksehovede"
"7125";"Oxshoffued";"Oksehovede"
"7126";"Oxshoffuede";"Oksehovede"
"7127";"Oxshoffueder";"Oksehovede"
"7128";"Oxshoffuid";"Oksehovede"
"7129";"Oxshoffuidz";"Oksehovede"
"7130";"Oxshov";"Oksehovede"
"7131";"Oxshoved";"Oksehovede"
"7132";"Oxshoveder";"Oksehovede"
"7133";"Oxss.";"Oksehovede"
"7134";"Oxssehaffd.";"Oksehovede"
"7135";"Oxsseheder";"Oksehovede"
"7136";"Oxssehfft";"Oksehovede"
"7137";"Oxssehod";"Oksehovede"
"7138";"Oxssehod.";"Oksehovede"
"7139";"Oxssehodder";"Oksehovede"
"7140";"Oxssehoder";"Oksehovede"
"7141";"Oxssehoed";"Oksehovede"
"7142";"Oxssehoed.";"Oksehovede"
"7143";"Oxssehoeder";"Oksehovede"
"7144";"Oxssehoeffendt";"Oksehovede"
"7145";"Oxssehofd.";"Oksehovede"
"7146";"Oxssehofder";"Oksehovede"
"7147";"Oxssehoff";"Oksehovede"
"7148";"Oxssehoff.";"Oksehovede"
"7149";"Oxssehoffd";"Oksehovede"
"7150";"Øxssehoffd";"Oksehovede"
"7151";"Oxssehoffde";"Oksehovede"
"7152";"Oxssehoffden";"Oksehovede"
"7153";"Oxssehoffder";"Oksehovede"
"7154";"Oxssehoffdt";"Oksehovede"
"7155";"Oxssehoffe";"Oksehovede"
"7156";"Oxssehoffed";"Oksehovede"
"7157";"Oxssehoffeder";"Oksehovede"
"7158";"Oxssehoffer";"Oksehovede"
"7159";"Oxssehoffeved";"Oksehovede"
"7160";"Oxssehofft";"Oksehovede"
"7161";"Oxssehofft.";"Oksehovede"
"7162";"Oxssehoffte";"Oksehovede"
"7163";"Oxssehoffued";"Oksehovede"
"7164";"Oxssehoffuede";"Oksehovede"
"7165";"Oxssehoffueden";"Oksehovede"
"7166";"Oxssehoffueder";"Oksehovede"
"7167";"Oxssehoffuedt";"Oksehovede"
"7168";"Oxssehoffuid";"Oksehovede"
"7169";"Oxssehoffuidt";"Oksehovede"
"7170";"Oxssehoffuit";"Oksehovede"
"7171";"Oxssehoffuitt";"Oksehovede"
"7172";"Oxssehoffwed";"Oksehovede"
"7173";"Oxssehouffder";"Oksehovede"
"7174";"Oxssehovet";"Oksehovede"
"7175";"Oxssenn";"Oksehovede"
"7176";"Oxsser";"Oksehovede"
"7177";"Oxsshoff";"Oksehovede"
"7178";"Oxsshoff.";"Oksehovede"
"7179";"Oxsshoffd";"Oksehovede"
"7180";"Oxsshoffde.";"Oksehovede"
"7181";"Oxsshud";"Oksehovede"
"7182";"Oxssohoffd.";"Oksehovede"
"7183";"Oxssøhofft";"Oksehovede"
"7184";"Oxst.";"Oksehovede"
"7185";"Oxste";"Oksehovede"
"7186";"Oxstehoffd";"Oksehovede"
"7187";"Oxstehoffde";"Oksehovede"
"7188";"Oxstehoffder";"Oksehovede"
"7189";"Oxstehoffte";"Oksehovede"
"7190";"Oxstehoffter";"Oksehovede"
"7191";"Oxstehoffueder";"Oksehovede"
"7192";"Oxsthoffueder";"Oksehovede"
"7193";"Oxtehoffder";"Oksehovede"
"7194";"Oxthed";"Oksehovede"
"7195";"Oxthend";"Oksehovede"
"7196";"Oxthod";"Oksehovede"
"7197";"Oxthond";"Oksehovede"
"7198";"Oxv.";"Oksehovede"
"7199";"Oxved.";"Oksehovede"
"7200";"Oxxehoffder";"Oksehovede"
"7201";"Oxxhoder";"Oksehovede"
"7202";"Oxxhofder";"Oksehovede"
"7203";"Oxxs.";"Oksehovede"
"7204";"Oxxsehoffued";"Oksehovede"
"7205";"Oxzehod.";"Oksehovede"
"7206";"Oxzhod";"Oksehovede"
"7207";"Oxzhod.";"Oksehovede"
"7208";"Oxzhoffd";"Oksehovede"
"7209";"Oybd";"Oksehovede"
"7210";"Ozehøefftt";"Oksehovede"
"7211";"P";"Pund"
"7212";"P.";"Pud"
"7213";"Paacher";"Pakke"
"7214";"Paack";"Pakke"
"7215";"Paacke";"Pakke"
"7216";"Paacker";"Pakke"
"7217";"Paahr";"Par"
"7218";"Paake";"Pakke"
"7219";"Paaker";"Pakke"
"7220";"Paalsk Gylden";"Gylden, Paalsk"
"7221";"Paar";"Par"
"7222";"Paard";"En part"
"7223";"Paardt";"En part"
"7224";"Paare";"Par"
"7225";"Paart";"En part"
"7226";"Paccke";"Pakke"
"7227";"Paccke och faedtt";"Pakke"
"7228";"Paccken";"Pakke"
"7229";"Paccker";"Pakke"
"7230";"Paccker hallfue";"Pakke, Halve"
"7231";"Paccker och Faedtt";"Pakke"
"7232";"Paccker och Faedtt";"Fad"
"7233";"Pacckn";"Pakke"
"7234";"Pach";"Pakke"
"7235";"Pach Fadde";
"7236";"Pach och kister";"Pakke"
"7237";"Pach och kister";"Kiste"
"7238";"Pache";"Pakke"
"7239";"Pacheder";"Pakke"
"7240";"Pachen";"Pakke"
"7241";"Pacher";"Pakke"
"7242";"Pacher och Fade";"Pakke"
"7243";"Pacheten";"Pakke"
"7244";"Pach-r";"Pakke"
"7245";"Pacht";"Pakke"
"7246";"Pacje";"Pakke"
"7247";"Pack";"Pakke"
"7248";"Pack eller faad";"Pakke"
"7249";"Pack fade";"Pakke"
"7250";"Pack Fat";"Pakke"
"7251";"Pack.";"Pakke"
"7252";"Pack.r";"Pakke"
"7253";"Packe";"Pakke"
"7254";"Packe och Fade";"Pakke"
"7255";"Packe och Fade";"Fad"
"7256";"Packe och Kasser";"Pakke"
"7257";"Packe och Kasser";"Casser"
"7258";"Packe och Kiste";"Pakke"
"7259";"Packe och Kiste";"Kiste"
"7260";"Packe och kister";"Pakke"
"7261";"Packe och kister";"Kiste"
"7262";"Packe.";"Pakke"
"7263";"Packeir";"Pakke"
"7264";"Packen";"Pakke"
"7265";"Packenn";"Pakke"
"7266";"Packer";"Pakke"
"7267";"Packer och Cabineter";"Pakke"
"7268";"Packer och Cabineter";"Cabinet"
"7269";"Packer och fadde";"Pakke"
"7270";"Packer och fadde";"Fad"
"7271";"Packer och fadtt";"Pakke"
"7272";"Packer och fadtt";"Fad"
"7273";"Packer och faedtt";"Pakke"
"7274";"Packer och faedtt";"Fad"
"7275";"Packer och Hallffue fadtt";"Pakke"
"7276";"Packer och Hallffue fadtt";"Fad, Halve"
"7277";"Packer och kaser";"Pakke"
"7278";"Packer och kaser";"Casser"
"7279";"Packer och kasser";"Pakke"
"7280";"Packer och kasser";"Casser"
"7281";"Packer och kiister";"Pakke"
"7282";"Packer och kiister";"Kiste"
"7283";"Packer och kister";"Pakke"
"7284";"Packer och kister";"Kiste"
"7285";"Packer og bahler";"Pakke"
"7286";"Packer og bahler";"Balle"
"7287";"Packer og baller";"Pakke"
"7288";"Packer og baller";"Balle"
"7289";"Packer og Casser";"Pakke"
"7290";"Packer og Casser";"Casser"
"7291";"Packer og kasser";"Pakke"
"7292";"Packer og kasser";"Casser"
"7293";"Packer og kister";"Pakke"
"7294";"Packer og kister";"Kiste"
"7295";"Packerd";"Pakke"
"7296";"Packere";"Pakke"
"7297";"Packet fad";"Pakke"
"7298";"Packett";"Pakke"
"7299";"Packh";"Pakke"
"7300";"Packhe";"Pakke"
"7301";"Packher";"Pakke"
"7302";"Packher och casser";"Pakke"
"7303";"Packher och casser";"Casser"
"7304";"Packher, tønder, corffuer och fader etc.";"Pakke"
"7305";"Packher, tønder, corffuer och fader etc.";"Tønde"
"7306";"Packher, tønder, corffuer och fader etc.";"Kurv"
"7307";"Packher, tønder, corffuer och fader etc.";"Fad"
"7308";"Packhkister";"Kiste"
"7309";"Packier";"Pakke"
"7310";"Packier och faid";"Pakke"
"7311";"Packier och faid";"Fad"
"7312";"Packies";"Pakke"
"7313";"Packir";"Pakke"
"7314";"Packister";"Kiste"
"7315";"Packj";"Pakke"
"7316";"Packjes";"Pakke"
"7317";"Packke";"Pakke"
"7318";"Packker";"Pakke"
"7319";"Packkersig";"Pakke"
"7320";"Packlen";"Pakke"
"7321";"Packler";"Pakke"
"7322";"Packr";"Pakke"
"7323";"Pack-r";"Pakke"
"7324";"Packshen";"Pakke"
"7325";"Packsher";"Pakke"
"7326";"Packskener";"Pakke"
"7327";"Pacq.";"Pakke"
"7328";"Pacque";"Pakke"
"7329";"Pacquer";"Pakke"
"7330";"Pacquer og kuferter";"Kurv"
"7331";"Pacquer og kuferter";"Pakke"
"7332";"Pacquer, Kuferter og Casser";"Casser"
"7333";"Pacquer, Kuferter og Casser";"Kurv"
"7334";"Pacquer, Kuferter og Casser";"Pakke"
"7335";"Pacquet";"Pakke"
"7336";"Pacqueter";"Pakke"
"7337";"Pacqver";"Pakke"
"7338";"Pacqver og Kasse";"Casser"
"7339";"Pacqver og Kasse";"Pakke"
"7340";"Paeccker";"Pakke"
"7341";"Paeck";"Pakke"
"7342";"Paeck.";"Pakke"
"7343";"Paecke";"Pakke"
"7344";"Pæcke";"Pakke"
"7345";"Paecker";"Pakke"
"7346";"Pæcker";"Pakke"
"7347";"Paecker och fadtt";"Pakke"
"7348";"Paecker och fadtt";"Fad"
"7349";"Paecker och faedtt";"Pakke"
"7350";"Paecker och faedtt";"Fad"
"7351";"Paecker och kramfadtt";"Pakke"
"7352";"Paecker och kramfadtt";"Kramfad"
"7353";"Paeckett";"Pakke"
"7354";"Paeckr";"Pakke"
"7355";"Paeek";"Pakke"
"7356";"Pæk";"Pakke"
"7357";"Pæke";"Pakke"
"7358";"Paeke";"Pakke"
"7359";"Paeker";"Pakke"
"7360";"Pæker";"Pakke"
"7361";"Paekher";"Pakke"
"7362";"Pække";"Pakke"
"7363";"Pækker";"Pakke"
"7364";"Paele";"Balle"
"7365";"Paeques";"Pakke"
"7366";"Paer";"Par"
"7367";"Pærheler";"Perseler"
"7368";"Paguer";"Pakke"
"7369";"Paher";"Pakke"
"7370";"Pahr";"Par"
"7371";"Pahrthi";"Parti"
"7372";"Paiche";"Pakke"
"7373";"Paick";"Pakke"
"7374";"Paicke";"Pakke"
"7375";"Paicker";"Pakke"
"7376";"Paickir";"Pakke"
"7377";"Paiicke";"Pakke"
"7378";"Paiickir";"Pakke"
"7379";"Pak";"Pakke"
"7380";"Pak kiste";"Kiste"
"7381";"Pakchener";"Pakke"
"7382";"Pake";"Pakke"
"7383";"Paker";"Pakke"
"7384";"Paker en Kasse";"Pakke"
"7385";"Paker en Kasse";"Casser"
"7386";"Pakk";"Pakke"
"7387";"Pakk.";"Pakke"
"7388";"Pakke";"Pakke"
"7389";"Pakke og Sæk";"Pakke"
"7390";"Pakke og Sæk";"Sæk"
"7391";"Pakken";"Pakke"
"7392";"Pakker";"Pakke"
"7393";"Pakker och kram fad";"Pakke"
"7394";"Pakker och kram fad";"Kramfad"
"7395";"Pakker og matter";"Pakke"
"7396";"Pakker og matter";"Malter"
"7397";"Pakker og sækker";"Pakke"
"7398";"Pakker og sækker";"Sæk"
"7399";"Pakkister";"Kiste"
"7400";"Pakkr.";"Pakke"
"7401";"Pakkser";"Pakke"
"7402";"Pakr";"Pakke"
"7403";"Pale";"Balle"
"7404";"Palle";"Balle"
"7405";"Paller";"Balle"
"7406";"Palm";"Palm"
"7407";"Palmer";"Palm"
"7408";"Pande";
"7409";"Paneidter";
"7410";"Panhe";"Pakke"
"7411";"Panncke";"Pakke"
"7412";"Paqr.";"Pakke"
"7413";"Paqrs.";"Pakke"
"7414";"Paquer";"Pakke"
"7415";"Paqueter";"Pakke"
"7416";"Paqun";"Pakke"
"7417";"Par";"Par"
"7418";"Par.";"Par"
"7419";"Parcher";"Pakke"
"7420";"Pard";"En part"
"7421";"Pardt";"En part"
"7422";"Pardtt";"En part"
"7423";"Pare";"Par"
"7424";"Pares";"Par"
"7425";"Parke";"Pakke"
"7426";"Parker";"Pakke"
"7427";"Parkher";"Pakke"
"7428";"Parr";"Par"
"7429";"Parr.";"Par"
"7430";"Parre";"Par"
"7431";"Pars";"Par"
"7432";"Parsedler";"Perseler"
"7433";"Parsioner";"Puncheon"
"7434";"Part";"En part"
"7435";"Part.";"En part"
"7436";"Parte";"Parti"
"7437";"Parten";"Parti"
"7438";"Parter";"Parti"
"7439";"Partey";"Parti"
"7440";"Parth";"Parti"
"7441";"Parthe";"Parti"
"7442";"Parthey";"Parti"
"7443";"Parthi";"Parti"
"7444";"Parthie";"Parti"
"7445";"Parthj";"Parti"
"7446";"Parthy";"Parti"
"7447";"Parti";"Parti"
"7448";"Partie";"Parti"
"7449";"Partier";"Parti"
"7450";"Partii";"Parti"
"7451";"Partiie";"Parti"
"7452";"Partij";"Parti"
"7453";"Partilche";"Parti"
"7454";"Partir";"Parti"
"7455";"Partj";"Parti"
"7456";"Partje";"Parti"
"7457";"Partt";"Parti"
"7458";"Partte";"Parti"
"7459";"Partter";"Parti"
"7460";"Partterenn";"Parti"
"7461";"Partti";"Parti"
"7462";"Parttie";"Parti"
"7463";"Parttkens";"Parti"
"7464";"Party";"Parti"
"7465";"Partye";"Parti"
"7466";"Paser";"Pakke"
"7467";"Patin";
"7468";"Pb.";"Pibe"
"7469";"Pballer";"Balle"
"7470";"Pbe";"Pibe"
"7471";"Pber";"Pibe"
"7472";"Pbr";"Pibe"
"7473";"Pbr.";"Pibe"
"7474";"Pche";"Pakke"
"7475";"Pche.";"Pakke"
"7476";"Pchtt";"Pakke"
"7477";"Pchtt.";"Pakke"
"7478";"Pd";"Pund"
"7479";"Pd-";"Pund"
"7480";"P-d";"Pund"
"7481";"Pd.";"Pud"
"7482";"Pdr.";"Pund"
"7483";"Pds";"Pund"
"7484";"Pds.";"Pund"
"7485";"Pdt";"Pund"
"7486";"Pdt.";"Pund"
"7487";"P-dtt";"Pund"
"7488";"Pdtt.";"Pund"
"7489";"Peacker";"Pakke"
"7490";"Pebbe";"Pibe"
"7491";"Pebber";"Pibe"
"7492";"Pebe";"Pibe"
"7493";"Peben";"Pibe"
"7494";"Peber";"Pibe"
"7495";"Pecheller";"Perseler"
"7496";"Peck";"Pakke"
"7497";"Pecke";"Pakke"
"7498";"Pecker";"Pakke"
"7499";"Peeber";"Pibe"
"7500";"Peiber";"Pibe"
"7501";"Pendtsioner";"Puncheon"
"7502";"Pensioner";"Puncheon"
"7503";"Pensionn";"Puncheon"
"7504";"Penssioen";"Puncheon"
"7505";"Penssioner";"Puncheon"
"7506";"Per";"Par"
"7507";"Per.";"Par"
"7508";"Percele";"Perseler"
"7509";"Perceler";"Perseler"
"7510";"Perceller";"Perseler"
"7511";"Perschler";"Perseler"
"7512";"Persedeler";"Perseler"
"7513";"Persedler";"Perseler"
"7514";"Perseeler";"Perseler"
"7515";"Persehler";"Perseler"
"7516";"Persehler og Fustagier";"Fustage"
"7517";"Persehler og Fustagier";"Perseler"
"7518";"Persel.";"Perseler"
"7519";"Perseler";"Perseler"
"7520";"Perseller";"Perseler"
"7521";"Persilla";"Perseler"
"7522";"Perss.";"Perseler"
"7523";"Peuer";"Pibe"
"7524";"Pexken";"Pakke"
"7525";"Pf.";"Pund"
"7526";"Pfund";"Pund"
"7527";"Pfundt";"Pund"
"7528";"Pfuntt";"Pund"
"7529";"Pgt.";"Pignatello"
"7530";"Phacke";"Pakke"
"7531";"Phibe";"Pibe"
"7532";"Phr.";"Par"
"7533";"Pib";"Pibe"
"7534";"Pib.";"Pibe"
"7535";"Pib. og booten";"Botte"
"7536";"Pib. og booten";"Pibe"
"7537";"Pibb";"Pibe"
"7538";"Pibb.";"Pibe"
"7539";"Pibbe";"Pibe"
"7540";"Pibbe oh oxhode";"Pibe"
"7541";"Pibbe oh oxhode";"Oksehovede"
"7542";"Pibben";"Pibe"
"7543";"Pibber";"Pibe"
"7544";"Pibbn";"Pibe"
"7545";"Pibe";"Pibe"
"7546";"Pibe och Qrt.";"Pibe"
"7547";"Pibe och Qrt.";"Quardel"
"7548";"Pibe og booter";"Botte"
"7549";"Pibe og booter";"Pibe"
"7550";"Pibe og boter";"Pibe"
"7551";"Pibe og boter";"Botte"
"7552";"Pibe.";"Pibe"
"7553";"Pibee";"Pibe"
"7554";"Pibeer";"Pibe"
"7555";"Piben";"Pibe"
"7556";"Pibenn";"Pibe"
"7557";"Piber";"Pibe"
"7558";"Piber oc bolter";"Pibe"
"7559";"Piber oc bolter";"Botte"
"7560";"Piber och boeter";"Pibe"
"7561";"Piber och boeter";"Botte"
"7562";"Piber och boter";"Pibe"
"7563";"Piber och boter";"Botte"
"7564";"Piber och botter";"Pibe"
"7565";"Piber och botter";"Botte"
"7566";"Piber och bøtter";"Pibe"
"7567";"Piber och bøtter";"Botte"
"7568";"Piber och Ochoffder";"Pibe"
"7569";"Piber och Ochoffder";"Oksehovede"
"7570";"Piber og 3/4 anker";"Anker, 3/4"
"7571";"Piber og 3/4 anker";"Pibe"
"7572";"Piber og Boeter";"Pibe"
"7573";"Piber og Boeter";"Botte"
"7574";"Piber og boot";"Botte"
"7575";"Piber og boot";"Pibe"
"7576";"Piber og booter";"Botte"
"7577";"Piber og booter";"Pibe"
"7578";"Piber og botter";"Botte"
"7579";"Piber og botter";"Pibe"
"7580";"Piber.";"Pibe"
"7581";"Piberr";"Pibe"
"7582";"Pibes";"Pibe"
"7583";"Pibhe";"Pibe"
"7584";"Pibi";"Pibe"
"7585";"Pibir";"Pibe"
"7586";"Pibn";"Pibe"
"7587";"Pibr";"Pibe"
"7588";"Pibr.";"Pibe"
"7589";"Pibre";"Pibe"
"7590";"Pibver";"Pibe"
"7591";"Picul";"Picol"
"7592";"Pieb";"Pibe"
"7593";"Pieb.";"Pibe"
"7594";"Piebbe";"Pibe"
"7595";"Piebber";"Pibe"
"7596";"Piebe";"Pibe"
"7597";"Pieben";"Pibe"
"7598";"Pieber";"Pibe"
"7599";"Pieber oc botter";"Pibe"
"7600";"Pieber oc botter";"Botte"
"7601";"Pieber och botter";"Pibe"
"7602";"Pieber och botter";"Botte"
"7603";"Pieber och oxehøefftt";"Pibe"
"7604";"Pieber och oxehøefftt";"Oksehovede"
"7605";"Pieber or Botter";"Pibe"
"7606";"Pieber or Botter";"Botte"
"7607";"Piebere";"Pibe"
"7608";"Piebr";"Pibe"
"7609";"Piebre";"Pibe"
"7610";"Piep";"Pibe"
"7611";"Piepber";"Pibe"
"7612";"Piepen";"Pibe"
"7613";"Pieper";"Pibe"
"7614";"Piffer";"Pibe"
"7615";"Piffr";"Pibe"
"7616";"Piffr.";"Pibe"
"7617";"Piffue";"Pibe"
"7618";"Piffuer";"Pibe"
"7619";"Piffur";"Pibe"
"7620";"Pig.";"Pignatello"
"7621";"Pige";"Pignatello"
"7622";"Pigell.";"Pignatello"
"7623";"Piger";"Pibe"
"7624";"Piget";"Pignatello"
"7625";"Pigetl.";"Pignatello"
"7626";"Pign.";"Pignatello"
"7627";"Pignat";"Pignatello"
"7628";"Pignat.";"Pignatello"
"7629";"Pignatelli";"Pignatello"
"7630";"Pignatellis";"Pignatello"
"7631";"Pignatl.";"Pignatello"
"7632";"Pignelt.";"Pignatello"
"7633";"Pignet.";"Pignatello"
"7634";"Pignetl.";"Pignatello"
"7635";"Pignt.";"Pignatello"
"7636";"Pigntl.";"Pignatello"
"7637";"Pignttl.";"Pignatello"
"7638";"Pigtl.";"Pignatello"
"7639";"Pigtlli.";"Pignatello"
"7640";"Piib";"Pibe"
"7641";"Piib.";"Pibe"
"7642";"Piibber";"Pibe"
"7643";"Piibe";"Pibe"
"7644";"Piibe.";"Pibe"
"7645";"Piiben";"Pibe"
"7646";"Piiber";"Pibe"
"7647";"Piiber og Booter";"Botte"
"7648";"Piiber og Booter";"Pibe"
"7649";"Piibern";"Pibe"
"7650";"Piiberr";"Pibe"
"7651";"Piibiir";"Pibe"
"7652";"Piibir";"Pibe"
"7653";"Piiboer";"Pibe"
"7654";"Piibr";"Pibe"
"7655";"Piibve";"Pibe"
"7656";"Piiebe";"Pibe"
"7657";"Piieber";"Pibe"
"7658";"Piier";"Pibe"
"7659";"Piiiber";"Pibe"
"7660";"Piiibir";"Pibe"
"7661";"Piijbier";"Pibe"
"7662";"Piipe";"Pibe"
"7663";"Piipen";"Pibe"
"7664";"Piiper";"Pibe"
"7665";"Pijbe";"Pibe"
"7666";"Pijber";"Pibe"
"7667";"Pimbel";"Bimpel"
"7668";"Pingntl.";"Pignatello"
"7669";"Pip";"Pibe"
"7670";"Pip.";"Pibe"
"7671";"Pipber";"Pibe"
"7672";"Pipe";"Pibe"
"7673";"Pipen";"Pibe"
"7674";"Pipenn";"Pibe"
"7675";"Piper";"Pibe"
"7676";"Piper og tonde";"Pibe"
"7677";"Piper og tonde";"Tønde"
"7678";"Pipffur";"Pibe"
"7679";"Pipibe";"Pibe"
"7680";"Pippe";"Pibe"
"7681";"Pippen";"Pibe"
"7682";"Pipper";"Pibe"
"7683";"Piqu.";"Pignatello"
"7684";"Piqualelli";"Pignatello"
"7685";"Piue";"Pibe"
"7686";"Piuer";"Pibe"
"7687";"Piwe";"Pibe"
"7688";"Piwer";"Pibe"
"7689";"Pk";"Pakke"
"7690";"Pk.";"Pakke"
"7691";"Plader";"Plader"
"7692";"Plaeder";"Plader"
"7693";"Plaetter";"Plader"
"7694";"Platten";"Plader"
"7695";"Platter";"Plader"
"7696";"Plinge";"Ring"
"7697";"Pnd";"Pund"
"7698";"Pnd-";"Pund"
"7699";"Pnd.";"Pund"
"7700";"Pøbe";"Pibe"
"7701";"Pocke";"Pakke"
"7702";"Pocker";"Pakke"
"7703";"Pøcker";"Pakke"
"7704";"Poeser";"Pose"
"7705";"Poetter";"Pot"
"7706";"Poincon";"Puncheon"
"7707";"Poisong";"Puncheon"
"7708";"Polsch gylden";"Gylden, Polsch"
"7709";"Polsch gyldenn";"Gylden, Polsch"
"7710";"Polsche Gulden";"Gylden, Polsch"
"7711";"Pomersche Lester";"Læst, Pommersche"
"7712";"Pomershe Lester";"Læst, Pommersche"
"7713";"Pommersche Lester";"Læst, Pommersche"
"7714";"Pommershe lester";"Læst, Pommersche"
"7715";"Poncens";"Puncheon"
"7716";"Pong";"Pong"
"7717";"Ponge";"Pong"
"7718";"Ponger";"Pong"
"7719";"Ponnsiener";"Puncheon"
"7720";"Ponnssioer";"Puncheon"
"7721";"Pons";"Puncheon"
"7722";"Ponsion";"Puncheon"
"7723";"Ponsioner";"Puncheon"
"7724";"Ponsionner";"Puncheon"
"7725";"Ponssioner";"Puncheon"
"7726";"Pontioner";"Puncheon"
"7727";"Pontionter";"Puncheon"
"7728";"Ponxioner";"Puncheon"
"7729";"Pood";"Pud"
"7730";"Poods";"Pud"
"7731";"Pools gyldens";"Gylden, Polsch"
"7732";"Pooter";"Botte"
"7733";"Poott";"Botte"
"7734";"Pootter";"Botte"
"7735";"Por";"Par"
"7736";"Porcioner";"Puncheon"
"7737";"Pornssioner";"Puncheon"
"7738";"Porsen";
