"vnr";"maat";"st_maat"
"6377";"Ottendele bother";"Botte, Achtel"
"6378";"Ottendell piber";"Pibe, Achtel"
"6379";"Ottendiel piber";"Pibe, Achtel"
"6380";"Ottincher";"Otting"
"6381";"Otting";"Otting"
"6382";"Otting.";"Otting"
"6383";"Otting.r";"Otting"
"6384";"Ottinger";"Otting"
"6385";"Ottingh";"Otting"
"6386";"Ottingier";"Otting"
"6387";"Ottinng";"Otting"
"6388";"Ottinnger";"Otting"
"6389";"Øttinnger";"Otting"
"6390";"Ottl.";"Otting"
"6391";"Ottuinger";"Otting"
"6392";"Ottynd";"Otting"
"6393";"Ottynde";"Otting"
"6394";"Ottynger";"Otting"
"6395";"Ottynnde";"Otting"
"6396";"Ottyr";"Otting"
"6397";"Ouard.";"Quardel"
"6398";"Ouncer";"Unse"
"6399";"Ouxhøefftt";"Oksehovede"
"6400";"Ox";"Oksehovede"
"6401";"Ox hode";"Oksehovede"
"6402";"Ox.";"Oksehovede"
"6403";"Ox. hoved.";"Oksehovede"
"6404";"Ox.d.";"Oksehovede"
"6405";"Ox.hode";"Oksehovede"
"6406";"Ox.hoved";"Oksehovede"
"6407";"Ox.hvde";"Oksehovede"
"6408";"Oxch.";"Oksehovede"
"6409";"Oxcheder";"Oksehovede"
"6410";"Oxchoder";"Oksehovede"
"6411";"Oxchoeder";"Oksehovede"
"6412";"Oxchoedt";"Oksehovede"
"6413";"Oxchøefftt";"Oksehovede"
"6414";"Oxchøeffuitt";"Oksehovede"
"6415";"Oxchoffd";"Oksehovede"
"6416";"Oxchoffuder";"Oksehovede"
"6417";"Oxchoffueder";"Oksehovede"
"6418";"Oxcohoffueder";"Oksehovede"
"6419";"Oxd.";"Oksehovede"
"6420";"Oxdehofft";"Oksehovede"
"6421";"Oxdh.";"Oksehovede"
"6422";"Oxdr.";"Oksehovede"
"6423";"Oxe hoffd";"Oksehovede"
"6424";"Oxe.";"Oksehovede"
"6425";"Oxeehøefftt";"Oksehovede"
"6426";"Oxefad";"Oksehovede"
"6427";"Oxefd.";"Oksehovede"
"6428";"Oxefoeffder";"Oksehovede"
"6429";"Oxefofd";"Oksehovede"
"6430";"Oxeh";"Oksehovede"
"6431";"Oxeh.";"Oksehovede"
"6432";"Øxeh.";"Oksehovede"
"6433";"Oxeh. og halve stk.";"Oksehovede"
"6434";"Oxeh. og halve stk.";"Støcker, Halve"
"6435";"Oxeh. og quard";"Oksehovede"
"6436";"Oxeh. og quard";"Quardel"
"6437";"Oxeh.d";"Oksehovede"
"6438";"Oxehader";"Oksehovede"
"6439";"Oxehaeder";"Oksehovede"
"6440";"Oxehaffer";"Oksehovede"
"6441";"Oxehafft";"Oksehovede"
"6442";"Oxehd";"Oksehovede"
"6443";"Oxehd.";"Oksehovede"
"6444";"Oxehde.";"Oksehovede"
"6445";"Oxehder.";"Oksehovede"
"6446";"Oxehdr.";"Oksehovede"
"6447";"Oxehe";"Oksehovede"
"6448";"Oxehe.";"Oksehovede"
"6449";"Oxehed";"Oksehovede"
"6450";"Oxehed.";"Oksehovede"
"6451";"Oxehede";"Oksehovede"
"6452";"Oxeheder";"Oksehovede"
"6453";"Oxeheed";"Oksehovede"
"6454";"Oxehefftt";"Oksehovede"
"6455";"Oxeheffuede";"Oksehovede"
"6456";"Oxeheffuidt";"Oksehovede"
"6457";"Oxehf.";"Oksehovede"
"6458";"Oxehfd";"Oksehovede"
"6459";"Oxehfd.";"Oksehovede"
"6460";"Oxehfde";"Oksehovede"
"6461";"Oxehhoftt";"Oksehovede"
"6462";"Oxehhov.";"Oksehovede"
"6463";"Oxehhoved.";"Oksehovede"
"6464";"Oxehider";"Oksehovede"
"6465";"Oxehieder";"Oksehovede"
"6466";"Oxehiffder";"Oksehovede"
"6467";"Oxeho.";"Oksehovede"
"6468";"Oxehod";"Oksehovede"
"6469";"Oxehod.";"Oksehovede"
"6470";"Oxehodder";"Oksehovede"
"6471";"Oxehodder.";"Oksehovede"
"6472";"Oxehode";"Oksehovede"
"6473";"Oxehode.";"Oksehovede"
"6474";"Oxehodeder";"Oksehovede"
"6475";"Oxehoden";"Oksehovede"
"6476";"Oxehoder";"Oksehovede"
"6477";"Oxehøder";"Oksehovede"
"6478";"Oxehoder.";"Oksehovede"
"6479";"Oxehodr.";"Oksehovede"
"6480";"Oxehodt";"Oksehovede"
"6481";"Oxehodtt";"Oksehovede"
"6482";"Oxehodtt.";"Oksehovede"
"6483";"Oxehoe.";"Oksehovede"
"6484";"Oxehoed";"Oksehovede"
"6485";"Oxehoed.";"Oksehovede"
"6486";"Oxehoede";"Oksehovede"
"6487";"Oxehoeder";"Oksehovede"
"6488";"Oxehoeder.";"Oksehovede"
"6489";"Oxehoedr";"Oksehovede"
"6490";"Oxehoedt";"Oksehovede"
"6491";"Oxehoedts";"Oksehovede"
"6492";"Oxehøeff";"Oksehovede"
"6493";"Oxehoeffder";"Oksehovede"
"6494";"Oxehøeffer";"Oksehovede"
"6495";"Oxehøeffft";"Oksehovede"
"6496";"Oxehøeffn";"Oksehovede"
"6497";"Oxehøefft";"Oksehovede"
"6498";"Oxehoefftt";"Oksehovede"
"6499";"Oxehøefftt";"Oksehovede"
"6500";"Oxehøefftt och Baler";"Oksehovede"
"6501";"Oxehøefftt och Baler";"Balle"
"6502";"Oxehøeffttt";"Oksehovede"
"6503";"Oxehoeffuit";"Oksehovede"
"6504";"Oxehøeffuitt";"Oksehovede"
"6505";"Oxehoefter";"Oksehovede"
"6506";"Oxehøeftt";"Oksehovede"
"6507";"Oxehoet";"Oksehovede"
"6508";"Oxehof";"Oksehovede"
"6509";"Oxehof.";"Oksehovede"
"6510";"Oxehofd";"Oksehovede"
"6511";"Oxehofd.";"Oksehovede"
"6512";"Oxehofde";"Oksehovede"
"6513";"Oxehofde.";"Oksehovede"
"6514";"Oxehofden";"Oksehovede"
"6515";"Oxehofder";"Oksehovede"
"6516";"Øxehofder";"Oksehovede"
"6517";"Oxehofder.";"Oksehovede"
"6518";"Oxehofdit";"Oksehovede"
"6519";"Oxehofe";"Oksehovede"
"6520";"Oxehofe.";"Oksehovede"
"6521";"Oxehofed";"Oksehovede"
"6522";"Oxehofede";"Oksehovede"
"6523";"Oxehofeded";"Oksehovede"
"6524";"Oxehofeder";"Oksehovede"
"6525";"Oxehofer";"Oksehovede"
"6526";"Oxehoferder";"Oksehovede"
"6527";"Oxehofett";"Oksehovede"
"6528";"Oxehoff";"Oksehovede"
"6529";"Oxehoff.";"Oksehovede"
"6530";"Oxehoffd";"Oksehovede"
"6531";"Oxehoffd.";"Oksehovede"
"6532";"Oxehoffde";"Oksehovede"
"6533";"Oxehoffdeer";"Oksehovede"
"6534";"Oxehoffden";"Oksehovede"
"6535";"Oxehoffder";"Oksehovede"
"6536";"Oxehoffder.";"Oksehovede"
"6537";"Oxehoffdt";"Oksehovede"
"6538";"Oxehoffe";"Oksehovede"
"6539";"Oxehoffe.";"Oksehovede"
"6540";"Oxehoffed";"Oksehovede"
"6541";"Oxehoffede";"Oksehovede"
"6542";"Oxehoffeder";"Oksehovede"
"6543";"Oxehoffeidt";"Oksehovede"
"6544";"Oxehoffer";"Oksehovede"
"6545";"Oxehoffer.";"Oksehovede"
"6546";"Oxehoffett";"Oksehovede"
"6547";"Oxehoffeuder";"Oksehovede"
"6548";"Oxehofffder";"Oksehovede"
"6549";"Oxehoffindt";"Oksehovede"
"6550";"Oxehoffør";"Oksehovede"
"6551";"Oxehoffr";"Oksehovede"
"6552";"Oxehoffr.";"Oksehovede"
"6553";"Oxehofft";"Oksehovede"
"6554";"Oxehøfft";"Oksehovede"
"6555";"Oxehofft.";"Oksehovede"
"6556";"Oxehoffte";"Oksehovede"
"6557";"Oxehoffte.";"Oksehovede"
"6558";"Oxehoffter";"Oksehovede"
"6559";"Oxehofftt";"Oksehovede"
"6560";"Oxehøfftt";"Oksehovede"
"6561";"Oxehoffud";"Oksehovede"
"6562";"Oxehoffude";"Oksehovede"
"6563";"Oxehoffuder";"Oksehovede"
"6564";"Oxehoffudt";"Oksehovede"
"6565";"Oxehoffued";"Oksehovede"
"6566";"Oxehoffued.";"Oksehovede"
"6567";"Oxehoffuedder";"Oksehovede"
"6568";"Oxehoffuede";"Oksehovede"
"6569";"Oxehoffueder";"Oksehovede"
"6570";"Oxehoffuedt";"Oksehovede"
"6571";"Oxehøffuedt";"Oksehovede"
"6572";"Oxehoffuer";"Oksehovede"
"6573";"Oxehoffuerd.";"Oksehovede"
"6574";"Oxehoffuerder";"Oksehovede"
"6575";"Oxehoffuet";"Oksehovede"
"6576";"Oxehoffuett";"Oksehovede"
"6577";"Oxehoffuid";"Oksehovede"
"6578";"Oxehoffuidder";"Oksehovede"
"6579";"Oxehoffuide";"Oksehovede"
"6580";"Oxehoffuiden";"Oksehovede"
"6581";"Oxehoffuider";"Oksehovede"
"6582";"Oxehoffuidt";"Oksehovede"
"6583";"Oxehoffuit";"Oksehovede"
"6584";"Oxehoffuitt";"Oksehovede"
"6585";"Oxehøffuitt";"Oksehovede"
"6586";"Oxehoffurt";"Oksehovede"
"6587";"Oxehoffve";"Oksehovede"
"6588";"Oxehoffve.";"Oksehovede"
"6589";"Oxehoffvid";"Oksehovede"
"6590";"Oxehoffvit";"Oksehovede"
"6591";"Oxehofreder";"Oksehovede"
"6592";"Oxehofs.";"Oksehovede"
"6593";"Oxehofsder";"Oksehovede"
"6594";"Oxehoft";"Oksehovede"
"6595";"Oxehoft.";"Oksehovede"
"6596";"Oxehoftde";"Oksehovede"
"6597";"Oxehoftder";"Oksehovede"
"6598";"Oxehofte";"Oksehovede"
"6599";"Oxehofter";"Oksehovede"
"6600";"Oxehoftt";"Oksehovede"
"6601";"Oxehoftt.";"Oksehovede"
"6602";"Oxehoftter";"Oksehovede"
"6603";"Oxehoftuit";"Oksehovede"
"6604";"Oxehofued";"Oksehovede"
"6605";"Oxehofuede";"Oksehovede"
"6606";"Oxehofuett";"Oksehovede"
"6607";"Oxehofuide";"Oksehovede"
"6608";"Oxehofuitt";"Oksehovede"
"6609";"Oxehofv.";"Oksehovede"
"6610";"Oxehofvder";"Oksehovede"
"6611";"Oxehofved";"Oksehovede"
"6612";"Oxehofved.";"Oksehovede"
"6613";"Oxehofvede";"Oksehovede"
"6614";"Oxehofveder";"Oksehovede"
"6615";"Oxehohveder";"Oksehovede"
"6616";"Oxehoifft";"Oksehovede"
"6617";"Oxehold";"Oksehovede"
"6618";"Oxehooeder";"Oksehovede"
"6619";"Oxehoofft";"Oksehovede"
"6620";"Oxehorder";"Oksehovede"
"6621";"Oxehored";"Oksehovede"
"6622";"Oxehot";"Oksehovede"
"6623";"Oxehoud";"Oksehovede"
"6624";"Oxehoufder";"Oksehovede"
"6625";"Oxehouffd";"Oksehovede"
"6626";"Oxehouffder";"Oksehovede"
"6627";"Oxehouffdt";"Oksehovede"
"6628";"Oxehouffudder";"Oksehovede"
"6629";"Oxehouffued";"Oksehovede"
"6630";"Oxehouffuid";"Oksehovede"
"6631";"Oxehouffuidder";"Oksehovede"
"6632";"Oxehouffuidt";"Oksehovede"
"6633";"Oxehouffuindt";"Oksehovede"
"6634";"Øxehouid";"Oksehovede"
"6635";"Oxehouitt";"Oksehovede"
"6636";"Oxehov";"Oksehovede"
"6637";"Oxehov.";"Oksehovede"
"6638";"Oxehov. er halve oxehov.";"Oksehovede"
"6639";"Oxehov. er halve oxehov.";"Oksehovede, Halve"
"6640";"Oxehovd";"Oksehovede"
"6641";"Oxehovd.";"Oksehovede"
"6642";"Oxehovde";"Oksehovede"
"6643";"Oxehovde.";"Oksehovede"
"6644";"Oxehovden";"Oksehovede"
"6645";"Oxehovder";"Oksehovede"
"6646";"Oxehove";"Oksehovede"
"6647";"Oxehove.";"Oksehovede"
"6648";"Oxehoved";"Oksehovede"
"6649";"Øxehoved";"Oksehovede"
"6650";"Oxehoved.";"Oksehovede"
"6651";"Oxehovede";"Oksehovede"
"6652";"Oxehoveden";"Oksehovede"
"6653";"Oxehoveder";"Oksehovede"
"6654";"Oxehoveder.";"Oksehovede"
"6655";"Oxehovedt";"Oksehovede"
"6656";"Oxehovender";"Oksehovede"
"6657";"Oxehover";"Oksehovede"
"6658";"Oxehover.";"Oksehovede"
"6659";"Oxehoverder";"Oksehovede"
"6660";"Oxehovett";"Oksehovede"
"6661";"Oxehude";"Oksehovede"
"6662";"Oxehuder";"Oksehovede"
"6663";"Oxehued";"Oksehovede"
"6664";"Oxehuede";"Oksehovede"
"6665";"Oxehueder";"Oksehovede"
"6666";"Oxehueffuidder";"Oksehovede"
"6667";"Oxehueffuiddtt";"Oksehovede"
"6668";"Oxehv.";"Oksehovede"
"6669";"Oxehvd.";"Oksehovede"
"6670";"Oxehvde.";"Oksehovede"
"6671";"Oxehvder";"Oksehovede"
"6672";"Oxehvder.";"Oksehovede"
"6673";"Oxehvdr.";"Oksehovede"
"6674";"Oxehved.";"Oksehovede"
"6675";"Oxehveder";"Oksehovede"
"6676";"Oxehx";"Oksehovede"
"6677";"Oxen";"Oksehovede"
"6678";"Oxen.";"Oksehovede"
"6679";"Øxen.";"Oksehovede"
"6680";"Oxenhoffd";"Oksehovede"
"6681";"Oxenhofft";"Oksehovede"
"6682";"Oxenhoffuet";"Oksehovede"
"6683";"Oxenhouffdt";"Oksehovede"
"6684";"Oxer";"Oksehovede"
"6685";"Oxerhoede";"Oksehovede"
"6686";"Oxeschoffueder";"Oksehovede"
"6687";"Oxesehod";"Oksehovede"
"6688";"Oxesehofder";"Oksehovede"
"6689";"Oxesehofft";"Oksehovede"
"6690";"Oxeshoffueder";"Oksehovede"
"6691";"Oxfd";"Oksehovede"
"6692";"Ox-fd";"Oksehovede"
"6693";"Oxfd.";"Oksehovede"
"6694";"Oxfeho.";"Oksehovede"
"6695";"Oxfehoffueder";"Oksehovede"
"6696";"Oxfehoffuit";"Oksehovede"
"6697";"Oxgoder";"Oksehovede"
"6698";"Oxgoffder";"Oksehovede"
"6699";"Oxh";"Oksehovede"
"6700";"Oxh.";"Oksehovede"
"6701";"Oxhavde";"Oksehovede"
"6702";"Oxhd";"Oksehovede"
"6703";"Oxh-d";"Oksehovede"
"6704";"Oxhd.";"Oksehovede"
"6705";"Oxhdder.";"Oksehovede"
"6706";"Oxhde";"Oksehovede"
"6707";"Oxhde.";"Oksehovede"
"6708";"Oxhder.";"Oksehovede"
"6709";"Oxhdr.";"Oksehovede"
"6710";"Oxhe";"Oksehovede"
"6711";"Oxhe.";"Oksehovede"
"6712";"Oxhed";"Oksehovede"
"6713";"Oxhed.";"Oksehovede"
"6714";"Oxhede";"Oksehovede"
"6715";"Oxheder";"Oksehovede"
"6716";"Oxheeder";"Oksehovede"
"6717";"Oxhef.";"Oksehovede"
"6718";"Oxhefder";"Oksehovede"
"6719";"Oxheffder";"Oksehovede"
"6720";"Oxheffueder";"Oksehovede"
"6721";"Oxheffuidt";"Oksehovede"
"6722";"Oxheffuit";"Oksehovede"
"6723";"Oxheffuitt";"Oksehovede"
"6724";"Oxhefveder";"Oksehovede"
"6725";"Oxhehd.";"Oksehovede"
"6726";"Oxhehøeffer";"Oksehovede"
"6727";"Oxhehoffd";"Oksehovede"
"6728";"Oxhehoffder";"Oksehovede"
"6729";"Oxhehoffeud";"Oksehovede"
"6730";"Oxhehofft";"Oksehovede"
"6731";"Oxhehoffued";"Oksehovede"
"6732";"Oxhehoffueder";"Oksehovede"
"6733";"Oxhehoffuit";"Oksehovede"
"6734";"Oxhehov.";"Oksehovede"
"6735";"Oxheved";"Oksehovede"
"6736";"Oxheveder";"Oksehovede"
"6737";"Oxhf.";"Oksehovede"
"6738";"Oxhfd";"Oksehovede"
"6739";"Oxhfd.";"Oksehovede"
"6740";"Oxhfde";"Oksehovede"
"6741";"Oxhfde.";"Oksehovede"
"6742";"Oxhfder";"Oksehovede"
"6743";"Oxhfdr.";"Oksehovede"
"6744";"Oxhfehoffder";"Oksehovede"
"6745";"Oxhffder";"Oksehovede"
"6746";"Oxhffueder";"Oksehovede"
"6747";"Oxhffuitt";"Oksehovede"
"6748";"Oxhheffder";"Oksehovede"
"6749";"Oxhhfeffueder";"Oksehovede"
"6750";"Oxhhoeder";"Oksehovede"
"6751";"Oxhhoffder";"Oksehovede"
"6752";"Oxhhoffuett";"Oksehovede"
"6753";"Oxho.";"Oksehovede"
"6754";"Oxhochde.";"Oksehovede"
"6755";"Oxhod";"Oksehovede"
"6756";"Oxhod.";"Oksehovede"
"6757";"Oxhod.r";"Oksehovede"
"6758";"Oxhode";"Oksehovede"
"6759";"Oxhode halfud";"Oksehovede, Halve"
"6760";"Oxhode.";"Oksehovede"
"6761";"Oxhodeder";"Oksehovede"
"6762";"Oxhoden";"Oksehovede"
"6763";"Oxhoden.";"Oksehovede"
"6764";"Oxhoder";"Oksehovede"
"6765";"Oxhøder";"Oksehovede"
"6766";"Oxhoder.";"Oksehovede"
"6767";"Oxhodffd";"Oksehovede"
"6768";"Oxhodn";"Oksehovede"
"6769";"Oxhodn.";"Oksehovede"
"6770";"Oxhodr";"Oksehovede"
"6771";"Oxhodr.";"Oksehovede"
"6772";"Oxhodt";"Oksehovede"
"6773";"Oxhodtrit";"Oksehovede"
"6774";"Oxhodv.";"Oksehovede"
"6775";"Oxhoe.";"Oksehovede"
"6776";"Oxhoed";"Oksehovede"
"6777";"Oxhoed.";"Oksehovede"
"6778";"Oxhoede";"Oksehovede"
"6779";"Oxhoeder";"Oksehovede"
"6780";"Oxhoeder.";"Oksehovede"
"6781";"Oxhoedet";"Oksehovede"
"6782";"Oxhoedt";"Oksehovede"
"6783";"Oxhoeffueder";"Oksehovede"
"6784";"Oxhoeffuidt";"Oksehovede"
"6785";"Oxhoeffuit";"Oksehovede"
"6786";"Oxhoeffuitt";"Oksehovede"
"6787";"Oxhoett";"Oksehovede"
"6788";"Oxhof";"Oksehovede"
"6789";"Oxhof.";"Oksehovede"
"6790";"Oxhofd";"Oksehovede"
"6791";"Oxhofd.";"Oksehovede"
"6792";"Øxhofd.";"Oksehovede"
"6793";"Oxhofdder";"Oksehovede"
"6794";"Oxhofde";"Oksehovede"
"6795";"Oxhofde.";"Oksehovede"
"6796";"Oxhofden";"Oksehovede"
"6797";"Oxhofden.";"Oksehovede"
"6798";"Oxhofder";"Oksehovede"
"6799";"Oxhofder Halfve";"Oksehovede, Halve"
"6800";"Oxhofder.";"Oksehovede"
"6801";"Oxhofders";"Oksehovede"
"6802";"Oxhofdfe.";"Oksehovede"
"6803";"Oxhofdr";"Oksehovede"
"6804";"Oxhofdr.";"Oksehovede"
"6805";"Oxhofduidt";"Oksehovede"
"6806";"Oxhofdv.";"Oksehovede"
"6807";"Oxhofe";"Oksehovede"
"6808";"Oxhofe.";"Oksehovede"
"6809";"Oxhofed";"Oksehovede"
"6810";"Oxhofed.";"Oksehovede"
"6811";"Oxhofede";"Oksehovede"
"6812";"Oxhofede.";"Oksehovede"
"6813";"Oxhofeder";"Oksehovede"
"6814";"Oxhofeede";"Oksehovede"
"6815";"Oxhofeeder";"Oksehovede"
"6816";"Oxhofen";"Oksehovede"
"6817";"Oxhofer";"Oksehovede"
"6818";"Oxhofer.";"Oksehovede"
"6819";"Oxhoferder";"Oksehovede"
"6820";"Oxhoff";"Oksehovede"
"6821";"Oxhoff.";"Oksehovede"
"6822";"Oxhoffd";"Oksehovede"
"6823";"Oxhoffd.";"Oksehovede"
"6824";"Oxhoffde";"Oksehovede"
"6825";"Oxhoffdee";"Oksehovede"
"6826";"Oxhoffden";"Oksehovede"
"6827";"Oxhoffder";"Oksehovede"
"6828";"Oxhoffder.";"Oksehovede"
"6829";"Oxhoffdit";"Oksehovede"
"6830";"Oxhoffdr.";"Oksehovede"
"6831";"Oxhoffdt";"Oksehovede"
"6832";"Oxhoffe";"Oksehovede"
"6833";"Oxhoffe.";"Oksehovede"
"6834";"Oxhoffed";"Oksehovede"
"6835";"Oxhoffede";"Oksehovede"
"6836";"Oxhoffeder";"Oksehovede"
"6837";"Oxhoffedt";"Oksehovede"
"6838";"Oxhoffeidt";"Oksehovede"
"6839";"Oxhoffeit";"Oksehovede"
"6840";"Oxhoffer";"Oksehovede"
"6841";"Oxhofferd";"Oksehovede"
"6842";"Oxhofferder";"Oksehovede"
"6843";"Oxhofferdt";"Oksehovede"
"6844";"Oxhoffert";"Oksehovede"
"6845";"Oxhoffet";"Oksehovede"
"6846";"Oxhoffeud";"Oksehovede"
"6847";"Oxhoffeuder";"Oksehovede"
"6848";"Oxhoffeudt";"Oksehovede"
"6849";"Oxhoffeuitt";"Oksehovede"
"6850";"Oxhofff";"Oksehovede"
"6851";"Oxhofffd";"Oksehovede"
"6852";"Oxhofffder";"Oksehovede"
"6853";"Oxhofffuider";"Oksehovede"
"6854";"Oxhofffuidt";"Oksehovede"
"6855";"Oxhoffidt";"Oksehovede"
"6856";"Oxhoffiedt";"Oksehovede"
"6857";"Oxhoffind";"Oksehovede"
"6858";"Oxhoffindt";"Oksehovede"
"6859";"Oxhoffint";"Oksehovede"
"6860";"Oxhoffintt";"Oksehovede"
"6861";"Oxhoffit";"Oksehovede"
"6862";"Oxhoffiud";"Oksehovede"
"6863";"Oxhoffiudt";"Oksehovede"
"6864";"Oxhoffiuid";"Oksehovede"
"6865";"Oxhoffiut";"Oksehovede"
"6866";"Oxhoffneder";"Oksehovede"
"6867";"Oxhoffnit";"Oksehovede"
"6868";"Oxhoffr.";"Oksehovede"
"6869";"Oxhoffsuid";"Oksehovede"
"6870";"Oxhofft";"Oksehovede"
"6871";"Oxhøfft";"Oksehovede"
"6872";"Oxhofft.";"Oksehovede"
"6873";"Oxhoffte";"Oksehovede"
"6874";"Oxhoffter";"Oksehovede"
"6875";"Oxhofftt";"Oksehovede"
"6876";"Oxhofftuer";"Oksehovede"
"6877";"Oxhofftutt";"Oksehovede"
"6878";"Oxhoffud";"Oksehovede"
"6879";"Oxhoffude";"Oksehovede"
"6880";"Oxhoffuder";"Oksehovede"
"6881";"Oxhoffudt";"Oksehovede"
"6882";"Oxhoffued";"Oksehovede"
"6883";"Øxhoffued";"Oksehovede"
"6884";"Oxhoffued.";"Oksehovede"
"6885";"Oxhoffuede";"Oksehovede"
"6886";"Oxhoffueder";"Oksehovede"
"6887";"Øxhoffueder";"Oksehovede"
"6888";"Oxhoffuedt";"Oksehovede"
"6889";"Oxhøffuedt";"Oksehovede"
"6890";"Oxhoffuefer";"Oksehovede"
"6891";"Oxhoffuendt";"Oksehovede"
"6892";"Oxhoffuer";"Oksehovede"
"6893";"Oxhoffuer.";"Oksehovede"
"6894";"Oxhoffuerd";"Oksehovede"
"6895";"Oxhoffuerde";"Oksehovede"
"6896";"Oxhoffuerder";"Oksehovede"
"6897";"Oxhoffuet";"Oksehovede"
"6898";"Oxhoffuett";"Oksehovede"
"6899";"Oxhoffuid";"Oksehovede"
"6900";"Oxhoffuide";"Oksehovede"
"6901";"Oxhoffuidt";"Oksehovede"
"6902";"Oxhoffuidtt";"Oksehovede"
"6903";"Oxhoffuieder";"Oksehovede"
"6904";"Oxhoffuiet";"Oksehovede"
"6905";"Oxhoffuiit";"Oksehovede"
"6906";"Oxhoffuis";"Oksehovede"
"6907";"Oxhoffuist";"Oksehovede"
"6908";"Oxhoffuit";"Oksehovede"
"6909";"Oxhoffuitdt";"Oksehovede"
"6910";"Oxhoffuitt";"Oksehovede"
"6911";"Oxhøffuitt";"Oksehovede"
"6912";"Oxhoffund";"Oksehovede"
"6913";"Oxhoffundt";"Oksehovede"
"6914";"Oxhoffurder";"Oksehovede"
"6915";"Oxhoffurdir";"Oksehovede"
"6916";"Oxhoffurt";"Oksehovede"
"6917";"Oxhoffuuder";"Oksehovede"
"6918";"Oxhoffveder";"Oksehovede"
"6919";"Oxhoffvidt";"Oksehovede"
"6920";"Oxhoffvit";"Oksehovede"
"6921";"Oxhoffvitt";"Oksehovede"
"6922";"Oxhofoeder";"Oksehovede"
"6923";"Oxhofr.";"Oksehovede"
"6924";"Oxhofreder";"Oksehovede"
"6925";"Oxhofs";"Oksehovede"
"6926";"Oxhofs.";"Oksehovede"
"6927";"Oxhoft";"Oksehovede"
"6928";"Oxhoft.";"Oksehovede"
"6929";"Oxhoftd";"Oksehovede"
"6930";"Oxhoftden";"Oksehovede"
"6931";"Oxhoftder";"Oksehovede"
"6932";"Oxhofte";"Oksehovede"
"6933";"Oxhofter";"Oksehovede"
"6934";"Oxhoftt";"Oksehovede"
"6935";"Oxhoftt.";"Oksehovede"
"6936";"Oxhofuet";"Oksehovede"
"6937";"Oxhofuidt";"Oksehovede"
"6938";"Oxhofuit";"Oksehovede"
"6939";"Oxhofuitt";"Oksehovede"
"6940";"Oxhofust";"Oksehovede"
"6941";"Oxhofut.";"Oksehovede"
"6942";"Oxhofv";"Oksehovede"
"6943";"Oxhofv.";"Oksehovede"
"6944";"Oxhofvd.";"Oksehovede"
"6945";"Oxhofve.";"Oksehovede"
"6946";"Oxhofved";"Oksehovede"
"6947";"Oxhofved.";"Oksehovede"
"6948";"Oxhofvede";"Oksehovede"
"6949";"Oxhofveder";"Oksehovede"
"6950";"Oxhofvet";"Oksehovede"
"6951";"Oxhofvfeder";"Oksehovede"
"6952";"Oxhofvidt";"Oksehovede"
"6953";"Oxhohdv.";"Oksehovede"
"6954";"Oxhohffder";"Oksehovede"
"6955";"Oxhohhder";"Oksehovede"
"6956";"Oxhohv.";"Oksehovede"
"6957";"Oxhold";"Oksehovede"
"6958";"Øxhood.";"Oksehovede"
"6959";"Oxhooder";"Oksehovede"
"6960";"Oxhooeder";"Oksehovede"
"6961";"Oxhoofd";"Oksehovede"
"6962";"Oxhoofd.";"Oksehovede"
"6963";"Oxhooffe";"Oksehovede"
"6964";"Oxhor.";"Oksehovede"
"6965";"Oxhorden.";"Oksehovede"
"6966";"Oxhorder";"Oksehovede"
"6967";"Oxhot";"Oksehovede"
"6968";"Oxhotder";"Oksehovede"
"6969";"Oxhoued";"Oksehovede"
"6970";"Oxhouede";"Oksehovede"
"6971";"Oxhoueder";"Oksehovede"
"6972";"Oxhouer";"Oksehovede"
"6973";"Oxhouet";"Oksehovede"
"6974";"Oxhouffder";"Oksehovede"
"6975";"Oxhouffdt";"Oksehovede"
"6976";"Oxhouffuider";"Oksehovede"
"6977";"Oxhouffuidt";"Oksehovede"
"6978";"Oxhouffundt";"Oksehovede"
"6979";"Oxhouider";"Oksehovede"
"6980";"Oxhouidt";"Oksehovede"
"6981";"Oxhouiitt";"Oksehovede"
"6982";"Oxhouir";"Oksehovede"
"6983";"Oxhouit";"Oksehovede"
"6984";"Oxhouitt";"Oksehovede"
"6985";"Oxhov";"Oksehovede"
"6986";"Oxhov.";"Oksehovede"
"6987";"Oxhovd";"Oksehovede"
"6988";"Oxhovd.";"Oksehovede"
"6989";"Oxhovde";"Oksehovede"
"6990";"Oxhovde.";"Oksehovede"
"6991";"Oxhovden";"Oksehovede"
"6992";"Oxhovder";"Oksehovede"
"6993";"Oxhovder.";"Oksehovede"
"6994";"Oxhovdr";"Oksehovede"
"6995";"Oxhovdr.";"Oksehovede"
"6996";"Oxhoved";"Oksehovede"
"6997";"Oxhøved";"Oksehovede"
"6998";"Oxhoved.";"Oksehovede"
"6999";"Oxhovede";"Oksehovede"
"7000";"Oxhoveder";"Oksehovede"
"7001";"Oxhover";"Oksehovede"
"7002";"Oxhovet";"Oksehovede"
"7003";"Oxhovf";"Oksehovede"
"7004";"Oxhovfed";"Oksehovede"
"7005";"Oxhovn";"Oksehovede"
"7006";"Oxhr.";"Oksehovede"
"7007";"Oxhsehoff";"Oksehovede"
"7008";"Oxhsehoffd";"Oksehovede"
"7009";"Oxhsehoffder";"Oksehovede"
"7010";"Oxhsehofft";"Oksehovede"
"7011";"Oxhshoffder";"Oksehovede"
