"jaar","rolnr","snr","scnr_begin","scnr_eind","tekst","snaam","twee_op_een","sectienr"
"1576","14","8","157","159",,"Lastpenge, Heed win","nee","1408"
"1577","14","9","463","467",,"30 Penge, Rinsch win","nee","1409"
"1577","14","10","468","469",,"30 Penge, Frandz win","nee","1410"
"1577","14","11","470","470",,"30 Penge, Muscatel, Malmersie","nee","1411"
"1577","14","12","471","472",,"30 Penge, Win tint, Alicant, Bastert","nee","1412"
"1577","14","13","473","474",,"30 Penge, Romenie, Seck","nee","1413"
"1577","14","14","474","474",,"30 Penge, Winedicke","nee","1414"
"1577","14","15","475","475",,"30 Penge, Brendewin","nee","1415"
"1577","14","16","477","528",,"Skibstold, Nederlender etc., Westen af","nee","1416"
"1577","14","17","529","534",,"Skibstold, Nederlender etc., Salt","nee","1417"
"1577","14","18","535","587",,"Skibstold, Nederlender etc., Østen af","nee","1418"
"1577","14","19","590","601",,"Skibstold, Østersche Ansche steder","nee","1419"
"1577","14","20","602","615",,"Skibstold, Dansche og Wendische steder","nee","1420"
"1577","14","21","616","644",,"Skibstold, 100 Penge, Schotter","nee","1421"
"1577","14","22","644","683",,"Skibstold, 100 Penge, Engelsche","nee","1422"
"1577","14","23","684","693",,"Skibstold, 100 Penge, Frandsche","nee","1423"
"1577","15","1","3","4",,"100 Penge, Hispanie","nee","1501"
"1577","15","2","4","4",,"100 Penge, Portugal","nee","1502"
"1577","15","3","5","27",,"Tøndepenge, Wendische","nee","1503"
"1577","15","4","27","114",,"Fyrpenge","nee","1504"
"1577","15","5","121","176",,"Lastpenge, Nederlender etc.","nee","1505"
"1577","15","6","177","181",,"Lastpenge, Schotter","nee","1506"
"1577","15","7","182","188",,"Lastpenge, Engelsche","nee","1507"
"1577","15","8","189","191",,"Lastpenge, Frandsche","nee","1508"
"1577","15","9","191","192",,"Lastpenge, Rinsch win","nee","1509"
"1577","15","10","192","194",,"Lastpenge, Heed win","nee","1510"
"1577","15","11","194","195",,"Lastpenge, Narwen","nee","1511"
"1577","15","12","197","197",,"Fri, Narwen","nee","1512"
"1578","15","13","432","436",,"30 Penge, Rinsch win","nee","1513"
"1578","15","14","436","438",,"30 Penge, Heed win","nee","1514"
"1578","15","15","438","438",,"30 Penge, Malmersie","nee","1515"
"1578","15","16","439","440",,"30 Penge, Alicant, Bastert","nee","1516"
"1578","15","17","440","443",,"30 Penge, Romenie, Seck","nee","1517"
"1578","15","18","444","445",,"30 Penge, Winedicke","nee","1518"
"1578","15","19","445","445",,"30 Penge, Brendewin","nee","1519"
"1578","15","20","446","495",,"Skibstold, Nederlender etc., Westen af","nee","1520"
"1578","15","21","495","507",,"Skibstold, Nederlender etc., Salt","nee","1521"
"1578","15","22","509","561",,"Skibstold, Nederlender etc., Østen af","nee","1522"
"1578","15","23","563","576",,"Skibstold, Østerse Ansche steder","nee","1523"
"1578","15","24","577","586",,"Skibstold, Dansche og Wendische steder","nee","1524"
"1578","15","25","587","631",,"Skibstold, 100 Penge, Schotter","nee","1525"
"1578","15","26","631","686",,"Skibstold, 100 Penge, Engelsche","nee","1526"
"1578","16","1","4","8",,"Skibstold, 100 Penge, Engelsche","nee","1601"
"1578","16","2","10","27",,"Skibstold, 100 Penge, Fransche","nee","1602"
"1578","16","3","27","27",,"Kaaber told, Augsburg, Kaaber, ","nee","1603"
"1578","16","4","28","48",,"Skriver og Tøndepenge, Dansche og Wendische steder","nee","1604"
"1578","16","5","50","156",,"Fyrpenge","nee","1605"
"1578","16","6","161","221",,"Lastpenge, Nederlender etc.","nee","1606"
"1578","16","7","221","229",,"Lastpenge, Skotter","nee","1607"
"1578","16","8","229","239",,"Lastpenge, Engelsche","nee","1608"
"1578","16","9","239","243",,"Lastpenge, Frandsche","nee","1609"
"1578","16","10","243","245",,"Lastpenge, Rinsch win","nee","1610"
"1578","16","11","246","248",,"Lastpenge, Heed win","nee","1611"
"1578","16","12","249","252",,"Lastpenge, Naruen","nee","1612"
"1578","16","13","254","257",,"Lastpenge, Lypsche","nee","1613"
"1579","17","1","16","21",,"30 Penge, Rinsch win","nee","1701"
"1579","17","2","22","26",,"30 Penge, Frantz win","nee","1702"
"1579","17","3","26","26",,"30 Penge, Malmersie, Muscatel","nee","1703"
"1579","17","4","27","27",,"30 Penge, Win tint, Bastert","nee","1704"
"1579","17","5","29","31",,"30 Penge, Romeni, Seck","nee","1705"
"1579","17","6","32","32",,"30 Penge, Winedicke, Brendewin","nee","1706"
"1579","17","7","33","68",,"Skibstold, Nederlender etc., Westen af","nee","1707"
"1579","17","8","69","78",,"Skibstold, Nederlender etc., Salt","nee","1708"
"1579","17","9","79","120",,"Skibstold, Nederlender etc., Østen af","nee","1709"
"1579","17","10","123","133",,"Skibstold, Østersche Ansche steder","nee","1710"
"1579","17","11","134","142",,"Skibstold, Dansche og Wendische steder","nee","1711"
"1579","17","12","143","169",,"Skibstold, 100 Penge, Schotter","nee","1712"
"1579","17","13","169","220",,"Skibstold, 100 Penge, Engelsche","nee","1713"
"1579","17","14","221","230",,"Skibstold, 100 Penge, Frantzer","nee","1714"
"1579","17","15","231","231",,"Kaaber told, Kaaber","nee","1715"
"1579","17","16","232","252",,"Skriver og Tøndepenge, Wendische steder","nee","1716"
"1579","17","17","252","338",,"Fyrpenge","nee","1717"
"1579","17","18","347","394",,"Lastpenge, Nederlender etc.","nee","1718"
"1579","17","19","396","400",,"Lastpenge, Schotter","nee","1719"
"1579","17","20","401","408",,"Lastpenge, Engelsche","nee","1720"
"1579","17","21","409","410",,"Lastpenge, Frantzer","nee","1721"
"1579","17","22","411","413",,"Lastpenge, Rinsch win","nee","1722"
"1579","17","23","413","417",,"Lastpenge, Heed win","nee","1723"
"1579","17","24","417","421",,"Lastpenge, Narwen","nee","1724"
"1579","17","25","421","424",,"Lastpenge, Lybsche","nee","1725"
"1580","18","1","15","20",,"30 Penge, Risch win","nee","1801"
"1580","18","2","21","26",,"30 Penge, Frantz win","nee","1802"
"1580","18","3","27","27",,"30 Penge, Malmersie, Muskatel","nee","1803"
"1580","18","4","28","30",,"30 Penge, Win tint, Bastert","nee","1804"
"1580","18","5","31","35",,"30 Penge, Romeni, Seck","nee","1805"
"1580","18","6","36","36",,"30 Penge, Winedicke","nee","1806"
"1580","18","7","37","37",,"30 Penge, Brendewin","nee","1807"
"1580","18","8","39","74",,"Skibstold, Nederlender etc., Westen af","nee","1808"
"1580","18","9","75","88",,"Skibstold, Nederlender etc., Salt","nee","1809"
"1580","18","10","88","131",,"Skibstold, Nederlender, Østen af","nee","1810"
"1580","18","11","133","144",,"Skibstold, Østersche Ansche steder","nee","1811"
"1580","18","12","144","154",,"Skibstold, Dansche och Wendische","nee","1812"
"1580","18","13","155","178",,"Skibstold, 100 Penge, Schotter","nee","1813"
"1580","18","14","179","209",,"Skibstold, 100 Penge, Engelsche","nee","1814"
"1580","18","15","210","217",,"Skibstold, 100 Penge, Frantzer","nee","1815"
"1580","18","16","218","218",,"Kaaber told, Kaaber","nee","1816"
"1580","18","17","219","243",,"Skriver og Tøndepenge, Wendische steder","nee","1817"
"1580","18","18","245","325",,"Fyrpenge","nee","1818"
"1580","18","19","332","378",,"Lastpenge, Nederlender","nee","1819"
"1580","18","20","380","384",,"Lastpenge, Schotter","nee","1820"
"1580","18","21","385","390",,"Lastpenge, Engelsche","nee","1821"
"1580","18","22","391","392",,"Lastpenge, Frantse","nee","1822"
"1580","18","23","393","394",,"Lastpenge, Rinsche win","nee","1823"
"1580","18","24","394","399",,"Lastpenge, Heed win","nee","1824"
"1580","18","25","399","401",,"Lastpenge, Lybske","nee","1825"
"1580","18","26","402","403",,"Lastpenge, Nurede skipper","nee","1826"
"1581","19","1","28","34",,"30 Penge, Rinsch win","nee","1901"
"1581","19","2","37","40",,"30 Penge, Frantz win","nee","1902"
"1581","19","3","40","40",,"30 penge, Muscatel","nee","1903"
"1581","19","4","41","41",,"30 Penge, Malmersie, Win tint, Alicant","nee","1904"
"1581","19","5","42","43",,"30 Penge, Bastert","nee","1905"
"1581","19","6","44","46",,"30 Penge, Romeni oc Seck","nee","1906"
"1581","19","7","47","47",,"30 Penge, Winedicke, Brendewin","nee","1907"
"1581","19","8","48","88",,"Skibstold, Nederlender etc., Westen aff","nee","1908"
"1581","19","9","88","98",,"Skibstold, Nederlender etc., Salt","nee","1909"
"1581","19","10","100","145",,"Skibstold, Nederlender, Østen aff","nee","1910"
"1581","19","11","146","157",,"Skibstold, Østersche Ansche steder","nee","1911"
"1581","19","12","158","169",,"Skibstold, Dansche og Wendische","nee","1912"
"1581","19","13","170","192",,"Skibstold, 100 penge, Schotter","nee","1913"
"1581","19","14","192","226",,"Skibstold, 100 Penge, Engelsche","nee","1914"
"1581","19","15","226","232",,"Skibstold, 100 Penge, Frantzer","nee","1915"
"1581","19","16","235","262",,"Skriver og Tøndepenge, Wendische steder","nee","1916"
"1581","19","17","262","361",,"Fyrpenge","nee","1917"
"1581","19","18","367","418",,"Lastpenge, Nederlender etc., ","nee","1918"
"1581","19","19","419","423",,"Lastpenge, Schotter","nee","1919"
"1581","19","20","424","429",,"Lastpenge, Engelsche","nee","1920"
"1581","19","21","430","431",,"Lastpenge, Frantzer","nee","1921"
"1581","19","22","433","435",,"Lastpenge, Risch win","nee","1922"
"1581","19","23","436","439",,"Lastpenge, Heed win","nee","1923"
"1581","19","24","439","442",,"Lastpenge, Lubecker","nee","1924"
"1581","19","25","443","443",,"Lastpenge, Naruen","nee","1925"
"1581","19","26","444","444",,"Lastpenge, Nyløse","nee","1926"
"1582","20","1","18","24",,"30 Penge, Rijnsch wijn","nee","2001"
"1582","20","2","25","30",,"30 Penge, Pøijtho och Frantz wijn","nee","2002"
"1582","20","3","31","31",,"30 Penge, Muschateller","nee","2003"
"1582","20","4","32","32",,"30 Penge, Mallmersie","nee","2004"
"1582","20","5","32","32",,"30 Penge, Wijnn thijnt och Allicant","nee","2005"
"1582","20","6","33","33",,"30 Penge, Wijn Kutz","nee","2006"
"1582","20","7","33","35",,"30 Penge, Bastertt","nee","2007"
"1582","20","8","36","37",,"30 Penge, Rommeni och Seckh","nee","2008"
"1582","20","9","38","38",,"30 Penge, Wijn Edicke","nee","2009"
"1582","20","10","38","38",,"30 Penge, Brende wijn","nee","2010"
"1582","20","11","41","89",,"Skibstold, Nederlender etc., Westen af","nee","2011"
"1582","20","12","91","98",,"Skibstold, Nederlender etc., Salt","nee","2012"
"1582","20","13","103","157",,"Skibstold, Nederlender etc., Østen af","nee","2013"
"1582","20","14","160","169",,"Skibstold, Østersche Ahnse steder","nee","2014"
"1582","20","15","172","182",,"Skibstold, Dansche och Wendische steder","nee","2015"
"1582","20","16","184","205",,"Skibstold, 100 Penge, Schotter","nee","2016"
"1582","20","17","208","245",,"Skibstold, 100 Penge, Engelsche","nee","2017"
"1582","20","18","247","252",,"Skibstold, 100 Penge, Frantzer og Portugalische","nee","2018"
"1582","20","19","256","278",,"Skriver og Tøndepenge, Wendische steder","nee","2019"
"1582","20","20","280","382",,"Fyrpenge","nee","2020"
"1582","20","21","391","466",,"Lastpenge, Nederlandsche etc., Østersche oc Wendische steder","nee","2021"
"1582","20","22","468","472",,"Lastpenge, Schotter","nee","2022"
"1582","20","23","473","480",,"Lastpenge, Engelsche","nee","2023"
"1582","20","24","481","482",,"Lastpenge, Frandtzker","nee","2024"
"1582","20","25","483","485",,"Lastpenge, Rijnsch wijnn","nee","2025"
"1582","20","26","486","489",,"Lastpenge, Hedt win","nee","2026"
"1582","20","27","491","492",,"Lastpenge, Lijpsche","nee","2027"
"1582","20","28","493","494",,"Lastpenge, Nijløse","nee","2028"
"1582","20","29","498","498",,"Brødepenge","nee","2029"
"1583","21","1","250","255",,"30 Penge, Rinsch wijnn","nee","2101"
"1583","21","2","257","262",,"30 Penge, Frandtz wijn och Pøijtho","nee","2102"
"1583","21","3","263","263",,"30 Penge, Muschateller, Malmerszij, wijn thint och Allicant","nee","2103"
"1583","21","4","264","265",,"30 Penge, Bastertt","nee","2104"
"1583","21","5","266","266",,"30 Penge, Rommeni och Seckh","nee","2105"
"1583","21","6","267","267",,"30 Penge, Winedicke","nee","2106"
"1583","21","7","267","267",,"30 Penge, Brendewijn","nee","2107"
"1583","21","8","271","325",,"Skibstold, Nederlendische etc., Westen af","nee","2108"
"1583","21","9","329","334",,"Skibstold, Nederlendische etc., Salt","nee","2109"
"1583","21","10","339","398",,"Skibstold, Nederlendische etc., Østen af","nee","2110"
"1583","21","11","401","413",,"Østersche Ahnse steders schiiffs thold (..)","nee","2111"
"1583","21","12","415","431",,"Skibstold, Dansche och Wendische steders","nee","2112"
"1583","21","13","433","455",,"Skibstold, 100 Penge, Schotter","nee","2113"
"1583","21","14","458","494",,"Skibstold, 100 Penge, Engelsche","nee","2114"
"1583","21","15","496","507",,"Skibstold, 100 Penge, Frantscher","nee","2115"
"1583","21","16","510","534",,"Skriver og Tøndepenge, Wendische steder","nee","2116"
"1583","21","17","535","634",,"Fyrpenge","nee","2117"
"1583","21","18","642","668",,"Lastpenge, Nederlendische etc., Østersche och Wendische steder","nee","2118"
"1583","22","1","3","61",,"Laestpenge, Nederlendische etc., Østersche och Wendische","nee","2201"
"1583","22","2","64","67",,"Laestpenge, Danscher","nee","2202"
"1583","22","3","71","75",,"Lastpenge, Schotter","nee","2203"
"1583","22","4","76","82",,"Lastpenge, Engelsche","nee","2204"
"1583","22","5","83","85",,"Lastpenge, Frantzer","nee","2205"
"1583","22","6","89","91",,"Lastpenge, Rinschwijn","nee","2206"
"1583","22","7","92","95",,"Lastpenge, Hedt wijn","nee","2207"
"1583","22","8","96","98",,"Lastpenge, Lijpsche","nee","2208"
"1583","22","9","99","100",,"Lastpenge, Nijløsse","nee","2209"
"1583","22","10","102","102",,"Brødepenge","nee","2210"
"1584","22","11","409","414",,"30 Penge, Rinscher win","nee","2211"
"1584","22","12","416","422",,"30 Penge, Piotow och Frandtz win","nee","2212"
"1584","22","13","424","424",,"30 Penge, Muskateller, Gresker win, Wintintt och Allekandt","nee","2213"
"1584","22","14","425","425",,"30 Penge, Bastertt","nee","2214"
"1584","22","15","426","427",,"30 Penge, Rumenij och Sect","nee","2215"
"1584","22","16","428","428",,"30 Penge, Winedicke","nee","2216"
"1584","22","17","429","429",,"30 Penge, Brendewin","nee","2217"
"1584","22","18","431","476",,"Skibstold, Nederlender etc., Westen af","nee","2218"
"1584","22","19","478","488",,"Skibstold, Nederlandsche etc., Salt","nee","2219"
"1584","22","20","491","539",,"Skibstold, Nederlendsche etc., Østen af","nee","2220"
"1584","22","21","541","551",,"Skibstold, Østersche Ansche steder","nee","2221"
"1584","22","22","553","564",,"Skibstold, Danscke och Wendiscke steder","nee","2222"
"1584","22","23","567","591",,"Skibstold, 100 Penge, Skotter","nee","2223"
"1584","22","24","594","619",,"Skibstold, 100 Penge,  Engelsche","nee","2224"
"1584","23","1","3","21",,"Skibstold, 100 Penge, Engelsche","nee","2301"
"1584","23","2","26","37",,"Skibstold, 100 Penge, Frandsche","nee","2302"
"1584","23","3","39","62",,"Skiver og Tøndepenge, Dansche oc Wendische steder","nee","2303"
"1584","23","4","63","67",,"Skriver og Tøndepenge, Rostocker och Wernemijnder, Øell","nee","2304"
"1584","23","5","68","68",,"Skriver og Tøndepenge, Rostocks øll","nee","2305"
"1584","23","6","70","165",,"Fyrpenge","nee","2306"
"1584","23","7","174","255",,"Lastpenge, Nederlendsche etc., Østersche och Wendische steder","nee","2307"
"1584","23","8","257","258",,"Lastpenge, Danscher","nee","2308"
"1584","23","9","263","267",,"Lastpenge, Skotter","nee","2309"
"1584","23","10","269","275",,"Lastpend, Engelsche","nee","2310"
"1584","23","11","277","278",,"Lastpenge, Frandsche","nee","2311"
"1584","23","12","282","283",,"Lastpende, Rinsch winn","nee","2312"
"1584","23","13","284","290",,"Lastpenge, Heed win","nee","2313"
"1584","23","14","291","292",,"Lastpenge, Lijpske","nee","2314"
"1584","23","15","294","294",,"Lastpenge, Nijløsse","nee","2315"
"1584","23","16","297","297",,"Brødepenge","nee","2316"
"1585","23","17","598","603",,"30 Penge, Rinsch wijn","nee","2317"
"1585","23","18","604","607",,"30 Penge, Frantz wijn och Pøijtho","nee","2318"
"1585","23","19","609","609",,"30 Penge, Thint och Alicannt, Musschateller","nee","2319"
"1585","23","20","610","610",,"30 Penge, Bastert","nee","2320"
"1585","23","21","611","611",,"30 Penge, Wijn Seckh","nee","2321"
"1585","23","22","612","612",,"30 Penge, Wijnedicke","nee","2322"
"1585","23","23","613","613",,"30 Penge, Brendewijn","nee","2323"
"1585","23","24","616","651",,"Skibstold, Nederlender etc., Westen aff","nee","2324"
"1585","24","1","4","7",,"Skibstold, Nederlender etc., Westen aff","nee","2401"
"1585","24","2","10","15",,"Skibstold, Nederlendische, etc., Porthugall, Franckerige, Salt","nee","2402"
"1585","24","3","19","56",,"Skibstold, Nederlendische etc., Østen aff","nee","2403"
"1585","24","4","59","69",,"Østersche steders schiiffs thold (..)","nee","2404"
"1585","24","5","71","84",,"Skibstold, Dansche och Wendische steders, Fremmid gods","nee","2405"
"1585","24","6","87","107",,"Skibstold, 100 Penge, Schotter","nee","2406"
"1585","24","7","110","152",,"Skibstold, 100 Penge, Engelsche","nee","2407"
"1585","24","8","155","161",,"Skibstold, 100 Penge, Frantzkie","nee","2408"
"1585","24","9","162","162",,"Skibstold","nee","2409"
"1585","24","10","165","189",,"Skriver og Tøndepenge, Wendische steder","nee","2410"
"1585","24","11","190","195",,"Tøndepenge, Wernemønder, Øell","nee","2411"
"1585","24","12","197","273",,"Fyrpenge","nee","2412"
"1585","24","13","275","289",,"Norske Fyrpenge","nee","2413"
"1585","24","14","296","361",,"Lastpenge, Nederlender etc.","nee","2414"
