"jaar","rolnr","snr","scnr_begin","scnr_eind","tekst","snaam","twee_op_een","sectienr"
"1627","71","3","36","75",,"Skibstold, Hollender etc., Westen af","nee","7103"
"1627","71","4","78","85",,"Skibstold, Hollender etc., Salt","nee","7104"
"1627","71","5","90","129",,"Skibstold, Hollender etc., Osten af","nee","7105"
"1627","71","6","134","141",,"Skibstold, Østersche steder","nee","7106"
"1627","71","7","145","151",,"Skibstold, Danske och Wendesche, Fremmed gods","nee","7107"
"1627","71","8","155","155",,"Skib og Gods, Dantsiger","nee","7108"
"1627","71","9","158","166",,"Skib og Gods, Lijbscher","nee","7109"
"1627","71","10","170","186",,"Skib og Gods, Schotter","nee","7110"
"1627","71","11","190","209",,"Skib og Gods, Engelsche","nee","7111"
"1627","71","12","214","215",,"Skib og Gods, Frandtse","nee","7112"
"1627","71","13","219","240",,"Tøndepenge, Dansche och Wenndische","nee","7113"
"1627","71","14","243","369",,"Fyrpenge, Lastpenge, Kiøbmandswahre","nee","7114"
"1627","71","15","374","382",,"Norske Fyrpenge","nee","7115"
"1627","71","16","386","391",,"Told, Frannts och Brouadts saldt","nee","7116"
"1627","71","17","396","397",,"Told, Spanns saldt","nee","7117"
"1627","71","18","398","398",,"Brødepenge","nee","7118"
"1627","71","19","402","485",,"Defension, Alle slaugs guods","nee","7119"
"1628","71","20","505","505",,"30 Penge, Rinsch win","nee","7120"
"1628","71","21","509","512",,"30 Penge, Heedwin och Frantswin","nee","7121"
"1628","71","22","518","532",,"Ballaster, Kiøbmandts whare","nee","7122"
"1628","71","23","536","536",,"Told, Hollender etc., Saldt","nee","7123"
"1628","71","24","540","551",,"Told, Hollender etc., Østen aff","nee","7124"
"1628","71","25","554","554",,"Skib og Gods, Østersche","nee","7125"
"1628","71","26","558","559",,"Skib og Gods, Dansche och Wendische","nee","7126"
"1628","71","27","564","574",,"Skib og Gods, Lijbsche","nee","7127"
"1628","71","28","578","584",,"Skib og Gods, Skotter","nee","7128"
"1628","71","29","590","599",,"Skib og Gods, Engelsche","nee","7129"
"1628","71","30","602","602",,"Skib og Gods, Frandtzer","nee","7130"
"1628","71","31","606","618",,"Tøndepenge, Dansche och Nøersche, paa Norge","nee","7131"
"1628","71","32","621","653",,"Fyrpenge, Lastpenge","nee","7132"
"1628","72","1","4","5",,"Norske Fyrpenge","nee","7201"
"1628","72","2","8","8",,"Penge, Spansk salt","nee","7202"
"1628","72","3","12","12",,"Penge, Frants och Broewats saldt","nee","7203"
"1628","72","4","24","24",,"30 Penge, Rinsch win","nee","7204"
"1628","72","5","28","34",,"30 Penge, Frants och heed win","nee","7205"
"1628","72","6","40","62",,"Skibstold, Hollender etc., Westen af","nee","7206"
"1628","72","7","66","68",,"Skibstold, Saldt","nee","7207"
"1628","72","8","73","97",,"Skibstold, Hollender etc., Østen af","nee","7208"
"1628","72","9","101","103",,"Skibstold, Østersche","nee","7209"
"1628","72","10","109","112",,"Skibstold, Dansche och Wendische","nee","7210"
"1628","72","11","117","128",,"Skib og Gods, Lijbsche","nee","7211"
"1628","72","12","131","146",,"Skib og Gods, Skotter","nee","7212"
"1628","72","13","149","160",,"Skib og Gods, Engelsche","nee","7213"
"1628","72","14","163","163",,"Skib og Gods, Frandtzer","nee","7214"
"1628","72","15","165","186",,"Tøndepenge, Dansche och Norsche etc.","nee","7215"
"1628","72","16","189","273",,"Fyrpenge, Lastpenge, Defension, Kiobmandts whare","nee","7216"
"1628","72","17","276","276",,"Norske Fyrpenge","nee","7217"
"1628","72","18","278","329",,"Oppenge","nee","7218"
"1628","72","19","336","340",,"Tholdfrie, Stralsunds","nee","7219"
"1629","73","1","23","24",,"30 Penge, Rinschvin","nee","7301"
"1629","73","2","27","40",,"30 Penge, Frantzwin etc.","nee","7302"
"1629","73","3","43","45",,"Bleff for andrett","nee","7303"
"1629","73","4","47","104",,"Skibstold, Hollender etc., Westen af","nee","7304"
"1629","73","5","107","120",,"Skibstold, Hollender etc., Salt","nee","7305"
"1629","73","6","123","184",,"Skibstold, Hollender etc., Østen af","nee","7306"
"1629","73","7","187","211",,"Skib og Gods, Danshe inwoner","nee","7307"
"1629","73","8","213","224",,"Toldfrie, Swenshe etc.","nee","7308"
"1629","73","9","228","247",,"Skib og Gods, Lijbshe","nee","7309"
"1629","73","10","250","274",,"Skib og Gods, Skotter","nee","7310"
"1629","73","11","276","298",,"Skib og Gods, Engelshe","nee","7311"
"1629","73","12","302","305",,"Told, Frantzer","nee","7312"
"1629","73","13","308","310",,"Told, Pomersche","nee","7313"
"1629","73","14","312","497",,"Fyrpenge og Lastpenge, Kiøbmandzwarre ","nee","7314"
"1629","73","15","498","498",,"Brødepenge","nee","7315"
"1630","74","1","86","89",,"30 Penge, Rinscher win","nee","7401"
"1630","74","2","90","106",,"30 Penge, Hed win","nee","7402"
"1630","74","3","108","151",,"Skibstold, Nederlender etc., Westen af","nee","7403"
"1630","74","4","152","155",,"Skibstold, Nederlender etc., Salt","nee","7404"
"1630","74","5","158","192",,"Skibstold, Nederlender etc., Østen af","nee","7405"
"1630","74","6","194","206",,"Skibstold, Østuersche steder","nee","7406"
"1630","74","7","208","222",,"Skibstold, Lybecker","nee","7407"
"1630","74","8","224","225",,"Skibstold, Dantziger, dobbelt","nee","7408"
"1630","74","9","228","254",,"Skibstold, Dansche och Wendische, Certif.","nee","7409"
"1630","74","10","255","263",,"Skibstold, Swensche","nee","7410"
"1630","74","11","267","283",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defension, Skotter","nee","7411"
"1630","74","12","286","309",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defension, Engelsche","nee","7412"
"1630","74","13","310","323",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defension, Frandzer","nee","7413"
"1630","74","14","326","328",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defension, Naruen","nee","7414"
"1630","74","15","330","467",,"Fyrpenge, Lastpenge, Defension, Forhøjelse","nee","7415"
"1630","74","16","469","470",,"Brødepenge","nee","7416"
"1630","75","1","3","83",,"Oppenge","nee","7501"
"1631","75","2","116","120",,"30 Penge, Rinscher win","nee","7502"
"1631","75","3","123","138",,"30 Penge, Hed win","nee","7503"
"1631","75","4","140","194",,"Skibstold, Nederlender etc., Westen af","nee","7504"
"1631","75","5","195","202",,"Skibstold, Nederlender etc., Salt","nee","7505"
"1631","75","6","204","255",,"Skibstold, Nederlender etc., Østen af","nee","7506"
"1631","75","7","257","288",,"Tøndepenge etc., Danske, Norske, Wendiske, etc.","nee","7507"
"1631","75","8","291","300",,"Tøndepenge etc., Svenske","nee","7508"
"1631","75","9","302","315",,"Skibstold, Østuersche steder","nee","7509"
"1631","75","10","318","331",,"Skibstold, Lybecker","nee","7510"
"1631","75","11","334","337",,"Skibstold, Dantziger","nee","7511"
"1631","75","12","339","365",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defension, Salt, Skotter","nee","7512"
"1631","75","13","367","407",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defension, Salt, Engelsche","nee","7513"
"1631","75","14","409","436",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defension, Salt, Frandzer","nee","7514"
"1631","75","15","439","633",,"Fyrpenge, Lastpenge, Defension, Forhøjelse, 100 Penge","nee","7515"
"1631","76","1","159","271",,"Oppenge","nee","7601"
"1632","77","1","11","91",,"Skibstold, Fyrpenge, Lastpenge, Defension, Forhøyelse, 30 Penge, 100 Penge, Saldt, Nederlender etc., Westen af","nee","7701"
"1632","77","2","93","144",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, Nederlender etc., Østen af","nee","7702"
"1632","77","3","147","184",,"Skibstold, 100 Penge, 30 Penge, Fyrpenge, Lastpenge, Defention, Forhøyelse, Saldt, Engelsche, Skotter, Frandzer","nee","7703"
"1632","77","4","186","193",,"Skibstold, Fyrpenge, Laastpenge, Defention, Forhøyelse, 30 Penge, Saldt, Østuersche steder","nee","7704"
"1632","77","5","196","199",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, 30 Penge, Saldt, Dantziger","nee","7705"
"1632","77","6","202","223",,"Tøndepenge, Fyrpenge, Lastpenge, Defention, Forhøyelse, 30 Penge, Danske, Norske","nee","7706"
"1632","77","7","226","229",,"Skibstold, Fyrpenge, Defention, Forhøyelse, Swenske","nee","7707"
"1632","78","1","3","189",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defension, Forhøyelse, 30 Penge, Saldt, Nederlender etc.","nee","7801"
"1632","78","2","193","238",,"Oppenge","nee","7802"
"1632","78","3","239","262",,"Nye Løchtepenge","nee","7803"
"1632","78","4","268","349",,"Oppenge, Nye Løgtepenge","nee","7804"
"1632","78","5","354","552",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, 30 Penge, 100 Penge, Salt, Nederlender etc., Westen af","nee","7805"
"1632","78","6","556","650",,"Skibstold, Fyrpenge, Defention, Forhøyelse, 100 Penge, Salt, etc., Alle Nationer, Østen af","nee","7806"
"1632","79","1","3","67",,"Skibstold, Fyrpenge, Defention, Forhøyelse, 100 Penge, Salt, etc., Alle Nationer, Østen af","nee","7901"
"1632","79","2","75","84",,"Skibstold, Lybecker","nee","7902"
"1632","79","3","86","90",,"Skibstold, Dantziger","nee","7903"
"1632","79","4","93","116",,"Tøndepenge, Fyrpenge, Defension, Forhøyelse, Danske, Norske, Wendiske","nee","7904"
"1632","79","5","118","122",,"Skibstold, Fyrpenge, Defension, Forhøyelse, Tøndepenge, Swenske","nee","7905"
"1632","79","6","126","164",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defention, Forhøyelse, 30 Penge, Salt, Tøndepenge, Skotter, Engelske, Frandzer","nee","7906"
"1632","79","7","168","303",,"Oppenge","nee","7907"
"1633","79","8","421","560",,"Skibstold, Fyrpenge, Lastpenge, Defention, Endt, 30 Penge, 100 Penge, Løgtepenge, Tøndepenge, Salt","nee","7908"
"1633","80","1","7","56",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defention, Forhøyelse, Tøndepenge, Salt, 30 Penge, Havnepenge","nee","8001"
"1633","80","2","65","135",,"Oppenge, Løgtepenge","nee","8002"
"1633","80","3","140","175",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, Tøndepenge, Salt, 30 Penge, Havnepenge, Løgtepenge, Oppenge, Nederlender etc.","nee","8003"
"1633","80","4","176","191",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defention, Forhøyelse, Løgtepenge, Tøndepenge, Havnepenge, Oppenge, Skotter, Engelske, Frandzer","nee","8004"
"1633","80","5","192","194",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, Løgtepenge, Havnepenge, Oppenge, Stattin, Rostock","nee","8005"
"1633","80","6","195","197",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, Løgtepenge, Havnepenge, Salt, Tøndepenge, Oppenge, Lybske, Wendische, Østerse steder","nee","8006"
"1633","80","7","198","199",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, Løgtepenge, Havnepenge, Tøndepenge, Oppenge, Gluckstad, Holsteiner","nee","8007"
"1633","80","8","199","207",,"Defention, Løgtepenge, Tøndepenge, Havnepenge, Oppenge, Danske, Norske","nee","8008"
"1633","80","9","208","212",,"Skibstold, Løgtepenge, Tøndepenge, Havnepenge, Oppenge, Swenske","nee","8009"
"1633","81","1","5","17",,"Skibstold, 30 Penge, Fyrpenge, Lastepenge, Defention, Forhøyelse, Haavnepenge, Tøndepenge, Salt, Nederlender etc.","nee","8101"
"1633","81","2","18","21",,"Skibstold, 100 Penge, Fyrpenge, Lastepenge, Defention, 30 Penge, Forhøyelse, Løgtepenge, Havnepenge, Tøndepenge, Frandzer, Engelsche, Skotter","nee","8102"
"1633","81","3","22","23",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, Løgtepenge, Tønde og Skriverpenge, Stattiner, Rostocker","nee","8103"
"1633","81","4","24","24",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, Løgtepenge, Havnepenge, Tønde og Skriverpenge, Lybecker, Østersche steder","nee","8104"
"1633","81","5","25","28",,"Skibstold, Fyrpenge, Defention, Løgtepenge, Havnepenge, Tønde og Skriverpenge, Dansche, Norske","nee","8105"
"1633","81","6","29","31",,"Tøndepenge, Havnepenge, Swenske","nee","8106"
"1633","81","7","38","86",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defention, Forhøyelse, 30 Penge, Tøndepenge, Salt, Havnepenge","nee","8107"
"1633","81","8","87","155",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, 30 Penge, Endt","nee","8108"
"1633","81","9","170","233",,"Skibstold, Fyrpenge, Lastpenge, Defention, Forhøyelse, 100 Penge, 30 Penge, Salt, Tøndepenge","nee","8109"
"1633","81","10","244","245",,"Ringepenge","nee","8110"
"1633","81","11","249","361",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defention, Endt, 30 Penge, Salt, Tøndepenge, Havnepenge, Oppenge, Nye Løgtepenge","nee","8111"
"1633","81","12","367","403",,"Oppenge","nee","8112"
"1633","82","1","4","14",,"Oppenge","nee","8201"
"1633","82","2","21","116",,"Skibstold, 100 Penge, Fyrpenge, Lastepenge, Defention, Endt, 30 Penge, Tøndepenge, Salt, Havnepenge","nee","8202"
"1633","82","3","122","160",,"Oppenge, Skibstold","nee","8203"
"1634","82","4","292","294",,"Skibstold, Fyrpenge, Lastpenge, Defention, 30 Penge, Tøndepenge","nee","8204"
"1634","82","5","296","361",,"Skibstold, Fyrpenge, Lastpenge, Defention, 30 Penge, Oppenge, Løgtepenge, Salt, Tøndepenge, Westen af","nee","8205"
"1634","82","6","364","412",,"Skibstold, Fyrpenge, Lastpenge, Defention, Endt, Oppenge, Løgtepenge, Nederlender etc., Østen af","nee","8206"
"1634","82","7","412","422",,"Skibstold, Fyrpenge, Lastpenge, Defention, Endt, 30 Penge, Oppenge, Løgtepenge, Tøndepenge, Stattin, Østersche","nee","8207"
"1634","82","8","424","433",,"Skibstold, Fyrpenge, Lastpenge, Defention, Endt, 30 Penge, Oppenge, Løgtepenge, Tøndepenge, Salt, Lybecker","nee","8208"
"1634","82","9","434","435",,"Skibstold, Fyrpenge, Lastpenge, Defention, Endt, 30 Penge, Oppenge, Løgtepenge, Tøndepenge, Salt, Dantziger","nee","8209"
"1634","82","10","438","453",,"Skibstold, Fyrpenge, Defention, Oppenge, Løgtepenge, Dansche, Wendische","nee","8210"
"1634","82","11","455","457",,"Fyrpenge, Lastpenge, Defention, Endt, 30 Penge, Oppenge, Løgtepenge, Tøndepenge, Swensche","nee","8211"
"1634","82","12","460","469",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defention, Endt, Oppenge, Løgtepenge, Tøndepenge, Skotter","nee","8212"
"1634","82","13","470","490",,"Skibstold, 100 Penge, Fyrpenge, Lastpenge, Defention, Endt, Oppenge, Løgtepenge, Tøndepenge, Engelsche","nee","8213"
"1634","82","14","491","496",,"Skibstold, Fyrpenge, Lastpenge, Defention, 100 Penge, Oppenge, Løgtepenge, Frandser","nee","8214"
"1634","82","15","497","505",,"Skibstold, Fyrpenge, Defention, Oppenge, Løgtepenge","nee","8215"
"1634","82","16","512","538",,"Skibstold, Fyrpenge, Lastpenge, Defention, Endt, Ringepenge, Løgtepenge, Tøndepenge, Nederlender etc., Østen af","nee","8216"
"0","83","1","5","66","Ballaester som ehr Hollender, Embder och Bremer som ehr kommen westen aff medt sildt, saldt, win, och andre adtschillige kiøbmandts whaerre det werre sig aff Franckerich Hispanien, Portugaell eller andre fremmede kongeriger (..)","Hollandske, Embder, Bremer, Westen af","nee","8301"
"0","83","2","67","128","Ladde schiff som ehr Hollender, Embder och Bremer, som ehre kommer Østen aff, ladde medt koren, threlaest och andre adtschillige kiøbmandts whaerre (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8302"
"0","83","3","131","138","Statinsche och Øestersche som ehre, forschreffne steder, pre welligerende, nhaer de haffue beschwoerrene certificatzer aff deris egne steder","Stettin, Østersche steder","nee","8303"
"0","83","4","142","147","Luijbsche (..) aff de Luijbsche theris thoeldtt och rettighedtt (..)","Lubecker","nee","8304"
"0","83","5","150","152","Dandtzicker (..) de Dantzicker saa well for laedt fremmidt guoedts som therris eigit guoedts (..)","Dantziger","nee","8305"
"0","83","6","155","187","Dansche, Noersche item de Wendische steder som ehr Straelssundt, Wissmaer, Roestoeck, haffuendis beswerne certificatzer (..)","Danske, Norske, Wender","nee","8306"
"0","83","7","189","201","Swensche (..) deris thoeldt och rettighedtt (..)","Svenske","nee","8307"
"0","83","8","204","214","Schoetter (..) thoeldt och rettighedt (..)","Schotter","nee","8308"
"0","83","9","217","229","Engelsche (..) thoeldt och rettighedt (..)","Engelske","nee","8309"
"0","83","10","232","233","Frandtzer (..) thoeldt och rettighedt (..)","Frandske","nee","8310"
"0","83","11","243","243","Brøede penge","Brødepenge","nee","8311"
"0","83","12","254","301","Ballaster, som ere Hollender, Embder, och Bremer, item aff samme nations schibe, kommendis fra Hispanien, Portugall, Fracherige, Engeland, Schotland, och andre vestfartz pladzer, och andre kiøbmandswahre, och haffuer giffuen deris thold och rettighed (..)","Ballaster, Westen af","nee","8312"
"0","83","13","303","380","Ladde schibe som ere Hollender, Embder, Bremmer som ere kommen Østen aff, lad medt adschillige kiøbmands wahre (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8313"
"0","83","14","383","389","Lijbsche nation med deris indehaffuende last (..)","Lubecker","nee","8314"
"0","83","15","392","395","Dantziger, som haffuer giffuit dobbelt told (..)","Dobelt told, Dantziger","nee","8315"
"0","83","16","397","419","Dansche och Wendische, saa och Norsche, giffuer tønde och hauffnependinge (..) dessligeste de Wendische steder Rostoch, Wissmar, och Stralssund, vndtagende haffuer besoerne certificatzer som dennem for noget kand befrij, epter thold rullens indhold, naar de haffuer lad deris egit goetz.","Tøndepenge, Havnepenge, Danske, Norske, Wender","nee","8316"
"0","83","17","422","428","Suenske, giffuer allene tøndepenge och hauffnepenge (..)","Tøndepenge, Havnepenge, Svenske","nee","8317"
"0","83","18","430","438","Skotter som giffuer den hunderste pending, och anden rettighed (..)","100 penge, Schotter","nee","8318"
"0","83","19","440","462","Engellsche som giffuer den hunderste pendingh och anden rettighed (..) ","100 Penge, Engelske","nee","8319"
"0","83","20","465","466","Frandtzer som giffuer den hunderste pendingh, och anden rettighed (..)","100 Penge, Frandske","nee","8320"
"0","83","21","476","541","Ballasterne (..)","Ballaster, Westen af","nee","8321"
"0","83","22","544","614","Ladde skiibe, som ere: Hollender, Embder och Bremmere, kommen Østen fraa, ladde med adschillige kiøbmandsz wahre (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8322"
"0","83","23","617","626","Østerske, som ere: Stattinsche, och andre Pommersche steders thold och rettighed (..)","Østersche, Stettin, Pommerske","nee","8323"
"0","84","1","4","11","Lijbsche med dieris indhaffuende last (..)","Lubecker","nee","8401"
"0","84","2","14","15","Dantziger, som haffuer giffuir dobbelt told (..)","Dobelt told, Dantziger","nee","8402"
"0","84","3","18","47","Danske oc Wender (..) saa och Rostocher Wismer och Stralsunder, naar de haffue besuorne certificatzer, och lad deris egit goetz (..)","Danske, Wender, Rostocker, Wismer, Stralsunder","nee","8403"
"0","84","4","50","62","Suenske som giffuer allene tønde och hauffnepenge (..)","Tøndepenge, Havnepenge, Svenske","nee","8404"
"0","84","5","65","83","Skotter som giffuer dend hunderste pending oc anden rettighed (..)","100 penge, Schotter","nee","8405"
"0","84","6","86","108","Engelsker som giffuer dend hunderste pendinge och anden rettighed (..)","100 Penge, Engelske","nee","8406"
"0","84","7","111","113","Frandtzer, giffuer dend hunderste pendinge och anden rettighed (..)","100 Penge, Frandske","nee","8407"
"0","84","8","126","192","Ballaster, och salldtt schiffue, som ehre komen westen aff Hispanien Portugall Franckrige och Nderlandt, ladde med adschillige kiøbmands wahre, wien saldt och støckegwods, dieris skieffthold och rettighed (..)","Ballaster, Westen af","nee","8408"
"0","84","9","197","205","Ladde schiffue, som ehre Hollender, Embder, och Bremer, som ehre kommen Østen aff ladde med adschillige kiøbmands wahre, dieris skieffue och gwods (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8409"
"0","84","10","206","243","Ballaster (Hollender, Embder Bremer Westen aff)","Hollandske, Embder, Bremer, Westen af","nee","8410"
"0","84","11","248","256","Østersche, och Stattinsche som ehre patzeret och repasseritt (..) dieris skieffstold och rettighed","Østersche, Stettin","nee","8411"
"0","84","12","260","267","Lijebscher som ehre passerit och repasserett (..) dieris skieffsstold och rettighed","Lubecker","nee","8412"
"0","84","13","271","274","Danndtziger som ehre passerit och repasserett (..) dieriss skieffstold och rettighed","Dantziger","nee","8413"
"0","84","14","279","305","Danndsche och Wendische dieris skiiffssthold och rettighed (..)","Danske, Wender","nee","8414"
"0","84","15","310","323","Swenndsche som ehre passerett och repasserett (..) dieriss skieffthold och rettighed","Svenske","nee","8415"
"0","84","16","326","341","Skodter (..) som ehr den 100 pendingss thold (..)","100 penge, Schotter","nee","8416"
"0","84","17","343","366","Enngeliszcher (..) dieris skiffue och gwodt som ehr dend 100 pendingss told (..)","100 Penge, Engelske","nee","8417"
"0","84","18","372","383","Franndtzer (..) dend 100 pendingsstold (..) dieris skiffue och gwods (..)","100 Penge, Frandske","nee","8418"
"0","84","19","388","388","Brødepenge","Brødepenge","nee","8419"
"0","85","1","7","67","Ballaster, som ere Hollender, Embder, och Bremer, item aff samme nations schibe, kommendis fra Hispanien, Portugall, Frackerige, Engeland, Schotland, och andre pladzer (..) ladde med: win salltt silld, støekguoedtz, och andre adschillige kiøbmandswahre, och haffuer der aff giffued dieris thaald och rettighed (..)","Ballaster, Westen af","nee","8501"
"0","85","2","70","135","Ladde skibe, som erre Hollender, Embder, och Bremmer, som ehre kommen Østen aff lad med adskellige kiøbmandtz wahre","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8502"
"0","85","3","138","140","Østersche och Stetinske, deriss told och rettighed","Østersche, Stettin","nee","8503"
"0","85","4","142","151","Lijbsker med dierriss indehaffuende last","Lubecker","nee","8504"
"0","85","5","153","157","Dantziger som haffuer giffuid dobbelt told","Dobelt told, Dantziger","nee","8505"
"0","85","6","159","179","Danscke och Wendiske saa och Norske, skiffuer tønde och hauffne penge med (..) de Wendische steder Raastaacker, Wissmer och Straalsunder","Tøndepenge, Havnepenge, Danske, Wender, Norske","nee","8506"
"0","85","7","182","191","Suenske giffuer allene tønde och hauffne penge (..)","Tøndepenge, Havnepenge, Svenske","nee","8507"
"0","85","8","193","207","Skotter som giffuer dend hunderste pending och anden rettighed (..)","100 penge, Schotter","nee","8508"
"0","85","9","209","232","Engelske som giffuer dend hunderste pending och anden rettighed (..)","100 Penge, Engelske","nee","8509"
"0","85","10","235","246","Frandtzer som giffuer dend hunderste pending och anden rettighed (..)","100 Penge, Frandske","nee","8510"
"0","85","11","255","326","Ballaster","Ballaster, Westen af","nee","8511"
"0","85","12","327","401","Ladde skiffue","Ladde, fra Østersøen","nee","8512"
"0","85","13","403","408","Stattiner","Stettin","nee","8513"
"0","85","14","409","422","Lijbsker med dierriss indehaffuende last","Lubecker","nee","8514"
"0","85","15","424","427","Dantziger","Dantziger","nee","8515"
"0","85","16","429","456","Danske oc Wender","Danske, Wender","nee","8516"
"0","85","17","457","465","Suenske","Svenske","nee","8517"
"0","85","18","467","489","Skotterne","Skotter","nee","8518"
"0","85","19","490","519","Engelsker","Engelske","nee","8519"
"0","85","20","522","522","Frantzer","Frandske","nee","8520"
"0","86","1","13","62","Ballaster som ehre Hollender, Embder och Bremmer, kommendis westen aff ladde med saldt, sildt, winn och andre atschillighe wahre, saa well aff Franckerig, Hispanien, Purtugaell eller andre fremmede Kongeriger, och er derris tholdt (..)","Ballaster, Westen af","nee","8601"
"0","86","2","64","116","Ladde schiff som ehre Hollender, Embder och Bremmer , kommendis Østenn fra ladde med kornn och andre atschillighe kiøbmands wahre derris tholdt och kongl. rettighed (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8602"
"0","86","3","120","126","Statinsche och Øestersche derris tholdt och kongl. rettighed aff schib och goedz (..)","Stettin, Østersche steder","nee","8603"
"0","86","4","129","136","Lijbsche (..) tholdt och rettighed aff derris schib och godz (..)","Lubecker","nee","8604"
"0","86","5","140","141","Dandtziger (..) tholdt och rettighed (..)","Dantziger","nee","8605"
"0","86","6","145","173","Dansche och Norsche item Stralsundtsche, Wismarsche och Rostocher, derris tholdt och rettighed (..)","Danske, Norske, Stralsunder, Wismer, Rostocker","nee","8606"
"0","86","7","177","193","Swensche item andre fremmede nationner som haffuer ladt certificerit Suensch godtz (..)","Svenske etc., Swensk gods","nee","8607"
"0","86","8","195","207","Schotter med derris indhaffuende godtz saa och andre nationer ladt bemeldte Schodz godz (..) tholdt och rettighed (..)","Schotter","nee","8608"
"0","86","9","210","237","Engelscher med derris indhaffuende goedz saa och andre nationer ladt bemeldte Engelsch godz (..) tholdt och rettighed (..)","Engelske etc.","nee","8609"
"0","86","10","248","304","Ballasterne huis told","Ballaster, Westen af","nee","8610"
"0","86","11","307","361","Lade skibe som ere Hollender, Emder och Brehmer","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8611"
"0","86","12","365","369","Østerske och Stattiner","Østersche, Stettin","nee","8612"
"0","86","13","372","382","Lijbsker","Lubecker","nee","8613"
"0","86","14","384","389","Dantziger","Dantziger","nee","8614"
"0","86","15","391","413","Danske och Wender","Danske, Wender","nee","8615"
"0","86","16","415","423","Suenske","Svenske","nee","8616"
"0","86","17","425","439","Skotter","Schotter","nee","8617"
"0","86","18","441","465","Engelsker","Engelske","nee","8618"
"0","86","19","468","469","Frantzer","Frandske","nee","8619"
"0","86","20","477","530","Ballaster som ere Hollender, Embder och Bremmer, kommendis fraa Hispanien, Portugall, Franckrige, Schottland och Engelland och andre westwarrz plarzer, ladde med sallt, winn, silld, støckhgodzs och anndre kiøbsswahre och haffue giffuen deris tolld och rettighed (..)","Ballaster, Westen af","nee","8620"
"0","86","21","533","587","Ladde schibe som ehre Hollender Embder och Bremer som ere kommen Østen aff med adschillige kiøbmandss wahre (..)","Hollandske, Embder, Bremer, Ladde, fra Østersøen","nee","8621"
"0","86","22","590","594","Østersche eller Stettinsche deriss tolld och rettighed (..)","Østersche, Stettin","nee","8622"
"0","86","23","597","606","Lijbsche nation med deriss indhaffuende last (..)","Lubecker","nee","8623"
"0","86","24","608","611","Danntzigher som haffue giffuet dobbelt tolld (..)","Dobelt told, Dantziger","nee","8624"
"0","86","25","614","616","Dannsche och Wenndische saa och Norsche giffuer tønnde och haffnepenge med (..) de Wendische steder Rostockh, Wismar och Strallsund (..)","Tøndepenge, Havnepenge, Danske, Norske, Wender","nee","8625"
"0","87","1","3","20","Dannsche och Wenndische saa och Norsche giffuer tønnde och haffnepenge med (..) de Wendische steder Rostockh, Wismar och Strallsund (..)","Tøndepenge, Havnepenge, Danske, Norske, Wender","nee","8701"
"0","87","2","23","29","Suennsche giffuer allene tønndepennge och haffnepenge","Tøndepenge, Havnepenge, Svenske","nee","8702"
"0","87","3","31","49","Skotter som giffuer dend hunnderste pendingh och anden rettighed (..)","100 penge, Schotter","nee","8703"
"0","87","4","51","72","Enngelscher som giffue dend hunnderste pendingh och anden rettighed (..)","100 Penge, Engelske","nee","8704"
