polity_name,source,layer_year,entity_area_name,truhart_id,SUM_IAC_all,SUM_Inter_state,SUM_Intra_state,SUM_HYDE_pop,mean_elevation,mean_open_terrain,inner_asia_border_dist,landform,warm_water_coast
Bijapur,Geacron 1500,1500,Bijapur,11.436,,,,2410236.532,522.1847412,0.301910828,1822.344989,Continent,1
Bijapur,Geacron 1600,1600,Bijapur,11.436,4,5,0,2481973.818,522.1847412,0.269779507,1831.072139,Continent,1
Bidar,Geacron 1600,1600,Bidar,11.441,,,,1396040.621,521.7154746,0,1702.80044,Continent,0
Berar,Geacron 1500,1500,Berar,11.446,,,,2215077.619,337.2832429,0,1447.777588,Continent,0
Chalukya,Geacron 1000,1000,Kalyana,11.447,0,1,0,13500908.24,443.6149887,0.087304474,1234.399919,Continent,1
Chalukya,Geacron 1100,1100,Kalyana,11.447,,,,10578269.22,443.6149887,0.042214533,1234.399919,Continent,1
Bahmani,Geacron 1400,1400,Kalyana,11.447,0,1,0,12541849.99,443.6149887,0.10521542,1441.547918,Continent,1
Bahmani,Geacron 1500,1500,Kalyana,11.447,,,,5002669.621,443.6149887,0.001233046,1678.341365,Continent,1
,,1000,Seuna-desa,11.448,,,,782276.9304,491.6777641,0.11627907,1531.934852,Continent,0
,,1100,Seuna-desa,11.448,,,,708156.9889,491.6777641,0.105058366,1537.259953,Continent,0
Yadava,Geacron 1200,1200,Seuna-desa,11.448,1,1,0,12955503.66,491.6777641,0.099679101,1234.399919,Continent,1
Yadava,Geacron 1300,1300,Seuna-desa,11.448,3,1,2,13282162.14,491.6777641,0.10094892,1234.399919,Continent,1
Ahmadnagar,Geacron 1500,1500,Ahmadnagar,11.449,3,4,0,2761622.677,474.9707963,0.204595186,1586.370242,Continent,1
Ahmadnagar,Geacron 1600,1600,Ahmadnagar,11.449,6,2,4,4279875.37,474.9707963,0.110027855,1449.811754,Continent,1
Golkonda,Geacron 1600,1600,Golkonda,11.45,3,1,2,4698153.035,275.8482015,0.001362398,1678.341365,Continent,1
,,1000,Hoysala,11.46,,,,175562.7751,479.2291361,0,2306.318311,Continent,0
,,1100,Hoysala,11.46,,,,167071.3708,479.2291361,0,2306.318413,Continent,0
Hoysala,Geacron 1200,1200,Hoysala,11.46,,,,1962380.551,479.2291361,0.002754821,1682.588285,Continent,1
Hoysala,Geacron 1300,1300,Hoysala,11.46,,,,13548448.11,479.2291361,0.055972483,1682.588285,Continent,1
Vijayanagara,Geacron 1400,1400,Vijayanagara,11.464,0,2,0,15134595.9,419.3887018,0.057100592,1984.057196,Continent,1
Vijayanagara,Geacron 1500,1500,Vijayanagara,11.464,0,3,0,13537755.02,419.3887018,0.052361772,1984.057196,Continent,1
Vijayanagara,Geacron 1600,1600,Vijayanagara,11.464,2,3,2,12731954.42,419.3887018,0.051978278,1984.057196,Continent,1
Maratha,Geacron 1700,1700,Maratha,11.486,1,6,2,1458518.425,380.9888043,0.011709602,1596.097774,Continent,1
Maratha,Geacron 1800,1800,Maratha,11.486,,,,25695065.24,380.9888043,0.052016985,820.62732,Continent,1
Maratha,Geacron 1800,1800,Maratha,11.486,,,,25695065.24,380.9888043,0,1192.26688,Continent,0
Gujarat,Geacron 1000,1000,Chaulukya,11.5153,,,,1758291.467,127.6038085,0.572480181,993.5642443,Continent,1
Gujarat,Geacron 1100,1100,Chaulukya,11.5153,1,1,0,2914520.912,127.6038085,0.485856079,993.5642443,Continent,1
Gujarat,Geacron 1200,1200,Chaulukya,11.5153,,,,3204482.559,127.6038085,0.434313725,993.5642443,Continent,1
,,1100,Gujarat,11.521,,,,34500.54053,119.8907119,0,1371.067306,Continent,0
,,1200,Gujarat,11.521,,,,14661.71021,119.8907119,0,1376.677728,Continent,0
,,1300,Gujarat,11.521,,,,15119.90015,119.8907119,0,1376.677728,Continent,0
Gujarat,Geacron 1400,1400,Gujarat,11.521,,,,2122852.232,119.8907119,0.555377207,845.7534403,Continent,1
Gujarat,Geacron 1500,1500,Gujarat,11.521,3,3,0,4031903.131,119.8907119,0.359187923,1130.296858,Continent,1
Multan,Geacron 1000,1000,Multan,11.769,1,1,0,1688931.135,233.9256036,0.561840121,308.1703577,Continent,0
,,1100,Lahur,11.771,,,,765345.8383,197.4810944,0.622377622,415.1806906,Continent,0
,,1200,Lahur,11.771,1,1,0,841777.3783,197.4810944,0.625,415.1806906,Continent,0
,,1400,Lahur,11.771,,,,932503.1981,197.4810944,0.625,415.1806906,Continent,0
,,1500,Lahur,11.771,,,,981144.7905,197.4810944,0.625,415.1806906,Continent,0
,,1600,Lahur,11.771,,,,344390.3318,197.4810944,0.857142857,455.288599,Continent,0
,,1700,Lahur,11.771,4,3,1,423211.1389,197.4810944,0.857142857,455.288599,Continent,0
,,1800,Lahur,11.771,,,,2176490.833,197.4810944,0.425974026,426.8358333,Continent,0
,,1000,Mewar,11.851,,,,246014.4338,458.5195198,0,1147.384715,Continent,0
,,1100,Mewar,11.851,,,,262653.1763,458.5195198,0,1147.384715,Continent,0
,,1200,Mewar,11.851,,,,273604.6427,458.5195198,0,1129.266442,Continent,0
,,1300,Mewar,11.851,,,,548263.3052,458.5195198,0.141914191,1108.871419,Continent,0
Mewar,Geacron 1400,1400,Mewar,11.851,,,,968520.6208,458.5195198,0.183157895,930.4839558,Continent,0
,,1500,Mewar,11.851,3,3,0,759337.0937,458.5195198,0.096685083,1030.419646,Continent,0
,,1000,Jalor,11.865,,,,587926.3959,235.1895219,0.482384824,1084.19467,Continent,0
,,1100,Jalor,11.865,,,,525810.6189,235.1895219,0.494699647,1096.133896,Continent,0
,,1200,Jalor,11.865,,,,420459.2002,235.1895219,0.271186441,1130.83741,Continent,0
,,1300,Jalor,11.865,,,,426191.5198,235.1895219,0.274285714,1130.83741,Continent,0
,,1200,Jaisalmer,11.87,,,,147403.6,184.6406003,0.374193548,994.9128244,Continent,0
,,1300,Jaisalmer,11.87,,,,151981.6011,184.6406003,0.374193548,994.9128244,Continent,0
,,1400,Jaisalmer,11.87,,,,156679.8588,184.6406003,0.374193548,994.9128244,Continent,0
Jaisalmer,Geacron 1500,1500,Jaisalmer,11.87,,,,180371.7115,184.6406003,0.346774194,975.368495,Continent,0
,,1600,Jaisalmer,11.87,,,,175162.6269,184.6406003,0.415662651,994.9128244,Continent,0
,,1700,Jaisalmer,11.87,,,,214099.8238,184.6406003,0.415662651,994.9128244,Continent,0
,,1800,Jaisalmer,11.87,,,,170897.0418,184.6406003,0.415662651,994.9128244,Continent,0
Marwar,Geacron 1500,1500,Jodhpur,11.889,,,,362208.2822,224.3305893,0.97731569,1018.706085,Continent,0
,,1600,Jodhpur,11.889,,,,308806.8673,224.3305893,0.957894737,982.6695011,Continent,0
,,1700,Jodhpur,11.889,1,1,0,762009.5055,224.3305893,0.936772047,845.7534403,Continent,0
,,1800,Jodhpur,11.889,,,,442792.4005,224.3305893,0.954716981,982.6695011,Continent,0
,,1600,Udaipur,11.892,,,,92918.53104,541.4264985,0,1148.876468,Continent,0
Udaipur_District,GADM_Udaipur_District,1700,Udaipur,11.892,,,,308604.4276,541.4264985,0.006451613,1148.1917,Continent,0
Udaipur_District,GADM_Udaipur_District,1800,Udaipur,11.892,,,,262980.6755,541.4264985,0.008849558,1148.1917,Continent,0
Kashmir,Geacron 1000,1000,Kashmir,11.922,,,,243536.6259,2425.96631,0.377659574,178.5508352,Continent,0
Kashmir,Geacron 1100,1100,Kashmir,11.922,,,,352729.8196,2425.96631,0.293436293,178.5508352,Continent,0
Kashmir,Geacron 1200,1200,Kashmir,11.922,,,,364590.8685,2425.96631,0.293436293,178.5508352,Continent,0
,,1300,Kashmir,11.922,,,,69020.67188,2425.96631,0.553571429,218.2289107,Continent,0
Kashmir,Geacron 1400,1400,Kashmir,11.922,,,,588240.3184,2425.96631,0.382830626,179.4213883,Continent,0
Kashmir,Geacron 1500,1500,Kashmir,11.922,,,,363577.0723,2425.96631,0.34469697,179.4213882,Continent,0
,,1600,Kashmir,11.922,,,,46069.74943,2425.96631,0.46031746,95.5249829,Continent,0
,,1700,Kashmir,11.922,,,,1359.893997,2425.96631,1,136.1946141,Continent,0
,,1800,Kashmir,11.922,,,,1712.137016,2425.96631,1,136.1946141,Continent,0
,,1000,Gandhara,11.923,,,,1422980.253,385.7687342,0.467511886,248.2394899,Continent,0
Assam,Geacron 1300,1300,Ahom,12.144,,,,743161.487,194.3665729,0.022670025,570.8961661,Continent,0
Assam,Geacron 1400,1400,Ahom,12.144,,,,762067.2858,194.3665729,0.02284264,570.896166,Continent,0
Assam,Geacron 1600,1600,Ahom,12.144,,,,302328.2979,194.3665729,0.017647059,570.8961661,Continent,0
Assam,Geacron 1700,1700,Ahom,12.144,,,,464131.7653,194.3665729,0.023474178,570.8961661,Continent,0
Assam,Geacron 1800,1800,Ahom,12.144,,,,268293.4665,194.3665729,0,570.8961661,Continent,0
Palas,Geacron 1000,1000,Vanga,12.161,0,1,0,24714227.87,174.0792661,0.009250519,361.7123402,Continent,1
Bengal,Geacron 1100,1100,Vanga,12.161,,,,18800887.54,174.0792661,0.005309735,707.1175518,Continent,1
Bengal,Geacron 1200,1200,Vanga,12.161,,,,17024864.26,174.0792661,0.004934211,707.1175518,Continent,1
Bengal,Geacron 1400,1400,Vanga,12.161,,,,19563723.75,174.0792661,0.005031447,708.3118034,Continent,1
Bengal,Geacron 1500,1500,Vanga,12.161,2,2,0,20232040.15,174.0792661,0.006120665,570.8961661,Continent,1
,,1600,Vanga,12.161,,,,1866246.018,174.0792661,0.003267974,781.8910135,Continent,1
,,1700,Vanga,12.161,,,,1950370.802,174.0792661,0.015306122,1022.463143,Continent,1
,,1800,Vanga,12.161,,,,2421079.117,174.0792661,0.010416667,1022.463143,Continent,1
,,1000,Trikalinga,12.192,,,,86872.1405,317.4986486,0,1708.982708,Continent,1
Kalinga,Geacron 1100,1100,Trikalinga,12.192,,,,3058978.805,317.4986486,0.001098298,1347.465991,Continent,1
Kalinga,Geacron 1200,1200,Trikalinga,12.192,,,,2666994.915,317.4986486,0.009546539,1347.465991,Continent,1
Kalinga,Geacron 1300,1300,Trikalinga,12.192,,,,2921150.736,317.4986486,0.009909166,1241.859609,Continent,1
Kalinga,Geacron 1400,1400,Trikalinga,12.192,,,,2010604.215,317.4986486,0.019512195,1244.191767,Continent,1
Orissa,Geacron 1500,1500,Trikalinga,12.192,,,,2716210.577,317.4986486,0.013498313,1244.191767,Continent,1
,,1100,Utkala,12.193,,,,800244.994,324.877056,0.052631579,1359.682263,Continent,1
,,1200,Utkala,12.193,,,,1490856.105,324.877056,0,1123.304017,Continent,0
Gurjar,Geacron 1000,1000,Kanauj,12.301,1,1,0,15646116.36,410.8109006,0.204256303,355.1154764,Continent,0
Gahadvala,Geacron 1100,1100,Kanauj,12.301,1,1,0,4366481.245,410.8109006,0,516.411814,Continent,0
Tomara,Geacron 1000,1000,Delhi,12.305,1,1,0,1958865.95,511.7984231,0.069948187,389.7555248,Continent,0
Tomara,Geacron 1100,1100,Delhi,12.305,2,2,0,1389420.172,511.7984231,0.095744681,389.7555248,Continent,0
Delhi,Geacron 1300,1300,Delhi,12.305,8,6,2,44525537.62,511.7984231,0.228553684,308.1703576,Continent,1
,,1400,Delhi,12.305,,,,4602172.782,511.7984231,0.455048999,308.1703576,Continent,0
Delhi,Geacron 1500,1500,Delhi,12.305,7,7,0,17927219.23,511.7984231,0.243879021,332.9527025,Continent,1
Mughal,Geacron 1600,1600,Delhi,12.305,16,3,13,56248507.78,511.7984231,0.337494557,0,Continent,1
Mughal,Geacron 1700,1700,Delhi,12.305,36,47,14,84489629.59,511.7984231,0.300399403,0,Continent,1
Mughal,Geacron 1800,1800,Delhi,12.305,,,,15850369.54,511.7984231,0.063095238,406.8987164,Continent,0
,,1100,Varanasi,12.307,,,,2087782.526,131.2707692,0,970.9982408,Continent,0
Ceylon,Geacron 1100,1100,Sri Lanka I,12.601,,,,888618.6063,161.1613663,0,2715.47505,Island,1
Ceylon,Geacron 1200,1200,Sri Lanka I,12.601,0,1,0,987354.0475,161.1613663,0,2715.47505,Island,1
Ceylon,Geacron 1300,1300,Sri Lanka I,12.601,,,,905660.4832,161.1613663,0,2769.00643,Island,1
Ceylon,Geacron 1400,1400,Sri Lanka I,12.601,,,,306258.792,161.1613663,0,2773.169336,Island,1
Pegu,Geacron 1000,1000,Pegu,13.113,,,,692910.5521,105.4458333,0,1335.434686,Continent,1
Pegu,Geacron 1300,1300,Pegu,13.113,,,,890449.7629,105.4458333,0,1451.090705,Continent,1
Pegu,Geacron 1400,1400,Pegu,13.113,,,,1049111.97,105.4458333,0,1451.192112,Continent,1
Pegu,Geacron 1500,1500,Pegu,13.113,0,4,1,1289348.586,105.4458333,0,1427.071829,Continent,1
,,1600,Pegu,13.113,,,,194313.9566,105.4458333,0,1503.077862,Continent,1
Pagan,Geacron 1000,1000,Pagan,13.221,,,,291208.8833,286.7065361,0,914.7715574,Continent,0
Pagan,Geacron 1100,1100,Pagan,13.221,,,,1490962.608,286.7065361,0.000254259,783.5791547,Continent,1
Pagan,Geacron 1200,1200,Pagan,13.221,,,,1624750.626,286.7065361,0,783.5791547,Continent,1
,,1300,Pagan,13.221,,,,190907.473,286.7065361,0,1067.511711,Continent,0
Ava,Geacron 1400,1400,Ava,13.222,,,,881500.9688,398.3392552,0,781.793623,Continent,0
Ava,Geacron 1500,1500,Ava,13.222,0,1,1,992894.323,398.3392552,0,781.793623,Continent,0
Burma,Geacron 1600,1600,Ava,13.222,0,0,1,2273903.153,398.3392552,0,786.1607735,Continent,1
Burma,Geacron 1700,1700,Ava,13.222,1,3,2,3780268.953,398.3392552,0,786.1607735,Continent,1
Burma,Geacron 1800,1800,Burma,13.223,,,,5289590.987,377.918057,0,781.793623,Continent,1
Ayutthaya,Geacron 1400,1400,Ayuthya,13.296,,,,1183820.926,242.5742216,0.000317662,1354.348569,Continent,1
Ayutthaya,Geacron 1500,1500,Ayuthya,13.296,0,4,0,1371563.529,242.5742216,0.000291206,1548.147549,Continent,1
Ayutthaya,Geacron 1600,1600,Ayuthya,13.296,0,1,0,1543158.59,242.5742216,0.000291206,1548.147549,Continent,1
Ayutthaya,Geacron 1700,1700,Ayuthya,13.296,0,2,0,1592852.707,242.5742216,0.000306466,1548.147549,Continent,1
Siam,Geacron 1800,1800,Thailand,13.301,,,,3436090.616,325.3574442,0.000525555,1090.918296,Continent,1
Khmer,Geacron 1000,1000,Angkor,13.363,,,,1570526.682,197.7608347,0.001149425,1824.56586,Continent,1
Khmer,Geacron 1100,1100,Angkor,13.363,0,1,0,1976323.69,197.7608347,0.002116029,1726.344457,Continent,1
Khmer,Geacron 1200,1200,Angkor,13.363,,,,2726417.991,197.7608347,0.000759109,1533.35352,Continent,1
Khmer,Geacron 1300,1300,Angkor,13.363,0,1,0,2111705.459,197.7608347,0.001074114,1533.35352,Continent,1
Khmer,Geacron 1400,1400,Angkor,13.363,0,2,0,2137214.338,197.7608347,0.001447597,1958.682564,Continent,1
Cambodia,Geacron 1500,1500,Cambodia,13.364,0,3,0,2336884.654,140.537541,0.001447597,1958.682564,Continent,1
Cambodia,Geacron 1600,1600,Cambodia,13.364,,,,2704540.409,140.537541,0.001447597,1958.682564,Continent,1
Cambodia,Geacron 1700,1700,Cambodia,13.364,0,1,0,2978198.005,140.537541,0.001577287,1958.682564,Continent,1
Cambodia,Geacron 1800,1800,Cambodia,13.364,,,,1781718.227,140.537541,0,2050.068204,Continent,1
Vietnam,Geacron 1100,1100,Dai-Viet,13.387,,,,466800.3958,375.1700051,0.00193299,1041.938175,Continent,1
Vietnam,Geacron 1200,1200,Dai-Viet,13.387,3,3,0,573021.0658,375.1700051,0.00193299,1041.938175,Continent,1
Vietnam,Geacron 1300,1300,Dai-Viet,13.387,,,,661543.8027,375.1700051,0.00202977,1041.938175,Continent,1
Vietnam,Geacron 1400,1400,Dai-Viet,13.387,0,2,0,549453.0861,375.1700051,0.002332815,1041.938175,Continent,1
Vietnam,Geacron 1500,1500,Dai-Viet,13.389,,,,850114.2572,403.0158863,0.005040323,1041.938175,Continent,1
Vietnam,Geacron 1600,1600,Dai-Viet,13.389,,,,1296744.726,403.0158863,0.001918465,1041.938175,Continent,1
Vietnam,Geacron 1700,1700,Dai-Viet,13.389,1,2,0,1306355.795,403.0158863,0.001982816,1041.938175,Continent,1
,,1600,Hue,13.391,,,,87823.99685,408.5477939,0.034285714,1726.344457,Continent,1
South Vietnam,Geacron 1700,1700,Hue,13.391,0,0,1,441494.9045,408.5477939,0.00716479,1705.180294,Continent,1
Vietnam,Geacron 1800,1800,Hue,13.391,,,,4365506.132,408.5477939,0.003846154,1041.938175,Continent,1
Lan Xang,Geacron 1400,1400,Lan Chang,13.422,,,,786656.7974,468.5438939,0,1090.918296,Continent,0
Lan Xang,Geacron 1500,1500,Lan Chang,13.422,0,1,0,860688.3423,468.5438939,0,1090.918296,Continent,0
Lan Xang,Geacron 1600,1600,Lan Chang,13.422,,,,965584.7767,468.5438939,0,1090.918296,Continent,0
,,1700,Lan Chang,13.422,,,,70022.13561,468.5438939,0,1403.708693,Continent,0
(Gwynedd),Euratlas 1000,1000,Gwynedd,15.182,,,,19470.18495,208.2400427,0,2100.824455,Island,1
Gwynedd,Euratlas 1100,1100,Gwynedd,15.182,0,1,0,32008.50005,208.2400427,0,2083.307903,Island,1
Gwynedd,Euratlas 1200,1200,Gwynedd,15.182,0,1,0,48982.84906,208.2400427,0,2083.307903,Island,1
Alban,Euratlas 1000,1000,Scotland,15.215,0,1,4,156461.2917,263.9229913,0,2035.623347,Island,1
Moray,Euratlas 1100,1100,Scotland,15.215,,,,94679.36311,263.9229913,0,2055.970013,Island,1
Scotland,Euratlas 1200,1200,Scotland,15.215,0,2,0,510501.2216,263.9229913,0,2035.601843,Island,1
Scotland,Euratlas 1400,1400,Scotland,15.215,0,0,4,284445.0528,263.9229913,0,2055.970013,Island,1
Scotland,Euratlas 1500,1500,Scotland,15.215,0,4,10,571667.2572,263.9229913,0.00203252,2037.764807,Island,1
Scotland,Euratlas 1600,1600,Scotland,15.215,0,2,23,665574.0971,263.9229913,0.002103787,2037.764807,Island,1
England,Euratlas 1000,1000,England,15.238,0,9,2,1028058.099,138.5591918,0,1797.408957,Island,1
(England),Euratlas 1100,1100,England,15.238,0,5,6,1841956.797,138.5591918,0,1771.528752,Island,1
(England),Euratlas 1200,1200,England,15.238,0,4,12,4389560.436,138.5591918,0,1698.791995,Island,1
England,Euratlas 1300,1300,England,15.238,0,30,9,5882881.97,138.5591918,0,1771.528752,Island,1
England,Euratlas 1400,1400,England,15.238,0,8,29,2386430.61,138.5591918,0,1752.34958,Island,1
England,Euratlas 1500,1500,England,15.238,0,6,9,3394702.148,138.5591918,0,1752.34958,Island,1
England,Euratlas 1600,1600,England,15.238,0,1,74,4327357.855,138.5591918,0,1771.528752,Island,1
England-Scotland-Netherlands,Euratlas 1700,1700,England,15.238,0,5,27,7930059.563,138.5591918,0.000568397,1771.528752,Island,1
Great-Britain-Ireland-Hanover,Euratlas 1800,1800,United Kingdom,15.242,,,,16527886.96,151.6437521,0.000517866,1382.148641,Island,1
,,1100,Holland and Zeeland,15.264,,,,50060.28156,5.173918638,0,1530.481378,Continent,1
Holland,Droysens (1886),1200,Holland and Zeeland,15.264,,,,211208.8592,5.173918638,0,1406.45519,Continent,1
Holland,Euratlas 1300,1300,Holland and Zeeland,15.264,,,,276719.1776,5.173918638,0,1313.614163,Continent,1
Holland,Droysens (1886) 14th century,1400,Holland and Zeeland,15.264,,,,185509.5776,5.173918638,0,1321.224601,Continent,1
Netherlands,Droysens (1886) 1618,1600,Holland and Zeeland,15.264,0,2,3,844771.2497,5.173918638,0,1407.417943,Continent,1
Netherlands-England-Scotland,Droysens (1886) 18th century,1700,Holland and Zeeland,15.264,0,9,0,1391611.283,5.173918638,0,1407.417943,Continent,1
United Provinces,Droysens (1886) 1789,1800,Holland and Zeeland,15.264,,,,1948668.135,5.173918638,0,1406.886705,Continent,1
Sweden,Euratlas 1000,1000,Sweden,15.289,0,1,0,157521.5785,239.8665191,0,986.6843091,Peninsula,1
Sweden,Euratlas 1100,1100,Sweden,15.289,0,1,2,303745.3405,239.8665191,0,986.6843091,Peninsula,1
Sweden,Euratlas 1200,1200,Sweden,15.289,0,1,1,308651.2484,239.8665191,0,986.6843091,Peninsula,1
Sweden,Euratlas 1300,1300,Sweden,15.289,0,2,0,780182.0573,239.8665191,0,819.9683018,Peninsula,1
Sweden,Euratlas 1300,1400,Sweden,15.289,0,1,0,451345.5126,239.8665191,0.018525666,772.6167431,Peninsula,1
Sweden,Euratlas 1500,1500,Sweden,15.289,0,3,0,492615.205,239.8665191,0.005923118,772.616743,Peninsula,1
Sweden,Euratlas 1600,1600,Sweden,15.289,,,,856939.7741,239.8665191,0.005859261,637.906686,Peninsula,1
Sweden,Euratlas 1700,1700,Sweden,15.289,0,20,0,2491059.621,239.8665191,0.00554995,561.3100667,Peninsula,1
Sweden,Euratlas 1800,1800,Sweden,15.289,,,,2627450.476,239.8665191,0.002564572,964.2931014,Peninsula,1
Norway,Euratlas 1000,1000,Norway,15.318,,,,71499.24177,581.9037766,0.000595238,1298.22705,Peninsula,1
Norway,Euratlas 1100,1100,Norway,15.318,,,,250868.3462,581.9037766,0.007813827,1315.112423,Peninsula,1
Norwegians,Euratlas 1200,1200,Norway,15.318,,,,147931.0891,581.9037766,0.000711744,1316.16658,Peninsula,1
Norway,Euratlas 1300,1300,Norway,15.318,,,,451637.5354,581.9037766,0.008404342,1304.588317,Peninsula,1
Denmark,Euratlas 1000,1000,Denmark,15.326,,,,414680.7696,452.7380916,0,978.0912723,Peninsula,1
Denmark,Euratlas 1100,1100,Denmark,15.326,0,2,0,527802.4498,452.7380916,0,978.0912723,Peninsula,1
Denmark,Euratlas 1200,1200,Denmark,15.326,,,,561749.2772,452.7380916,0,978.0912723,Peninsula,1
Denmark,Euratlas 1300,1300,Denmark,15.326,0,2,0,727574.2431,452.7380916,0,978.0912723,Peninsula,1
Denmark,Euratlas 1400,1400,Denmark,15.326,,,,705488.8145,452.7380916,0.007222053,853.5498455,Peninsula,1
Denmark,Euratlas 1500,1500,Denmark,15.326,0,5,2,1221327.065,452.7380916,0.025591119,853.5498454,Peninsula,1
Denmark,Euratlas 1600,1600,Denmark,15.326,0,9,0,1349257.304,452.7380916,0.025369828,755.3805904,Peninsula,1
Denmark,Euratlas 1700,1700,Denmark,15.326,0,1,0,1401401.54,452.7380916,0.028900234,978.0912723,Peninsula,1
Denmark,Euratlas 1800,1800,Denmark,15.326,,,,2505433.841,452.7380916,0.028185654,978.0912723,Peninsula,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1000,France,15.335,,,,239045.9387,291.6994118,0,1715.220271,Continent,0
France,"William R. Shepherd The Historical Atlas 1911, 61",1100,France,15.335,,,,377935.9727,291.6994118,0,1684.152854,Continent,0
France,"William R. Shepherd The Historical Atlas 1911, 61",1200,France,15.335,,,,769550.9616,291.6994118,0,1641.862789,Continent,0
France,"William R. Shepherd The Historical Atlas 1911, 61",1300,France,15.335,0,10,0,4627476.869,291.6994118,0,1639.475934,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1400,France,15.335,0,18,1,4296314.234,291.6994118,0.001144165,1546.423025,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1500,France,15.335,0,15,20,9637358.823,291.6994118,0.002056555,1212.473811,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1600,France,15.335,0,23,14,15364009.29,291.6994118,0.003173764,1375.962542,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1700,France,15.335,0,59,22,19759546.39,291.6994118,0.001639965,1338.456938,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1800,France,15.335,,,,33986081.25,291.6994118,0.001628197,1102.719442,Continent,1
Anjou County,"William R. Shepherd The Historical Atlas 1911, 61",1000,Anjou,15.345,,,,154477.2739,400.1020904,0,1858.086941,Continent,0
Anjou County,"William R. Shepherd The Historical Atlas 1911, 61",1100,Anjou,15.345,,,,222838.977,400.1020904,0,1858.086941,Continent,0
Anjou County,"William R. Shepherd The Historical Atlas 1911, 61",1300,Anjou,15.345,0,1,0,1524443.224,400.1020904,0.01459144,1490.504144,Continent,1
Anjou County,"William R. Shepherd The Historical Atlas 1911, 61",1400,Anjou,15.345,0,2,0,971226.6673,400.1020904,0.008592911,1497.243769,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1000,Bretagne,15.361,,,,506136.3742,82.84141387,0,2027.819763,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1100,Bretagne,15.361,,,,603470.3893,82.84141387,0,2027.819763,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1200,Bretagne,15.361,,,,818742.2192,82.84141387,0,2027.819763,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1300,Bretagne,15.361,0,8,2,1245874.101,82.84141387,0,2027.819763,Continent,1
France,"William R. Shepherd The Historical Atlas 1911, 61",1400,Bretagne,15.361,0,0,1,857729.8228,82.84141387,0,2027.819763,Continent,1
Brittany,"William R. Shepherd The Historical Atlas 1911, 61",1500,Bretagne,15.361,0,1,0,1168007.042,82.84141387,0,2027.819763,Continent,1
Normandy,"William R. Shepherd The Historical Atlas 1911, 61",1000,Normandie,15.365,0,0,3,580226.9819,120.7550842,0,1762.62936,Continent,1
Normandy,"William R. Shepherd The Historical Atlas 1911, 61",1100,Normandie,15.365,0,1,2,593875.1009,120.7550842,0,1804.260864,Continent,1
Normandy,"William R. Shepherd The Historical Atlas 1911, 61",1200,Normandie,15.365,0,1,0,1237552.456,120.7550842,0,1804.260864,Continent,1
Duchy of Burgundy,"William R. Shepherd The Historical Atlas 1911, 61",1000,Bourgogne,15.4,,,,224832.0986,336.1806838,0,1520.941282,Continent,0
Duchy of Burgundy,"William R. Shepherd The Historical Atlas 1911, 61",1100,Bourgogne,15.4,,,,265762.3824,336.1806838,0,1520.941282,Continent,0
Duchy of Burgundy,"William R. Shepherd The Historical Atlas 1911, 61",1200,Bourgogne,15.4,,,,366184.8012,336.1806838,0,1520.941282,Continent,0
Duchy of Burgundy,"William R. Shepherd The Historical Atlas 1911, 61",1300,Bourgogne,15.4,,,,541513.8599,336.1806838,0,1532.48872,Continent,0
Duchy of Burgundy,"William R. Shepherd The Historical Atlas 1911, 61",1400,Bourgogne,15.4,,,,567384.6641,336.1806838,0,1216.783402,Continent,0
Poitou Duchy,"William R. Shepherd The Historical Atlas 1911, 61",1000,Poitou,15.426,,,,445767.1598,223.3000951,0,1766.784373,Continent,1
Poitou Duchy,"William R. Shepherd The Historical Atlas 1911, 61",1100,Poitou,15.426,,,,705289.8023,223.3000951,0,1698.791995,Continent,1
Pompaelo,Euratlas 1000,1000,Navarra,15.523,,,,106650.606,588.0273324,0.012145749,2110.77857,Peninsula,1
(Navarre),Euratlas 1200,1200,Navarra,15.523,,,,156077.6937,588.0273324,0.046153846,2170.852019,Peninsula,1
(Navarre),Euratlas 1300,1300,Navarra,15.523,,,,172520.0537,588.0273324,0.056497175,2170.90821,Peninsula,1
