terr_name,terr_id
Schleswig-Holstein-Wiesenburg,S259
Schletten,S260
Schlettstadt (Reichsstadt);  Selestat.,S261
Schletz,S262
Schletzberg,S263
Schleusingen,S264
Schleythal,S265
Schlitz,S266
Schlitz genannt von Görtz,S267
Schlotheim,S268
Schlüchter von Erfenstein,S269
Schlüchtern,S270
Schlüsselberg,S271
Schlüsselfelder von Kirchensittenbach ,S272
Schmalegg,S273
Schmalkalden (Smalacalta),S274
Schmid,S275
Schmid von Brandenstein; Brandenstein,S276
Schmidberg; Schmiedberg,S277
Schmidburg,S278
Schmidburg; Schmidtburg,S279
Schmidt,S280
Schmidt auf Altenstadt ,S281
Schmidt von Eisenberg,S282
Schmidtburg zu Weiler,S283
Schmiechen ,S284
Schmiedberg,S285
Schmiedelfeld ,S286
Schmiegau,S287
Schmitz-Grollenburg,S288
Schmüchen; Schmiechen,S289
Schneeberg,S290
Schneider,S291
Schnell von Rottenbach; Schmoll?,S292
Schnodsenbach,S293
Schnorrenberg und Steinkallenfels,S294
Schnürpflingen,S295
Schoder,S296
Scholl; Schmoll?,S297
Schöller,S298
Schönau (Freiherren; Reichsritter),S299
Schönau (Kloster),S300
Schönau (reichsunmittelbare Herrschaft),S301
Schönau zu Wöhr; Schönau zu Wehr,S302
Schönau zu Zell; Schönau-Zell ,S303
Schönbeck ,S304
Schönberg,S305
Schönberg auf Wesel ,S306
Schönberg. Schenburgk ,S307
Schönborn ,S308
Schönborn-Buchheim ,S309
Schönborn-Wiesentheid ,S310
Schönburg,S311
Schönburg-Glauchau,S312
Schönburg-Waldenburg,S313
Schöneck ,S314
Schönegg ,S315
Schöner von Straubenhardt,S316
Schönfeld. Schönfeldt,S317
Schonneberg,S318
Schönstadt,S319
Schönstätt,S320
Schöntal,S321
Schornsheim,S322
Schorrenburg ,S323
Schott von Schottenstein,S324
Schotzachgau ,S325
Schramberg ,S326
Schraplau ,S327
Schrautenbach; Weitolshausen genannt Schrautenbach; Weitelshausen genannt Schrautenbach,S328
Schrems,S329
Schriebersdorf,S330
Schrimpf von Berg. Schrimpff von Berg,S331
Schrottenberg,S332
Schrotzburg. Schrozburg,S333
Schrozberg; Schrotzberg; Schletzberg,S334
Schrozberg. Schrotzberg; Schletzberg,S335
Schuhmacher,S336
Schuhmann ,S337
Schulenburg,S338
Schulers,S339
Schüller,S340
Schüpfer Grund ,S341
Schussengau,S342
Schussenried,S343
Schutizi (Chutizi. Gudici; Zcudici),S344
Schuttern ,S345
Schütz von Eutingertal ,S346
Schütz von Hagenbach und Uttenreut. Schütz zu Hagenbach und Uttenreut ,S347
Schütz von Holzhausen,S348
Schütz von Leineck (Laineck,S349
Schütz; Schüz ,S350
Schutzbar genannt Milchling; Schutzbar genannt Burgmilchling (,S351
Schütz-Pflummern,S352
Schüz,S353
Schwab,S354
Schwabeck,S355
Schwabegg. Schwabeck,S356
Schwaben ,S357
Schwaben (Landvogtei),S358
Schwaben (Ritterkreis); schwäbischer Ritterkreis,S359
Schwabengau,S360
Schwäbisch Gmünd ,S361
Schwäbisch Hall (Reichsstadt),S362
Schwäbischer Reichskreis,S363
Schwäbischer Ritterkreis,S364
Schwäbisches Reichsgrafenkollegium,S365
Schwäbisches Reichsprälatenkollegium,S366
Schwäbisch-Österreich,S367
Schwabsburg,S368
Schwaich,S369
Schwaigern,S370
Schwalbach,S371
Schwalbfeld,S372
Schwalenberg,S373
Schwalenberg-Sternberg,S374
Schwanberg,S375
Schwänberg,S376
Schwandorf,S377
Schwanenberg,S378
Schwanfeldgau,S379
Schwaningen,S380
Schwarz ,S381
Schwarzach (Herrschaft),S382
Schwarzach (Reichsabtei),S383
Schwarzach (Reichsritter),S384
Schwarzbach,S385
Schwarzburg ,S386
Schwarzburg-Arnstadt,S387
Schwarzburg-Blankenburg,S388
Schwarzburg-Ebeleben,S389
Schwarzburg-Frankenhausen,S390
Schwarzburg-Käfernburg,S391
Schwarzburg-Rudolstadt,S392
Schwarzburg-Sondershausen,S393
Sehad. Schade,S394
Seheer von Schwarzenberg; Scheer von Schwarzenburg (Reichsritter),S395
Sehenk von Stauffenberg ,S396
Sehenkendorf ,S397
Sehertel von Burtenbach; Schertlin zu Burtenbach; Schertlein zu Burtenbach,S398
Sehleswig-Holstein-Norburg ,S399
Sehreckenstein,S400
Schwarzenberg (Grafschaft; Fürsten),S401
Schwarzenberg (=F064 Flach von Schwarzenberg (Ganerben)),S402
Schwarzenberg (=S395 Seheer von Schwarzenberg (Reichsritter)),S403
Schwarzenberg (Herrschaft,S404
Schwarzenberg (Herrschaft),S405
Schwarzenberg (Rcichsdorf); Schwertzenberg (?); Erzenberg (?).,S406
Schwarzenberg (Republik),S407
Schwarzenholz (Herrschaft),S408
Schwarzwasser (Herrschaft),S409
Schwebda,S410
Schweberg (Rcichsrittcr),S411
Schweden (Land),S412
Schwedt (Herrschaft; Markgrafschaft),S413
Schwegerer. Schweigerer (Reichsritter),S414
Schweidnitz (Fürstentum); poln. Swidnica.,S415
Schweidnitz-Jauer (Fürstentum),S416
Schweigen. Schweiger (Reichsdorf),S417
Schweigern (reichsritterschaftlicher Ort),S418
Schweighausen (Herrschaft).,S419
Schweinachgau (Sueinihgouui. Svveinigovve),S420
Schweinfurt (Reichsstadt),S421
Schweinhausen (Herrschaft),S422
Schweinsberg ,S423
Schweiz (Land),S424
Schweizer Eidgenossen,S425
Schwemberg (freie Leute),S426
Schwendi (Herrschaft),S427
Schwenningen (reichsritterschaftliche Herr-schaft),S428
Schweppenhausen (reichsritterschaftlicheHerrschaft),S429
Schwerin (Grafschaft),S430
Schwerin (Hochstift. Fürstentum),S431
Schwertbrüderorden (Orden),S432
Schwertzenberg (?) (freie Leute; Reichsdorf); Erzenberg,S433
Schwetzingen (Herrschaft),S434
Schwindegg (Herrschaft),S435
Schwinghofen (Reichsdorf),S436
Schwörstadt (Burg; Herrschaft),S437
Schwyz (Gebiet. freie Leute?; Kanton),S438
Scitizi (Teil Nizizis) ,S439
Scodingorum pagus,S440
Scopingon ,S441
Scotilingon; Scotelingau ,S442
Scuntiza,S443
Scuzingouwe (Schussengau),S444
Scuzingouwi (Schotzachgau),S445
Sechsämterland (Verwaltungsgebiet. Herr-schaft).,S446
Seck (Reichsritter),S447
Seckau (Hochstift),S448
Seckendorff (Herren. Reichsritter; Freiher-ren),S449
Sedan (Grafschaft),S450
Seebach (Reichsrittcr),S451
Seebach (Reiehsdorf),S452
Seeburg (Grafen),S453
Seefeld (Herrschaft),S454
Seefried (Freiherren; Reichsritter),S455
Seehausen (Grafen),S456
Seeheim (Herrschaft),S457
Seeland (Grafschaft),S458
Segeberg (Burg. Herrschaft),S459
Segnitz (Rcichsrittcr),S460
Seibold von Horkheim; Seybold von Horkheim (Reichsritter),S461
Seibolstorff (Reichsrittcr),S462
Seiboth. Seyboth (Rcichsritter),S463
Seidenberg (Herrschaft).,S464
Seifriedsberg (Herrschaft),S465
Seillegau (Salingouue),S466
Seinsheim; Saunsheim (Herrschaft; Freiher-rcn. Grafen),S467
Seinsheim-Schwarzenberg,S468
Selbitz (Reichsritter),S469
Seldeneck ,S470
Seligenstadt (Reichsstadt),S471
Selonien (Bistum).,S472
Selpoli (Selboli),S473
Selz (Propstei; Kloster; Reichskloster),S474
Selz. Seltz (Reichsstadt),S475
Semgallen (Bistum),S476
Senft von Suhlburg (Reichsritter),S477
Senftenberg (Herren),S478
Senftenberg (Reichsritter),S479
Sengelau (Reichsritter),S480
Senger zu Rickelshausen (Reichsritter),S481
Senger; Senger auf Diespeck (Reichsritter),S482
Sennfeld (Herrschaft),S483
Sennfeld (Rcichsdorf),S484
Sentheim (ReichsdorfP),S485
Serbien (Königreich; Staat. Land),S486
Serimunt; Serimuntilante (Serimode; Sirmuntus. Serimuntus; Seremode; Zirmuti; Sirmutus; Sirimuntus; Seromuntus; Zirimuodis.Gau zwischen Saale und Mulde),S487
Serrey (Herrschaft),S488
Seuna (Sanntal),S489
Seybold,S490
Seyboth,S491
Seyring (Herrschaft),S492
Sicherer (Reichsritter),S493
Sickingen (Herren; Reichsritter),S494
Sickingen-Schallodenbach (Freiherrcn; Reichs-rirter),S495
Siebenbürgen,S496
Siegburg (Unterherrschaft),S497
Siegen (Burg; Herrschaft),S498
Siegenstein (Freiheiten. Rcichsritter),S499
Siena (Stadtkommune).,S500
Sigelmann von Delsberg (Reichsritter),S501
Siggen (Herrschaft),S502
Sigmaringen (Grafschaft),S503
Sigmaringen-Mühlingen (Grafschaft),S504
Sigmaringen-Wöhrstein (Grafschaft),S505
Silbachgau (Silbiki; Gau um die obere Ruhr),S506
Simmern (Burg; Herrschaft),S507
Sindfeld (Sinatfeld; Sinuthuelt),S508
Singen (Herrschaft),S509
Singer von Mossau; Sünger von Moßau (Reichsritter),S510
Sinithfeld (Sindfeld),S511
Sinithi (Senne),S512
Sinnahgouwe (Sinngau),S513
Sinsheim (Reichsstadt),S514
Sinzendorf (Grafen),S515
Sinzig (Reichsstadt),S516
Sirg von Sirgenstein,S517
Sirk (Reichsritter),S518
Sirmunit (973),S519
Sisgouwe (Sissachgau),S520
Sitten (Hochstift),S521
Siusile (961; Siusli 973; Einzugsgebiet der niederen Mulde),S522
Sizilien (Insel),S523
Skotschau (Herrschaft). poln. Skoczow,S524
Slowakei (Republik),S525
Slowenien (Republik),S526
Smehgouwe (Schmiegau),S527
Soden (Freiherrcn; Grafen; Reichsritter),S528
Soden (Reichsdorf) ,S529
Soest (freie Stadt),S530
Soestgau,S531
Soetern; Sötern (Reichsritter),S532
Söflingen (Reichsabtei),S533
SoIms-Wildenfels (Grafen),S534
Solanzgouwe (Sulzgau),S535
Solenzgau (Solczgawe),S536
Solm-Assenheim (Grafen),S537
Solms (Herren; Grafen) (Solms-Burgsolms; Hauptlinie),S538
Solms-Braunfels (Grafen. Fürsten),S539
Solms(-Braunfels)-Greifenstein,S540
Solms-Hohensolms (ältere Linie; auch Königsberg) (Grafen; Fürsten),S541
Solms-Hungen (Grafen),S542
Solms-Iaubach (Grafen).,S543
Solms(-Lich)-Hohensolms (Grafen),S544
Solms-Lich (Grafen. Fürsten),S545
Solms-Münzenberg (Grafschaft),S546
Solms-Rödelheim (Grafen).,S547
Solms(-Laubach)-Sonnewalde (Grafen),S548
Solothurn (Reichsstadt; Kanton),S549
Sommerau (Freiherren; Reichsrittcr),S550
Sommerhausen (Reichsdorf),S551
Sommerschenburg (Pfalzgrafen),S552
Sonderburg (Burg. Herzogtum),S553
Sondershausen (Burg; Stadt; Herrschaft),S554
Sonnenberg (Herrschaft; Grafschaft),S555
Sonnewalde (Burg. Herrschaft),S556
Sooneck (Ganerbschaft),S557
Sorau (Herrschaft). poln. Zary.,S558
Sorethfeld; Sorehtfeld (Soretfeld; Sarethuelt; Sorathueld),S559
Sornegouwe (Sornegau),S560
Sosatgo (Soestgau),S561
Sötern (Reichsritter,S562
Sounital (Sanntal südlich der Drau). Seuna; Sovuina,S563
Sovuina,S564
Soyecourt (Rcichsritter),S565
Spanheim,S566
Spanien (Land; Königreich),S567
Sparneck (Reichsritter),S568
sparr (Reichsrirter),S569
Späth (Reichsritter),S570
Specht (Reichsritter),S571
Specht von Bubenheim (Reiehsritter),S572
Speckfeld (Herrschaft),S573
Spehtraingau (Spehtreina),S574
Spehtreino ,S575
Spengler von Neckarburg (Reichsritter).,S576
Sperberseck (Reichsritter),S577
Speßhart; Speßhardt (Reichsritter).,S578
Speth (Freiherren; Reichsritter),S579
Speyer (freie Reichsstadt),S580
Speyer (Hochstift).,S581
Speyer; Domkapitel (Reichsritter),S582
Speyergau (Reichslandvogtei),S583
Spick (Rcichsrittct),S584
Spiegelberg,S585
Spielberg (Burg. Herrschaft),S586
Spieß; Stor zu Spieß (Reichsritter),S587
Spigno (Festung),S588
Spiliberch; Spielberg nördlich Würzburgs,S589
Spinola (Reichsfurst),S590
Spirahgouwe (Speyergau),S591
Spirensis (Speyergau,S592
Spitz (Herrschaft),S593
Spoleto (Herzogtum),S594
Sponheim (Grafschaft),S595
Sponheim-Starkenburg (Grafschaft).,S596
Spork (Reichsritter),S597
Sporkenburg (Herrschaft),S598
Spreegau (Sprewa),S599
Spremberg (Herrschaft),S600
Spreter von Kreidenstein (Reichsritter),S601
Sprottau (Herzogtum); Szprotawa.,S602
Stablo (Fürstabtei); Stavelot.,S603
Stablo-Malmedy; (Fürstabtei); Stablo und Malmedy (Fürstabteien).,S604
Stade (Grafschaft),S605
Staden (Ganerbschaft),S606
Stadion (Herren; Freiherren; Grafen).,S607
Stadtlengsfeld,S608
Staffelfelden,S609
Stain (Reichsritter),S610
Stainz (Herrschaft),S611
Stammheim (Reichsritter),S612
Stammler (Reichsritter,S613
Stapelholm (Landschaft),S614
Stargard (Herrschaft; Land),S615
Starhemberg (Grafen; Fürsten),S616
Starkenburg (Burg. Herrschaft),S617
Starkenburg (Fürstentum; Provinz).,S618
Starkh. Storck. Stöckh. Stünk; Stürgkh (Reichsritter),S619
Starschedel (Reichsritter),S620
Stauf (Herrschaft),S621
Stauf; Stauff (Reichsritter),S622
Staufen(Allgäu) (Herrschaft),S623
Staufen(Breisgau) (Herrschaft),S624
Staufenberg (Herrschaft),S625
Staufer (Geschlecht),S626
Stauffenberg,S627
Stavenhagen (Land),S628
Stayn,S629
Stechinelli-Wieckenberg (Reichsgrafcn),S630
Steckelberg (Herren,S631
Stedesdorf (Herrschaft),S632
Stedingen (Landschaft; freie Bauemgemein-de),S633
Steenhuysen; Steenhuize (Fürstentum),S634
Stegon,S635
Steiermark (Herzogtum; Bundesland),S636
Steigerwald (Kanton),S637
Stein (am Rhein) (Kloster),S638
Stein (am Rhein) (Reichsstadt),S639
Stein (Freiheiten; Rcichsrittcr),S640
Stein(Sachsen) (Herrschaft),S641
Stein(Niederlande) (Herrschaft),S642
Stein (reichsritterschaftliche Herrschaft),S643
Stein von Lichtenberg?,S644
Stein von Ostheim (Reichsritter),S645
Stein zu Bosenstein (Reichsritter),S646
Stein zu Iobelbach (Rcichsritter),S647
Stein zu Nord- und Ostheim. Stein von Lichtenberg? (Freiherren; Reichsritter),S648
Stein zu Trendel (Reichsritter),S649
Stein zum Altenstein (Reichsritter),S650
Stein zum Rechtenstein (Freiherren. Grafen;Reichsritter).,S651
Stein; Stein zu Nassau (rcichsunmittclbareHerrschaft,S652
Steinach (=L045 Landschad von Steinach (Reichsritter)),S653
Steinach (=N045 Neckarsteinach (Reichsritter; reichsritterliche Herrschaft)),S654
Steinau (Herzogtum).,S655
Steinau genannt Steinrück (Reichsritter),S656
Steinbach (zu Gräventhal?) (Reichsritter).,S657
Steineck (Herrschaft),S658
Steinegg (Herrschaft); Steineck,S659
Steinfeld (Kloster),S660
Steinfels,S661
Steinfurt (Herrschaft; Grafschaft),S662
Steinfurt-Bentheim (Grafschaft),S663
Steinfurth ,S664
Steingaden (reichsunmittclbares Kloster),S665
Steinhäußer (Reichsritter); Steinheuser,S666
Steinhäußer von Neidenfels; Steinheuser von Neidenfels (Reichsritter),S667
Steinheim (Reichsritter).,S668
Steinheringa (Steinhöring),S669
Steinheuser,S670
Steinkallenfels ,S671
Steinkallenfels (Burgen. Ganerbschaft. Reichs-ritter),S672
Stein-Kallenfels (Reichsritter),S673
Steinreut (Rcichsritter),S674
Steinrück (Reichsritter),S675
Steinweiler (Reichsdorf),S676
Stellingwerf (friesisch),S677
Stepfferts; Sterbfritz? (Reichsritter),S678
Sternau,S679
Sternberg (Grafschaft),S680
Sternberg (in Mähren) (Reichsgrafen),S681
Sternberg (Land),S682
Sternberg (Rcichsritter),S683
Sternberg-Manderscheid (Grafen),S684
Sterneck (Herrschaft).,S685
Sternenfels (Reichsritter),S686
Sternstein; Störnstein (gefiirstete Reichsgrafschaft),S687
Stetten (Freiherren; Reichsritter),S688
Stetten (im Remstal) (Herrschaft),S689
Stettenberg (Reichsritter),S690
Stettenfels (Herrschaft),S691
Stettenfels-Gruppenbach (Herrschaft),S692
Stettin (Herzogtum),S693
Stettner von Grabenhof. Stettner zu Wiesethbruck; Stettner zu Wiesenbruck (Reichsrit-ter),S694
Steußlingen (Herrschaft),S695
Steyr (Herrschaft),S696
Stibar von Buttenheim. Stibar von und zu Buttenheim; Stiebar (Reichsritter),S697
Stiffe (Grafschaft),S698
Stimpfach (reichsritterschaftliche Herrschaft,S699
Stingelheim (Reichsritter).,S700
Stirland ,S701
Stivarnafildi (Steverfeld),S702
Stockerau (Herrschaft),S703
Stockhammer (Rcichsritter),S704
Stockheim (Reichsritter).,S705
Stoddenstadt,S706
Stolberg (Grafen. Grafschaft [Fürsten],S707
Stolberg-Gedern (Grafen; Fürsten; Reichs-fiirsten),S708
Stolberg-Ortenberg (Grafen; Fürsten),S709
Stolberg-Rossla (Grafen; Fürsten; Grafschaft),S710
Stolberg-Stolberg (Grafen; Grafschaft),S711
Stolberg-Wernigerode (Grafen; Grafschaft),S712
Stollberg (Herrschaft),S713
Stollberg (Reichsritter),S714
Stolp (Land; Herzogtum),S715
Stoltzenroder (Reichsritter),S716
Stolzenberg,S717
Stör. Ster (Rcichsritter).,S718
Storkow (Herrschaft),S719
Stormarn (Landschaft),S720
Störnstein ,S721
Storzeln-Freudenach,S722
Stotel (Grafen),S723
Stötten,S724
Stotzingen (Freiherren; Reichsrittcr).,S725
Stralsund (fast unabhÃ¤ngige Stadt),S726
Straßberg (Herrschaft),S727
Straßburg (freie Reichsstadt).,S728
Straßburg (Hochstift),S729
Straubenhardt ,S730
Straubing (Burg. Dorf. Stadt. Herrschaft),S731
Straubing-Holland (Herzöge),S732
Straupitz (Herrschaft,S733
Strehlitz; Groß Strehlitz (Fürstentum),S734
Streit von Immendingen. Streitt von immendingen (Reichsritter),S735
Streitberg (Reichsritter),S736
Strelitz (Burg. Herrschaft),S737
Stria ,S738
Stromberg ,S739
Strya (Gau südlich der Maasmündung) ,S740
Stuben (Reichsritter),S741
Stuben zu Dauberg (Reichsritter),S742
Stubenberg (Grafen).,S743
Stühlingen (Herren; Landgrafschaft),S744
Sturmarium (Stormarn),S745
Stürmer,S746
Sturmfeder (Freiherren; Reichsritter),S747
Sturmfeder von und zu Oppenweiler (Frei-herrenâ€š Reichsrittcr),S748
Sturmi,S749
Stuttgart (Ort. Stadt; Herrschaft).,S750
Styrum ,S751
Sualafeld (Sualaueldun. Sualaueldensis),S752
Süderdithmarschen (Land),S753
Sudetenland (Gau),S754
Südpreußen (Provinz).,S755
Südthüringgau (Suthuringa; Sudthuringia),S756
Südtirol (Gebiet; Landschaft).,S757
Suduodi (südlich des Mains),S758
Sudveno,S759
Suerzza ,S760
Sufflenheim; Suffelheim (Reichsdorf im Un-terelsass),S761
Sugenheim (Herrschaft; reichsrittcrschaflli-che Herrschaft),S762
Suhlburg,S763
Suilbergi (Sülberggau),S764
Sulau (Mindcrhcrrschaft),S765
Sulburg; Suhlburg ,S766
Sülchgau. Sülchengau (Gau),S767
Sulferino (Lehen),S768
Sulihgouwe (Sülchengau; Sülchgau) ,S769
Sulkowski (Reichsfirst),S770
Sulmanahgouwe (Sulmgau) ,S771
Sulmetingen,S772
Sultzel; Sützel; Sintzell; Süntzell; Suzel von Mergentheim (Reichsrittet),S773
Sulz,S774
Sulz (Grafen),S775
Sulzbach,S776
Sulzbach (Grafen; Grafschaft),S777
Sulzbach (Reichsdorf),S778
Sulzberg (Herrschaft),S779
Sulzbürg (Reichsherrschaft),S780
Sulzfeld (Herren; reichsrittcrschaftlicher Ort),S781
Sulzfeld (Reichsdorf).,S782
Sulzgau,S783
Summerau (Freiherren),S784
Sundergau (Sundergeuue; Sundergouue; Sundargouwe),S785
Sunderscas (Gau südwestlich Kölns),S786
Sundgau (Grafschaft),S787
Sundgouwe (Sundgau),S788
Sundheim; Sundtheim; Suntheim (Reichsrit-tcr).,S789
Sünger (von Moßau),S790
Suntheim (Reichsrittcr) ,S791
Süntzel; Süntzell (Rcichsritter),S792
Surense (Sauergau ?),S793
Sürg von Sürgenstein; Syrg von Syrgenstein(Freihcrren. Rcichsrittcr),S794
Susa (Markgrafschaft),S795
Sutherbergi,S796
Suthergo ,S797
Suthrahi ,S798
Suththuringa ,S799
Sützel,S800
Svilberigavvi ,S801
Swabun (Schwaben),S802
Swalafeld (Schwalbfeld),S803
Sweinahgouwe (Sueinihgouui; Svveinigovve),S804
Swenberg; Schwemberg (freie Leute),S805
Swerts von Landas zu Weinheim (Reichsm.tcr). ,S806
Swerzenhuntari,S807
Swerzza ,S808
Swiggerstal (Schweikerstal),S809
Swistgau ,S810
Sylt (Harde; Landschaft),S811
Symau; Siemau,S812
Syrg von Syrgenstein ,S813
Talheim (Reichsritter),T001
Talheim (reichsritterliche Herrschaft),T002
Talou,T003
Tann,T004
Tann; Thann,T005
Tanner von Reichersdorf,T006
Tannhausen,T007
Tannheim,T008
Tänzl von Tratzberg; Tenzel; Tandlin,T009
Tarasp; Trasp; Trafft,T010
Taschendorf,T011
Tastungen,T012
Taubergau,T013
Tauroggen,T014
Tautenberg,T015
Tautenburg,T016
Taxis,T017
Techechoslowakei,T018
Teck,T019
Tecklenburg,T020
Tegernau; Degernau,T021
Tegernsee,T022
Tegrinwac,T023
Tehsandrun,T024
Teisselberg; Theinselberg,T025
Teisterbant,T026
Tellau,T027
Teltow,T028
Templerorden,T029
Tenda,T030
Tengen,T031
Tennenbach,T032
Tennengau,T033
Teschen,T034
Teschen-Auschwitz,T035
Tessandria,T036
Tessin(Schweiz) (Kanton),T037
Tessin(Württemberg) (Reichsritter),T038
Testerbant,T039
Tettau,T040
Tettnang,T041
Tetzel,T042
Teufel von Birkensee; Teufel von Pirkensee,T043
Teupitz,T044
Teuscher; Deuscher,T045
Texel,T046
Texuandri,T047
Thann,T048
Thann; Dann,T049
Thannhausen; Tannhausen,T050
Theinselberg,T051
Theler; Thelein; Tewrlein; Deuerlein,T052
Themar,T053
Theres; Kloster,T054
Thetton,T055
Thiadmariska; Dithmarschen,T056
Thiatmalli; Tietmelle; Thiadmalli,T057
Thinheim,T058
Thoire-Villars,T059
Tholesanus,T060
Thon,T061
Thonecken,T062
Thorn,T063
Threcwidi,T064
Threveresga,T065
Thrianta; Drentland,T066
Thrient; Thrente,T067
Thronie,T068
Thumb von Neuburg,T069
Thumbshirn,T070
Thüna; Thun,T071
Thünfeld; Thüngfeld,T072
Thüngfeld; Tüngen,T073
Thuregum,T074
Thurgau,T075
Thüringen,T076
Thurn,T077
Thurn und Taxis,T078
Thurn; Valsassina und Taxis,T079
Thurnau,T080
Tiefenbach (Reichsdorf),T081
Tiefenbach (Reichshof),T082
Tietsjerksatere,T083
Tilithi; Tilgithi,T084
(Habsburg-)Tirol (ältere Linie),T085
(Habsburg-)Tirol (jüngere Linie),T0851
Tittmoning,T086
Tiuzihgouwe,T087
Tochingen,T088
Toggenburg,T089
Tollfeld,T090
Tölz,T091
Tonahgouwe,T092
Tongrinse,T093
Tonna,T094
Torgau,T095
Tornegouwe,T096
Törring,T097
Torringer,T098
Törring-Gutenzell,T099
Torringun,T100
Tortona,T101
Toscana,T102
Toskana,T103
Tost,T104
Tottenheim,T105
Toul (Hochstift),T106
Toul (Reichsstadt),T107
Tournai,T108
Toxandrien,T109
Träbes,T110
Trachenberg; Drachenberg,T111
Trachgouwe,T112
Trafft,T113
Transleithanien,T114
Tratzberg,T115
Trauchburg,T116
Traun,T117
Traun-Abensberg,T118
Traungau,T119
Traungauer,T120
Trauschwitz,T121
Trautenberg,T122
Trautson,T123
Trauttsmannsdorff-Weinsberg,T124
Traxdorf,T125
Trazberg,T126
Trebra,T127
Trechere,T128
Treffen,T129
Treffurt,T130
Treismafeld,T131
Trepievi,T132
Treuchtlingen; Treuchlingen,T133
Treuenfels,T134
Trevirensis; Trevirorum,T135
Treviso,T136
Triberg,T137
Tridentinum,T138
Triebel,T139
Trient,T140
Trier (Erzstift; Kurfürstentum),T141
Trier (freie Reichsstadt),T142
Trier; Sankt Maximin,T143
Triergau; pagus Treverensis,T144
Triest,T145
Trifels,T146
Triheri,T147
Trimberg (Herrschaft),T148
Trimberg (Reichsritter),T149
Trivulzio,T150
Trochtelfingen(bei Reutlingen) (Herrschaft),T151
Trochtelfingen (reichsritterliche Herrschaft),T152
Trockau,T153
Trohe,T154
Tronecken,T155
Troningorum,T156
Troppau,T157
Troppau-Jägerndorf,T158
Trott zu Heusenberg,T159
Trübenbach,T160
Truchsess,T161
Truchsess von Baldersheim,T162
Truchsess von Henneberg,T163
Truchsess von Höfingen,T164
Truchsess von Pommersfelden,T165
Truchsess von Rheinfelden,T166
Truchsess von Waldburg,T167
Truchsess von Wetzhausen,T168
Trüdingen,T169
Trudpert,T170
Truhendingen,T171
Trümbach; Trübenbach;Trubenbach,T172
Trungouwe,T173
Truppach,T174
Trutpert,T175
Trütschler,T176
Tschechien,T177
Tubalgouue,T178
Tubargouwe,T179
Tübingen (Grafen; Pfalzgrafen) (vormals Nagold),T180
Tübingen (Reichsritter),T181
Tucharim,T182
Tucher,T183
Tullensis,T184
Tullifeld; Tulliufeld,T185
Tulpiacensis,T186
Tüngen,T187
Türckh,T188
Turegie,T189
Turin,T190
Türkenfeld,T191
Türkheim (Freiherren; Reichsritter),T192
Türkheim (Reichsstadt),T193
Türkstein,T194
Turnhout,T195
Tustense,T196
Tuszien; Tuscien,T197
Tutemburg?,T198
Tutzing,T199
Twente,T200
Twianta,T201
Ualothungon,U001
Uatergau. Uatergouwe,U002
Übel,U003
Überbrück (von Rodenstein); Überbrick von Rodenstein; Überbruk von Rothcnstein ,U004
Überlingen,U005
Üchtland ,U006
Uckermark,U007
Udalrichinger,U008
Udenheim ,U009
Uelversheim,U010
Uetagau,U011
Uffgau (Gau zwischen Donau und Enns),U012
Uffgau (Ufgovve; Ufgouue; Gau zwischen Murg und Kraichbach) ,U013
Uhl,U014
Uissigheim,U015
Uldrickheim,U016
Ulm (Freiherren; Reichsritter),U017
Ulm (Reichsstadt),U018
Ulm zu Erbach,U019
Ulm zu Marspach; Griessenberg; Langenrein,U020
Ulm zu Wangen,U021
Ulmenstein,U022
Ulner von Dieburg,U023
Ulner; Eulner; Eyllner; Euler,U024
Ulstal,U025
Ülversheim; Uelversheim ,U026
Umendorf,U027
Ummendorf; Umendorf ,U028
Umpfenbach,U029
Umstadt ,U030
Undresinsi,U031
Undrimatal (lngeringtal),U032
Unegcze,U033
Ungarn,U034
Ungelter,U035
Unspunnen,U036
Untarsewe,U037
Unterböbingen,U038
Unterdeufstetten,U039
Unterelsass (Kanton),U040
Unterelsass (Landgrafschaft),U041
Untereßfeld,U042
Untergreiz,U043
Untergriesheim,U044
Untermeitingen; Untermeithingen,U045
Unterriexingen ,U046
Untersee,U047
Untersulmetingen,U048
Unterwalden,U049
Unterwaldstetten,U050
Unterwallis,U051
Uparacha,U052
Upgo,U053
Upsater; Upsaterland (Opsterland),U054
Urach,U055
Urach-Freiburg,U056
Urbach; Aurbach,U057
Urfersheim,U058
Uri,U059
Ursberg; Ursperg,U060
Ursenbeck von Pottschach,U061
Urseren,U062
Ursin von Rosenberg,U063
Urslingen,U064
Urspring,U065
Urspringen,U066
Üsenberg,U067
Usigheim; Uissigheim. Ussigheim; Uldrickheim ,U068
Usingen,U069
Usiti (Gau zwischen llm und Saale),U070
Utingeradeel ,U071
Utrecht (Herrschaft; Niederstift),U072
Utrecht (Hochstift; Herrschaft; Oberstift),U073
Uttenheim,U074
Utterod,U075
Utzmemmingen,U076
Utzwingen,U077
Uznach,U078
Uzwil; Uezwil; Uezwile; Urzwile,U079
Vaduz (Grafschaftl,V001
Vaihingen (Grafen),V002
Val di Tara (Lchcn) ,V003
Valais ,V004
Valangin; Valengin  (Grafschaft),V005
Valentia,V006
Valkenburg (Grafschaft),V007
Vallendar  (Herrschaft),V008
Valley (Grafschaft),V009
