city_id,region_id,name,name_alt,name_foreign,nat,latitude,longitude,author
5041,5,Rendsburg,Rendsburg,,,54.306389,9.6630554,Friedrich Schröder
5042,5,Schleswig,Schleswig,,,54.514721,9.5663891,Dr. Werner Carstens
5043,5,Bad Schwartau,Bad Schwartau,,,53.920277,10.695833,Dr. Herbert Kloth
5044,5,Bad Segeberg,Bad Segeberg,,,53.936668,10.303889,Hermann Hagenah
5045,5,Toenning,Toenning,,,54.319721,8.9433336,Dr. Harry Schmidt
5046,5,Uetersen,Uetersen i. Holst.,,,53.684166,9.6622219,Hans Bubbe
5047,5,Wandsbek,Wandsbek,,,53.572498,10.071389,Dr. W. Jensen
5048,5,Wedel,Wedel,,,53.577221,9.7052774,Eberhard Crusius
5049,5,Wesselburen,Wesselburen (Holstein),,,54.211945,8.9205551,Ludwig Brück
5050,5,Westerland,Westerland,,,54.907776,8.3086109,Wilhelm Jessen
5051,5,Wilster,Wilster,,,53.922501,9.374444,Dr. W. Jensen
5052,5,Wyk auf Foehr,Wyk auf Foehr,,,54.690277,8.5683336,Dr. Carl Häberlin
6001,6,Hamburg,Hamburg,,,53.550556,9.9941664,Dr. Erich von Lehe; Dr. Heinrich Reincke
7001,7,Altlandsberg,Alt Landsberg,,,52.566666,13.728056,Dr. Hugo Rachel
7002,7,Alt Ruppin,Alt Ruppin,,,52.949722,12.842778,Dr. Johannes Schultze
