id,name_orig,year,start,end,start_orig,end_orig,locid,name,name_detail,type_detail,country,country_ISO3,country_ISO2,LangCode,lat,lon,lat_min,lon_min,lat_max,lon_max,status,mode,remark,doublecount,authors,type,decade,century,bbox_diag_km
2649,Rustrel,1720,436536,436542,450610,450616,741,Rustrel,"Rustrel, Vaucluse, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.924,5.4843,43.89,5.4503,43.958,5.5183,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,9.318384251280094
2650,Vaugine,1720,436545,436551,450619,450625,720,Vaugines,"Vaugines, Vaucluse, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.7786,5.4147,43.7475,5.3837,43.8096,5.4457,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,8.512283556886805
2651,Arles,1720,436554,436558,450628,450632,706,Arles,"Arles, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.6766,4.6278,43.3287,4.4262,43.7604,4.8763,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,60.16887095415288
2652,Tarascon,1720,436561,436568,450635,450642,725,Tarascon,"Tarascon, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.8028,4.6582,43.7398,4.5952,43.8658,4.7212,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,17.278424921121058
2653,Mazaugues,1720,436571,436579,450645,450653,666,Mazaugues,"Mazaugues, Var, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.3472,5.9221,43.2962,5.8711,43.3982,5.9731,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,14.023769799317034
2654,Gemenos,1720,436582,436588,450656,450662,659,Gémenos,"Gémenos, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.2941,5.6275,43.256100000000004,5.5895,43.3321,5.6655,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,10.45224543479834
2655,Orgon,1720,436591,436595,450665,450669,724,Orgon,"Orgon, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.7917,5.0407,43.7437,4.9927,43.8397,5.0887,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,13.165353527283347
2656,Velan,1720,439966,439970,454055,454059,687,Velaux,"Velaux, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.5231,5.2576,43.4861,5.2206,43.5601,5.2946,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,10.163903265633813
2657,Meirargues,1720,440753,440762,454842,454851,702,Meyrargues,"Meyrargues, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.6355,5.5282,43.5855,5.4782,43.6855,5.5782,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,13.726181419367874
2658,Gevaudan,1720,446443,446450,460544,460551,778,Gévaudan,"Gévaudan, FRA",Historical Region,France,FRA,FR,FRE,44.45,3.5,44.0893,3.2315,44.9801,3.9153,approximate,manual,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Region,1720-1729,18,112.91037861978556
2659,Correjeac,1720,446557,446565,460658,460666,779,Corréjac,"Corréjac, La Canourgue, Lozère, Occitanie, FRA",Village,France,FRA,FR,FRE,44.4659,3.2155,44.4559,3.2056,44.4759,3.2256,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,2.7321579965209084
2660,La Canourgue,1720,446706,446717,460807,460818,775,La Canourgue,"La Canourgue, Lozère, Occitanie, FRA",City,France,FRA,FR,FRE,44.4324,3.2144,44.3524,3.1344,44.5124,3.2944,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,21.86148601768291
2661,Moskau,1721,417347,417352,431367,431372,1580,Moscow,"Moscow, RUS",City,Russian Federation (the),RUS,RU,ENG,55.7558,37.6173,55.1426,36.8032,56.0215,37.9678,exact,auto,,1,,Place,1720-1729,18,122.09691968738687
2662,Marseille,1721,436176,436184,450250,450258,658,Marseille,"Marseille, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.2934,5.3713,43.1754,5.2533,43.4114,5.4893,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,32.45707260884022
2663,Apt,1721,436187,436189,450261,450263,734,Apt,"Apt, Vaucluse, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.8759,5.3951,43.8189,5.3381,43.9329,5.4521,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,15.626308465931347
2664,Vitrolles,1721,436192,436200,450266,450274,679,Vitrolles,"Vitrolles, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.4502,5.2527,43.4082,5.2107,43.4922,5.2947,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,11.542206220636652
2665,Sainte Tulle,1721,436203,436214,450277,450288,722,Sainte-Tulle,"Sainte-Tulle, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.7861,5.7659,43.7531,5.7329,43.8192,5.7989,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,9.060487236703674
2666,Aix,1721,436217,436219,450291,450293,688,Aix,"Aix, Aix-en-Provence, Département des Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.5283,5.4497,43.4853,5.4067,43.5713,5.4927,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,11.811752530466238
2667,Aubagne,1721,436222,436228,450296,450302,657,Aubagne,"Aubagne, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.2922,5.5687,43.2442,5.5207,43.3402,5.6167,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,13.202978361114418
2668,Meyrargues,1721,436231,436240,450305,450314,702,Meyrargues,"Meyrargues, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.6355,5.5282,43.5855,5.4782,43.6855,5.5782,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,13.726181419367874
2669,Alauch,1721,436243,436248,450317,450322,664,Allauch,"Allauch, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.3367,5.4821,43.2897,5.4351,43.3837,5.5291,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,12.924639920969803
2670,Lançon,1721,436251,436256,450325,450330,694,Lançon-Provence,"Lançon-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.5902,5.1241,43.5232,5.0571,43.6572,5.1911,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,18.39784588484198
2671,Roussillon,1721,436259,436268,450333,450342,737,Roussillon,"Roussillon, Vaucluse, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.9016,5.2939,43.8616,5.2539,43.9416,5.3339,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,10.96421452441255
2672,Les Pennes,1721,436271,436280,450345,450354,675,Les Pennes-Mirabeau,"Les Pennes-Mirabeau, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.4108,5.3172,43.3658,5.2722,43.4558,5.3623,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,12.374178551897646
2673,Le Puy,1721,436283,436288,450357,450362,705,Le Puy-Sainte-Réparade,"Le Puy-Sainte-Réparade, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.6628,5.4343,43.6188,5.3903,43.7068,5.4783,exact,auto,,,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,12.077153617745653
2674,Saint Canadet,1721,436291,436303,450365,450377,701,Saint-Canadet,"Saint-Canadet, Le Puy-Sainte-Réparade, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",District,France,FRA,FR,FRE,43.6313,5.4573,43.6213,5.4473,43.6413,5.4673,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,2.745302722136945
2675,Saint Zacharie,1721,436306,436319,450380,450393,671,Saint-Zacharie,"Saint-Zacharie, Var, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.3845,5.7067,43.3505,5.6727,43.4185,5.7407,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,9.347193337639796
2676,Gignac,1721,436331,436336,450405,450410,704,Gignac,"Gignac, Hérault, Occitanie, FRA",City,France,FRA,FR,FRE,43.653,3.5528,43.611,3.5108,43.695,3.5948,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,11.528838710598743
2677,Cassis,1721,436339,436344,450413,450418,651,Cassis,"Cassis, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.2142,5.543,43.1772,5.506,43.2512,5.58,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,10.181815473340935
2678,Rognac,1721,436347,436352,450421,450426,684,Rognac,"Rognac, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.4894,5.2298,43.4573,5.1978,43.5213,5.2618,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,8.79209993205738
2679,Pertuis,1721,436355,436361,450429,450435,708,Pertuis,"Pertuis, Vaucluse, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.6938,5.5013,43.6318,5.4393,43.7558,5.5633,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,17.01478576277021
2680,Caseneuve,1721,436364,436372,450438,450446,736,Caseneuve,"Caseneuve, Vaucluse, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.8865,5.4847,43.8545,5.4527,43.9185,5.5167,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,8.772132221569478
2681,Corbières,1721,436375,436383,450449,450457,716,Corbières,"Corbières, Alpes-de-Haute-Provence, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.7607,5.7504,43.7277,5.7174,43.7937,5.7834,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,9.052789510865896
2682,Bandol,1721,436386,436391,450460,450465,644,Bandol,"Bandol, Var, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.1362,5.7533,43.1142,5.7313,43.1582,5.7753,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,6.0567381334151005
2683,Nans,1721,436394,436397,450468,450471,669,Nans-les-Pins,"Nans-les-Pins, Var, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.3702,5.7835,43.3252,5.7385,43.4152,5.8285,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,12.372293093537865
2684,Berre,1721,436400,436404,450474,450478,683,Berre-l'Étang,"Berre-l'Étang, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.4785,5.1683,43.4275,5.1173,43.5295,5.2193,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,14.013271638869384
2685,Cucurron,1721,436407,436414,450481,450488,719,Cucuron,"Cucuron, Vaucluse, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.774,5.4361,43.738,5.4001,43.81,5.4721,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,9.875017601994045
2686,Pelissane,1721,436426,436434,450500,450508,700,Pélissanne,"Pélissanne, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.6305,5.1489,43.5985,5.1169,43.6625,5.1809,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,8.785008315789865
2687,Martigues,1721,436446,436454,450520,450528,674,Martigues,"Martigues, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.4066,5.0553,43.3426,4.9912,43.4706,5.1193,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,17.597245247820236
2688,Simiane,1721,436457,436463,450531,450537,677,Simiane-Collongue,"Simiane-Collongue, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.4317,5.4335,43.3937,5.3955,43.4697,5.4715,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,10.44405109787921
2689,Toulon,1721,436466,436471,450540,450545,641,Toulon,"Toulon, Département du Var, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.1167,5.9333,43.0367,5.8533,43.1967,6.0133,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,22.026933119316933
2690,Le Canet,1721,436474,436481,450548,450555,693,Le Cannet,"Le Cannet, Alpes-Maritimes, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.5761,7.0181,43.5511,6.9931,43.6011,7.0431,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,6.865423155106087
2691,S. Savournin,1721,436484,436495,450558,450569,673,Saint-Savournin,"Saint-Savournin, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.4059,5.5281,43.3849,5.5071,43.4269,5.5491,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,5.772562319705891
2692,Saint Rémy,1721,436498,436507,450572,450581,723,Saint-Rémy-de-Provence,"Saint-Rémy-de-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.7887,4.8295,43.7237,4.7645,43.8537,4.8945,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,17.828386948492017
2693,Auriol,1721,436510,436515,450584,450589,668,Auriol,"Auriol, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.3693,5.6318,43.3233,5.5858,43.4153,5.6778,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,12.647297739929652
2694,Venelles,1721,436518,436525,450592,450599,696,Venelles,"Venelles, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.5991,5.4852,43.5671,5.4532,43.631100000000004,5.5172,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,8.786585992191117
2695,Sallon,1721,436528,436533,450602,450607,703,Salon-de-Provence,"Salon-de-Provence, Bouches-du-Rhône, Provence-Alpes-Côte d'Azur, FRA",City,France,FRA,FR,FRE,43.6386,5.099,43.568600000000004,5.029,43.7086,5.169,exact,auto,,1,"Alezais, Astruc, Bertrand, Boecler, Bradler, Chicoyneau, D'Antrechaus, D'Arve, Deidier, Duhamel, Filhol, Goittou, Haeser, Jourdan, Kanold, Lambert, Laval, Lemazurier, Lemontey, Michel-Bechet, Muratori, Papon, Picharty, Sauve, Scheuchzer, Soulier",Place,1720-1729,18,19.216309827002238
