cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,staple_year,fair_year
633,Essen,Germany,51.47,7.02,116,land north sea,True,True,2000.0,2000.0,1000.0,3000.0,3000.0,0,0,1,0,0,1,0,,1041.0
634,Esslingen,Germany,48.75,9.32,241,river north sea,True,True,3000.0,4000.0,5000.0,10000.0,7000.0,1,0,0,0,0,1,0,,
635,Este,Italy,45.22,11.67,15,river mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,0,1,,
638,Esztergom,Hungary,47.8,18.75,105,river black sea,False,True,5000.0,4000.0,3000.0,2000.0,1000.0,1,0,0,0,0,0,0,,
639,Etampes,France,48.43,2.15,66,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
640,Eu,France,50.05,1.42,2,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
641,Eupen,Belgium,50.63,6.03,298,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
643,Evergem,Belgium,51.12,3.7,7,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
645,Evreux,France,49.02,1.15,117,river north sea,False,True,3000.0,4000.0,5000.0,3000.0,3000.0,1,0,0,0,0,1,0,,
647,Faenza,Italy,44.28,11.88,35,river mediterranean,False,True,6000.0,9000.0,12000.0,10000.0,11000.0,1,0,0,0,0,0,1,,
648,Falaise,France,48.9,-0.2,154,land north sea,False,True,2000.0,2000.0,2000.0,3000.0,3000.0,0,0,1,0,0,1,0,,
650,Fano,Italy,43.83,13.02,12,med,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,
652,Fasano,Italy,40.83,17.37,111,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
653,Favara,Italy,37.4,13.67,338,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
654,Fecamp,France,49.75,0.37,1,north sea,False,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,1,0,0,0,1,0,,
657,Ferentino,Italy,41.68,13.25,395,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,0,0,1,,
658,Ferrara,Italy,44.83,11.58,9,river mediterranean,False,True,6000.0,12000.0,17000.0,11000.0,19000.0,1,0,0,0,0,0,1,,
660,Figeac,France,44.53,2.03,170,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
663,Firenze,Italy,43.77,11.25,50,river mediterranean,False,True,10000.0,15000.0,65000.0,55000.0,55000.0,1,0,0,0,0,0,1,,
664,Flensburg,Germany,54.78,9.43,26,baltic,True,True,1000.0,1000.0,2000.0,2000.0,3000.0,0,1,0,0,1,0,0,,
666,Foggia,Italy,41.45,15.57,64,land mediterranean,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
667,Foligno,Italy,42.95,12.7,234,river mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,0,1,,
668,Fondi,Italy,41.35,13.42,8,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,0,0,1,,
669,Fontainebleau,France,48.4,2.7,42,land north sea,False,True,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,0,1,0,,
670,Fontenay le Comte,France,46.47,-0.8,2,land north sea,False,True,2000.0,3000.0,3000.0,2000.0,2000.0,0,0,1,0,0,1,0,,
671,Forli,Italy,44.22,12.05,29,land mediterranean,False,True,7000.0,10000.0,14000.0,12000.0,11000.0,0,0,1,0,0,0,1,,
672,Fossano,Italy,44.55,7.72,357,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,7000.0,0,0,1,0,0,0,1,,
673,Fossombrone,Italy,43.7,12.8,118,river mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,0,1,,
674,Fougeres,France,48.35,-1.2,62,land north sea,False,True,1000.0,2000.0,3000.0,2000.0,4000.0,0,0,1,0,0,1,0,,
676,Francavilla,Italy,40.32,17.58,140,med,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
677,Franeker,Netherlands,53.18,5.53,4,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,1502.0
678,Frankenberg,Germany,50.9,13.02,262,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
679,Frankenthal,Germany,50.1,8.67,96,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,12000.0,1,0,0,0,0,1,0,,
680,Frankfurt am Main,Germany,50.1,8.67,119,river north sea,True,True,3000.0,4000.0,13000.0,9000.0,12000.0,1,0,0,0,0,1,0,,1227.0
681,Frankfurt am Oder,Germany,52.33,14.55,23,river north sea,True,True,0.0,1000.0,5000.0,3000.0,11000.0,1,0,0,0,0,1,0,1253.0,
682,Freiberg,Germany,50.9,13.33,348,land north sea,True,True,0.0,1000.0,6000.0,4000.0,8000.0,0,0,1,0,0,1,0,1318.0,1263.0
683,Freiburg,Germany,47.98,7.85,273,river north sea,True,True,3000.0,8000.0,10000.0,9000.0,6000.0,1,0,0,0,0,1,0,,
684,Fribourg,Switzerland,46.8,7.15,610,river north sea,True,True,0.0,1000.0,1000.0,5000.0,5000.0,1,0,0,0,0,1,0,,
686,Frosinone,Italy,41.63,13.32,291,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
690,Fuerth,Germany,49.47,10.98,304,river north sea,True,True,1000.0,1000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,,
691,Fulda,Germany,50.55,9.68,261,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,,
693,Gaeta,Italy,41.2,13.58,1,med,False,True,3000.0,4000.0,5000.0,4000.0,7000.0,0,1,0,0,0,0,1,,
695,Gaillac,France,43.9,1.88,105,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
698,Gallipoli,Italy,40.05,17.97,1,med,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,0,1,0,0,0,0,1,,
701,Gangi,Italy,37.68,14.17,1011,land mediterranean,False,True,0.0,0.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
702,Gap,France,44.57,6.08,630,land mediterranean,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
704,Gdansk,Poland,54.38,18.67,15,baltic,False,True,2000.0,5000.0,9000.0,20000.0,30000.0,0,1,0,0,1,0,0,1411.0,
705,Gdynia,Poland,54.5,18.55,5,baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,,
706,Gela,Italy,37.07,14.25,46,med,False,True,3000.0,3000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,
708,Gelsenkirchen,Germany,51.52,7.1,48,land north sea,True,True,0.0,1000.0,1000.0,1000.0,0.0,0,0,1,0,0,1,0,,
709,Geneve,Switzerland,46.2,6.15,406,river mediterranean,True,True,2000.0,3000.0,4000.0,8000.0,12000.0,1,0,0,0,0,0,1,,
710,Genova,Italy,44.42,8.95,105,med,False,True,18000.0,29000.0,85000.0,55000.0,58000.0,0,1,0,0,0,0,1,,
711,Gent,Belgium,51.05,3.72,4,river north sea,True,True,8000.0,25000.0,64000.0,64000.0,45000.0,1,0,0,0,0,1,0,1251.0,1000.0
712,Gentilly,France,48.82,2.35,42,land north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
713,Gera,Germany,50.7,12.18,194,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,1427.0
714,Geraardsbergen,Belgium,50.77,3.87,32,river north sea,True,True,1000.0,2000.0,4000.0,3000.0,5000.0,1,0,0,0,0,1,0,,
717,Gibellina,Italy,37.78,12.98,233,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
719,Giessen,Germany,50.58,8.7,159,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
722,Gioia del Colle,Italy,40.77,16.93,360,land mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
723,Giovinazzo,Italy,41.18,16.67,18,med,False,True,2000.0,3000.0,3000.0,2000.0,9000.0,0,1,0,0,0,0,1,,
724,Giugliano in Campania,Italy,40.93,14.2,103,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
726,Givors,France,45.58,4.77,233,river mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,,
729,Glauchau,Germany,50.82,12.53,266,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
730,Gliwice,Poland,50.28,18.67,200,river baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,1,0,0,,
731,Glogow,Poland,51.67,16.08,232,river baltic,False,True,2000.0,2000.0,3000.0,2000.0,9000.0,1,0,0,0,1,0,0,1315.0,
733,Glueckstadt,Germany,53.78,9.42,2,north sea + river,True,True,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,1645.0,
735,Gmunden,Austria,47.92,13.8,425,river black sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,
736,Gniezno,Poland,52.53,17.6,120,land baltic,False,True,3000.0,4000.0,5000.0,4000.0,3000.0,0,0,1,0,1,0,0,1440.0,
737,Goeppingen,Germany,48.7,9.67,323,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
738,Goerlitz,Germany,51.15,14.99,201,river baltic,True,True,1000.0,2000.0,5000.0,8000.0,8000.0,1,0,0,0,1,0,0,1339.0,
739,Goes,Netherlands,51.5,3.9,1,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,1417.0
741,Goettingen,Germany,51.53,9.95,150,land north sea,True,True,2000.0,4000.0,8000.0,5000.0,7000.0,0,0,1,0,0,1,0,,1380.0
742,Gorinchem,Netherlands,51.83,4.98,2,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,,1259.0
743,Gorizia,Italy,45.95,13.63,93,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
745,Gorzow Wielkopolski,Poland,52.7,15.2,19,river baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,1391.0,
746,Goslar,Germany,51.9,10.42,406,river north sea,True,True,2000.0,4000.0,9000.0,6000.0,12000.0,1,0,0,0,0,1,0,,1350.0
748,Gotha,Germany,50.95,10.72,290,land north sea,True,True,3000.0,4000.0,5000.0,3000.0,3000.0,0,0,1,0,0,1,0,,1500.0
749,Gouda,Netherlands,52.02,4.72,-2,river north sea,True,True,0.0,1000.0,2000.0,4000.0,11000.0,1,0,0,0,0,1,0,,1336.0
750,Gragnano,Italy,40.68,14.52,141,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
751,Grammichele,Italy,37.22,14.63,520,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
753,Granville,France,48.83,-1.58,1,north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,1,0,0,0,1,0,,
754,Grasse,France,43.67,6.92,80,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
756,Gravina,Italy,40.82,16.42,379,land mediterranean,False,True,4000.0,5000.0,6000.0,4000.0,10000.0,0,0,1,0,0,0,1,,
757,Gray,France,47.45,5.58,187,river mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,
758,Graz,Austria,47.08,15.37,366,river black sea,True,True,1000.0,2000.0,5000.0,3000.0,5000.0,1,0,0,0,0,0,0,,
762,Greifswald,Germany,54.08,13.38,7,baltic + river,True,True,0.0,1000.0,8000.0,5000.0,2000.0,1,1,0,0,1,0,0,1274.0,1250.0
763,Grenoble,France,45.17,5.72,215,river mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,2000.0,1,0,0,0,0,0,1,,
764,Grimma,Germany,51.23,12.72,128,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,1390.0
767,Groningen,Netherlands,53.22,6.55,1,river north sea,True,True,2000.0,3000.0,4000.0,5000.0,14000.0,1,0,0,0,0,1,0,1500.0,1100.0
768,Grossenhain,Germany,51.28,13.52,115,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,1490.0,
770,Grudziadz,Poland,53.48,18.75,50,river baltic,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,1,0,0,,
773,Gubbio,Italy,43.35,12.58,522,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
774,Gubin,Poland,51.98,14.7,45,river baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,1,0,0,,
775,Guerande,France,47.33,-2.43,1,north sea,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,0,1,0,0,0,1,0,,
776,Guestrow,Germany,53.8,12.17,13,river baltic,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,1,0,0,,
779,Guingamp,France,48.55,-3.18,62,river north sea,False,True,2000.0,3000.0,5000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
781,Gyoengyoes,Hungary,47.78,19.93,172,land black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,0,,
782,Gyoer,Hungary,47.7,17.63,104,river black sea,False,True,3000.0,3000.0,4000.0,3000.0,1000.0,1,0,0,0,0,0,0,,
783,Gyula,Hungary,46.65,21.27,87,land black sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,
784,Haarlem,Netherlands,52.38,4.63,-1,river north sea,True,True,2000.0,3000.0,5000.0,8000.0,12000.0,1,0,0,0,0,1,0,1514.0,1267.0
785,Hagen,Germany,51.37,7.48,106,land north sea,True,True,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,0,1,0,,
786,Haguenau,France,48.82,7.78,150,land north sea,False,True,1000.0,2000.0,6000.0,4000.0,6000.0,0,0,1,0,0,1,0,,
787,Hajduboeszoermeny,Hungary,47.68,21.5,128,land black sea,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,0,,
788,Hajdunanas,Hungary,47.45,21.42,98,land black sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,
789,Hajduszoboszlo,Hungary,47.65,21.5,96,land black sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,0,,
790,Halberstadt,Germany,51.9,11.07,120,river north sea,True,True,5000.0,8000.0,6000.0,4000.0,10000.0,1,0,0,0,0,1,0,,1136.0
793,Halle,Germany,51.48,11.97,105,river north sea,True,True,2000.0,3000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,,1128.0
794,Hamburg,Germany,53.55,9.98,3,north sea + river,True,True,2000.0,2000.0,5000.0,8000.0,30000.0,1,1,0,0,0,1,0,1458.0,1000.0
795,Hameln,Germany,52.1,9.35,68,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,1627.0,1240.0
797,Hamm,Germany,51.67,7.82,63,river north sea,True,True,0.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,,
798,Hamme,Belgium,51.1,4.13,6,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
799,Hanau,Germany,50.13,8.92,103,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
800,Hannover,Germany,52.4,9.73,53,river north sea,True,True,1000.0,2000.0,5000.0,5000.0,6000.0,1,0,0,0,0,1,0,,1399.0
801,Harburg,Germany,48.78,10.68,440,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
802,Harderwijk,Netherlands,52.35,5.6,2,north sea,True,True,0.0,1000.0,2000.0,2000.0,4000.0,0,1,0,0,0,1,0,1443.0,1294.0
804,Harlingen,Netherlands,53.3,5.4,2,north sea,True,True,1000.0,1000.0,2000.0,1000.0,3000.0,0,1,0,0,0,1,0,,
807,Hasparren,France,43.38,-1.3,7,land north sea,False,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,0,1,0,,
808,Hasselt,Belgium,50.93,5.33,42,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
809,Hattingen,Germany,51.4,7.18,90,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
810,Hazebrouck,France,50.72,2.53,33,land north sea,False,True,1000.0,1000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,,
811,Heerlen,Netherlands,50.9,5.98,116,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
812,Heidelberg,Germany,49.42,8.72,311,river north sea,True,True,4000.0,3000.0,10000.0,5000.0,8000.0,1,0,0,0,0,1,0,,
813,Heilbronn,Germany,49.13,9.22,157,river north sea,True,True,3000.0,4000.0,5000.0,6000.0,6000.0,1,0,0,0,0,1,0,,
815,Helmond,Netherlands,51.48,5.67,18,land north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
816,Helmstedt,Germany,52.22,11.0,123,land north sea,True,True,2000.0,3000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
817,Helsingor,Denmark,56.05,12.63,1,north sea,False,True,1000.0,2000.0,2000.0,3000.0,3000.0,0,1,0,0,0,1,0,,1500.0
820,Herford,Germany,52.1,8.67,65,river north sea,True,True,2000.0,2000.0,4000.0,2000.0,2000.0,1,0,0,0,0,1,0,,1488.0
821,Herisau,Switzerland,47.38,9.28,745,land north sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
822,Herne,Germany,51.55,7.22,65,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,0.0,0,0,1,0,0,1,0,,
824,Hildesheim,Germany,52.15,9.95,129,river north sea,True,True,3000.0,5000.0,8000.0,6000.0,10000.0,1,0,0,0,0,1,0,,1300.0
825,Hilversum,Netherlands,52.23,5.17,5,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
827,Hodmezoevasarhely,Hungary,46.42,20.37,77,land black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,0,,
828,Hof,Germany,50.3,11.92,500,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
830,Hondschoote,France,50.98,2.58,5,land north sea,False,True,0.0,1000.0,2000.0,3000.0,12000.0,0,0,1,0,0,1,0,,
831,Honfleur,France,49.42,0.23,1,north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,1,0,,
832,Hoogeveen,Netherlands,52.72,6.48,12,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,
833,Hoorn,Netherlands,52.63,5.07,-1,north sea,True,True,1000.0,1000.0,2000.0,3000.0,6000.0,0,1,0,0,0,1,0,1452.0,1343.0
837,Hueckeswagen,Germany,51.13,7.33,308,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
843,Husum,Germany,54.47,9.05,14,north sea,True,True,0.0,0.0,1000.0,1000.0,3000.0,0,1,0,0,0,1,0,,1493.0
844,Huy,Belgium,50.52,5.23,75,river north sea,True,True,5000.0,6000.0,5000.0,3000.0,5000.0,1,0,0,0,0,1,0,,
845,Hyeres,France,43.12,6.12,1,land mediterranean,False,True,1000.0,2000.0,2000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
847,Ibbenbueren,Germany,52.27,7.72,70,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
848,Iena,Germany,50.93,11.58,143,river north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,1200.0
849,Ieper,Belgium,50.85,2.88,19,river north sea,True,True,2000.0,4000.0,11000.0,10000.0,10000.0,1,0,0,0,0,1,0,,1127.0
850,Iesi,Italy,43.52,13.23,97,land mediterranean,False,True,5000.0,7000.0,9000.0,6000.0,6000.0,0,0,1,0,0,0,1,,
851,Iglesias,Italy,39.92,8.53,200,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
856,Imola,Italy,44.35,11.7,47,land mediterranean,False,True,5000.0,6000.0,8000.0,7000.0,5000.0,0,0,1,0,0,0,1,,
857,Ingolstadt,Germany,48.77,11.45,374,river black sea,True,True,3000.0,4000.0,6000.0,3000.0,4000.0,1,0,0,0,0,0,0,,
858,Innsbruck,Austria,47.27,11.4,562,river black sea,True,True,3000.0,4000.0,5000.0,3000.0,4000.0,1,0,0,0,0,0,0,,
863,Iserlohn,Germany,51.37,7.68,247,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
864,Isernia,Italy,41.58,14.23,423,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
865,Issoire,France,45.55,3.25,386,land north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,1,0,,
866,Issoudun,France,46.95,2.0,151,land north sea,False,True,2000.0,3000.0,3000.0,2000.0,4000.0,0,0,1,0,0,1,0,,
868,Itri,Italy,4129044.0,1353216.0,170,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
871,Ivrea,Italy,45.47,7.87,253,river mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,,
872,Izegem,Belgium,50.92,3.2,18,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
878,Jaroslav,Poland,50.0,22.67,208,river baltic,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,
880,Jaszarokzallas,Hungary,47.65,19.98,93,land black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,0,,
881,Jaszbereny,Hungary,47.5,19.92,97,river black sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,
884,Jelenia Gora,Poland,50.92,15.75,350,river baltic,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,
890,Joigny,France,47.98,3.4,78,river north sea,False,True,1000.0,2000.0,3000.0,2000.0,5000.0,1,0,0,0,0,1,0,,
893,Kaiserslautern,Germany,49.43,7.77,251,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
896,Kalisz,Poland,51.77,18.1,144,river baltic,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,1496.0,
899,Kalocsa,Hungary,46.53,18.98,89,land black sea,False,True,1000.0,2000.0,2000.0,2000.0,1000.0,0,0,1,0,0,0,0,,
903,Kampen,Netherlands,52.55,5.9,1,north sea + river,True,True,0.0,1000.0,2000.0,5000.0,7000.0,1,1,0,0,0,1,0,,
906,Karcag,Hungary,47.32,20.93,85,land black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,0,,
908,Karlsruhe,Germany,49.0,8.4,115,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,
910,Kassel,Germany,51.32,9.48,152,river north sea,True,True,3000.0,3000.0,4000.0,2000.0,4000.0,1,0,0,0,0,1,0,1336.0,1336.0
911,Katowice,Poland,50.25,19.0,266,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,,
912,Kaufbeuren,Germany,47.88,10.62,678,river black sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,0,,
915,Kazimierz Dolny,Poland,51.33,21.93,200,river baltic,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,
916,Kecskemet,Hungary,46.9,19.7,107,land black sea,False,True,0.0,0.0,0.0,1000.0,3000.0,0,0,1,0,0,0,0,,
917,Kempten,Germany,47.72,10.32,674,river black sea,True,True,3000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,0,0,,
927,Kiel,Germany,54.33,10.13,5,baltic + river,True,True,0.0,1000.0,2000.0,1000.0,3000.0,1,1,0,0,1,0,0,,1431.0
928,Kielce,Poland,51.72,20.62,260,land baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,,
937,Kiskunfelegyhaza,Hungary,46.72,19.87,96,land black sea,False,True,0.0,0.0,0.0,1000.0,2000.0,0,0,1,0,0,0,0,,
938,Kiskunhalas,Hungary,46.43,19.5,127,land black sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,0,,
940,Klagenfurt,Austria,46.63,14.33,441,river black sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,
942,Kleve,Germany,51.8,6.18,12,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,,1319.0
943,Klodzko,Poland,50.45,16.65,292,river baltic,False,True,1000.0,1000.0,1000.0,1000.0,4000.0,1,0,0,0,1,0,0,,
945,Kobenhaven,Denmark,55.72,12.58,1,baltic,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,1,0,0,1513.0,
946,Koblenz,Germany,50.35,7.58,73,river north sea,True,True,3000.0,3000.0,4000.0,2000.0,1000.0,1,0,0,0,0,1,0,1462.0,
947,Koeln,Germany,50.92,6.95,46,river north sea,True,True,20000.0,40000.0,44000.0,40000.0,45000.0,1,0,0,0,0,1,0,1259.0,
948,Koenigswinter,Germany,50.67,7.18,80,river north sea,True,True,2000.0,2000.0,3000.0,3000.0,2000.0,1,0,0,0,0,1,0,,
949,Koeszeg,Hungary,47.38,16.55,284,land black sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,0,,
950,Koethen,Germany,51.75,11.97,80,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
952,Kolobrzeg,Poland,54.2,15.55,6,river baltic,False,True,2000.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,1,0,0,,1598.0
957,Konstanz,Germany,47.67,9.17,405,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
958,Koper,Slovenia,45.55,13.73,3,med,True,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,
963,Kortrijk,Belgium,50.82,3.17,15,river north sea,True,True,3000.0,4000.0,5000.0,4000.0,6000.0,1,0,0,0,0,1,0,,
