cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,staple_year,fair_year
1296,Nagykoeroes,Hungary,47.03,19.72,82,land black sea,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,0,,
1300,Namur,Belgium,50.47,4.87,120,river north sea,True,True,2000.0,3000.0,5000.0,6000.0,8000.0,1,0,0,0,0,1,0,,
1301,Nancy,France,48.68,6.2,200,river north sea,False,True,1000.0,1000.0,1000.0,1000.0,3000.0,1,0,0,0,0,1,0,,
1302,Nantes,France,47.22,-1.55,7,river north sea,False,True,5000.0,6000.0,8000.0,5000.0,14000.0,1,0,0,0,0,1,0,,
1304,Napoli,Italy,40.85,14.28,9,med,False,True,22000.0,36000.0,60000.0,45000.0,125000.0,0,1,0,0,0,0,1,,
1305,Narbonne,France,43.18,3.0,5,river mediterranean,False,True,6000.0,6000.0,7000.0,2000.0,2000.0,1,0,0,0,0,0,1,,
1306,Nardo,Italy,40.18,18.03,45,land mediterranean,False,True,3000.0,4000.0,5000.0,3000.0,5000.0,0,0,1,0,0,0,1,,
1307,Naro,Italy,37.3,13.8,392,land mediterranean,False,True,3000.0,3000.0,4000.0,4000.0,5000.0,0,0,1,0,0,0,1,,
1309,Nauen,Germany,52.6,12.87,35,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,1345.0
1310,Naumburg,Germany,51.15,11.8,130,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,5000.0,1,0,0,0,0,1,0,,1278.0
1313,Nerac,France,44.13,0.33,71,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1314,Neubrandenburg,Germany,53.55,13.25,18,river baltic,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,
1315,Neuburg,Germany,48.73,11.18,383,river black sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,0,,
1316,Neuchatel,Switzerland,46.98,6.93,434,river mediterranean,True,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,
1317,Neunkirchen,Austria,47.73,16.08,371,river black sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,
1318,Neuruppin,Germany,52.92,12.8,44,river north sea,True,True,0.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,,1598.0
1319,Neuss,Germany,51.2,6.68,40,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,,1300.0
1320,Neustrelitz,Germany,53.35,13.07,73,river baltic,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,,
1321,Neuwied,Germany,50.42,7.45,60,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1322,Nevers,France,47.0,3.15,172,river north sea,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
1332,Nicastro,Italy,38.98,16.33,216,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1333,Nice,France,43.7,7.25,1,med,False,True,3000.0,3000.0,7000.0,4000.0,5000.0,0,1,0,0,0,0,1,,
1334,Nicosia,Italy,37.75,14.4,638,land mediterranean,False,True,3000.0,4000.0,5000.0,6000.0,16000.0,0,0,1,0,0,0,1,,
1336,Nieuwpoort,Belgium,51.13,2.75,2,north sea + river,True,True,1000.0,2000.0,5000.0,3000.0,6000.0,1,1,0,0,0,1,0,,
1338,Nijkerk,Netherlands,52.22,5.5,1,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1339,Nijmegen,Netherlands,51.83,5.83,46,river north sea,True,True,2000.0,3000.0,3000.0,6000.0,12000.0,1,0,0,0,0,1,0,,
1341,Nimes,France,43.83,4.35,37,land mediterranean,False,True,5000.0,6000.0,8000.0,5000.0,6000.0,0,0,1,0,0,0,1,,
1342,Niort,France,46.3,-0.45,20,river north sea,False,True,4000.0,5000.0,5000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
1344,Niscemi,Italy,37.15,14.38,332,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1346,Nivelles,Belgium,50.6,4.33,148,land north sea,True,True,3000.0,4000.0,5000.0,6000.0,6000.0,0,0,1,0,0,1,0,,
1351,Nocera,Italy,40.72,14.63,43,land mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
1352,Noerdlingen,Germany,48.85,10.5,430,river black sea,True,True,2000.0,4000.0,6000.0,4000.0,6000.0,1,0,0,0,0,0,0,,
1353,Nogent le Rotrou,France,48.32,0.83,97,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1355,Nola,Italy,40.92,14.53,34,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1356,Norcia,Italy,42.8,13.08,604,land mediterranean,False,True,3000.0,3000.0,2000.0,3000.0,5000.0,0,0,1,0,0,0,1,,
1357,Norden,Germany,53.6,7.2,7,north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,1,0,0,0,1,0,,1440.0
1358,Nordhausen,Germany,51.5,10.78,180,river north sea,True,True,2000.0,3000.0,4000.0,3000.0,6000.0,1,0,0,0,0,1,0,,1100.0
1363,Noto,Italy,36.88,15.08,75,land mediterranean,False,True,2000.0,2000.0,2000.0,6000.0,5000.0,0,0,1,0,0,0,1,,
1365,Novara,Italy,45.47,8.63,153,river mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,7000.0,1,0,0,0,0,0,1,,
1368,Novi,Italy,44.77,8.78,197,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1379,Nowy Sacz,Poland,49.65,20.67,290,river baltic,False,True,0.0,0.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,
1380,Noyon,France,49.58,3.0,36,river north sea,False,True,3000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1381,Nuernberg,Germany,49.45,11.07,301,river north sea,True,True,3000.0,7000.0,14000.0,6000.0,38000.0,1,0,0,0,0,1,0,,
1383,Nyiregyhaza,Hungary,47.98,21.72,111,land black sea,False,True,0.0,0.0,0.0,1000.0,3000.0,0,0,1,0,0,0,0,,
1384,Nysa,Poland,50.48,17.33,185,river baltic,False,True,1000.0,2000.0,3000.0,4000.0,5000.0,1,0,0,0,1,0,0,,
1385,Oberhausen,Germany,51.47,6.87,42,land north sea,True,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,
1386,Obernai,France,48.47,7.48,156,land north sea,False,True,2000.0,2000.0,2000.0,1000.0,3000.0,0,0,1,0,0,1,0,,
1390,Odense,Denmark,55.4,10.38,13,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,1086.0
1394,Offenbach,Germany,50.13,8.78,98,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1396,Oldenburg,Germany,53.15,8.22,5,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,1243.0,1243.0
1397,Oldenburg,Germany,54.28,10.87,8,baltic,True,True,2000.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,1,0,0,,1392.0
1400,Olkusz,Poland,50.3,19.55,366,land baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,1,0,0,,
1402,Oloron Ste Marie,France,43.2,-0.6,194,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1404,Olsztyn,Poland,53.78,20.5,90,river baltic,False,True,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,1,0,0,,
1409,Opole,Poland,50.68,17.92,176,river baltic,False,True,0.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,1,0,0,,
1410,Oppenheim,Germany,49.85,8.35,87,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,,
1412,Orange,France,44.13,4.8,24,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1417,Oria,Italy,40.5,17.63,166,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1419,Oristano,Italy,44.77,8.78,10,med,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
1420,Orleans,France,47.92,1.9,120,river north sea,False,True,8000.0,11000.0,15000.0,10000.0,20000.0,1,0,0,0,0,1,0,,
1421,Ormea,Italy,44.15,7.9,740,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1422,Oroshaza,Hungary,46.57,20.67,88,land black sea,False,True,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,0,0,0,,
1425,Orthez,France,43.48,-0.77,38,river north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1426,Ortona a Mare,Italy,42.35,14.4,72,med,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
1427,Orvieto,Italy,42.72,12.12,317,river mediterranean,False,True,5000.0,7000.0,12000.0,8000.0,8000.0,1,0,0,0,0,0,1,,
1429,Osimo,Italy,43.47,13.48,265,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1431,Osnabrueck,Germany,52.27,8.03,65,river north sea,True,True,6000.0,10000.0,9000.0,5000.0,6000.0,1,0,0,0,0,1,0,,1002.0
1433,Ostende,Belgium,51.22,2.92,34,north sea,True,True,0.0,0.0,1000.0,2000.0,3000.0,0,1,0,0,0,1,0,,
1436,Ostuni,Italy,40.73,17.58,218,land mediterranean,False,True,3000.0,4000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
1438,Otranto,Italy,40.13,18.5,15,med,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,1,0,0,0,0,1,,
1439,Oudenaarde,Belgium,50.85,3.6,39,river north sea,True,True,1000.0,2000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,,
1444,Paderborn,Germany,51.72,8.75,110,land north sea,True,True,4000.0,7000.0,7000.0,4000.0,4000.0,0,0,1,0,0,1,0,,1028.0
1445,Padova,Italy,45.42,11.88,12,river mediterranean,False,True,13000.0,20000.0,35000.0,34000.0,29000.0,1,0,0,0,0,0,1,,
1448,Paks,Hungary,46.63,18.85,106,river black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,0,0,0,,
1449,Palazzo Adriano,Italy,37.68,13.38,727,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1450,Palazzolo Acreide,Italy,37.07,14.9,670,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1452,Palermo,Italy,38.12,13.35,4,med,False,True,42000.0,30000.0,51000.0,27000.0,55000.0,0,1,0,0,0,0,1,,
1454,Palma Campania,Italy,40.87,14.55,85,land mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,3000.0,0,0,1,0,0,0,1,,
1455,Palma di Montechiaro,Italy,37.2,13.77,165,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1456,Palmanova,Italy,38.35,13.32,27,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,
1457,Palmi,Italy,38.35,15.85,228,land mediterranean,False,True,3000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1458,Pamiers,France,43.12,1.6,256,river north sea,False,True,1000.0,2000.0,4000.0,3000.0,3000.0,1,0,0,0,0,1,0,,
1462,Papa,Hungary,47.32,17.47,145,land black sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,0,,
1464,Paris,France,48.87,2.33,35,river north sea,False,True,25000.0,44000.0,75000.0,54000.0,94000.0,1,0,0,0,0,1,0,,
1465,Parma,Italy,44.8,10.33,56,river mediterranean,False,True,8000.0,11000.0,22000.0,15000.0,16000.0,1,0,0,0,0,0,1,,
1466,Partanna,Italy,37.72,12.9,314,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1467,Partinico,Italy,38.05,13.12,188,land mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,
1468,Passau,Germany,48.58,13.47,310,river black sea,True,True,2000.0,2000.0,3000.0,4000.0,4000.0,1,0,0,0,0,0,0,,
1470,Paterno,Italy,37.57,14.9,225,land mediterranean,False,True,3000.0,4000.0,3000.0,4000.0,6000.0,0,0,1,0,0,0,1,,
1472,Patti,Italy,38.15,14.97,157,med,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,0,1,0,0,0,0,1,,
1473,Pau,France,43.3,-0.37,165,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1474,Pavia,Italy,45.17,9.17,62,river mediterranean,False,True,20000.0,30000.0,30000.0,20000.0,16000.0,1,0,0,0,0,0,1,,
1476,Pecs,Hungary,46.08,18.22,193,land black sea,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,0,,
1480,Penne,Italy,42.45,13.92,438,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1485,Perigueux,France,45.2,0.73,75,river north sea,False,True,4000.0,5000.0,7000.0,6000.0,8000.0,1,0,0,0,0,1,0,,
1489,Perpignan,France,43.68,2.88,45,river mediterranean,False,True,2000.0,4000.0,6000.0,4000.0,7000.0,1,0,0,0,0,0,1,,
1491,Perugia,Italy,43.13,12.37,411,land mediterranean,False,True,7000.0,10000.0,34000.0,15000.0,12000.0,0,0,1,0,0,0,1,,
1492,Peruwelz,Belgium,50.52,3.6,59,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
1494,Pesaro,Italy,43.9,12.9,12,med,False,True,3000.0,3000.0,4000.0,3000.0,4000.0,0,1,0,0,0,0,1,,
1495,Pescara,Italy,42.47,14.22,1,med,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,1,0,0,0,0,1,,
1496,Pest (for >1900 see Buda),Hungary,47.5,190830001831055.0,97,river black sea,False,True,3000.0,4000.0,5000.0,7000.0,10000.0,1,0,0,0,0,0,0,,
1498,Petralia Soprana,Italy,37.78,14.1,1147,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1499,Petralia Sottana,Italy,37.8,14.1,1000,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,3000.0,0,0,1,0,0,0,1,,
1502,Pezenas,France,43.45,3.42,13,river mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,,
1503,Pforzheim,Germany,48.9,8.7,261,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,,
1504,Piacenza,Italy,45.02,9.67,70,river mediterranean,False,True,9000.0,14000.0,20000.0,25000.0,25000.0,1,0,0,0,0,0,1,,
1505,Piana,Italy,38.0,13.28,450,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1507,Piazza Armerina,Italy,37.38,14.37,723,land mediterranean,False,True,1000.0,2000.0,4000.0,7000.0,11000.0,0,0,1,0,0,0,1,,
1508,Pietraperzia,Italy,37.42,14.13,476,land mediterranean,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1512,Pirmasens,Germany,49.2,7.6,387,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1513,Pirna,Germany,50.97,13.97,118,river north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,1291.0,
1514,Pisa,Italy,43.72,10.38,4,river mediterranean,False,True,9000.0,17000.0,38000.0,23000.0,10000.0,1,0,0,0,0,0,1,,
1515,Pisticci,Italy,40.38,16.57,364,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1516,Pistoia,Italy,43.92,10.9,64,river mediterranean,False,True,8000.0,11000.0,11000.0,4000.0,5000.0,1,0,0,0,0,0,1,,
1518,Pizzo,Italy,38.73,16.17,44,med,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,1,0,0,0,0,1,,
1521,Plauen,Germany,50.5,12.13,412,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,1506.0
1523,Plock,Poland,52.55,19.72,103,river baltic,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,1,0,0,,
1524,Ploermel,France,47.93,-2.4,75,land north sea,False,True,2000.0,2000.0,3000.0,2000.0,4000.0,0,0,1,0,0,1,0,,
1532,Poggibonsi,Italy,43.47,11.15,116,land mediterranean,False,True,2000.0,5000.0,3000.0,2000.0,2000.0,0,0,1,0,0,0,1,,
1533,Poitiers,France,46.58,0.33,114,river north sea,False,True,8000.0,11000.0,15000.0,10000.0,20000.0,1,0,0,0,0,1,0,,
1534,Poligny,France,46.83,5.72,252,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1535,Polizzi Generosa,Italy,37.8,14.02,775,land mediterranean,False,True,1000.0,3000.0,11000.0,7000.0,6000.0,0,0,1,0,0,0,1,,
1538,Pomigliano d' Arco,Italy,40.9,14.38,36,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1539,Pont Audemer,France,49.35,0.52,2,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1540,Pont a Mousson,France,48.9,6.07,172,river north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1542,Pontecorvo,Italy,41.45,13.67,97,river mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,,
1544,Pontoise,France,49.05,2.1,27,river north sea,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1546,Poperinge,Belgium,50.85,2.72,1,land north sea,True,True,2000.0,2000.0,2000.0,1000.0,4000.0,0,0,1,0,0,1,0,,1187.0
1550,Portici,Italy,40.82,14.33,29,med,False,True,2000.0,2000.0,3000.0,2000.0,2000.0,0,1,0,0,0,0,1,,
1553,Potenza,Italy,40.63,15.82,819,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1554,Potsdam,Germany,52.4,13.07,31,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1556,Poznan,Poland,52.42,16.92,50,river baltic,False,True,2000.0,4000.0,6000.0,4000.0,9000.0,1,0,0,0,1,0,0,1394.0,
1558,Pozzuoli,Italy,40.82,14.12,28,med,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,
1560,Prato,Italy,43.88,11.1,63,land mediterranean,False,True,3000.0,6000.0,7000.0,4000.0,7000.0,0,0,1,0,0,0,1,,
1561,Prenzlau,Germany,53.32,13.87,34,river north sea,True,True,2000.0,3000.0,4000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1569,Prizzi,Italy,37.72,13.43,1045,land mediterranean,False,True,1000.0,1000.0,1000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1570,Procida,Italy,40.77,14.03,1,med,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,0,1,0,0,0,0,1,,
1573,Provins,France,48.58,3.3,152,land north sea,False,True,2000.0,4000.0,10000.0,7000.0,10000.0,0,0,1,0,0,1,0,,
1574,Przemysl,Poland,49.8,22.8,194,river baltic,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,,
1580,Putignano,Italy,40.5,17.13,348,land mediterranean,False,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,
1583,Quedlinburg,Germany,51.8,11.15,123,land north sea,True,True,2000.0,2000.0,3000.0,2000.0,5000.0,0,0,1,0,0,1,0,,
1584,Quimper,France,48.0,4.1,1,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1585,Quimperle,France,47.87,-3.55,13,river north sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1586,Racalmuto,Italy,37.42,13.73,455,land mediterranean,False,True,2000.0,2000.0,3000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1587,Racconigi,Italy,44.77,7.67,260,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1588,Radevormwald,Germany,51.2,7.35,421,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1589,Radom,Poland,51.42,21.17,130,land baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,1565.0,
1590,Raffadali,Italy,37.42,13.53,420,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1591,Ragusa,Italy,36.93,14.73,473,land mediterranean,False,True,3000.0,3000.0,4000.0,3000.0,5000.0,0,0,1,0,0,0,1,,
1592,Rambervillers,France,48.35,6.63,287,river north sea,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1594,Randazzo,Italy,37.87,14.95,765,land mediterranean,False,True,2000.0,4000.0,1000.0,5000.0,6000.0,0,0,1,0,0,0,1,,
1595,Randers,Denmark,56.47,10.05,56,river north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,1350.0
1596,Ravanusa,Italy,37.27,13.98,320,land mediterranean,False,True,2000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1597,Ravenna,Italy,44.42,12.2,3,med,False,True,12000.0,12000.0,12000.0,9000.0,8000.0,0,1,0,0,0,0,1,,
1598,Ravensburg,Germany,47.78,9.62,450,land north sea,True,True,1000.0,1000.0,1000.0,3000.0,5000.0,0,0,1,0,0,1,0,,
1599,Rawicz,Poland,51.62,16.87,100,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,,
1602,Recklinghausen,Germany,51.58,7.2,85,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1603,Regalbuto,Italy,37.65,14.63,520,land mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1604,Regensburg,Germany,49.02,12.1,332,river black sea,True,True,11000.0,16000.0,12000.0,8000.0,22000.0,1,0,0,0,0,0,0,,
1605,Reggio di Calabria,Italy,38.12,15.65,31,med,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,0,1,0,0,0,0,1,,
1606,Reggio nell Emilia,Italy,44.73,10.6,46,land mediterranean,False,True,7000.0,10000.0,14000.0,8000.0,9000.0,0,0,1,0,0,0,1,,
1607,Reichenbach,Germany,50.62,12.3,380,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1608,Reims,France,49.25,4.03,83,river north sea,False,True,9000.0,11000.0,14000.0,9000.0,12000.0,1,0,0,0,0,1,0,,
1609,Remscheid,Germany,51.18,7.18,365,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,1571.0
1610,Rendsburg,Germany,54.3,9.67,6,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1612,Rennes,France,48.08,-1.68,30,river north sea,False,True,4000.0,7000.0,8000.0,12000.0,13000.0,1,0,0,0,0,1,0,,
1614,Resina,Italy,40.8,14.35,44,med,False,True,1000.0,1000.0,1000.0,1000.0,2000.0,0,1,0,0,0,0,1,,
1615,Rethel,France,49.52,4.37,67,river north sea,False,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1617,Reutlingen,Germany,48.48,9.18,382,land north sea,True,True,2000.0,3000.0,5000.0,3000.0,5000.0,0,0,1,0,0,1,0,,
1619,Rheine,Germany,52.28,7.43,35,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,1450.0
1620,Rheydt,Germany,51.3,6.45,70,land north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1621,Ribe,Denmark,55.35,8.77,5,river north sea,False,True,1000.0,1000.0,2000.0,2000.0,3000.0,1,0,0,0,0,1,0,1475.0,1200.0
1622,Ribeauville,France,48.2,7.33,150,land north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,
1623,Richelieu,France,47.02,0.32,47,land north sea,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,,
1624,Rieti,Italy,42.4,12.85,405,land mediterranean,False,True,4000.0,5000.0,6000.0,4000.0,7000.0,0,0,1,0,0,0,1,,
1627,Rimini,Italy,44.07,12.57,4,med,False,True,5000.0,6000.0,10000.0,5000.0,10000.0,0,1,0,0,0,0,1,,
1628,Riom,France,45.9,3.12,329,land north sea,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,0,0,1,0,0,1,0,,
1629,Rionero in Vulture,Italy,40.93,15.68,643,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,
1630,Rive de Gier,France,45.53,4.62,227,land mediterranean,False,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,
1632,Roanne,France,46.03,4.07,257,river north sea,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,
1634,Rochefort,France,45.95,-0.97,3,river north sea,False,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,
1636,Rodez,France,44.35,2.57,500,river north sea,False,True,3000.0,4000.0,5000.0,3000.0,4000.0,1,0,0,0,0,1,0,,
1637,Roermond,Netherlands,51.2,6.0,22,river north sea,True,True,0.0,1000.0,2000.0,6000.0,7000.0,1,0,0,0,0,1,0,1372.0,1294.0
1638,Roeselare,Belgium,50.95,3.13,19,land north sea,True,True,2000.0,2000.0,3000.0,2000.0,3000.0,0,0,1,0,0,1,0,,
1639,Roma,Italy,41.9,12.48,19,river mediterranean,False,True,30000.0,30000.0,30000.0,33000.0,55000.0,1,0,0,0,0,0,1,,
1641,Romans,France,45.05,5.05,122,river mediterranean,False,True,3000.0,4000.0,6000.0,4000.0,5000.0,1,0,0,0,0,0,1,,
1642,Romorantin,France,47.37,1.75,84,river north sea,False,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,
1644,Ronse,Belgium,50.75,3.6,68,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
1645,Roosendaal,Netherlands,51.53,4.47,3,land north sea,True,True,0.0,0.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,
