id,cid,lat,lon,match_dist_km,city,country,closeness,betw_topo,node_idx
69,2.0,50.938341,4.039006,1.1218355774514877,Aalst,Belgium,0.0029830080956335238,910.0,32
244,69.0,52.156362,5.389577,1.003049947347642,Amersfoort,Netherlands,0.003082838376589102,152.0,33
322,121.0,51.755573,11.455672,0.7324325147543669,Aschersleben,Germany,0.003425930995575722,178.0,34
296,114.0,51.978705,5.910977,0.634540948727431,Arnhem,Netherlands,0.003440284596514936,0.0,35
317,120.0,49.974495,9.146622,0.6580662588873177,Aschaffenburg,Germany,0.0028203523507939906,8.0,36
476,191.0,51.181365,14.423985,3.907445056634742,Bautzen,Germany,0.0027495184286486347,840.0,37
479,194.0,49.944915,11.57351,0.7316795190480714,Bayreuth,Germany,0.0024084485184303135,290.0,38
485,200.0,51.754833,8.040517,0.9016173926421448,Beckum,Germany,0.003308135263772666,896.0,39
565,225.0,51.494526,4.287204,0.7868864063686835,Bergen op Zoom,Netherlands,0.0031543138405101877,0.0,40
586,232.0,51.798839,11.735776,0.41763947344584995,Bernburg,Germany,0.003534663462422196,218.0,41
652,242.0,52.020467,8.531712,0.803104385234767,Bielefeld,Germany,0.0034512002394446353,1226.0,42
11862,50.0,52.630722,4.749201,1.298367388034401,Alkmaar,Netherlands,0.003142835916992311,0.0,43
1750,612.0,54.158416,19.396069,2.0214580725956015,Elblag,Poland,0.0019311801336790349,0.0,44
928,293.0,52.413985,12.553797,2.24143713781715,Brandenburg,Germany,0.003597505136879643,0.0,45
942,297.0,52.262815,10.517142,1.841712930936054,Braunschweig,Germany,0.0036307526775700583,144.0,46
949,298.0,51.588294,4.776283,1.0193133301791086,Breda,Netherlands,0.0031669099127461164,0.0,47
989,321.0,50.861908,17.470135,1.6752202363079554,Brzeg,Poland,0.0020135282823649197,872.0,48
991,1117.0,51.902257,4.164831,5.430928098943549,Maassluis,Netherlands,0.0032076554929407145,0.0,49
1127,325.0,52.270597,11.858961,1.2103376316866308,Burg,Germany,0.003589129817832472,0.0,50
1177,417.0,52.624105,10.081862,0.4734449480363879,Celle,Germany,0.0037330647391408673,0.0,51
1238,482.0,50.258278,10.964611,0.9970280775445602,Coburg,Germany,0.0025524894167510605,154.0,52
1251,513.0,51.760836,14.335247,4.652999241084083,Cottbus,Germany,0.0027692826616135947,2.0,53
2194,719.0,50.586324,8.674582,1.9274686323968586,Giessen,Germany,0.0028709476905776714,440.0,54
1333,704.0,54.349211,18.650284,3.6540986229094474,Gdansk,Poland,0.0019210442142754722,0.0,55
1374,542.0,52.011187,4.358343,1.3687641697250514,Delft,Netherlands,0.0032180391054485464,248.0,56
1737,605.0,50.974621,10.319604,0.5987605501912201,Eisenach,Germany,0.0031670843083645714,526.0,57
1401,547.0,51.835326,12.246898,1.3034404735224976,Dessau,Germany,0.0034703318921026874,0.0,58
1417,548.0,52.251815,6.160268,0.6925562312842332,Deventer,Netherlands,0.0034733660248296213,0.0,59
1467,560.0,51.122234,13.123306,0.3390408106747327,Doebeln,Germany,0.002731305984617861,0.0,60
250,71.0,52.373074,4.89257,0.6093197704074962,Amsterdam,Netherlands,0.0032116636205176945,2010.0,61
1545,568.0,51.514287,7.466708,0.6748626715020372,Dortmund,Germany,0.003113920183492744,602.0,62
1570,575.0,51.049734,13.737918,0.5542745314886587,Dresden,Germany,0.0031283420613517584,2710.0,63
8844,1896.0,52.085174,15.625421,1.6896645063505173,Sulechow,Poland,0.002697301885711268,0.0,64
1639,583.0,51.225891,6.772236,2.9293063085327318,Duesseldorf,Germany,0.0032260362131735967,0.0,65
1721,602.0,51.459806,12.633292,1.4272871596086492,Eilenburg,Germany,0.0030638691872167815,82.0,66
1728,604.0,51.439449,5.478408,1.2015138181526779,Eindhoven,Netherlands,0.0029336978688545377,0.0,67
1741,607.0,51.528307,11.546615,1.474633690259544,Eisleben,Germany,0.0033327881447904285,808.0,68
1790,620.0,53.366864,7.206328,0.5457682671912132,Emden,Germany,0.003664832720740446,482.0,69
1811,624.0,52.704595,5.2937,1.0550687917560249,Enkhuizen,Netherlands,0.0029318384535740095,0.0,70
1826,629.0,50.977868,11.028775,1.069066184532316,Erfurt,Germany,0.003141880226410608,994.0,71
2777,794.0,53.54798,9.9931,0.8941229595318408,Hamburg,Germany,0.003861682019901868,722.0,72
1831,630.0,49.601809,11.003096,1.2347060517066832,Erlangen,Germany,0.0023618592024688906,70.0,73
1865,633.0,51.456963,7.012649,1.53649581582668,Essen,Germany,0.0031384154595807978,392.0,74
1962,664.0,54.782514,9.436726,0.5139801492356889,Flensburg,Germany,0.002688220361318146,40.0,75
1983,677.0,53.186226,5.544241,1.1746389570298885,Franeker,Netherlands,0.0035538818920444635,0.0,76
