city_id,name,lat,lon,town_from,town_to,ready,year,population,distance_river_km,distance_road_km,distance_fair_km,num_fairs_50km,num_fairs_100km,has_own_fair,own_fair_category,has_own_toll,has_own_staple,has_own_bridge,has_own_ferry,has_own_harbour,on_trade_route,trade_access_score,pop_rank_key,sort_key
2778,Hameln,52.104508,9.356435,1200,1650,y,1450,,3.199,0.095,0.0,28,72,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -72)"
5131,Naarden,52.296587,5.162391,1353,1650,,1450,,0.631,0.035,20.21,21,72,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -72)"
7369,Steenwijk,52.78694,6.116357,1296,1650,,1450,,0.932,0.137,0.0,23,71,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -71)"
11849,Oudewater,52.022978,4.872386,1257,1650,,1450,,0.096,0.096,11.166,26,69,0,,1,1,0,0,1,1,3,-1.0,"(1.0, -69)"
12707,,52.021649,4.870602,1257,1650,,1450,,0.096,0.077,11.028,26,69,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -69)"
12481,,52.018818,5.0443,1363,1650,,1450,,0.165,0.049,9.589,25,69,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -69)"
3300,IJsselstein,52.019446,5.043281,1363,1650,,1450,,0.194,0.049,9.568,25,69,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -69)"
13886,,52.021024,5.047642,1363,1650,,1450,,0.17,0.173,9.26,25,69,0,,0,1,1,1,0,1,3,-1.0,"(1.0, -69)"
13982,,52.021493,4.870933,1257,1650,,1450,,0.099,0.07,11.049,26,69,0,,0,1,1,1,0,1,3,-1.0,"(1.0, -69)"
2840,Haselünne,52.673601,7.486447,1220,1650,y,1450,,6.69,0.116,0.0,15,68,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -68)"
7944,Utrecht,52.091844,5.118906,1114,1650,,1450,,0.315,0.11,0.0,27,68,1,regional,1,0,0,0,1,1,3,-1.0,"(1.0, -68)"
17,,51.41919,9.6528,1183,1650,y,1450,,4.148,0.03,15.393,30,67,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -67)"
18,Hann. Münden,51.417743,9.65191,1183,1650,y,1450,,4.0,0.062,15.232,30,67,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -67)"
8933,Bremer Schlagd,51.418997,9.650177,1183,1650,,1450,,3.994,0.052,15.257,30,67,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -67)"
9290,Kasseler Schlagd,51.417357,9.649215,1183,1650,,1450,,3.826,0.096,15.076,30,67,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -67)"
9291,Wanfrieder Schlagd,51.418839,9.65165,1183,1650,,1450,,4.061,0.052,15.311,30,67,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -67)"
12921,,51.194644,5.983897,1224,1650,,1450,,0.195,0.083,0.165,28,67,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -67)"
6477,Roermond,51.195619,5.985689,1224,1650,,1450,,0.208,0.083,0.0,28,67,1,regional,1,1,0,0,0,1,3,-1.0,"(1.0, -67)"
14660,,51.197919,5.981903,1224,1650,,1450,,0.195,0.184,0.367,28,67,0,,1,1,0,1,0,1,3,-1.0,"(1.0, -67)"
19525,,52.36923,4.891019,1300,1650,,1450,,0.841,0.043,0.44,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19526,,52.372476,4.893958,1300,1650,,1450,,0.429,0.012,0.115,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19537,Paulusbroedersluis,52.371494,4.896887,1300,1650,,1450,,0.481,0.04,0.342,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19535,Varkenssluis,52.371851,4.895852,1300,1650,,1450,,0.449,0.04,0.261,12,66,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -66)"
19527,,52.37622,4.899628,1300,1650,,1450,,0.176,0.044,0.593,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19538,,52.371052,4.898518,1300,1650,,1450,,0.538,0.009,0.462,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19528,Nieuwe Brug,52.376816,4.898797,1300,1650,,1450,,0.159,0.028,0.593,12,66,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -66)"
19539,Bushuissluis,52.370986,4.898754,1300,1650,,1450,,0.548,0.009,0.48,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
12677,,52.086498,4.885618,1372,1650,,1450,,2.605,0.02,14.621,24,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
250,Amsterdam,52.373074,4.89257,1300,1650,,1450,,0.434,0.044,0.0,12,66,1,regional,1,1,0,0,0,1,3,-1.0,"(1.0, -66)"
14910,Rokin,52.372306,4.892819,1300,1650,y,1450,,0.487,0.044,0.087,12,66,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -66)"
19529,,52.377477,4.89759,1300,1650,,1450,,0.188,0.008,0.597,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
5113,Münster (Westfalen),51.963078,7.628321,1170,1650,,1450,,25.869,0.155,0.0,15,66,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -66)"
12840,,52.385612,4.882023,1300,1650,,1450,,1.496,0.688,1.567,10,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
10785,,52.377087,4.896699,1300,1650,,1450,,0.144,0.037,0.527,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
11903,Woerden,52.086272,4.885158,1372,1650,,1450,,2.57,0.02,14.581,24,66,0,,1,1,0,0,1,1,3,-1.0,"(1.0, -66)"
19547,,52.377136,4.898164,1300,1650,,1450,,0.163,0.027,0.59,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19530,Oude Brug,52.375525,4.897005,1300,1650,,1450,,0.033,0.026,0.406,12,66,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -66)"
19531,,52.376066,4.895621,1300,1650,,1450,,0.106,0.03,0.392,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19532,,52.375158,4.897885,1300,1650,,1450,,0.089,0.036,0.429,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19533,Lange Brug,52.36923,4.89229,1300,1650,,1450,,0.802,0.043,0.428,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
10786,Damrak,52.374318,4.894645,1300,1650,y,1450,,0.237,0.047,0.197,12,66,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -66)"
19548,,52.377311,4.899601,1300,1650,,1450,,0.237,0.085,0.671,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19536,,52.372948,4.900213,1300,1650,,1450,,0.382,0.12,0.519,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19540,,52.370508,4.900647,1300,1650,,1450,,0.637,0.07,0.618,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19534,,52.372653,4.894141,1300,1650,,1450,,0.406,0.012,0.116,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
19546,,52.375792,4.896372,1300,1650,,1450,,0.051,0.026,0.397,12,66,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -66)"
12842,,52.377573,4.897774,1300,1650,,1450,,0.2,0.008,0.612,12,66,0,,0,1,0,1,0,1,3,-1.0,"(1.0, -66)"
11702,,50.974384,11.046882,1167,1650,,1450,,69.548,0.188,1.326,17,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
1826,Erfurt,50.977868,11.028775,1167,1650,y,1450,,68.224,0.085,0.0,16,64,1,interregional,1,1,0,0,0,1,3,-1.0,"(1.0, -64)"
9622,,50.982854,11.020513,1167,1650,,1450,,67.49,0.286,0.801,16,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
9627,,50.97749,11.024909,1167,1650,,1450,,67.985,0.05,0.274,16,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
9978,Krämerbrücke,50.978748,11.031328,1167,1650,y,1450,,68.358,0.102,0.204,16,64,0,,1,1,1,0,0,1,3,-1.0,"(1.0, -64)"
14098,,50.979265,11.034763,1167,1650,,1450,,68.564,0.089,0.447,13,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
17410,,50.977738,11.035536,1167,1650,,1450,,68.673,0.072,0.474,13,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
17411,,50.976524,11.034812,1167,1650,,1450,,68.673,0.03,0.448,13,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
17412,,50.973855,11.027527,1167,1650,,1450,,68.298,0.066,0.455,16,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
17413,,50.976078,11.03435,1167,1650,,1450,,68.659,0.03,0.438,13,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
17463,Lehmannsbrücke,50.98071,11.027924,1167,1650,y,1450,,68.06,0.145,0.322,16,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17464,Schlösserbrücke,50.97686,11.030585,1167,1650,y,1450,,68.382,0.085,0.169,16,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17465,Lange Brücke,50.974948,11.026765,1167,1650,y,1450,,68.206,0.066,0.354,16,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17466,Roßbrücke,50.97358,11.022602,1167,1650,y,1450,,67.986,0.173,0.644,16,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17467,Löberbrücke,50.972204,11.030279,1167,1650,,1450,,68.543,0.133,0.639,16,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17468,Augustbrücke,50.974186,11.035831,1167,1650,,1450,,68.83,0.117,0.642,13,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17469,Krämpferbrücke,50.978604,11.037505,1167,1650,y,1450,,68.77,0.084,0.617,13,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17470,Johannesbrücke,50.983446,11.029388,1167,1650,y,1450,,68.052,0.092,0.622,16,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17471,Löbertorbrücke,50.969698,11.031218,1167,1650,y,1450,,68.704,0.143,0.924,20,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17472,Schmidtstedtertorbrücke,50.974359,11.041507,1167,1650,y,1450,,69.196,0.188,0.973,17,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17473,Krämpfertorbrücke,50.980327,11.039897,1167,1650,y,1450,,68.862,0.127,0.825,13,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17474,Johannestorbrücke,50.986379,11.027945,1167,1650,y,1450,,67.848,0.171,0.948,18,64,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -64)"
17475,,50.982263,11.031239,1167,1650,,1450,,68.219,0.092,0.518,16,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
17476,,50.978277,11.024222,1167,1650,,1450,,67.909,0.05,0.322,16,64,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -64)"
5704,Osnabrück,52.2772,8.041195,1171,1650,y,1450,,36.63,0.087,0.0,14,62,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -62)"
11636,,51.316143,9.508501,1180,1650,,1450,,0.051,0.155,0.224,19,59,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -59)"
11637,Schlagd,51.316049,9.507041,1180,1650,,1450,,0.051,0.061,0.122,19,59,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -59)"
3580,Kassel,51.315808,9.50533,1180,1650,y,1450,,0.173,0.061,0.0,19,59,1,local,0,1,0,0,0,1,3,-1.0,"(1.0, -59)"
9344,,51.316588,9.510959,1180,1650,,1450,,0.089,0.174,0.401,19,59,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -59)"
9346,,51.314434,9.505886,1180,1650,,1450,,0.227,0.079,0.158,19,59,0,,1,1,1,0,0,1,3,-1.0,"(1.0, -59)"
1545,Dortmund,51.514287,7.466708,1138,1650,,1450,,15.091,0.264,0.0,16,57,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -57)"
5304,Neuss,51.197927,6.692717,1200,1650,,1450,,0.299,0.1,0.0,27,56,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -56)"
949,Breda,51.588294,4.776283,1198,1650,,1450,,9.14,0.036,0.0,13,55,1,regional,1,1,0,0,0,1,3,-1.0,"(1.0, -55)"
12800,,51.589834,4.773145,1198,1650,,1450,,8.905,0.138,0.276,13,55,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -55)"
16362,,51.58835,4.771352,1198,1650,,1450,,8.802,0.135,0.341,13,55,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -55)"
2765,Halle (Saale),51.482658,11.969805,1170,1650,y,1450,,15.991,0.061,0.0,18,54,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -54)"
5421,Nieuwstadt,51.036805,5.860058,1242,1650,y,1450,,6.448,1.053,0.0,16,52,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -52)"
2036,Friesoythe,53.020459,7.858919,1366,1650,y,1450,,11.784,1.128,0.0,13,51,1,regional,1,0,0,0,1,1,3,-1.0,"(1.0, -51)"
2456,Groningen,53.218044,6.566612,1245,1650,,1450,,0.09,0.019,0.0,13,50,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -50)"
7230,Soest (Westfalen),51.572658,8.106354,1144,1650,,1450,,31.376,0.045,0.0,8,48,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -48)"
8005,Verden,52.919986,9.22902,1259,1650,y,1450,,2.193,0.097,0.0,4,48,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -48)"
2352,Gouda,52.011189,4.710352,1272,1650,,1450,,0.127,0.038,0.0,22,47,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -47)"
7973,Vechta,52.728249,8.285466,1269,1650,y,1450,,51.525,1.052,0.0,10,47,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -47)"
11443,,51.858351,12.044306,1271,1650,y,1450,,5.272,0.171,41.15,7,45,0,,1,1,0,0,1,1,3,-1.0,"(1.0, -45)"
112,Aken,51.855297,12.044939,1271,1650,y,1450,,5.57,0.171,41.113,7,45,0,,1,1,0,0,0,1,3,-1.0,"(1.0, -45)"
5165,Naumburg (Saale),51.152263,11.809909,1033,1650,y,1450,,42.154,0.138,0.0,21,45,1,interregional,1,0,0,0,0,1,3,-1.0,"(1.0, -45)"
9542,,52.127033,11.651974,1188,1650,y,1450,,2.17,0.049,1.023,9,44,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -44)"
11519,,52.128172,11.642789,1188,1650,y,1450,,2.525,0.141,0.461,9,44,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -44)"
19942,,52.131943,11.63686,1188,1650,,1450,,3.091,0.074,0.149,9,44,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -44)"
1521,Dordrecht,51.81514,4.667133,1220,1650,,1450,,0.294,0.018,6.051,19,44,0,,1,1,0,0,1,1,3,-1.0,"(1.0, -44)"
13405,,52.129381,11.643691,1188,1650,,1450,,2.616,0.106,0.406,9,44,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -44)"
13407,,52.130336,11.635913,1188,1650,,1450,,2.976,0.095,0.25,9,44,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -44)"
12625,,51.815016,4.660896,1220,1650,,1450,,0.623,0.214,5.728,19,44,0,,0,1,0,1,0,1,3,-1.0,"(1.0, -44)"
4705,Magdeburg,52.131591,11.638959,1188,1650,y,1450,,2.984,0.074,0.0,9,44,1,regional,1,1,0,0,0,1,3,-1.0,"(1.0, -44)"
12780,,51.819893,4.670869,1220,1650,,1450,,0.294,0.226,5.955,19,44,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -44)"
13437,,51.818733,4.675438,1220,1650,,1450,,0.463,0.167,6.29,19,44,0,,0,1,0,1,0,1,3,-1.0,"(1.0, -44)"
14863,,51.818038,4.670721,1220,1650,,1450,,0.132,0.167,6.06,19,44,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -44)"
14903,,51.814815,4.667026,1220,1650,,1450,,0.33,0.018,6.067,19,44,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -44)"
16278,,52.130509,11.641203,1188,1650,,1450,,2.805,0.097,0.195,9,44,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -44)"
18157,haven dordrecht,51.813839,4.659768,1220,1650,,1450,,0.755,0.212,5.757,19,44,0,,0,1,0,0,1,0,3,-1.0,"(1.0, -44)"
11328,,51.202681,11.966501,1280,1650,,1450,,30.08,0.226,0.453,23,43,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -43)"
12148,,52.629356,4.755565,1254,1650,,1450,,0.63,0.228,29.968,3,42,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -42)"
11862,Alkmaar,52.630722,4.749201,1254,1650,,1450,,1.063,0.228,30.248,3,42,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -42)"
8272,Weißenfels,51.201045,11.972454,1280,1650,y,1450,,29.727,0.072,0.0,23,42,1,local,0,1,0,0,0,1,3,-1.0,"(1.0, -42)"
10412,,51.85834,12.05705,1271,1650,y,1450,,4.939,0.449,41.566,7,42,0,,0,1,0,1,0,1,3,-1.0,"(1.0, -42)"
10940,,51.199756,11.972437,1280,1650,,1450,,29.767,0.072,0.143,23,42,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -42)"
10941,,51.198936,11.974347,1280,1650,,1450,,29.664,0.081,0.269,23,42,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -42)"
4329,Leiden,52.158439,4.490032,1266,1650,,1450,,0.482,0.049,0.0,12,40,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -40)"
1790,Emden,53.366864,7.206328,1433,1650,y,1450,,18.98,0.137,0.0,16,39,1,regional,1,1,0,0,0,1,3,-1.0,"(1.0, -39)"
9182,,53.365262,7.209451,1433,1650,,1450,,19.146,0.137,0.273,16,39,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -39)"
10075,Auebrücke,51.055019,12.137194,1147,1650,y,1450,,29.61,0.053,0.553,20,39,0,,1,1,1,0,0,1,3,-1.0,"(1.0, -39)"
8752,Zeitz,51.050307,12.134652,1147,1650,y,1450,,30.14,0.277,0.0,19,39,1,local,0,1,0,0,0,1,3,-1.0,"(1.0, -39)"
280,Appingedam,53.321987,6.856009,1327,1650,,1450,,2.334,0.051,0.0,14,38,1,regional,0,0,0,0,0,1,3,-1.0,"(1.0, -38)"
4337,Leipzig,51.339915,12.374475,1170,1650,y,1450,,7.631,0.185,0.0,15,36,1,interregional,0,0,0,0,0,1,3,-1.0,"(1.0, -36)"
5623,Oldenburg (Oldenburg),53.138916,8.214479,1345,1650,y,1450,,27.756,0.095,0.0,10,36,1,regional,1,1,0,0,0,1,3,-1.0,"(1.0, -36)"
8979,Stau,53.140241,8.217053,1345,1650,,1450,,27.533,0.113,0.226,10,36,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -36)"
9606,,53.140346,8.212924,1345,1650,,1450,,27.703,0.095,0.19,10,36,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -36)"
11788,,53.247458,10.413513,1247,1650,,1450,,10.189,0.041,0.415,10,35,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -35)"
11789,,53.246835,10.414162,1247,1650,y,1450,,10.107,0.041,0.494,10,35,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -35)"
8982,Bäckerstraße,53.2488,10.40886,1247,1650,y,1450,,10.132,0.064,0.128,10,35,0,,1,1,0,0,0,1,3,-1.0,"(1.0, -35)"
8983,,53.25136,10.41335,1247,1650,y,1450,,10.119,0.141,0.337,10,35,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -35)"
9655,,53.251462,10.409071,1247,1650,,1450,,9.918,0.084,0.169,10,35,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -35)"
4653,Lüneburg,53.24995,10.40887,1247,1650,y,1450,,10.035,0.064,0.0,10,35,1,regional,0,1,0,0,0,1,3,-1.0,"(1.0, -35)"
8935,Kleine Schlachte,53.07209,8.80893,965,1650,,1450,,0.035,0.143,0.435,8,34,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -34)"
9417,,53.247308,10.409138,1247,1650,,1450,,10.27,0.083,0.294,10,34,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -34)"
9651,,53.072094,8.807886,965,1650,,1450,,0.035,0.164,0.423,8,34,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -34)"
186,Altenburg ,50.985257,12.433309,1205,1650,y,1450,,32.019,0.101,0.0,10,34,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -34)"
20203,,51.864696,12.652601,1293,1650,,1450,,7.099,0.337,43.997,2,33,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -33)"
12767,,51.90625,4.165864,1330,1650,,1450,,8.868,0.225,30.33,7,33,0,,0,1,0,1,1,1,3,-1.0,"(1.0, -33)"
991,Brielle,51.902257,4.164831,1330,1650,,1450,,9.101,0.225,30.311,7,33,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -33)"
11437,,51.857834,12.646113,1293,1650,y,1450,,6.751,0.037,43.113,2,33,0,,1,1,0,0,1,1,3,-1.0,"(1.0, -33)"
8513,Lutherstadt Wittenberg,51.866385,12.643187,1293,1650,y,1450,,6.443,0.266,43.838,2,33,0,,1,1,0,0,0,1,3,-1.0,"(1.0, -33)"
11438,,51.857211,12.646503,1293,1650,y,1450,,6.79,0.037,43.067,2,33,0,,0,1,1,1,0,1,3,-1.0,"(1.0, -33)"
4698,Maastricht,50.85125,5.690547,1204,1650,y,1450,,3.21,0.174,0.0,9,33,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -33)"
9226,Neustadt,53.072859,8.799608,965,1650,,1450,,0.37,0.16,0.619,8,32,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -32)"
8939,Schlachte,53.077288,8.800285,965,1650,y,1450,,0.086,0.039,0.5,8,32,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -32)"
8940,Balge,53.07537,8.80635,965,1650,,1450,,0.16,0.042,0.09,8,32,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -32)"
8941,,53.073386,8.804305,965,1650,,1450,,0.079,0.16,0.346,8,32,0,,1,1,1,0,0,1,3,-1.0,"(1.0, -32)"
9227,,53.074656,8.809272,965,1650,,1450,,0.177,0.093,0.186,8,32,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -32)"
9355,Stintbrücke,53.075689,8.806253,965,1650,,1450,,0.15,0.01,0.079,8,32,0,,1,1,0,0,0,1,3,-1.0,"(1.0, -32)"
9650,,53.075981,8.801675,965,1650,,1450,,0.086,0.169,0.382,8,32,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -32)"
973,Bremen,53.075887,8.807392,965,1650,y,1450,,0.227,0.031,0.0,8,32,1,regional,1,1,0,0,0,1,3,-1.0,"(1.0, -32)"
17880,,53.077782,8.801122,965,1650,,1450,,0.128,0.039,0.469,8,32,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -32)"
17881,,53.075815,8.806481,965,1650,,1450,,0.166,0.01,0.061,8,32,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -32)"
17883,,53.076412,8.797216,965,1650,,1450,,0.253,0.154,0.682,8,32,0,,0,1,0,0,0,0,3,-1.0,"(1.0, -32)"
17884,,53.074417,8.79403,965,1650,,1450,,0.526,0.154,0.907,8,32,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -32)"
2777,Hamburg,53.54798,9.9931,1150,1650,y,1450,,0.239,0.042,0.0,9,31,1,regional,1,0,0,0,1,1,3,-1.0,"(1.0, -31)"
11909,Reimerswaal,51.503784,4.171237,1375,1631,,1450,,14.248,0.102,19.447,10,31,0,,0,1,0,0,0,0,3,-1.0,"(1.0, -31)"
16231,,51.503109,4.173991,1375,1631,,1450,,14.173,0.102,19.639,10,31,0,,1,1,0,0,1,0,3,-1.0,"(1.0, -31)"
16232,,51.507392,4.176376,1375,1631,,1450,,13.712,0.268,19.805,10,31,0,,0,1,0,1,0,1,3,-1.0,"(1.0, -31)"
1154,Buxtehude,53.476376,9.700347,1280,1650,y,1450,,5.474,0.084,0.0,8,30,1,regional,1,0,0,0,0,1,3,-1.0,"(1.0, -30)"
11897,Goedereede,51.818178,3.977549,1312,1650,,1450,,19.087,8.369,35.385,6,30,0,,1,1,0,1,1,1,3,-1.0,"(1.0, -30)"
11916,Brouwershaven,51.725469,3.91217,1403,1650,,1450,,8.661,3.97,24.607,6,30,0,,1,1,0,1,1,1,3,-1.0,"(1.0, -30)"
17882,,53.080478,8.79756,965,1650,,1450,,0.485,0.191,0.832,8,29,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -29)"
7321,Stade,53.603069,9.476003,1209,1650,y,1450,,1.87,0.016,0.0,12,27,1,regional,1,1,0,1,1,1,3,-1.0,"(1.0, -27)"
17772,,53.603244,9.475622,1209,1650,,1450,,1.876,0.016,0.032,12,27,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -27)"
19819,Mühlenbrücke,53.860829,10.689606,1143,1650,y,1450,,0.914,0.152,49.655,1,25,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -25)"
9450,Stadersand,53.625845,9.517738,1209,1650,,1450,,1.87,3.743,3.741,12,25,0,,1,1,0,0,0,1,3,-1.0,"(1.0, -25)"
17147,,51.223609,4.403039,1350,1650,,1450,,6.457,0.172,0.343,6,24,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -24)"
12046,,53.864913,10.693473,1143,1650,y,1450,,0.876,0.275,49.151,1,23,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -23)"
10272,,53.865335,10.681162,1143,1650,y,1450,,0.202,0.051,49.318,1,23,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -23)"
10489,,53.868134,10.686289,1143,1650,,1450,,0.386,0.128,48.928,1,23,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -23)"
10490,,53.866235,10.680918,1143,1650,,1450,,0.101,0.012,49.226,1,23,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -23)"
4604,Lübeck,53.865911,10.685259,1143,1650,y,1450,,0.331,0.128,49.184,1,23,0,,1,1,0,0,0,1,3,-1.0,"(1.0, -23)"
19818,Holstenbrücke,53.866251,10.68054,1143,1650,y,1450,,0.098,0.012,49.231,1,23,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -23)"
19820,Burgtorbrücke,53.874228,10.691355,1143,1650,y,1450,,1.056,0.282,48.187,1,23,0,,0,1,1,0,0,1,3,-1.0,"(1.0, -23)"
10271,,53.868921,10.680143,1143,1650,y,1450,,0.202,0.206,48.953,1,23,0,,0,1,0,0,1,1,3,-1.0,"(1.0, -23)"
268,Antwerpen,51.221248,4.399862,1350,1650,,1450,,6.117,0.041,0.0,6,22,1,interregional,0,1,0,0,0,1,3,-1.0,"(1.0, -22)"
9664,,53.92515,9.516506,1238,1650,,1450,,3.71,0.149,0.578,9,22,0,,0,1,0,0,0,1,3,-1.0,"(1.0, -22)"
3344,Itzehoe,53.919961,9.515891,1238,1650,y,1450,,3.523,0.154,0.0,9,22,1,regional,0,1,0,0,0,1,3,-1.0,"(1.0, -22)"
