city_id,name,lat,lon,period,pop_T_minus,pop_T,log_pop_T_minus,d_log_pop,predicted_ols,predicted_ar1,predicted_rf,residual_ols
12059,Helmstedt,52.227501,11.010278,1400-1500,1000.0,2000.0,6.907755278982137,0.6931471805599454,-0.15357713844484966,-0.11614815781829646,0.24742046193275238,0.8467243190047951
12062,Hildesheim,52.152779,9.9513893,1400-1500,6000.0,10000.0,8.699514748210191,0.5108256237659923,-0.39700845951521435,-0.31235918505943916,-0.43148004282470254,0.9078340832812066
12071,Leer,53.229443,7.4513888,1400-1500,1000.0,3000.0,6.907755278982137,1.0986122886681091,-0.22246056778217205,-0.11614815781829646,0.15205500576870062,1.3210728564502812
12076,Lueneburg,53.24889,10.408611,1400-1500,5000.0,12000.0,8.517193191416238,0.8754687373538985,-0.007151099559223217,-0.2923936145902297,-0.1992058865121001,0.8826198369131217
12085,Norden,53.594723,7.2022223,1400-1500,1000.0,2000.0,6.907755278982137,0.6931471805599454,-0.1703951561331134,-0.11614815781829646,0.0,0.8635423366930588
12091,Oldenburg,53.143055,8.2127781,1400-1500,2000.0,2000.0,7.600902459542082,0.0,-0.21175212627526685,-0.19205294451690558,-0.3759063926764541,0.21175212627526685
12092,Osnabrueck,52.276669,8.0436115,1400-1500,5000.0,6000.0,8.517193191416238,0.18232155679395312,-0.4106753341364564,-0.2923936145902297,-0.4254483024317687,0.5929968909304095
12109,Salzgitter,52.046665,10.371944,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.13363213249546013,-0.11614815781829646,0.1982170143595546,0.13363213249546013
12118,Stade,53.601112,9.4758329,1400-1500,1000.0,2000.0,6.907755278982137,0.6931471805599454,-0.07551760372216054,-0.11614815781829646,0.33574619985955145,0.7686647842821059
12127,Verden,52.923332,9.2308331,1400-1500,1000.0,2000.0,6.907755278982137,0.6931471805599454,-0.08100063502460797,-0.11614815781829646,0.358394221668008,0.7741478155845534
12138,Wolfenbuettel,52.162777,10.536111,1400-1500,1000.0,2000.0,6.907755278982137,0.6931471805599454,-0.19114905025311635,-0.11614815781829646,0.03595088467103658,0.8842962308130617
13009,Beckum,51.755554,8.0424995,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.037540379656247236,-0.11614815781829646,0.36055634234075584,0.037540379656247236
13014,Bielefeld,52.020557,8.5319443,1400-1500,1000.0,2000.0,6.907755278982137,0.6931471805599454,-0.1443094501079818,-0.11614815781829646,0.22490858587441453,0.8374566306679272
13019,Bochum,51.482498,7.2169442,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.17490698368499458,-0.11614815781829646,0.09491855547964193,0.17490698368499458
13025,Bottrop,51.523613,6.9297223,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.1680040910379439,-0.11614815781829646,0.00045775512027837885,0.1680040910379439
13034,Coesfeld,51.944721,7.1666665,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.12310815541621412,-0.11614815781829646,0.24935380807576313,0.12310815541621412
13039,Dortmund,51.514168,7.4638891,1400-1500,9000.0,8000.0,9.104979856318357,-0.11778303565638382,-0.13229647441962888,-0.3567606389033636,0.029844354911871367,0.014513438763245068
13067,Hamm,51.678055,7.8169446,1400-1500,2000.0,2000.0,7.600902459542082,0.0,-0.13565080931351603,-0.19205294451690558,-0.5158740765658751,0.13565080931351603
13069,Hattingen,51.398888,7.1838889,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.07351591426825621,-0.11614815781829646,0.08271801943026977,0.07351591426825621
13073,Herford,52.115555,8.6733332,1400-1500,2000.0,2000.0,7.600902459542082,0.0,-0.054610859059102124,-0.19205294451690558,-0.09312123880807865,0.054610859059102124
13082,Ibbenbueren,52.275276,7.7147222,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.18303250575915642,-0.11614815781829646,0.018838371914270905,0.18303250575915642
13083,Iserlohn,51.374443,7.6991668,1400-1500,1000.0,2000.0,6.907755278982137,0.6931471805599454,-0.09115280156396977,-0.11614815781829646,0.18088943376084735,0.7842999821239152
13094,Lippstadt,51.671391,8.3466663,1400-1500,1000.0,3000.0,6.907755278982137,1.0986122886681091,-0.02531770389521215,-0.11614815781829646,0.26256911195463667,1.1239299925633213
13104,Minden,52.288055,8.914444,1400-1500,2000.0,4000.0,7.600902459542082,0.6931471805599454,-0.27390997137822515,-0.19205294451690558,-0.5091878512994762,0.9670571519381705
13105,Muenster,51.961666,7.6266665,1400-1500,11000.0,10000.0,9.305650551780507,-0.09531017980432388,-0.5279053347692293,-0.37873557692938475,-0.4169076320632603,0.4325951549649054
13117,Paderborn,51.719444,8.7572222,1400-1500,4000.0,4000.0,8.294049640102028,0.0,-0.37046297875885736,-0.2679577312155148,-0.42170101106390967,0.37046297875885736
13123,Recklinghausen,51.614445,7.1975002,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.04338971413956094,-0.11614815781829646,0.41436970408378615,0.04338971413956094
13125,Rheine,52.279167,7.438611,1400-1500,1000.0,1000.0,6.907755278982137,0.0,-0.1112684468374674,-0.11614815781829646,0.3121385975332501,0.1112684468374674
13137,Siegen,50.874443,8.0244446,1400-1500,2000.0,3000.0,7.600902459542082,0.4054651081081637,-0.2777783057493364,-0.19205294451690558,-0.5344691336979916,0.6832434138575001
