city_id,name,lat,lon,charter_year,market_year,match_km,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,cid
17028,Leutkirch,47.825001,10.024167,1293.0,1500.0,20.784422184948564,,,,,,1,0,1187
18001,Adenau,50.382221,6.9299998,1816.0,1601.0,33.72955269055868,,,,,,1,0,74
18003,Altenkirchen,50.686943,7.6455555,1314.0,1603.0,32.74046562334826,,,,,,1,0,1321
18006,Annweiler,49.202778,7.9661112,1219.0,1480.0,11.185072945599412,,,,,,1,0,1005
18008,Bad Duerkheim,49.460278,8.1691666,1359.0,1500.0,20.41101555468143,,,,,,1,0,1102
18010,Bad Kreuznach,49.844444,7.8616667,1290.0,1361.0,2.962219950566078,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,156
18012,Baumholder,49.615555,7.3366666,1835.0,1491.0,37.47089670908627,,,,,,1,0,893
18014,Bergzabern,49.100277,7.998889,1286.0,1286.0,8.587911849862813,,,,,,0,0,2190
18015,Bernkastel-Cues,49.915279,7.0752778,1291.0,1964.0,36.84713658775465,,,,,,1,0,2003
18019,Bitburg,49.975555,6.5247221,1262.0,1964.0,23.35022705846301,,,,,,0,0,1224
18024,Deidesheim,49.409168,8.1866665,1395.0,1964.0,20.21898904938163,,,,,,1,0,1836
18036,Hornbach,49.187222,7.3680553,1237.0,,7.102709941718313,,,,,,0,0,2247
18076,Pirmasens,49.197224,7.6080556,,,0.6617201974739026,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1512
19002,Dillingen,49.351387,6.7266665,1949.0,1613.0,3.878026412800848,0.0,0.0,0.0,0.0,0.0,1,0,1675
19003,Dudweiler,49.275555,7.0358334,1962.0,1852.0,6.48697672133309,,,,,,1,0,1674
20004,Bretten,49.036945,8.7066669,1282.0,1150.0,13.05400832253737,,,,,,0,0,318
20009,Ettlingen,48.941944,8.4058332,1227.0,1579.0,6.469567850418787,,,,,,1,0,908
20012,Gruensfeld,49.607498,9.7444448,1320.0,1359.0,25.22397833597852,,,,,,1,0,2204
21004,St. Blasien,47.761391,8.125556,1897.0,,31.8331143823317,,,,,,1,0,683
21009,Breisach,48.031113,7.5830555,1196.0,1493.0,1.7648993902998344,2000.0,2000.0,3000.0,2000.0,3000.0,1,0,299
21019,Freistett,48.664165,7.9397221,1746.0,1764.0,16.794340522010764,,,,,,1,0,1887
21028,Hauenstein,47.581944,8.1072226,1317.0,1551.0,38.90575106941726,,,,,,1,0,2245
21034,Kandern,47.714722,7.6627779,1810.0,1756.0,19.338051474388337,,,,,,1,0,186
21037,Konstanz,47.662498,9.1758337,900.0,900.0,0.9416499504176269,2000.0,2000.0,2000.0,1000.0,1000.0,1,0,957
21049,Muellheim,47.808056,7.6308331,1810.0,1622.0,23.387480243263127,,,,,,1,0,1285
22001,Abenberg,49.24139,10.963333,1350.0,1515.0,24.44961166170787,,,,,,1,0,1381
22006,Ansbach,49.302502,10.571667,1434.0,1438.0,3.2377063427397883,0.0,1000.0,1000.0,1000.0,2000.0,1,0,86
22011,Bad Berneck i. Fichtelgeb.,50.04361,11.666945,1350.0,1100.0,12.123129413991139,,,,,,1,0,194
22012,Bad Kissingen,50.199722,10.078889,1200.0,1328.0,21.51240189916806,,,,,,1,0,1744
22015,Baiersdorf,49.656944,11.031111,1715.0,1353.0,6.382265085281999,,,,,,1,0,630
22016,Bamberg,49.893612,10.886111,1306.0,1245.0,1.5756346772171876,4000.0,8000.0,8000.0,5000.0,7000.0,1,0,173
22032,Eichstaett,48.890835,11.185,1042.0,1199.0,2.7541126720648483,1000.0,2000.0,2000.0,1000.0,2000.0,1,0,601
22039,Fuerth,49.477222,10.989722,1818.0,1007.0,1.0669284981472018,1000.0,1000.0,1000.0,2000.0,2000.0,1,0,690
22134,Velden,49.612778,11.511111,1376.0,1250.0,31.598361851384258,,,,,,1,0,66
23001,Abensberg,48.815556,11.848333,1366.0,1313.0,29.239864459415042,,,,,,1,0,1604
23002,Aichach,48.459167,11.13,1204.0,1324.0,22.08903094910457,,,,,,1,0,137
23003,Altoetting,48.227779,12.678889,1898.0,1845.0,44.82388858241859,,,,,,1,0,1691
23008,Bad Aibling,47.863335,12.010278,1265.0,1229.0,44.186814583381086,,,,,,1,0,1282
23011,Bad Woerishofen,48.002777,10.5925,1949.0,,13.805020688182521,,,,,,1,0,912
23012,Baernau,49.809166,12.429722,1343.0,1343.0,39.28616858559011,,,,,,1,0,443
23016,Bogen,48.909168,12.693055,1952.0,1338.0,9.56272259187237,,,,,,1,0,1888
23027,Dingolfing,48.629444,12.496667,1274.0,1275.0,26.938826670126172,,,,,,1,0,1006
23028,Donauwoerth,48.718887,10.777778,1220.0,980.0,9.877732993515876,,,,,,1,0,801
23038,Freyung,48.808887,13.5475,1354.0,1525.0,26.07901693110241,,,,,,1,0,1468
23043,Garmisch-Partenkirchen,47.492222,11.086111,,1361.0,34.192366994435396,,,,,,1,0,858
23045,Geisenfeld,48.683887,11.611944,1282.0,1508.0,15.257345413145696,,,,,,1,0,857
23078,Lindau (Bodensee),47.546391,9.6841669,1274.0,,15.463489781876413,,,,,,0,0,566
23095,Neuburg a. d. Donau,48.734165,11.179444,1332.0,1900.0,0.46491929866311316,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,1315
23141,Tegernsee,47.708611,11.756945,1954.0,1500.0,42.14827736947409,,,,,,1,0,1743
