cid,city,country,lat,lon,elev,transport,in_hre,in_cne,pop800,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,charter_year,market_year,first_mention,legal_family,name_loc,in_stadtebuch,in_via,staple,water
549,Dieppe,France,49.93,1.08,7,north sea,False,True,0.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,1,0,,,,,,False,False,,1
550,Diest,Belgium,50.98,5.05,22,river north sea,True,True,0.0,1000.0,2000.0,6000.0,5000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
551,Digne-les-Bains,France,44.08,6.23,950,river mediterranean,False,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
552,Dijon,France,47.32,5.02,240,river mediterranean,False,True,2000.0,10000.0,17000.0,11000.0,13000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
554,Dinan,France,48.45,-2.03,76,river north sea,False,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
555,Dinant,Belgium,50.27,4.92,96,river north sea,True,True,2000.0,4000.0,5000.0,6000.0,5000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
556,Dinkelsbuehl,Germany,49.07,10.35,442,river black sea,True,True,0.0,1000.0,2000.0,4000.0,3000.0,1,0,0,0,0,0,0,1305.0,1300.0,700.0,,Dinkelsbuehl,True,False,,1
560,Doebeln,Germany,51.12,13.12,158,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,,1400.0,981.0,,Doebeln,True,True,0.0,1
561,Dole,France,47.1,5.5,196,river mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
565,Dordrecht,Netherlands,51.8,4.67,1,north sea + river,True,True,0.0,3000.0,8000.0,8000.0,10000.0,1,1,0,0,0,1,0,,,,,,False,True,1.0,1
566,Dornbirn,Austria,47.42,9.77,437,land black sea,True,True,0.0,1000.0,1000.0,1000.0,0.0,0,0,1,0,0,0,0,,,,,,False,False,,0
568,Dortmund,Germany,51.52,7.47,86,land north sea,True,True,0.0,4000.0,7000.0,9000.0,8000.0,0,0,1,0,0,1,0,1202.0,990.0,880.0,D03,Dortmund,True,True,0.0,0
569,Douai,France,50.37,3.07,26,river north sea,False,True,0.0,8000.0,10000.0,7000.0,10000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
570,Dour,Belgium,50.4,3.78,93,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
573,Draguignan,France,43.53,6.47,153,land mediterranean,False,True,0.0,3000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
575,Dresden,Germany,51.05,13.73,111,river north sea,True,True,0.0,1000.0,5000.0,4000.0,5000.0,1,0,0,0,0,1,0,,1434.0,1206.0,,Dresden,True,True,1.0,1
576,Dreux,France,48.73,1.37,75,land north sea,False,True,2000.0,4000.0,5000.0,3000.0,8000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
582,Dueren,Germany,50.8,6.5,125,river north sea,True,True,1000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,1361.0,775.0,,Dueren,True,True,0.0,1
583,Duesseldorf,Germany,51.2,6.78,37,river north sea,True,True,0.0,1000.0,2000.0,2000.0,2000.0,1,0,0,0,0,1,0,1288.0,1288.0,1135.0,,Duesseldorf,True,True,0.0,1
584,Duisburg,Germany,51.42,6.77,33,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,1129.0,1173.0,781.0,,Duisburg,True,True,1.0,1
585,Dunafoeldvar,Hungary,46.8,18.92,114,river black sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
588,Dunkerque,France,51.05,2.37,2,north sea,False,True,1000.0,3000.0,4000.0,3000.0,7000.0,0,1,0,0,0,1,0,,,,,,False,True,0.0,1
592,Ebersbach,Germany,51.0,14.58,382,river north sea,True,True,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,,,1306.0,,Ebersbach,True,True,0.0,1
593,Eboli,Italy,40.62,15.05,145,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
595,Edam,Netherlands,52.55,5.03,1,north sea,True,True,0.0,1000.0,2000.0,1000.0,4000.0,0,1,0,0,0,1,0,,,,,,False,True,0.0,1
596,Ede,Netherlands,52.03,5.67,30,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
599,Eeklo,Belgium,51.18,3.57,6,land north sea,True,True,0.0,1000.0,3000.0,2000.0,2000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
600,Eger,Hungary,47.9,20.37,185,river black sea,False,True,0.0,3000.0,4000.0,3000.0,1000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
601,Eichstaett,Germany,48.9,11.22,393,river black sea,True,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,0,1042.0,1199.0,799.0,,Eichstaett,True,False,,1
602,Eilenburg,Germany,51.45,12.62,106,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,1200.0,,961.0,,Eilenburg,True,True,0.0,1
603,Einbeck,Germany,51.82,9.87,112,land north sea,True,True,0.0,1000.0,2000.0,3000.0,7000.0,0,0,1,0,0,1,0,1203.0,,1134.0,,Einbeck,True,True,0.0,0
604,Eindhoven,Netherlands,51.43,5.47,17,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
605,Eisenach,Germany,50.98,10.32,215,river north sea,True,True,0.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,1080.0,1466.0,1500.0,,Eisenach,True,True,0.0,1
606,Eisenstadt,Austria,47.85,16.53,182,river black sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
607,Eisleben,Germany,51.52,11.53,114,river north sea,True,True,0.0,2000.0,4000.0,4000.0,9000.0,1,0,0,0,0,1,0,,,200.0,,Eisleben,True,True,0.0,1
610,Elberfeld,Germany,51.27,7.13,210,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,1176.0,,Wuppertal-Elberfeld,True,True,0.0,1
611,Elbeuf,France,49.28,1.0,2,river north sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
612,Elblag,Poland,54.17,19.42,10,baltic + river,False,True,0.0,2000.0,3000.0,5000.0,10000.0,1,1,0,0,1,0,0,1237.0,,1242.0,,Elbing,True,True,1.0,1
620,Emden,Germany,53.37,7.2,2,north sea + river,True,True,1000.0,2000.0,3000.0,2000.0,5000.0,1,1,0,0,0,1,0,1433.0,,800.0,,Emden,True,True,1.0,1
621,Emmerich,Germany,51.83,6.27,17,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,1233.0,,697.0,,Emmerich,True,True,0.0,1
623,Enghien,Belgium,50.7,4.03,104,land north sea,True,True,0.0,1000.0,2000.0,1000.0,5000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
624,Enkhuizen,Netherlands,52.7,5.28,1,north sea,True,True,0.0,0.0,1000.0,1000.0,4000.0,0,1,0,0,0,1,0,,,,,,False,True,1.0,1
625,Enna,Italy,37.57,14.28,804,land mediterranean,False,True,2000.0,7000.0,9000.0,12000.0,10000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
626,Enschede,Netherlands,52.22,6.88,42,land north sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
627,Epernay,France,49.05,3.95,68,river north sea,False,True,1000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
628,Epinal,France,48.18,6.45,315,river north sea,False,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
629,Erfurt,Germany,50.97,11.02,194,river north sea,True,True,1000.0,15000.0,16000.0,11000.0,19000.0,1,0,0,0,0,1,0,,1289.0,742.0,,Erfurt,True,True,1.0,1
630,Erlangen,Germany,49.6,11.02,279,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,1374.0,1374.0,400.0,,Erlangen,True,True,0.0,1
631,Eschweiler,Germany,50.82,6.27,135,river north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,830.0,,Eschweiler,True,True,0.0,1
633,Essen,Germany,51.47,7.02,116,land north sea,True,True,0.0,2000.0,1000.0,3000.0,3000.0,0,0,1,0,0,1,0,,1041.0,852.0,,Essen,True,True,0.0,0
634,Esslingen,Germany,48.75,9.32,241,river north sea,True,True,1000.0,4000.0,5000.0,10000.0,7000.0,1,0,0,0,0,1,0,1229.0,866.0,777.0,,Esslingen/Neckar,True,False,,1
635,Este,Italy,45.22,11.67,15,river mediterranean,False,True,0.0,1000.0,2000.0,1000.0,3000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
638,Esztergom,Hungary,47.8,18.75,105,river black sea,False,True,3000.0,4000.0,3000.0,2000.0,1000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
639,Etampes,France,48.43,2.15,66,river north sea,False,True,1000.0,3000.0,3000.0,2000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
640,Eu,France,50.05,1.42,2,river north sea,False,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
641,Eupen,Belgium,50.63,6.03,298,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
643,Evergem,Belgium,51.12,3.7,7,land north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,1,0,,,,,,False,True,0.0,0
645,Evreux,France,49.02,1.15,117,river north sea,False,True,2000.0,4000.0,5000.0,3000.0,3000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
647,Faenza,Italy,44.28,11.88,35,river mediterranean,False,True,3000.0,9000.0,12000.0,10000.0,11000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
648,Falaise,France,48.9,-0.2,154,land north sea,False,True,0.0,2000.0,2000.0,3000.0,3000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
650,Fano,Italy,43.83,13.02,12,med,False,True,1000.0,2000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
652,Fasano,Italy,40.83,17.37,111,land mediterranean,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
653,Favara,Italy,37.4,13.67,338,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
654,Fecamp,France,49.75,0.37,1,north sea,False,True,1000.0,2000.0,2000.0,1000.0,2000.0,0,1,0,0,0,1,0,,,,,,False,False,,1
657,Ferentino,Italy,41.68,13.25,395,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
658,Ferrara,Italy,44.83,11.58,9,river mediterranean,False,True,1000.0,12000.0,17000.0,11000.0,19000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
660,Figeac,France,44.53,2.03,170,river north sea,False,True,0.0,2000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
663,Firenze,Italy,43.77,11.25,50,river mediterranean,False,True,3000.0,15000.0,65000.0,55000.0,55000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
664,Flensburg,Germany,54.78,9.43,26,baltic,True,True,0.0,1000.0,2000.0,2000.0,3000.0,0,1,0,0,1,0,0,1284.0,,1100.0,,Flensburg,True,True,0.0,1
666,Foggia,Italy,41.45,15.57,64,land mediterranean,False,True,0.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
667,Foligno,Italy,42.95,12.7,234,river mediterranean,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
668,Fondi,Italy,41.35,13.42,8,land mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
669,Fontainebleau,France,48.4,2.7,42,land north sea,False,True,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
670,Fontenay le Comte,France,46.47,-0.8,2,land north sea,False,True,2000.0,3000.0,3000.0,2000.0,2000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
671,Forli,Italy,44.22,12.05,29,land mediterranean,False,True,3000.0,10000.0,14000.0,12000.0,11000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
672,Fossano,Italy,44.55,7.72,357,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,7000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
673,Fossombrone,Italy,43.7,12.8,118,river mediterranean,False,True,1000.0,2000.0,3000.0,2000.0,2000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
674,Fougeres,France,48.35,-1.2,62,land north sea,False,True,0.0,2000.0,3000.0,2000.0,4000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
676,Francavilla,Italy,40.32,17.58,140,med,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
677,Franeker,Netherlands,53.18,5.53,4,river north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
678,Frankenberg,Germany,50.9,13.02,262,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,1175.0,,Frankenberg/Sa,True,True,0.0,1
679,Frankenthal,Germany,50.1,8.67,96,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,12000.0,1,0,0,0,0,1,0,1297.0,1240.0,794.0,,Frankfurt,True,True,0.0,1
680,Frankfurt am Main,Germany,50.1,8.67,119,river north sea,True,True,2000.0,4000.0,13000.0,9000.0,12000.0,1,0,0,0,0,1,0,1297.0,1240.0,794.0,,Frankfurt,True,True,0.0,1
681,Frankfurt am Oder,Germany,52.33,14.55,23,river north sea,True,True,0.0,1000.0,5000.0,3000.0,11000.0,1,0,0,0,0,1,0,1253.0,1355.0,200.0,,Frankfurt (Oder),True,True,1.0,1
682,Freiberg,Germany,50.9,13.33,348,land north sea,True,True,0.0,1000.0,6000.0,4000.0,8000.0,0,0,1,0,0,1,0,1156.0,1190.0,1156.0,,Freiberg,True,True,1.0,0
683,Freiburg,Germany,47.98,7.85,273,river north sea,True,True,0.0,8000.0,10000.0,9000.0,6000.0,1,0,0,0,0,1,0,1120.0,1120.0,1091.0,,Freiburg/Br.,True,False,,1
684,Fribourg,Switzerland,46.8,7.15,610,river north sea,True,True,0.0,1000.0,1000.0,5000.0,5000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
686,Frosinone,Italy,41.63,13.32,291,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
690,Fuerth,Germany,49.47,10.98,304,river north sea,True,True,0.0,1000.0,1000.0,2000.0,2000.0,1,0,0,0,0,1,0,,1007.0,750.0,,Fuerth,True,True,0.0,1
691,Fulda,Germany,50.55,9.68,261,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,1150.0,1019.0,744.0,F06,Fulda,True,True,0.0,1
693,Gaeta,Italy,41.2,13.58,1,med,False,True,2000.0,4000.0,5000.0,4000.0,7000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
695,Gaillac,France,43.9,1.88,105,river north sea,False,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
698,Gallipoli,Italy,40.05,17.97,1,med,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
701,Gangi,Italy,37.68,14.17,1011,land mediterranean,False,True,0.0,0.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
702,Gap,France,44.57,6.08,630,land mediterranean,False,True,2000.0,4000.0,5000.0,3000.0,4000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
704,Gdansk,Poland,54.38,18.67,15,baltic,False,True,0.0,5000.0,9000.0,20000.0,30000.0,0,1,0,0,1,0,0,1224.0,1260.0,997.0,,Danzig,True,True,1.0,1
705,Gdynia,Poland,54.5,18.55,5,baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,,,,,,False,True,0.0,1
706,Gela,Italy,37.07,14.25,46,med,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
708,Gelsenkirchen,Germany,51.52,7.1,48,land north sea,True,True,0.0,1000.0,1000.0,1000.0,0.0,0,0,1,0,0,1,0,1277.0,,1100.0,,Gelsenkirchen,True,True,0.0,0
709,Geneve,Switzerland,46.2,6.15,406,river mediterranean,True,True,1000.0,3000.0,4000.0,8000.0,12000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
710,Genova,Italy,44.42,8.95,105,med,False,True,7000.0,29000.0,85000.0,55000.0,58000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
711,Gent,Belgium,51.05,3.72,4,river north sea,True,True,2000.0,25000.0,64000.0,64000.0,45000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
712,Gentilly,France,48.82,2.35,42,land north sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
713,Gera,Germany,50.7,12.18,194,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,1487.0,,1106.0,G08,Gera,True,True,0.0,1
714,Geraardsbergen,Belgium,50.77,3.87,32,river north sea,True,True,0.0,2000.0,4000.0,3000.0,5000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
717,Gibellina,Italy,37.78,12.98,233,land mediterranean,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
719,Giessen,Germany,50.58,8.7,159,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,1248.0,1400.0,1197.0,,Giessen,True,True,0.0,0
722,Gioia del Colle,Italy,40.77,16.93,360,land mediterranean,False,True,2000.0,3000.0,4000.0,3000.0,4000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
723,Giovinazzo,Italy,41.18,16.67,18,med,False,True,2000.0,3000.0,3000.0,2000.0,9000.0,0,1,0,0,0,0,1,,,,,,False,False,,1
724,Giugliano in Campania,Italy,40.93,14.2,103,land mediterranean,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
726,Givors,France,45.58,4.77,233,river mediterranean,False,True,0.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
729,Glauchau,Germany,50.82,12.53,266,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,1558.0,,1180.0,,Glauchau,True,True,0.0,0
730,Gliwice,Poland,50.28,18.67,200,river baltic,False,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,1,0,0,,,1276.0,,Gleiwitz,True,True,0.0,1
731,Glogow,Poland,51.67,16.08,232,river baltic,False,True,0.0,2000.0,3000.0,2000.0,9000.0,1,0,0,0,1,0,0,1253.0,,1010.0,G11,Glogau,True,True,1.0,1
733,Glueckstadt,Germany,53.78,9.42,2,north sea + river,True,True,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,1,0,,,1616.0,,Glueckstadt,True,True,1.0,1
735,Gmunden,Austria,47.92,13.8,425,river black sea,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
736,Gniezno,Poland,52.53,17.6,120,land baltic,False,True,0.0,4000.0,5000.0,4000.0,3000.0,0,0,1,0,1,0,0,,,,,,False,True,1.0,0
737,Goeppingen,Germany,48.7,9.67,323,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,,,1110.0,,Goeppingen,True,False,,1
738,Goerlitz,Germany,51.15,14.99,201,river baltic,True,True,0.0,2000.0,5000.0,8000.0,8000.0,1,0,0,0,1,0,0,1215.0,,1071.0,,Goerlitz,True,True,1.0,1
739,Goes,Netherlands,51.5,3.9,1,river north sea,True,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
741,Goettingen,Germany,51.53,9.95,150,land north sea,True,True,0.0,4000.0,8000.0,5000.0,7000.0,0,0,1,0,0,1,0,1200.0,,953.0,,Goettingen,True,True,0.0,0
742,Gorinchem,Netherlands,51.83,4.98,2,river north sea,True,True,0.0,2000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
743,Gorizia,Italy,45.95,13.63,93,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
745,Gorzow Wielkopolski,Poland,52.7,15.2,19,river baltic,False,True,0.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,1267.0,1481.0,1257.0,,Landsberg (Warthe),True,True,1.0,1
746,Goslar,Germany,51.9,10.42,406,river north sea,True,True,0.0,4000.0,9000.0,6000.0,12000.0,1,0,0,0,0,1,0,1219.0,,1005.0,G03,Goslar,True,True,0.0,1
748,Gotha,Germany,50.95,10.72,290,land north sea,True,True,1000.0,4000.0,5000.0,3000.0,3000.0,0,0,1,0,0,1,0,1180.0,1529.0,775.0,,Gotha,True,True,0.0,0
749,Gouda,Netherlands,52.02,4.72,-2,river north sea,True,True,0.0,1000.0,2000.0,4000.0,11000.0,1,0,0,0,0,1,0,,,,,,False,True,0.0,1
750,Gragnano,Italy,40.68,14.52,141,land mediterranean,False,True,0.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
751,Grammichele,Italy,37.22,14.63,520,land mediterranean,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,1,,,,,,False,False,,0
753,Granville,France,48.83,-1.58,1,north sea,False,True,0.0,1000.0,2000.0,1000.0,1000.0,0,1,0,0,0,1,0,,,,,,False,False,,1
754,Grasse,France,43.67,6.92,80,land mediterranean,False,True,1000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
756,Gravina,Italy,40.82,16.42,379,land mediterranean,False,True,3000.0,5000.0,6000.0,4000.0,10000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
757,Gray,France,47.45,5.58,187,river mediterranean,False,True,0.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
758,Graz,Austria,47.08,15.37,366,river black sea,True,True,0.0,2000.0,5000.0,3000.0,5000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
762,Greifswald,Germany,54.08,13.38,7,baltic + river,True,True,0.0,1000.0,8000.0,5000.0,2000.0,1,1,0,0,1,0,0,1250.0,1200.0,1193.0,G04,Greifswald,True,True,1.0,1
763,Grenoble,France,45.17,5.72,215,river mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,2000.0,1,0,0,0,0,0,1,,,,,,False,False,,1
764,Grimma,Germany,51.23,12.72,128,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,1220.0,1361.0,1170.0,,Grimma,True,True,0.0,1
767,Groningen,Netherlands,53.22,6.55,1,river north sea,True,True,0.0,3000.0,4000.0,5000.0,14000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
768,Grossenhain,Germany,51.28,13.52,115,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,1464.0,1378.0,1205.0,,Grossenhain,True,True,1.0,1
770,Grudziadz,Poland,53.48,18.75,50,river baltic,False,True,0.0,2000.0,3000.0,2000.0,3000.0,1,0,0,0,1,0,0,,,,,,False,True,0.0,1
773,Gubbio,Italy,43.35,12.58,522,land mediterranean,False,True,2000.0,3000.0,3000.0,2000.0,3000.0,0,0,1,0,0,0,1,,,,,,False,False,,0
774,Gubin,Poland,51.98,14.7,45,river baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,1,0,0,1235.0,1354.0,-1400.0,,Guben,True,True,0.0,1
775,Guerande,France,47.33,-2.43,1,north sea,False,True,1000.0,4000.0,5000.0,3000.0,4000.0,0,1,0,0,0,1,0,,,,,,False,False,,1
776,Guestrow,Germany,53.8,12.17,13,river baltic,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,1,0,0,1219.0,1504.0,1226.0,,Guestrow,True,True,0.0,1
779,Guingamp,France,48.55,-3.18,62,river north sea,False,True,0.0,3000.0,5000.0,3000.0,4000.0,1,0,0,0,0,1,0,,,,,,False,False,,1
781,Gyoengyoes,Hungary,47.78,19.93,172,land black sea,False,True,0.0,0.0,0.0,1000.0,1000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
782,Gyoer,Hungary,47.7,17.63,104,river black sea,False,True,2000.0,3000.0,4000.0,3000.0,1000.0,1,0,0,0,0,0,0,,,,,,False,False,,1
783,Gyula,Hungary,46.65,21.27,87,land black sea,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
784,Haarlem,Netherlands,52.38,4.63,-1,river north sea,True,True,0.0,3000.0,5000.0,8000.0,12000.0,1,0,0,0,0,1,0,,,,,,False,True,1.0,1
785,Hagen,Germany,51.37,7.48,106,land north sea,True,True,0.0,0.0,0.0,0.0,1000.0,0,0,1,0,0,1,0,,,1075.0,,Hagen,True,True,0.0,0
786,Haguenau,France,48.82,7.78,150,land north sea,False,True,0.0,2000.0,6000.0,4000.0,6000.0,0,0,1,0,0,1,0,,,,,,False,False,,0
787,Hajduboeszoermeny,Hungary,47.68,21.5,128,land black sea,False,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
788,Hajdunanas,Hungary,47.45,21.42,98,land black sea,False,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
789,Hajduszoboszlo,Hungary,47.65,21.5,96,land black sea,False,True,0.0,1000.0,2000.0,1000.0,2000.0,0,0,1,0,0,0,0,,,,,,False,False,,0
790,Halberstadt,Germany,51.9,11.07,120,river north sea,True,True,1000.0,8000.0,6000.0,4000.0,10000.0,1,0,0,0,0,1,0,1105.0,989.0,989.0,H07,Halberstadt,True,True,0.0,1
793,Halle,Germany,51.48,11.97,105,river north sea,True,True,1000.0,3000.0,4000.0,3000.0,7000.0,1,0,0,0,0,1,0,1175.0,1469.0,500.0,,Halle a. d. S.,True,True,0.0,1
794,Hamburg,Germany,53.55,9.98,3,north sea + river,True,True,1000.0,2000.0,5000.0,8000.0,30000.0,1,1,0,0,0,1,0,1215.0,900.0,811.0,H02,Hamburg,True,True,1.0,1
