id,cid,lat,lon,match_dist_km,city,country,closeness,betw_topo,node_idx,city_w,country_w,lat_w,lon_w,elev,transport,in_hre,in_cne,pop1100,pop1200,pop1300,pop1400,pop1500,on_river,on_coast,inland,atlantic,baltic,northsea,medit,logMA1200,logMA1300,logMA1400,logMA1500,log_betw,closeness_z,lpop1200,lpop1500,g
11958,1202.0,51.500037,3.673561,3.7075233753330377,Middelburg,Netherlands,0.0031155024055123,0.0,16,Middelburg,Netherlands,51.5,3.62,1,north sea + river,True,True,1000.0,3000.0,8000.0,5000.0,7000.0,1,1,0,0,0,1,0,12.236161245599055,12.788897836850587,12.76281030680509,13.147506371428344,0.0,0.31085228534104925,8.006367567650246,8.85366542803745,0.8472978603872043
10318,1737.0,50.721343,10.451045,1.4890287813725378,Schmalkalden,Germany,0.0029532885658877,264.0,17,Schmalkalden,Germany,50.72,10.43,295,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,11.762240036207713,12.137485310732528,11.980092881623449,12.430811837573776,5.579729825986222,0.07949601736340758,7.600902459542082,6.907755278982137,-0.6931471805599454
11006,229.0,52.513976,13.405676,0.7721347814984091,Berlin,Germany,0.0034557389239819,0.0,18,Berlin,Germany,52.52,13.4,35,river north sea,True,True,2000.0,3000.0,4000.0,5000.0,9000.0,1,0,0,0,0,1,0,11.862753829452657,12.266589780393318,12.17490700047161,12.637112211173806,0.0,0.7961120592604581,8.006367567650246,9.104979856318357,1.098612288668111
0,741.0,51.532781,9.935188,1.0702370312314582,Goettingen,Germany,0.00326650322124,0.0,19,Goettingen,Germany,51.53,9.95,150,land north sea,True,True,2000.0,4000.0,8000.0,5000.0,7000.0,0,0,1,0,0,1,0,11.940373185311332,12.314978677616496,12.180840817750164,12.62498815129032,0.0,0.5262160623725762,8.294049640102028,8.85366542803745,0.5596157879354227
8468,903.0,52.526845,5.967086,5.216807171223239,Kampen,Netherlands,0.0034322065169875,0.0,20,Kampen,Netherlands,52.55,5.9,1,north sea + river,True,True,0.0,1000.0,2000.0,5000.0,7000.0,1,1,0,0,0,1,0,12.247553705166792,12.728114850400349,12.675864960479986,13.088453950101995,0.0,0.7625491408845976,6.907755278982137,8.85366542803745,1.9459101490553135
5224,1314.0,53.557107,13.261152,1.080374263711333,Neubrandenburg,Germany,0.0026356721638888,14.0,21,Neubrandenburg,Germany,53.55,13.25,18,river baltic,True,True,1000.0,1000.0,2000.0,1000.0,2000.0,1,0,0,0,1,0,0,11.281459521781755,11.737543915854541,11.652543038226703,12.080820464068331,2.70805020110221,-0.3735019856738633,6.907755278982137,7.600902459542082,0.6931471805599454
11895,749.0,52.001605,4.774255,4.2394044165504745,Gouda,Netherlands,0.003275176747471,0.0,22,Gouda,Netherlands,52.02,4.72,-2,river north sea,True,True,0.0,1000.0,2000.0,4000.0,11000.0,1,0,0,0,0,1,0,12.294736065616007,12.817271570415635,12.78295643394268,13.18131722260703,0.0,0.5385866138844217,6.907755278982137,9.305650551780507,2.3978952727983707
7520,1124.0,52.121847,11.630887,0.2141195420403779,Magdeburg,Germany,0.0036383338573303,0.0,23,Magdeburg,Germany,52.12,11.63,42,river north sea,True,True,8000.0,16000.0,15000.0,10000.0,18000.0,1,0,0,0,0,1,0,11.999521447171931,12.390920154917172,12.312304047292143,12.76925604068602,0.0,1.0565367087778823,9.680344001221918,9.798127036878302,0.11778303565638382
17598,623.0,50.693516,4.039493,0.9833042667785464,Enghien,Belgium,0.0026433125132326,0.0,24,Enghien,Belgium,50.7,4.03,104,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,5000.0,0,0,1,0,0,1,0,11.890379692365173,12.464649693037087,12.432185278841889,12.802476867989606,0.0,-0.3626049949219166,6.907755278982137,8.517193191416238,1.6094379124341014
11861,595.0,52.512613,5.04934,4.358229272217159,Edam,Netherlands,0.0031336388535263,0.0,25,Edam,Netherlands,52.55,5.03,1,north sea,True,True,0.0,1000.0,2000.0,1000.0,4000.0,0,1,0,0,0,1,0,12.198425335999238,12.716616114048763,12.692432762207398,13.101539748402962,0.0,0.3367192578299569,6.907755278982137,8.294049640102028,1.3862943611198908
132,1404.0,53.77672,20.476163,1.6081461029485171,Olsztyn,Poland,0.0015120688383694,0.0,26,Olsztyn,Poland,53.78,20.5,90,river baltic,False,True,0.0,0.0,0.0,1000.0,1000.0,1,0,0,0,1,0,0,9.374561812038108,9.938429676886102,10.192057864978935,10.61845072970856,0.0,-1.9760327726956477,,6.907755278982137,
1521,565.0,51.81514,4.667133,1.6949938134932103,Dordrecht,Netherlands,0.0032786001759695,0.0,27,Dordrecht,Netherlands,51.8,4.67,1,north sea + river,True,True,1000.0,3000.0,8000.0,8000.0,10000.0,1,1,0,0,0,1,0,12.302075698125812,12.823108159781745,12.791923574897691,13.198196318274112,0.0,0.5434692530164106,8.006367567650246,9.210340371976184,1.2039728043259377
626,466.0,50.346983,18.923447,5.553969352767395,Chorzow,Poland,0.0015962518203235,436.0,28,Chorzow,Poland,50.3,18.95,319,land baltic,False,True,0.0,0.0,0.0,0.0,0.0,0,0,1,0,1,0,0,9.560659479066377,10.02076865377573,10.01828527985043,10.429545981923265,6.07993319509559,-1.8559674282268759,,,
50,603.0,51.81823,9.86698,0.2860513212680735,Einbeck,Germany,0.0033327899212416,0.0,29,Einbeck,Germany,51.82,9.87,112,land north sea,True,True,0.0,1000.0,2000.0,3000.0,7000.0,0,0,1,0,0,1,0,11.986214052628892,12.367197645501143,12.226836496004601,12.661507215421482,0.0,0.6207569693902167,6.907755278982137,8.85366542803745,1.9459101490553135
64,621.0,51.875076,6.243247,5.33843068214911,Emmerich,Germany,0.0033607063313442,0.0,30,Emmerich,Germany,51.83,6.27,17,river north sea,True,True,2000.0,2000.0,3000.0,2000.0,4000.0,1,0,0,0,0,1,0,12.317388907063043,12.807434109446481,12.766684692962503,13.163074095405156,0.0,0.6605725392060701,7.600902459542082,8.294049640102028,0.6931471805599454
65,331.0,50.776489,6.083815,0.4736751283192175,Burscheid,Germany,0.0027505664448626,0.0,31,Burscheid,Germany,50.78,6.08,195,land north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,0,1,0,0,1,0,11.949923261159743,12.448309922414367,12.399477306936227,12.790688068335228,0.0,-0.20963488210496503,6.907755278982137,6.907755278982137,0.0
69,2.0,50.938341,4.039006,1.1218355774514877,Aalst,Belgium,0.0029830080956335,910.0,32,Aalst,Belgium,50.93,4.03,17,river north sea,True,True,2000.0,3000.0,4000.0,4000.0,5000.0,1,0,0,0,0,1,0,12.155654046767493,12.727792385653048,12.694420576091776,13.077305460867144,6.814542897259958,0.12188327300047862,8.006367567650246,8.517193191416238,0.5108256237659923
244,69.0,52.156362,5.389577,1.003049947347642,Amersfoort,Netherlands,0.0030828383765891,152.0,33,Amersfoort,Netherlands,52.15,5.4,3,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,7000.0,1,0,0,0,0,1,0,12.152145154278237,12.670520699862706,12.643187805656579,13.045998855656485,5.030437921392435,0.2642654599118871,7.600902459542082,8.85366542803745,1.252762968495368
322,121.0,51.755573,11.455672,0.7324325147543669,Aschersleben,Germany,0.0034259309955757,178.0,34,Aschersleben,Germany,51.75,11.45,114,land north sea,True,True,1000.0,2000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,11.989433813181462,12.34471125471909,12.239690709107466,12.707636223621089,5.187385805840755,0.7535987256992612,7.600902459542082,6.907755278982137,-0.6931471805599454
296,114.0,51.978705,5.910977,0.634540948727431,Arnhem,Netherlands,0.0034402845965149,0.0,35,Arnhem,Netherlands,51.98,5.92,13,river north sea,True,True,2000.0,2000.0,2000.0,3000.0,6000.0,1,0,0,0,0,1,0,12.350343633592951,12.849122031959787,12.808303810480233,13.208996051161925,0.0,0.7740704410166394,7.600902459542082,8.699514748210191,1.0986122886681091
317,120.0,49.974495,9.146622,0.6580662588873177,Aschaffenburg,Germany,0.0028203523507939,8.0,36,Aschaffenburg,Germany,49.98,9.15,138,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,1,0,0,0,0,1,0,12.008836787751209,12.468719960657172,12.381277610771829,12.764666411948365,2.1972245773362196,-0.11010325896437198,6.907755278982137,6.907755278982137,0.0
476,191.0,51.181365,14.423985,3.907445056634742,Bautzen,Germany,0.0027495184286486,840.0,37,Bautzen,Germany,51.18,14.48,205,river north sea,True,True,3000.0,7000.0,3000.0,5000.0,5000.0,1,0,0,0,0,1,0,11.442905359275656,11.85222717261685,11.81738569418388,12.24184403383448,6.734591659972948,-0.21112960734303515,8.85366542803745,8.517193191416238,-0.33647223662121206
479,194.0,49.944915,11.57351,0.7316795190480714,Bayreuth,Germany,0.0024084485184303,290.0,38,Bayreuth,Germany,49.95,11.58,343,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,11.19949054188715,11.597274356836147,11.465763671436573,11.976706273673631,5.673323267171493,-0.6975779999720977,6.907755278982137,7.600902459542082,0.6931471805599454
485,200.0,51.754833,8.040517,0.9016173926421448,Beckum,Germany,0.0033081352637726,896.0,39,Beckum,Germany,51.75,8.03,100,land north sea,True,True,1000.0,1000.0,2000.0,1000.0,1000.0,0,0,1,0,0,1,0,12.221751098715618,12.665399768543974,12.587192707215825,12.979387842509087,6.799055862058796,0.5855934497207771,6.907755278982137,6.907755278982137,0.0
565,225.0,51.494526,4.287204,0.7868864063686835,Bergen op Zoom,Netherlands,0.0031543138405101,0.0,40,Bergen op Zoom,Netherlands,51.5,4.28,10,north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,0,1,0,0,0,1,0,12.257782318412554,12.810114389489508,12.77779017394712,13.172466086070905,0.0,0.3662068024200355,6.907755278982137,6.907755278982137,0.0
586,232.0,51.798839,11.735776,0.4176394734458499,Bernburg,Germany,0.0035346634624221,218.0,41,Bernburg,Germany,51.8,11.73,85,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,3000.0,1,0,0,0,0,1,0,12.041609991940135,12.399698011008292,12.302910816865946,12.76428283277702,5.389071729816501,0.9086775882414608,7.600902459542082,8.006367567650246,0.4054651081081637
652,242.0,52.020467,8.531712,0.803104385234767,Bielefeld,Germany,0.0034512002394446,1226.0,42,Bielefeld,Germany,52.02,8.52,118,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,12.133638637907419,12.549382227801136,12.44268200163338,12.850391926802319,7.112327444710911,0.7896387945963113,6.907755278982137,7.600902459542082,0.6931471805599454
11862,50.0,52.630722,4.749201,1.298367388034401,Alkmaar,Netherlands,0.0031428359169923,0.0,43,Alkmaar,Netherlands,52.63,4.73,3,river north sea,True,True,1000.0,2000.0,3000.0,2000.0,5000.0,1,0,0,0,0,1,0,12.202906123932024,12.725035513584983,12.701166471189154,13.11085230813713,0.0,0.34983650038319036,7.600902459542082,8.517193191416238,0.916290731874156
1750,612.0,54.158416,19.396069,2.0214580725956015,Elblag,Poland,0.001931180133679,0.0,44,Elblag,Poland,54.17,19.42,10,baltic + river,False,True,1000.0,2000.0,3000.0,5000.0,10000.0,1,1,0,0,1,0,0,10.269699241644147,10.832209764562602,11.058149915235292,11.465330472733532,0.0,-1.3782784419030265,7.600902459542082,9.210340371976184,1.6094379124341014
928,293.0,52.413985,12.553797,2.24143713781715,Brandenburg,Germany,0.0035975051368796,0.0,45,Brandenburg,Germany,52.4,12.53,29,river north sea,True,True,2000.0,2000.0,1000.0,2000.0,5000.0,1,0,0,0,0,1,0,11.9602297579122,12.359842463003243,12.26857769101496,12.730423731172383,0.0,0.9983050535033597,7.600902459542082,8.517193191416238,0.916290731874156
942,297.0,52.262815,10.517142,1.841712930936054,Braunschweig,Germany,0.00363075267757,144.0,46,Braunschweig,Germany,52.25,10.5,71,river north sea,True,True,3000.0,11000.0,12000.0,18000.0,18000.0,1,0,0,0,0,1,0,12.054401954974466,12.44886749467727,12.31724394068279,12.792164249503086,4.976733742420574,1.0457241081991044,9.305650551780507,9.798127036878302,0.49247648509779474
949,298.0,51.588294,4.776283,1.0193133301791086,Breda,Netherlands,0.0031669099127461,0.0,47,Breda,Netherlands,51.58,4.77,3,river north sea,True,True,1000.0,1000.0,2000.0,1000.0,6000.0,1,0,0,0,0,1,0,12.249672803798171,12.786624672554977,12.757342292549525,13.147948784669582,0.0,0.3841718556512629,6.907755278982137,8.699514748210191,1.7917594692280545
989,321.0,50.861908,17.470135,1.6752202363079554,Brzeg,Poland,0.0020135282823649,872.0,48,Brzeg,Poland,50.87,17.45,134,river baltic,False,True,0.0,0.0,1000.0,1000.0,2000.0,1,0,0,0,1,0,0,10.433496209941957,10.860302055362306,10.85641694740322,11.271294616512963,6.771935555839602,-1.260830014574459,,7.600902459542082,
991,1117.0,51.902257,4.164831,5.430928098943549,Maassluis,Netherlands,0.0032076554929407,0.0,49,Maassluis,Netherlands,51.93,4.23,4,north sea + river,True,True,0.0,0.0,1000.0,1000.0,1000.0,1,1,0,0,0,1,0,12.277493631365365,12.809727166042896,12.780278800559136,13.183858718855907,0.0,0.442284932761219,,6.907755278982137,
1127,325.0,52.270597,11.858961,1.2103376316866308,Burg,Germany,0.0035891298178324,0.0,50,Burg,Germany,52.28,11.85,54,river north sea,True,True,2000.0,2000.0,2000.0,1000.0,2000.0,1,0,0,0,0,1,0,12.02778872772728,12.398351981329446,12.311544598176022,12.775036834393624,0.0,0.9863598177431647,7.600902459542082,7.600902459542082,0.0
1177,417.0,52.624105,10.081862,0.4734449480363879,Celle,Germany,0.0037330647391408,0.0,51,Celle,Germany,52.62,10.08,40,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,12.142218402336827,12.534684524936445,12.432502366951704,12.883396187282758,0.0,1.1916459160355881,6.907755278982137,6.907755278982137,0.0
1238,482.0,50.258278,10.964611,0.9970280775445602,Coburg,Germany,0.002552489416751,154.0,52,Coburg,Germany,50.25,10.97,292,river north sea,True,True,1000.0,2000.0,3000.0,4000.0,3000.0,1,0,0,0,0,1,0,11.416968979626638,11.785374785805292,11.611650378499906,12.116850188475356,5.043425116919247,-0.49214075276344277,7.600902459542082,8.006367567650246,0.4054651081081637
1251,513.0,51.760836,14.335247,4.652999241084083,Cottbus,Germany,0.0027692826616135,2.0,53,Cottbus,Germany,51.72,14.35,75,river north sea,True,True,0.0,1000.0,1000.0,2000.0,3000.0,1,0,0,0,0,1,0,11.393581568940077,11.812353809905932,11.76207614131231,12.200551437786055,1.0986122886681098,-0.1829410188182706,6.907755278982137,8.006367567650246,1.0986122886681091
2194,719.0,50.586324,8.674582,1.9274686323968584,Giessen,Germany,0.0028709476905776,440.0,54,Giessen,Germany,50.58,8.7,159,land north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,0,0,1,0,0,1,0,11.87636912570939,12.315769336046607,12.202906703516481,12.591688971550056,6.089044875446846,-0.03794203636766355,6.907755278982137,7.600902459542082,0.6931471805599454
1333,704.0,54.349211,18.650284,3.654098622909447,Gdansk,Poland,0.0019210442142754,0.0,55,Gdansk,Poland,54.38,18.67,15,baltic,False,True,2000.0,5000.0,9000.0,20000.0,30000.0,0,1,0,0,1,0,0,10.160525854493306,10.700642112757885,10.793693430877775,11.235633818212646,0.0,-1.3927347206716318,8.517193191416238,10.308952660644293,1.7917594692280545
1374,542.0,52.011187,4.358343,1.3687641697250514,Delft,Netherlands,0.0032180391054485,248.0,56,Delft,Netherlands,52.0,4.35,2,river north sea,True,True,1000.0,5000.0,6000.0,7000.0,12000.0,1,0,0,0,0,1,0,12.256082659279413,12.794444404218638,12.762887729312387,13.165404078103327,5.517452896464707,0.45709448195560354,8.517193191416238,9.392661928770137,0.8754687373538985
1737,605.0,50.974621,10.319604,0.5987605501912201,Eisenach,Germany,0.0031670843083645,526.0,57,Eisenach,Germany,50.98,10.32,215,river north sea,True,True,0.0,1000.0,2000.0,1000.0,4000.0,1,0,0,0,0,1,0,11.907681318439368,12.278104930755754,12.12500028666168,12.564634450211358,6.267200548541362,0.3844205860895413,6.907755278982137,8.294049640102028,1.3862943611198908
1401,547.0,51.835326,12.246898,1.3034404735224976,Dessau,Germany,0.0034703318921026,0.0,58,Dessau,Germany,51.83,12.23,60,river north sea,True,True,0.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,12.006574448924104,12.366777044104646,12.276293641525406,12.73275184447329,0.0,0.816925170219024,6.907755278982137,7.600902459542082,0.6931471805599454
1417,548.0,52.251815,6.160268,0.6925562312842332,Deventer,Netherlands,0.0034733660248296,0.0,59,Deventer,Netherlands,52.25,6.17,7,river north sea,True,True,4000.0,6000.0,6000.0,5000.0,7000.0,1,0,0,0,0,1,0,12.293974741442089,12.79133116374927,12.753162070151582,13.161456794753482,0.0,0.8212525791866688,8.699514748210191,8.85366542803745,0.15415067982725894
1467,560.0,51.122234,13.123306,0.3390408106747327,Doebeln,Germany,0.0027313059846178,0.0,60,Doebeln,Germany,51.12,13.12,158,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,2000.0,1,0,0,0,0,1,0,11.526215961031099,11.89152236689115,11.827743918285238,12.270268150973564,0.0,-0.23710496857897367,6.907755278982137,7.600902459542082,0.6931471805599454
250,71.0,52.373074,4.89257,0.6093197704074962,Amsterdam,Netherlands,0.0032116636205176,2010.0,61,Amsterdam,Netherlands,52.37,4.9,2,north sea,True,True,0.0,1000.0,1000.0,3000.0,12000.0,0,1,0,0,0,1,0,12.246449847164554,12.764811049587264,12.731443325992503,13.12997278017238,7.606387389772652,0.44800149455345445,6.907755278982137,9.392661928770137,2.484906649788
1545,568.0,51.514287,7.466708,0.6748626715020372,Dortmund,Germany,0.0031139201834927,602.0,62,Dortmund,Germany,51.52,7.47,86,land north sea,True,True,3000.0,4000.0,7000.0,9000.0,8000.0,0,0,1,0,0,1,0,12.177549510422788,12.639498044384352,12.569950160837099,12.967221704202224,6.401917196727186,0.30859565309306175,8.294049640102028,8.987196820661973,0.6931471805599454
1570,575.0,51.049734,13.737918,0.5542745314886587,Dresden,Germany,0.0031283420613517,2710.0,63,Dresden,Germany,51.05,13.73,111,river north sea,True,True,0.0,1000.0,5000.0,4000.0,5000.0,1,0,0,0,0,1,0,11.81487848179031,12.159448001506032,12.111218427196697,12.548392414972572,7.905072849498666,0.32916474785346733,6.907755278982137,8.517193191416238,1.6094379124341014
8844,1896.0,52.085174,15.625421,1.6896645063505171,Sulechow,Poland,0.0026973018857112,0.0,64,Sulechow,Poland,52.1,15.62,85,land baltic,False,True,0.0,0.0,1000.0,1000.0,1000.0,0,0,1,0,1,0,0,11.308164185824415,11.730588606806148,11.661238904714278,12.11865227457252,0.0,-0.285603058736877,,6.907755278982137,
1639,583.0,51.225891,6.772236,2.929306308532732,Duesseldorf,Germany,0.0032260362131735,0.0,65,Duesseldorf,Germany,51.2,6.78,37,river north sea,True,True,1000.0,1000.0,2000.0,2000.0,2000.0,1,0,0,0,0,1,0,12.30288018834058,12.769921217778105,12.712334747331807,13.097490130742898,0.0,0.46850029666384857,6.907755278982137,7.600902459542082,0.6931471805599454
1721,602.0,51.459806,12.633292,1.4272871596086492,Eilenburg,Germany,0.0030638691872167,82.0,66,Eilenburg,Germany,51.45,12.62,106,river north sea,True,True,1000.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,11.783100794177162,12.135067323675726,12.051261203906012,12.50811833706417,4.418840607796598,0.23721079632759676,6.907755278982137,6.907755278982137,0.0
1728,604.0,51.439449,5.478408,1.201513818152678,Eindhoven,Netherlands,0.0029336978688545,0.0,67,Eindhoven,Netherlands,51.43,5.47,17,river north sea,True,True,0.0,1000.0,1000.0,1000.0,1000.0,1,0,0,0,0,1,0,12.054420792183427,12.571985628179654,12.537899667833337,12.9421581776174,0.0,0.051554933155235655,6.907755278982137,6.907755278982137,0.0
1741,607.0,51.528307,11.546615,1.474633690259544,Eisleben,Germany,0.0033327881447904,808.0,68,Eisleben,Germany,51.52,11.53,114,river north sea,True,True,2000.0,2000.0,4000.0,4000.0,9000.0,1,0,0,0,0,1,0,11.947372913651089,12.291038184023966,12.171403456979379,12.631899156851237,6.695798917058491,0.6207544357400617,7.600902459542082,9.104979856318357,1.5040773967762746
1790,620.0,53.366864,7.206328,0.5457682671912132,Emden,Germany,0.0036648327207404,482.0,69,Emden,Germany,53.37,7.2,2,north sea + river,True,True,2000.0,2000.0,3000.0,2000.0,5000.0,1,1,0,0,0,1,0,12.20421942273487,12.658676030685175,12.59490668657582,13.019587555751919,6.180016653652572,1.0943305132917127,7.600902459542082,8.517193191416238,0.916290731874156
1811,624.0,52.704595,5.2937,1.0550687917560249,Enkhuizen,Netherlands,0.002931838453574,0.0,70,Enkhuizen,Netherlands,52.7,5.28,1,north sea,True,True,0.0,0.0,1000.0,1000.0,4000.0,0,1,0,0,0,1,0,12.056360316022214,12.573006742531565,12.546033392577174,12.955983364403272,0.0,0.048902956104987495,,8.294049640102028,
1826,629.0,50.977868,11.028775,1.069066184532316,Erfurt,Germany,0.0031418802264106,994.0,71,Erfurt,Germany,50.97,11.02,194,river north sea,True,True,8000.0,15000.0,16000.0,11000.0,19000.0,1,0,0,0,0,1,0,11.781955370892677,12.16203947937427,12.023473756814472,12.477851949468013,6.902742737158593,0.34847345388336554,9.615805480084347,9.852194258148577,0.23638877806422975
