cid,city,year,lpop,has_staple,has_fair,ever_staple,ever_fair,staple_year,fair_year,on_river,on_coast
156,Bad Kreuznach,1200,7.600902459542082,0,0,0,0,,,1,0
156,Bad Kreuznach,1300,8.006367567650246,0,0,0,0,,,1,0
156,Bad Kreuznach,1400,7.600902459542082,0,0,0,0,,,1,0
156,Bad Kreuznach,1500,8.006367567650246,0,0,0,0,,,1,0
167,Bailleul,1200,7.600902459542082,0,0,0,0,,,0,0
167,Bailleul,1300,7.600902459542082,0,0,0,0,,,0,0
167,Bailleul,1400,6.907755278982137,0,0,0,0,,,0,0
167,Bailleul,1500,6.907755278982137,0,0,0,0,,,0,0
173,Bamberg,1200,8.987196820661973,0,0,0,0,,,1,0
173,Bamberg,1300,8.987196820661973,0,0,0,0,,,1,0
173,Bamberg,1400,8.517193191416238,0,0,0,0,,,1,0
173,Bamberg,1500,8.85366542803745,0,0,0,0,,,1,0
183,Barmen,1200,6.907755278982137,0,0,0,0,,,1,0
183,Barmen,1300,6.907755278982137,0,0,0,0,,,1,0
183,Barmen,1400,6.907755278982137,0,0,0,0,,,1,0
183,Barmen,1500,6.907755278982137,0,0,0,0,,,1,0
191,Bautzen,1200,8.85366542803745,0,0,0,0,,,1,0
191,Bautzen,1300,8.006367567650246,0,0,0,0,,,1,0
191,Bautzen,1400,8.517193191416238,0,0,0,0,,,1,0
191,Bautzen,1500,8.517193191416238,0,0,0,0,,,1,0
194,Bayreuth,1200,6.907755278982137,0,0,0,0,,,1,0
194,Bayreuth,1300,6.907755278982137,0,0,0,0,,,1,0
194,Bayreuth,1400,6.907755278982137,0,0,0,0,,,1,0
194,Bayreuth,1500,7.600902459542082,0,0,0,0,,,1,0
200,Beckum,1200,6.907755278982137,0,0,0,0,,,0,0
200,Beckum,1300,7.600902459542082,0,0,0,0,,,0,0
200,Beckum,1400,6.907755278982137,0,0,0,0,,,0,0
200,Beckum,1500,6.907755278982137,0,0,0,0,,,0,0
225,Bergen op Zoom,1200,6.907755278982137,0,0,1,1,1388.0,1337.0,0,1
225,Bergen op Zoom,1300,6.907755278982137,0,0,1,1,1388.0,1337.0,0,1
225,Bergen op Zoom,1400,6.907755278982137,1,1,1,1,1388.0,1337.0,0,1
225,Bergen op Zoom,1500,6.907755278982137,1,1,1,1,1388.0,1337.0,0,1
227,Bergisch-Gladbach,1500,6.907755278982137,0,0,0,0,,,0,0
228,Bergues,1200,7.600902459542082,0,0,0,0,,,0,0
228,Bergues,1300,7.600902459542082,0,0,0,0,,,0,0
228,Bergues,1400,6.907755278982137,0,0,0,0,,,0,0
228,Bergues,1500,6.907755278982137,0,0,0,0,,,0,0
229,Berlin,1200,8.006367567650246,0,0,1,1,1337.0,1400.0,1,0
229,Berlin,1300,8.294049640102028,0,0,1,1,1337.0,1400.0,1,0
229,Berlin,1400,8.517193191416238,1,1,1,1,1337.0,1400.0,1,0
229,Berlin,1500,9.104979856318357,1,1,1,1,1337.0,1400.0,1,0
232,Bernburg,1200,7.600902459542082,0,0,0,0,,,1,0
232,Bernburg,1300,7.600902459542082,0,0,0,0,,,1,0
232,Bernburg,1400,6.907755278982137,0,0,0,0,,,1,0
232,Bernburg,1500,8.006367567650246,0,0,0,0,,,1,0
235,Bethune,1200,8.006367567650246,0,0,0,0,,,0,0
235,Bethune,1300,8.006367567650246,0,0,0,0,,,0,0
235,Bethune,1400,7.600902459542082,0,0,0,0,,,0,0
235,Bethune,1500,8.006367567650246,0,0,0,0,,,0,0
236,Beveren,1200,6.907755278982137,0,0,0,0,,,0,0
236,Beveren,1300,7.600902459542082,0,0,0,0,,,0,0
236,Beveren,1400,6.907755278982137,0,0,0,0,,,0,0
236,Beveren,1500,7.600902459542082,0,0,0,0,,,0,0
239,Bialystok,1500,6.907755278982137,0,0,0,0,,,0,0
242,Bielefeld,1200,6.907755278982137,0,0,0,1,,1338.0,0,0
242,Bielefeld,1300,6.907755278982137,0,0,0,1,,1338.0,0,0
242,Bielefeld,1400,6.907755278982137,0,1,0,1,,1338.0,0,0
242,Bielefeld,1500,7.600902459542082,0,1,0,1,,1338.0,0,0
248,Binche,1200,6.907755278982137,0,0,0,0,,,0,0
248,Binche,1300,6.907755278982137,0,0,0,0,,,0,0
248,Binche,1400,6.907755278982137,0,0,0,0,,,0,0
248,Binche,1500,6.907755278982137,0,0,0,0,,,0,0
249,Bingen,1200,7.600902459542082,0,0,0,0,,,1,0
249,Bingen,1300,7.600902459542082,0,0,0,0,,,1,0
249,Bingen,1400,6.907755278982137,0,0,0,0,,,1,0
249,Bingen,1500,6.907755278982137,0,0,0,0,,,1,0
260,Bochnia,1200,6.907755278982137,0,0,0,0,,,0,0
260,Bochnia,1300,6.907755278982137,0,0,0,0,,,0,0
260,Bochnia,1400,7.600902459542082,0,0,0,0,,,0,0
260,Bochnia,1500,8.006367567650246,0,0,0,0,,,0,0
261,Bochum,1200,6.907755278982137,0,0,0,1,,1581.0,0,0
261,Bochum,1300,6.907755278982137,0,0,0,1,,1581.0,0,0
261,Bochum,1400,6.907755278982137,0,0,0,1,,1581.0,0,0
261,Bochum,1500,6.907755278982137,0,0,0,1,,1581.0,0,0
269,Bonn,1200,8.294049640102028,0,0,0,0,,,1,0
269,Bonn,1300,8.517193191416238,0,0,0,0,,,1,0
269,Bonn,1400,8.006367567650246,0,0,0,0,,,1,0
269,Bonn,1500,8.006367567650246,0,0,0,0,,,1,0
280,Bottrop,1400,6.907755278982137,0,0,0,1,,1423.0,0,0
280,Bottrop,1500,6.907755278982137,0,1,0,1,,1423.0,0,0
281,Boulogne,1200,7.600902459542082,0,0,0,0,,,0,1
281,Boulogne,1300,7.600902459542082,0,0,0,0,,,0,1
281,Boulogne,1400,6.907755278982137,0,0,0,0,,,0,1
281,Boulogne,1500,7.600902459542082,0,0,0,0,,,0,1
283,Bourbourg,1200,7.600902459542082,0,0,0,0,,,0,0
283,Bourbourg,1300,7.600902459542082,0,0,0,0,,,0,0
283,Bourbourg,1400,6.907755278982137,0,0,0,0,,,0,0
283,Bourbourg,1500,6.907755278982137,0,0,0,0,,,0,0
293,Brandenburg,1200,7.600902459542082,0,0,1,1,1455.0,1480.0,1,0
293,Brandenburg,1300,6.907755278982137,0,0,1,1,1455.0,1480.0,1,0
293,Brandenburg,1400,7.600902459542082,0,0,1,1,1455.0,1480.0,1,0
293,Brandenburg,1500,8.517193191416238,1,1,1,1,1455.0,1480.0,1,0
294,Braniewo,1300,6.907755278982137,0,0,0,0,,,1,0
294,Braniewo,1400,7.600902459542082,0,0,0,0,,,1,0
294,Braniewo,1500,8.006367567650246,0,0,0,0,,,1,0
297,Braunschweig,1200,9.305650551780507,0,0,0,1,,1385.0,1,0
297,Braunschweig,1300,9.392661928770137,0,0,0,1,,1385.0,1,0
297,Braunschweig,1400,9.798127036878302,0,1,0,1,,1385.0,1,0
297,Braunschweig,1500,9.798127036878302,0,1,0,1,,1385.0,1,0
298,Breda,1200,6.907755278982137,0,0,1,1,1355.0,1313.0,1,0
298,Breda,1300,7.600902459542082,0,0,1,1,1355.0,1313.0,1,0
298,Breda,1400,6.907755278982137,1,1,1,1,1355.0,1313.0,1,0
298,Breda,1500,8.699514748210191,1,1,1,1,1355.0,1313.0,1,0
300,Bremen,1200,8.987196820661973,0,1,1,1,1360.0,965.0,1,0
300,Bremen,1300,9.472704636443673,0,1,1,1,1360.0,965.0,1,0
300,Bremen,1400,8.85366542803745,1,1,1,1,1360.0,965.0,1,0
300,Bremen,1500,9.798127036878302,1,1,1,1,1360.0,965.0,1,0
318,Bruchsal,1200,6.907755278982137,0,0,0,0,,,0,0
318,Bruchsal,1300,6.907755278982137,0,0,0,0,,,0,0
318,Bruchsal,1400,6.907755278982137,0,0,0,0,,,0,0
318,Bruchsal,1500,6.907755278982137,0,0,0,0,,,0,0
319,Brugge,1200,9.210340371976184,0,1,1,1,1252.0,1200.0,0,1
319,Brugge,1300,10.596634733096073,1,1,1,1,1252.0,1200.0,0,1
319,Brugge,1400,10.51867319162636,1,1,1,1,1252.0,1200.0,0,1
319,Brugge,1500,10.46310334047155,1,1,1,1,1252.0,1200.0,0,1
320,Bruxelles,1200,8.987196820661973,0,0,0,0,,,1,0
320,Bruxelles,1300,9.798127036878302,0,0,0,0,,,1,0
320,Bruxelles,1400,10.165851817003619,0,0,0,0,,,1,0
320,Bruxelles,1500,10.404262840448617,0,0,0,0,,,1,0
321,Brzeg,1300,6.907755278982137,0,0,0,0,,,1,0
321,Brzeg,1400,6.907755278982137,0,0,0,0,,,1,0
321,Brzeg,1500,7.600902459542082,0,0,0,0,,,1,0
325,Burg,1200,7.600902459542082,0,0,0,1,,1562.0,1,0
325,Burg,1300,7.600902459542082,0,0,0,1,,1562.0,1,0
325,Burg,1400,6.907755278982137,0,0,0,1,,1562.0,1,0
325,Burg,1500,7.600902459542082,0,0,0,1,,1562.0,1,0
331,Burscheid,1200,6.907755278982137,0,1,0,1,,1166.0,0,0
331,Burscheid,1300,6.907755278982137,0,1,0,1,,1166.0,0,0
331,Burscheid,1400,6.907755278982137,0,1,0,1,,1166.0,0,0
331,Burscheid,1500,6.907755278982137,0,1,0,1,,1166.0,0,0
337,Bydgoszcz,1200,6.907755278982137,0,0,0,0,,,1,0
337,Bydgoszcz,1300,7.600902459542082,0,0,0,0,,,1,0
337,Bydgoszcz,1400,6.907755278982137,0,0,0,0,,,1,0
337,Bydgoszcz,1500,7.600902459542082,0,0,0,0,,,1,0
348,Calais,1200,7.600902459542082,0,0,0,0,,,0,1
348,Calais,1300,8.006367567650246,0,0,0,0,,,0,1
348,Calais,1400,7.600902459542082,0,0,0,0,,,0,1
348,Calais,1500,8.006367567650246,0,0,0,0,,,0,1
357,Cambrai,1200,8.699514748210191,0,0,0,0,,,1,0
357,Cambrai,1300,8.987196820661973,0,0,0,0,,,1,0
357,Cambrai,1400,9.210340371976184,0,0,0,0,,,1,0
357,Cambrai,1500,9.305650551780507,0,0,0,0,,,1,0
417,Celle,1200,6.907755278982137,0,0,1,1,1459.0,1353.0,1,0
417,Celle,1300,6.907755278982137,0,0,1,1,1459.0,1353.0,1,0
417,Celle,1400,6.907755278982137,0,1,1,1,1459.0,1353.0,1,0
417,Celle,1500,6.907755278982137,1,1,1,1,1459.0,1353.0,1,0
432,Charleroi,1200,6.907755278982137,0,0,0,0,,,1,0
432,Charleroi,1300,6.907755278982137,0,0,0,0,,,1,0
432,Charleroi,1400,6.907755278982137,0,0,0,0,,,1,0
432,Charleroi,1500,6.907755278982137,0,0,0,0,,,1,0
433,Charleville,1200,8.006367567650246,0,0,1,0,1358.0,,1,0
433,Charleville,1300,8.294049640102028,0,0,1,0,1358.0,,1,0
433,Charleville,1400,8.006367567650246,1,0,1,0,1358.0,,1,0
433,Charleville,1500,7.600902459542082,1,0,1,0,1358.0,,1,0
444,Chelmno,1200,6.907755278982137,0,0,0,0,,,1,0
444,Chelmno,1300,7.600902459542082,0,0,0,0,,,1,0
444,Chelmno,1400,6.907755278982137,0,0,0,0,,,1,0
444,Chelmno,1500,8.294049640102028,0,0,0,0,,,1,0
447,Chemnitz,1200,6.907755278982137,0,0,0,0,,,1,0
447,Chemnitz,1300,7.600902459542082,0,0,0,0,,,1,0
447,Chemnitz,1400,6.907755278982137,0,0,0,0,,,1,0
447,Chemnitz,1500,8.006367567650246,0,0,0,0,,,1,0
476,Clausthal Zellerfeld,1500,6.907755278982137,0,0,0,1,,1613.0,0,0
482,Coburg,1200,7.600902459542082,0,0,0,0,,,1,0
482,Coburg,1300,8.006367567650246,0,0,0,0,,,1,0
482,Coburg,1400,8.294049640102028,0,0,0,0,,,1,0
482,Coburg,1500,8.006367567650246,0,0,0,0,,,1,0
483,Coesfeld,1200,6.907755278982137,0,0,0,0,,,1,0
483,Coesfeld,1300,7.600902459542082,0,0,0,0,,,1,0
483,Coesfeld,1400,6.907755278982137,0,0,0,0,,,1,0
483,Coesfeld,1500,6.907755278982137,0,0,0,0,,,1,0
489,Comines,1200,6.907755278982137,0,0,0,1,,1296.0,1,0
489,Comines,1300,6.907755278982137,0,1,0,1,,1296.0,1,0
489,Comines,1400,6.907755278982137,0,1,0,1,,1296.0,1,0
489,Comines,1500,6.907755278982137,0,1,0,1,,1296.0,1,0
494,Conde sur l' Escaut,1200,7.600902459542082,0,0,0,0,,,1,0
494,Conde sur l' Escaut,1300,7.600902459542082,0,0,0,0,,,1,0
494,Conde sur l' Escaut,1400,6.907755278982137,0,0,0,0,,,1,0
494,Conde sur l' Escaut,1500,6.907755278982137,0,0,0,0,,,1,0
513,Cottbus,1200,6.907755278982137,0,0,0,0,,,1,0
513,Cottbus,1300,6.907755278982137,0,0,0,0,,,1,0
513,Cottbus,1400,7.600902459542082,0,0,0,0,,,1,0
513,Cottbus,1500,8.006367567650246,0,0,0,0,,,1,0
522,Cronenberg,1200,6.907755278982137,0,0,0,0,,,1,0
522,Cronenberg,1300,7.600902459542082,0,0,0,0,,,1,0
522,Cronenberg,1400,6.907755278982137,0,0,0,0,,,1,0
522,Cronenberg,1500,7.600902459542082,0,0,0,0,,,1,0
530,Czestochowa,1400,6.907755278982137,0,0,0,0,,,1,0
530,Czestochowa,1500,7.600902459542082,0,0,0,0,,,1,0
535,Darmstadt,1200,6.907755278982137,0,0,0,0,,,0,0
535,Darmstadt,1300,7.600902459542082,0,0,0,0,,,0,0
535,Darmstadt,1400,6.907755278982137,0,0,0,0,,,0,0
535,Darmstadt,1500,6.907755278982137,0,0,0,0,,,0,0
542,Delft,1200,8.517193191416238,0,0,0,1,,1246.0,1,0
542,Delft,1300,8.699514748210191,0,1,0,1,,1246.0,1,0
542,Delft,1400,8.85366542803745,0,1,0,1,,1246.0,1,0
542,Delft,1500,9.392661928770137,0,1,0,1,,1246.0,1,0
543,Dendermonde,1200,8.517193191416238,0,0,0,0,,,1,0
543,Dendermonde,1300,9.104979856318357,0,0,0,0,,,1,0
543,Dendermonde,1400,8.517193191416238,0,0,0,0,,,1,0
543,Dendermonde,1500,8.517193191416238,0,0,0,0,,,1,0
547,Dessau,1200,6.907755278982137,0,0,1,0,1533.0,,1,0
547,Dessau,1300,6.907755278982137,0,0,1,0,1533.0,,1,0
547,Dessau,1400,6.907755278982137,0,0,1,0,1533.0,,1,0
547,Dessau,1500,7.600902459542082,0,0,1,0,1533.0,,1,0
548,Deventer,1200,8.699514748210191,0,0,0,1,,1340.0,1,0
548,Deventer,1300,8.699514748210191,0,0,0,1,,1340.0,1,0
548,Deventer,1400,8.517193191416238,0,1,0,1,,1340.0,1,0
548,Deventer,1500,8.85366542803745,0,1,0,1,,1340.0,1,0
550,Diest,1200,6.907755278982137,0,0,0,1,,1362.0,1,0
550,Diest,1300,7.600902459542082,0,0,0,1,,1362.0,1,0
550,Diest,1400,8.699514748210191,0,1,0,1,,1362.0,1,0
550,Diest,1500,8.517193191416238,0,1,0,1,,1362.0,1,0
555,Dinant,1200,8.294049640102028,0,0,0,0,,,1,0
555,Dinant,1300,8.517193191416238,0,0,0,0,,,1,0
555,Dinant,1400,8.699514748210191,0,0,0,0,,,1,0
555,Dinant,1500,8.517193191416238,0,0,0,0,,,1,0
560,Doebeln,1200,6.907755278982137,0,0,0,1,,1500.0,1,0
560,Doebeln,1300,6.907755278982137,0,0,0,1,,1500.0,1,0
560,Doebeln,1400,6.907755278982137,0,0,0,1,,1500.0,1,0
560,Doebeln,1500,7.600902459542082,0,1,0,1,,1500.0,1,0
565,Dordrecht,1200,8.006367567650246,0,0,1,1,1299.0,1331.0,1,1
565,Dordrecht,1300,8.987196820661973,1,0,1,1,1299.0,1331.0,1,1
565,Dordrecht,1400,8.987196820661973,1,1,1,1,1299.0,1331.0,1,1
565,Dordrecht,1500,9.210340371976184,1,1,1,1,1299.0,1331.0,1,1
568,Dortmund,1200,8.294049640102028,0,0,0,1,,1232.0,0,0
568,Dortmund,1300,8.85366542803745,0,1,0,1,,1232.0,0,0
568,Dortmund,1400,9.104979856318357,0,1,0,1,,1232.0,0,0
568,Dortmund,1500,8.987196820661973,0,1,0,1,,1232.0,0,0
569,Douai,1200,8.987196820661973,0,0,0,0,,,1,0
569,Douai,1300,9.210340371976184,0,0,0,0,,,1,0
569,Douai,1400,8.85366542803745,0,0,0,0,,,1,0
569,Douai,1500,9.210340371976184,0,0,0,0,,,1,0
570,Dour,1200,6.907755278982137,0,0,0,0,,,0,0
570,Dour,1300,6.907755278982137,0,0,0,0,,,0,0
570,Dour,1400,6.907755278982137,0,0,0,0,,,0,0
570,Dour,1500,6.907755278982137,0,0,0,0,,,0,0
575,Dresden,1200,6.907755278982137,0,0,1,0,1455.0,,1,0
575,Dresden,1300,8.517193191416238,0,0,1,0,1455.0,,1,0
575,Dresden,1400,8.294049640102028,0,0,1,0,1455.0,,1,0
575,Dresden,1500,8.517193191416238,1,0,1,0,1455.0,,1,0
582,Dueren,1200,8.006367567650246,0,0,0,0,,,1,0
582,Dueren,1300,8.006367567650246,0,0,0,0,,,1,0
582,Dueren,1400,7.600902459542082,0,0,0,0,,,1,0
582,Dueren,1500,8.006367567650246,0,0,0,0,,,1,0
583,Duesseldorf,1200,6.907755278982137,0,0,0,1,,1482.0,1,0
583,Duesseldorf,1300,7.600902459542082,0,0,0,1,,1482.0,1,0
583,Duesseldorf,1400,7.600902459542082,0,0,0,1,,1482.0,1,0
583,Duesseldorf,1500,7.600902459542082,0,1,0,1,,1482.0,1,0
584,Duisburg,1200,6.907755278982137,0,1,1,1,1273.0,1173.0,1,0
584,Duisburg,1300,6.907755278982137,1,1,1,1,1273.0,1173.0,1,0
584,Duisburg,1400,6.907755278982137,1,1,1,1,1273.0,1173.0,1,0
584,Duisburg,1500,7.600902459542082,1,1,1,1,1273.0,1173.0,1,0
588,Dunkerque,1200,8.006367567650246,0,0,0,0,,,0,1
588,Dunkerque,1300,8.294049640102028,0,0,0,0,,,0,1
588,Dunkerque,1400,8.006367567650246,0,0,0,0,,,0,1
588,Dunkerque,1500,8.85366542803745,0,0,0,0,,,0,1
595,Edam,1200,6.907755278982137,0,0,0,1,,1357.0,0,1
595,Edam,1300,7.600902459542082,0,0,0,1,,1357.0,0,1
595,Edam,1400,6.907755278982137,0,1,0,1,,1357.0,0,1
595,Edam,1500,8.294049640102028,0,1,0,1,,1357.0,0,1
596,Ede,1200,6.907755278982137,0,0,0,0,,,0,0
596,Ede,1300,6.907755278982137,0,0,0,0,,,0,0
596,Ede,1400,6.907755278982137,0,0,0,0,,,0,0
596,Ede,1500,6.907755278982137,0,0,0,0,,,0,0
599,Eeklo,1200,6.907755278982137,0,0,0,0,,,0,0
599,Eeklo,1300,8.006367567650246,0,0,0,0,,,0,0
599,Eeklo,1400,7.600902459542082,0,0,0,0,,,0,0
599,Eeklo,1500,7.600902459542082,0,0,0,0,,,0,0
602,Eilenburg,1200,6.907755278982137,0,0,0,0,,,1,0
602,Eilenburg,1300,6.907755278982137,0,0,0,0,,,1,0
602,Eilenburg,1400,6.907755278982137,0,0,0,0,,,1,0
602,Eilenburg,1500,6.907755278982137,0,0,0,0,,,1,0
603,Einbeck,1200,6.907755278982137,0,0,0,1,,1252.0,0,0
603,Einbeck,1300,7.600902459542082,0,1,0,1,,1252.0,0,0
603,Einbeck,1400,8.006367567650246,0,1,0,1,,1252.0,0,0
603,Einbeck,1500,8.85366542803745,0,1,0,1,,1252.0,0,0
604,Eindhoven,1200,6.907755278982137,0,0,0,0,,,1,0
604,Eindhoven,1300,6.907755278982137,0,0,0,0,,,1,0
604,Eindhoven,1400,6.907755278982137,0,0,0,0,,,1,0
604,Eindhoven,1500,6.907755278982137,0,0,0,0,,,1,0
605,Eisenach,1200,6.907755278982137,0,0,0,1,,1300.0,1,0
605,Eisenach,1300,7.600902459542082,0,1,0,1,,1300.0,1,0
605,Eisenach,1400,6.907755278982137,0,1,0,1,,1300.0,1,0
605,Eisenach,1500,8.294049640102028,0,1,0,1,,1300.0,1,0
607,Eisleben,1200,7.600902459542082,0,0,0,1,,1422.0,1,0
607,Eisleben,1300,8.294049640102028,0,0,0,1,,1422.0,1,0
607,Eisleben,1400,8.294049640102028,0,0,0,1,,1422.0,1,0
607,Eisleben,1500,9.104979856318357,0,1,0,1,,1422.0,1,0
610,Elberfeld,1200,6.907755278982137,0,0,0,0,,,1,0
610,Elberfeld,1300,6.907755278982137,0,0,0,0,,,1,0
610,Elberfeld,1400,6.907755278982137,0,0,0,0,,,1,0
610,Elberfeld,1500,6.907755278982137,0,0,0,0,,,1,0
612,Elblag,1200,7.600902459542082,0,0,1,0,1388.0,,1,1
